Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
POC-201-TP1_R1_001	57.45794220869883	41.0	150.0	150	27.27272727272727	20120651.0
POC-201-TP1_R2_001	59.90118596344574	43.0	150.0	150	27.27272727272727	20120651.0
POC-201-TP2_R1_001	62.300923857475475	41.0	150.0	150	27.27272727272727	21616233.0
POC-201-TP2_R2_001	64.30862849279016	42.0	150.0	150	27.27272727272727	21616233.0
POC-201-TP3_R1_001	77.56202635653972	37.0	150.0	150	36.36363636363637	16212213.0
POC-201-TP3_R2_001	77.93286435555545	37.0	150.0	150	27.27272727272727	16212213.0
POC-219-TP1_R1_001	62.233544073173356	40.0	150.0	150	27.27272727272727	20746812.0
POC-219-TP1_R2_001	63.80775028525233	41.0	150.0	150	27.27272727272727	20746812.0
POC-219-TP2_R1_001	63.380697795475946	40.0	150.0	150	27.27272727272727	18890758.0
POC-219-TP2_R2_001	65.11207455816309	41.0	150.0	150	27.27272727272727	18890758.0
POC-219-TP3_R1_001	82.46598904817546	39.0	150.0	150	45.45454545454545	21473974.0
POC-219-TP3_R2_001	82.33975259202089	39.0	150.0	150	45.45454545454545	21473974.0
POC-219-TP4_R1_001	68.60772764508452	41.0	150.0	150	27.27272727272727	19455229.0
POC-219-TP4_R2_001	69.5856801755107	42.0	150.0	150	27.27272727272727	19455229.0
POC-222-TP1_R1_001	52.60934904861821	41.0	150.0	150	27.27272727272727	19521219.0
POC-222-TP1_R2_001	55.15599449803446	42.0	150.0	150	27.27272727272727	19521219.0
POC-222-TP2_R1_001	65.86250961137719	40.0	150.0	150	27.27272727272727	22297248.0
POC-222-TP2_R2_001	67.38253425838404	41.0	150.0	150	27.27272727272727	22297248.0
POC-222-TP3_R1_001	60.744788883487644	41.0	150.0	150	27.27272727272727	22918854.0
POC-222-TP3_R2_001	63.14704177218026	42.0	150.0	150	27.27272727272727	22918854.0
POC-222-TP4_R1_001	63.59131245315161	40.0	150.0	150	27.27272727272727	16941524.0
POC-222-TP4_R2_001	64.73048070349304	41.0	150.0	150	27.27272727272727	16941524.0
POC-255-TP1_R1_001	51.51479192839711	41.0	150.0	150	27.27272727272727	19218179.0
POC-255-TP1_R2_001	53.82862956031701	43.0	150.0	150	27.27272727272727	19218179.0
POC-255-TP2_R1_001	67.52009513336856	40.0	150.0	150	27.27272727272727	20313015.0
POC-255-TP2_R2_001	68.97585660937172	41.0	150.0	150	27.27272727272727	20313015.0
POC-255-TP3_R1_001	78.80968928610618	41.0	150.0	150	36.36363636363637	24339256.0
POC-255-TP3_R2_001	79.71874769426324	41.0	150.0	150	27.27272727272727	24339256.0
POC-255-TP4_R1_001	58.4332220114861	40.0	150.0	150	27.27272727272727	20856416.0
POC-255-TP4_R2_001	60.44001405011469	42.0	150.0	150	27.27272727272727	20856416.0
POC-259-TP1_R1_001	47.63289427643945	42.0	150.0	150	18.181818181818183	18125878.0
POC-259-TP1_R2_001	49.269937856343745	43.0	150.0	150	18.181818181818183	18125878.0
POC-259-TP2_R1_001	59.174277549786034	41.0	150.0	150	27.27272727272727	21060635.0
POC-259-TP2_R2_001	61.2162028796714	43.0	150.0	150	27.27272727272727	21060635.0
