Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
POC-259-TP3_R1_001	71.93223376607214	39.0	150.0	150	27.27272727272727	22149153.0
POC-259-TP3_R2_001	72.92389025070773	41.0	150.0	150	27.27272727272727	22149153.0
POC-259-TP4_R1_001	56.77696842601213	40.0	150.0	150	27.27272727272727	19367787.0
POC-259-TP4_R2_001	58.71141777320496	42.0	150.0	150	27.27272727272727	19367787.0
POC-40-TP1_R1_001	58.14105624887683	40.0	150.0	150	27.27272727272727	18271274.0
POC-40-TP1_R2_001	59.679846554235404	41.0	150.0	150	27.27272727272727	18271274.0
POC-40-TP2_R1_001	63.602955922998966	40.0	150.0	150	27.27272727272727	21370844.0
POC-40-TP2_R2_001	65.97725700117658	41.0	150.0	150	27.27272727272727	21370844.0
POC-40-TP3_R1_001	59.57104992803418	40.0	150.0	150	27.27272727272727	20534220.0
POC-40-TP3_R2_001	62.14640976658246	42.0	150.0	150	27.27272727272727	20534220.0
POC-40-TP4_R1_001	58.89643685159379	40.0	150.0	150	27.27272727272727	19466606.0
POC-40-TP4_R2_001	60.92279174859612	41.0	150.0	150	27.27272727272727	19466606.0
POC-42-TP1_R1_001	58.062966141627705	40.0	150.0	150	27.27272727272727	18200696.0
POC-42-TP1_R2_001	60.91401786238524	41.0	150.0	150	27.27272727272727	18200696.0
POC-42-TP2_R1_001	64.9731679361028	39.0	150.0	150	27.27272727272727	22283202.0
POC-42-TP2_R2_001	66.41296014737847	41.0	150.0	150	27.27272727272727	22283202.0
POC-42-TP3_R1_001	61.60296874861826	40.0	150.0	150	27.27272727272727	19832632.0
POC-42-TP3_R2_001	63.03340687078476	41.0	150.0	150	27.27272727272727	19832632.0
POC-42-TP4_R1_001	72.63820483900633	40.0	150.0	150	27.27272727272727	16179587.0
POC-42-TP4_R2_001	74.10955911464713	41.0	150.0	150	27.27272727272727	16179587.0
POC-52-TP1_R1_001	81.65066341229098	47.0	150.0	150	36.36363636363637	16402600.0
POC-52-TP1_R2_001	82.06792859569349	48.0	150.0	150	36.36363636363637	16402600.0
POC-52-TP2_R1_001	67.62942626670488	40.0	150.0	150	27.27272727272727	21300717.0
POC-52-TP2_R2_001	69.42011347313928	41.0	150.0	150	27.27272727272727	21300717.0
POC-52-TP3_R1_001	63.06941101278452	41.0	150.0	150	27.27272727272727	18255514.0
POC-52-TP3_R2_001	65.21815403027315	42.0	150.0	150	27.27272727272727	18255514.0
POC-52-TP4_R1_001	53.33484203677733	41.0	150.0	150	27.27272727272727	17858143.0
POC-52-TP4_R2_001	55.69666058149329	42.0	150.0	150	27.27272727272727	17858143.0
POC-53-TP1_R1_001	55.44695623823728	41.0	150.0	150	27.27272727272727	19932021.0
POC-53-TP1_R2_001	57.55954573679345	42.0	150.0	150	27.27272727272727	19932021.0
POC-53-TP2_R1_001	57.90840720488656	41.0	150.0	150	27.27272727272727	19319613.0
POC-53-TP2_R2_001	59.86690242887679	42.0	150.0	150	27.27272727272727	19319613.0
POC-53-TP3_R1_001	62.951150756033265	41.0	150.0	150	27.27272727272727	21006237.0
POC-53-TP3_R2_001	64.7745998919744	42.0	150.0	150	27.27272727272727	21006237.0
POC-53-TP4_R1_001	60.45553393659063	42.0	150.0	150	27.27272727272727	20021973.0
POC-53-TP4_R2_001	61.97868867486157	43.0	150.0	150	27.27272727272727	20021973.0
POC-57-TP1_R1_001	59.880914115068784	41.0	150.0	150	27.27272727272727	18581682.0
POC-57-TP1_R2_001	61.96698595618853	42.0	150.0	150	27.27272727272727	18581682.0
POC-57-TP2_R1_001	61.48654325623982	40.0	150.0	150	27.27272727272727	19127304.0
POC-57-TP2_R2_001	62.26693040953901	41.0	150.0	150	27.27272727272727	19127304.0
POC-57-TP3_R1_001	57.75774750915126	41.0	150.0	150	27.27272727272727	22068664.0
POC-57-TP3_R2_001	59.805250494221454	42.0	150.0	150	27.27272727272727	22068664.0
POC-57-TP4_R1_001	59.388732085240896	40.0	150.0	150	27.27272727272727	20983531.0
POC-57-TP4_R2_001	61.52487979175279	42.0	150.0	150	27.27272727272727	20983531.0
