Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
1A3-fastp-adapters-polyG-31bp-merged	87.68307246741685	44.0	26.873659831885487	28	36.36363636363637	17059800.0
1A4-fastp-adapters-polyG-31bp-merged	89.37496374535742	54.0	24.322508477333994	24	36.36363636363637	7301529.0
1A5-fastp-adapters-polyG-31bp-merged	85.07108981388292	54.0	23.62649446999109	23	36.36363636363637	11304593.0
1A6-fastp-adapters-polyG-31bp-merged	85.49440912811247	51.0	24.679948367684457	25	36.36363636363637	9632727.0
1B11-fastp-adapters-polyG-31bp-merged	82.37021531501387	49.0	25.292727824134822	25	36.36363636363637	4965804.0
1B12-fastp-adapters-polyG-31bp-merged	87.06250030090703	45.0	26.449148816259616	27	36.36363636363637	6957311.0
1B8-fastp-adapters-polyG-31bp-merged	87.97460461006885	54.0	24.69441927929887	25	36.36363636363637	5509163.0
1C1-fastp-adapters-polyG-31bp-merged	81.75311290388065	52.0	23.729845314847537	24	36.36363636363637	9730281.0
1C2-fastp-adapters-polyG-31bp-merged	87.14828825573954	56.0	24.829262040532733	25	27.27272727272727	9136369.0
1C3-fastp-adapters-polyG-31bp-merged	93.39313829627272	45.0	25.397231883777494	25	36.36363636363637	12142915.0
1C7-fastp-adapters-polyG-31bp-merged	88.2525609312986	47.0	25.361576470500957	25	36.36363636363637	7009278.0
1C8-fastp-adapters-polyG-31bp-merged	92.82135543536648	45.0	25.470445361017795	25	36.36363636363637	6664436.0
1C9-fastp-adapters-polyG-31bp-merged	90.00327540864112	46.0	25.885956954753794	25	36.36363636363637	7215942.0
1D11-fastp-adapters-polyG-31bp-merged	82.6773262363075	56.0	23.924777420250663	24	27.27272727272727	7583574.0
1E10-fastp-adapters-polyG-31bp-merged	89.3947755870189	45.0	26.40736550353569	27	36.36363636363637	7499528.0
1E11-fastp-adapters-polyG-31bp-merged	83.55726289010701	57.0	23.825761358716992	23	27.27272727272727	5959740.0
1E12-fastp-adapters-polyG-31bp-merged	89.20516362803141	54.0	24.66798462839815	25	36.36363636363637	6928881.0
1E4-fastp-adapters-polyG-31bp-merged	93.70265230450818	41.0	25.493991587518554	25	36.36363636363637	11932270.0
1E6-fastp-adapters-polyG-31bp-merged	93.8778434561643	43.0	25.718296368990448	25	36.36363636363637	12643536.0
1E8-fastp-adapters-polyG-31bp-merged	89.86610879875283	49.0	24.60058175632391	25	36.36363636363637	7397599.0
1F2-fastp-adapters-polyG-31bp-merged	89.34670117283335	45.0	25.657994099066933	25	36.36363636363637	9560183.0
1F5-fastp-adapters-polyG-31bp-merged	90.52573578137645	43.0	26.431212193918434	25	36.36363636363637	11044850.0
1F9-fastp-adapters-polyG-31bp-merged	87.61189916781792	47.0	25.472877348379114	25	36.36363636363637	7114109.0
1G11-fastp-adapters-polyG-31bp-merged	86.80482409975474	53.0	24.956051658708834	25	36.36363636363637	5837854.0
1G12-fastp-adapters-polyG-31bp-merged	81.29478737631992	54.0	24.060642061624325	24	36.36363636363637	6074744.0
1G2-fastp-adapters-polyG-31bp-merged	76.27310184804358	51.0	23.636992960428557	23	36.36363636363637	11999310.0
1G4-fastp-adapters-polyG-31bp-merged	86.15271824497643	51.0	24.605676088872915	25	36.36363636363637	8636017.0
1G6-fastp-adapters-polyG-31bp-merged	89.88109890439112	53.0	23.60115691765639	23	36.36363636363637	12933159.0
1G7-fastp-adapters-polyG-31bp-merged	88.50559258676748	44.0	26.406613680628226	26	36.36363636363637	7468005.0
1G8-fastp-adapters-polyG-31bp-merged	90.75682601171164	55.0	25.226653003207446	25	36.36363636363637	7021160.0
1G9-fastp-adapters-polyG-31bp-merged	87.64261047833081	46.0	26.158357064954377	26	36.36363636363637	7120598.0
1H10-fastp-adapters-polyG-31bp-merged	85.31885955143301	52.0	23.823437412258112	24	36.36363636363637	6232770.0
1H4-fastp-adapters-polyG-31bp-merged	91.76532497674783	46.0	26.170633618737455	25	36.36363636363637	10189645.0
1H5-fastp-adapters-polyG-31bp-merged	84.42486080986369	58.0	23.346362720150466	23	36.36363636363637	9255488.0
1H9-fastp-adapters-polyG-31bp-merged	93.42691027814895	57.0	23.338401728098162	23	36.36363636363637	8040284.0
2A1-fastp-adapters-polyG-31bp-merged	86.17940551787017	53.0	23.764263136487507	24	36.36363636363637	8096133.0
2A2-fastp-adapters-polyG-31bp-merged	92.01070093148229	46.0	26.057991716607468	25	36.36363636363637	9913571.0
2C3-fastp-adapters-polyG-31bp-merged	89.60981086084716	52.0	25.21212701857657	25	36.36363636363637	13949991.0
2G2-fastp-adapters-polyG-31bp-merged	88.2374441199007	53.0	24.813509378815347	25	36.36363636363637	10811600.0
