group_id,wgcna_module
OG_00705,7
OG_00710,7
OG_00733,7
OG_00745,7
OG_00746,7
OG_00747,7
OG_00771,7
OG_00784,7
OG_00786,7
OG_00796,7
OG_00849,7
OG_00841,7
OG_00844,7
OG_00859,7
OG_00873,7
OG_00920,7
OG_00935,7
OG_00961,7
OG_00962,7
OG_00972,7
OG_01007,7
OG_01014,7
OG_01045,7
OG_01047,7
OG_01050,7
OG_01051,7
OG_01062,7
OG_01065,7
OG_01067,7
OG_01069,7
OG_01072,7
OG_01079,7
OG_01083,7
OG_01093,7
OG_01138,7
OG_01141,7
OG_01187,7
OG_01204,7
OG_01241,7
OG_01227,7
OG_01261,7
OG_01278,7
OG_01283,7
OG_01299,7
OG_01301,7
OG_01330,7
OG_01344,7
OG_01354,7
OG_01358,7
OG_01393,7
OG_01397,7
OG_01407,7
OG_01408,7
OG_00001,7
OG_00019,7
OG_00040,7
OG_00051,7
OG_00065,7
OG_00084,7
OG_00087,7
OG_00099,7
OG_00124,7
OG_00148,7
OG_00168,7
OG_00171,7
OG_00190,7
OG_00207,7
OG_00208,7
OG_00243,7
OG_00263,7
OG_00277,7
OG_00285,7
OG_00286,7
OG_00294,7
OG_00305,7
OG_00333,7
OG_00349,7
OG_00387,7
OG_00389,7
OG_00396,7
OG_00415,7
OG_00421,7
OG_00428,7
OG_00436,7
OG_00443,7
OG_00476,7
OG_00479,7
OG_00535,7
OG_00583,7
OG_00596,7
OG_00654,7
OG_00662,7
OG_00679,7
OG_01416,7
OG_01414,7
OG_01412,7
OG_01443,7
OG_01451,7
OG_01462,7
OG_01473,7
OG_01483,7
OG_01503,7
OG_01506,7
OG_01538,7
OG_01581,7
OG_01589,7
OG_01600,7
OG_01606,7
OG_01615,7
OG_01648,7
OG_01680,7
OG_01677,7
OG_01687,7
OG_01704,7
OG_01709,7
OG_01713,7
OG_01727,7
OG_01736,7
OG_01741,7
OG_01773,7
OG_01782,7
OG_01787,7
OG_01808,7
OG_01810,7
OG_01866,7
OG_01845,7
OG_01862,7
OG_01876,7
OG_01898,7
OG_01903,7
OG_01911,7
OG_01916,7
OG_01923,7
OG_01927,7
OG_01946,7
OG_01992,7
OG_02041,7
OG_02049,7
OG_02052,7
OG_02067,7
OG_02095,7
OG_02105,7
OG_02107,7
OG_02124,7
OG_02125,7
OG_02129,7
OG_02150,7
OG_02134,7
OG_02169,7
OG_02172,7
OG_02175,7
OG_02197,7
OG_02219,7
OG_02224,7
OG_02241,7
OG_02244,7
OG_02249,7
OG_02256,7
OG_02261,7
OG_02279,7
OG_02300,7
OG_02297,7
OG_02322,7
OG_02336,7
OG_02340,7
OG_02374,7
OG_02384,7
OG_02385,7
OG_02393,7
OG_02405,7
OG_02410,7
OG_02415,7
OG_02417,7
OG_02424,7
OG_02429,7
OG_02448,7
OG_02500,7
OG_02504,7
OG_02512,7
OG_02528,7
OG_02544,7
OG_02555,7
OG_02548,7
OG_02554,7
OG_02563,7
OG_02591,7
OG_02593,7
OG_02606,7
OG_02612,7
OG_02645,7
OG_02667,7
OG_02703,7
OG_02709,7
OG_02718,7
OG_02765,7
OG_02784,7
OG_02811,7
OG_02835,7
OG_02837,7
OG_02820,7
OG_02840,7
OG_02845,7
OG_02852,7
OG_02857,7
OG_02861,7
OG_02877,7
OG_02888,7
OG_02904,7
OG_02975,7
OG_02985,7
OG_02997,7
OG_03030,7
OG_03048,7
OG_03101,7
OG_03147,7
OG_03158,7
OG_03178,7
OG_03166,7
OG_03172,7
OG_03183,7
OG_03192,7
OG_03193,7
OG_03200,7
OG_03207,7
OG_03216,7
OG_03246,7
OG_03256,7
OG_03278,7
OG_03287,7
OG_03323,7
OG_03359,7
OG_03342,7
OG_03368,7
OG_03376,7
OG_03377,7
OG_03388,7
OG_03399,7
OG_03404,7
OG_03415,7
OG_03427,7
OG_03457,7
OG_03478,7
OG_03506,7
OG_03545,7
OG_03573,7
OG_03584,7
OG_03585,7
OG_03600,7
OG_03604,7
OG_03606,7
OG_03614,7
OG_03619,7
OG_03620,7
OG_03636,7
OG_03648,7
OG_03657,7
OG_03691,7
OG_03720,7
OG_03724,7
OG_03765,7
OG_03775,7
OG_03777,7
OG_03784,7
OG_03790,7
OG_03792,7
OG_03797,7
OG_03806,7
OG_03813,7
OG_03860,7
OG_03878,7
OG_03887,7
OG_03888,7
OG_03892,7
OG_03911,7
OG_03926,7
OG_03927,7
OG_03933,7
OG_03957,7
OG_03946,7
