group_id,module_label,module_color
OG_00827,2,blue
OG_00828,2,blue
OG_00829,3,brown
OG_00849,7,black
OG_00850,1,turquoise
OG_00851,1,turquoise
OG_00852,2,blue
OG_00853,4,yellow
OG_00854,1,turquoise
OG_00855,1,turquoise
OG_00856,6,red
OG_00857,2,blue
OG_00831,3,brown
OG_00832,1,turquoise
OG_00833,1,turquoise
OG_00834,4,yellow
OG_00835,3,brown
OG_00836,2,blue
OG_00837,0,grey
OG_00838,4,yellow
OG_00839,2,blue
OG_00840,2,blue
OG_00841,7,black
OG_00842,3,brown
OG_00843,4,yellow
OG_00844,7,black
OG_00845,4,yellow
OG_00846,2,blue
OG_00847,6,red
OG_00861,1,turquoise
OG_00862,0,grey
OG_00863,2,blue
OG_00864,3,brown
OG_00859,7,black
OG_00860,3,brown
OG_00865,2,blue
OG_00867,4,yellow
OG_00868,1,turquoise
OG_00870,1,turquoise
OG_00871,2,blue
OG_00869,1,turquoise
OG_00872,3,brown
OG_00873,7,black
OG_00874,1,turquoise
OG_00875,1,turquoise
OG_00876,5,green
OG_00877,5,green
OG_00878,8,pink
OG_00879,1,turquoise
OG_00880,4,yellow
OG_00906,1,turquoise
OG_00907,1,turquoise
OG_00908,4,yellow
OG_00909,3,brown
OG_00910,6,red
OG_00911,1,turquoise
OG_00912,1,turquoise
OG_00882,1,turquoise
OG_00883,1,turquoise
OG_00884,5,green
OG_00885,1,turquoise
OG_00886,0,grey
OG_00887,5,green
OG_00888,1,turquoise
OG_00889,1,turquoise
OG_00890,1,turquoise
OG_00891,3,brown
OG_00892,5,green
OG_00894,1,turquoise
OG_00895,0,grey
OG_00896,1,turquoise
OG_00897,3,brown
OG_00898,4,yellow
OG_00899,1,turquoise
OG_00900,1,turquoise
OG_00901,1,turquoise
OG_00902,4,yellow
OG_00903,4,yellow
OG_00904,2,blue
OG_00905,1,turquoise
OG_00918,8,pink
OG_00914,1,turquoise
OG_00915,1,turquoise
OG_00916,3,brown
OG_00917,1,turquoise
OG_00919,5,green
OG_00913,4,yellow
OG_00921,4,yellow
OG_00920,7,black
OG_00922,4,yellow
OG_00923,3,brown
OG_00924,3,brown
OG_00925,1,turquoise
OG_00926,5,green
OG_00927,1,turquoise
OG_00928,0,grey
OG_00929,1,turquoise
OG_00930,6,red
OG_00931,1,turquoise
OG_00932,4,yellow
OG_00933,1,turquoise
OG_00934,3,brown
OG_00935,7,black
OG_00936,1,turquoise
OG_00937,1,turquoise
OG_00938,3,brown
OG_00939,1,turquoise
OG_00940,6,red
OG_00941,1,turquoise
OG_00942,5,green
OG_00943,3,brown
OG_00944,6,red
OG_00945,3,brown
OG_00946,4,yellow
OG_00947,1,turquoise
OG_00948,1,turquoise
OG_00949,6,red
OG_00950,1,turquoise
OG_00951,6,red
OG_00952,5,green
OG_00953,5,green
OG_00954,6,red
OG_00955,1,turquoise
OG_00956,4,yellow
OG_00957,3,brown
OG_00959,3,brown
OG_00960,1,turquoise
OG_00961,7,black
OG_00962,7,black
OG_00965,5,green
OG_00966,2,blue
OG_00967,6,red
OG_00968,1,turquoise
OG_00963,0,grey
OG_00964,6,red
OG_00970,1,turquoise
OG_00969,1,turquoise
OG_00972,7,black
OG_00973,2,blue
OG_00974,4,yellow
OG_00975,1,turquoise
OG_00977,2,blue
OG_00978,1,turquoise
OG_00991,1,turquoise
OG_00992,6,red
OG_00987,4,yellow
OG_00979,6,red
OG_00980,6,red
OG_00981,4,yellow
OG_00982,8,pink
OG_00983,1,turquoise
OG_00984,6,red
OG_00985,1,turquoise
OG_00988,6,red
OG_00989,1,turquoise
OG_00990,1,turquoise
OG_00994,3,brown
OG_00995,0,grey
OG_00996,1,turquoise
OG_00997,1,turquoise
OG_00998,1,turquoise
OG_00999,1,turquoise
OG_01000,1,turquoise
OG_01001,6,red
OG_01004,1,turquoise
OG_01002,1,turquoise
OG_01005,4,yellow
OG_01006,1,turquoise
OG_01003,1,turquoise
OG_01007,7,black
OG_01008,1,turquoise
OG_01009,3,brown
OG_01010,6,red
OG_01011,3,brown
OG_01012,5,green
OG_01013,1,turquoise
OG_01014,7,black
OG_01015,1,turquoise
OG_01016,6,red
OG_01017,4,yellow
OG_01018,5,green
OG_01019,1,turquoise
OG_01020,1,turquoise
OG_01024,0,grey
OG_01021,3,brown
OG_01022,1,turquoise
OG_01023,1,turquoise
OG_01028,4,yellow
OG_01025,3,brown
OG_01026,3,brown
OG_01027,3,brown
OG_01029,9,magenta
OG_01030,2,blue
OG_01031,1,turquoise
OG_01032,3,brown
OG_01033,5,green
OG_01034,5,green
OG_01035,1,turquoise
OG_01036,1,turquoise
OG_01037,1,turquoise
OG_01038,0,grey
OG_01039,1,turquoise
OG_01040,1,turquoise
OG_01044,3,brown
OG_01053,4,yellow
OG_01041,3,brown
OG_01042,6,red
OG_01043,1,turquoise
OG_01045,7,black
OG_01046,6,red
OG_01047,7,black
OG_01048,6,red
OG_01049,1,turquoise
OG_01050,7,black
OG_01051,7,black
OG_01052,1,turquoise
OG_01054,3,brown
OG_01055,2,blue
OG_01056,11,greenyellow
OG_01057,6,red
OG_01058,2,blue
OG_01059,3,brown
OG_01060,1,turquoise
OG_01061,4,yellow
OG_01062,7,black
OG_01063,4,yellow
OG_01064,3,brown
OG_01065,7,black
OG_01066,0,grey
OG_01067,7,black
OG_01068,6,red
OG_01069,7,black
OG_01070,1,turquoise
OG_01071,6,red
OG_01072,7,black
OG_01073,1,turquoise
OG_01074,1,turquoise
OG_01075,1,turquoise
OG_01076,2,blue
OG_01077,2,blue
OG_01078,5,green
OG_01079,7,black
OG_01080,3,brown
OG_01081,6,red
OG_01082,4,yellow
OG_01083,7,black
OG_01084,2,blue
OG_01085,8,pink
OG_01086,1,turquoise
OG_01092,14,cyan
OG_01093,7,black
OG_01094,6,red
OG_01087,10,purple
OG_01088,5,green
OG_01089,5,green
OG_01090,2,blue
OG_01091,1,turquoise
OG_01100,2,blue
OG_01096,3,brown
OG_01097,0,grey
OG_01098,2,blue
OG_01099,6,red
OG_01101,4,yellow
OG_01102,2,blue
OG_01103,2,blue
OG_01104,1,turquoise
OG_01108,2,blue
OG_01105,5,green
OG_01106,1,turquoise
OG_01107,1,turquoise
OG_01110,6,red
OG_01111,6,red
OG_01112,6,red
OG_01113,5,green
OG_01118,3,brown
OG_01114,2,blue
OG_01115,4,yellow
OG_01116,13,salmon
OG_01117,0,grey
OG_01120,3,brown
OG_01121,5,green
OG_01124,8,pink
OG_01123,1,turquoise
OG_01122,1,turquoise
OG_01125,5,green
OG_01127,3,brown
OG_01126,0,grey
OG_01128,8,pink
OG_01129,8,pink
OG_01130,2,blue
OG_01134,8,pink
OG_01135,2,blue
OG_01136,5,green
OG_01131,0,grey
OG_01132,6,red
OG_01137,1,turquoise
OG_01138,7,black
OG_01139,3,brown
OG_01140,1,turquoise
OG_01141,7,black
OG_01142,6,red
OG_01143,4,yellow
OG_01145,5,green
OG_01146,1,turquoise
OG_01144,2,blue
OG_01147,6,red
OG_01148,4,yellow
OG_01149,0,grey
OG_01150,5,green
OG_01151,2,blue
OG_01163,1,turquoise
OG_01164,1,turquoise
OG_01165,1,turquoise
OG_01169,1,turquoise
OG_01170,6,red
OG_01166,2,blue
OG_01167,5,green
OG_01168,2,blue
OG_01171,2,blue
OG_01153,0,grey
OG_01154,3,brown
OG_01155,11,greenyellow
OG_01156,5,green
OG_01157,4,yellow
OG_01158,2,blue
OG_01159,1,turquoise
OG_01160,2,blue
OG_01161,9,magenta
OG_01162,4,yellow
OG_01176,1,turquoise
OG_01178,1,turquoise
OG_01177,5,green
OG_01173,4,yellow
OG_01172,0,grey
OG_01175,6,red
OG_01179,2,blue
OG_01180,1,turquoise
OG_01182,1,turquoise
OG_01184,3,brown
OG_01183,5,green
OG_01187,7,black
OG_01185,11,greenyellow
OG_01186,8,pink
OG_01188,5,green
OG_01196,4,yellow
OG_01197,4,yellow
OG_01189,2,blue
OG_01192,1,turquoise
OG_01190,5,green
OG_01191,4,yellow
OG_01193,5,green
OG_01194,1,turquoise
OG_01195,2,blue
OG_01198,6,red
OG_01199,1,turquoise
OG_01201,0,grey
OG_01200,8,pink
OG_01202,1,turquoise
OG_01203,5,green
OG_01204,7,black
OG_01205,1,turquoise
OG_01206,3,brown
OG_01207,3,brown
OG_01208,1,turquoise
OG_01209,1,turquoise
OG_01210,4,yellow
OG_01211,2,blue
OG_01213,2,blue
OG_01212,0,grey
OG_01232,5,green
OG_01233,0,grey
OG_01239,1,turquoise
OG_01240,5,green
OG_01241,7,black
OG_01234,4,yellow
OG_01235,3,brown
OG_01236,3,brown
OG_01238,8,pink
OG_01242,2,blue
OG_01214,5,green
OG_01215,1,turquoise
OG_01216,8,pink
OG_01217,0,grey
OG_01218,9,magenta
OG_01219,2,blue
OG_01220,0,grey
OG_01221,9,magenta
OG_01222,6,red
OG_01223,4,yellow
OG_01224,1,turquoise
OG_01225,8,pink
OG_01226,1,turquoise
OG_01227,7,black
OG_01228,4,yellow
OG_01229,6,red
OG_01230,1,turquoise
OG_01231,2,blue
OG_01243,2,blue
OG_01244,4,yellow
OG_01247,1,turquoise
OG_01245,3,brown
OG_01246,1,turquoise
OG_01249,4,yellow
OG_01248,4,yellow
OG_01251,3,brown
OG_01250,5,green
OG_01252,2,blue
OG_01253,2,blue
OG_01254,2,blue
OG_01256,6,red
OG_01255,5,green
OG_01257,8,pink
OG_01258,4,yellow
OG_01259,9,magenta
OG_01266,4,yellow
OG_01267,5,green
OG_01268,2,blue
OG_01269,0,grey
OG_01270,1,turquoise
OG_01271,1,turquoise
OG_01263,2,blue
OG_01260,4,yellow
OG_01261,7,black
OG_01262,2,blue
OG_01272,1,turquoise
OG_01273,6,red
OG_01275,5,green
OG_01278,7,black
OG_01276,1,turquoise
OG_01277,1,turquoise
OG_01280,6,red
OG_01281,6,red
OG_01283,7,black
OG_01286,4,yellow
OG_01284,13,salmon
OG_01285,5,green
OG_01282,0,grey
OG_01287,2,blue
OG_01288,2,blue
OG_01289,2,blue
OG_01290,2,blue
OG_01291,3,brown
OG_01292,5,green
OG_01293,4,yellow
OG_01294,2,blue
OG_01295,1,turquoise
OG_01296,1,turquoise
OG_01297,2,blue
OG_01298,0,grey
OG_01302,5,green
OG_01303,4,yellow
OG_01299,7,black
OG_01300,3,brown
OG_01301,7,black
OG_01307,4,yellow
OG_01305,1,turquoise
OG_01306,6,red
OG_01308,1,turquoise
OG_01309,1,turquoise
OG_01310,6,red
OG_01311,2,blue
OG_01313,2,blue
OG_01312,2,blue
OG_01321,1,turquoise
OG_01322,5,green
OG_01314,1,turquoise
OG_01315,2,blue
OG_01316,3,brown
OG_01317,5,green
OG_01323,3,brown
OG_01324,3,brown
OG_01326,5,green
OG_01325,4,yellow
OG_01328,1,turquoise
OG_01329,1,turquoise
OG_01330,7,black
OG_01342,4,yellow
OG_01343,5,green
OG_01344,7,black
OG_01345,3,brown
OG_01348,0,grey
OG_01347,0,grey
OG_01346,2,blue
OG_01331,1,turquoise
OG_01332,6,red
OG_01333,6,red
OG_01334,1,turquoise
OG_01335,1,turquoise
OG_01336,3,brown
OG_01337,1,turquoise
OG_01338,1,turquoise
OG_01339,3,brown
OG_01340,2,blue
OG_01341,3,brown
OG_01350,3,brown
OG_01349,2,blue
OG_01351,1,turquoise
OG_01363,4,yellow
OG_01360,1,turquoise
OG_01361,6,red
OG_01362,6,red
OG_01364,1,turquoise
OG_01365,1,turquoise
OG_01366,5,green
OG_01367,2,blue
OG_01368,0,grey
OG_01370,5,green
OG_01369,6,red
OG_01371,5,green
OG_01372,4,yellow
OG_01373,4,yellow
OG_01359,4,yellow
OG_01352,5,green
OG_01353,2,blue
OG_01354,7,black
OG_01355,1,turquoise
OG_01356,1,turquoise
OG_01357,2,blue
OG_01358,7,black
OG_01374,3,brown
OG_01375,1,turquoise
OG_01376,3,brown
OG_01377,1,turquoise
OG_01378,2,blue
OG_01379,6,red
OG_01380,0,grey
OG_01381,1,turquoise
OG_01382,2,blue
OG_01384,5,green
OG_01383,3,brown
OG_01385,1,turquoise
OG_01386,1,turquoise
OG_01387,2,blue
OG_01388,0,grey
OG_01389,2,blue
OG_01398,1,turquoise
OG_01399,12,tan
OG_01400,5,green
OG_01390,8,pink
OG_01391,1,turquoise
OG_01392,4,yellow
OG_01393,7,black
OG_01394,5,green
OG_01395,6,red
OG_01397,7,black
OG_01401,4,yellow
OG_01402,9,magenta
OG_01403,12,tan
OG_01404,2,blue
OG_01405,0,grey
OG_01406,1,turquoise
OG_01407,7,black
OG_01408,7,black
OG_01409,2,blue
OG_01410,6,red
OG_00001,7,black
OG_00002,1,turquoise
OG_00003,10,purple
OG_00004,1,turquoise
OG_00017,1,turquoise
OG_00019,7,black
OG_00020,3,brown
OG_00021,1,turquoise
OG_00023,4,yellow
OG_00022,13,salmon
OG_00005,6,red
OG_00006,1,turquoise
OG_00007,1,turquoise
OG_00008,4,yellow
OG_00009,3,brown
OG_00010,1,turquoise
OG_00011,2,blue
OG_00012,1,turquoise
OG_00013,3,brown
OG_00014,1,turquoise
OG_00015,1,turquoise
OG_00016,5,green
OG_00029,1,turquoise
OG_00024,1,turquoise
OG_00025,8,pink
OG_00026,1,turquoise
OG_00027,3,brown
OG_00028,2,blue
OG_00030,4,yellow
OG_00031,0,grey
OG_00032,2,blue
OG_00033,8,pink
OG_00036,4,yellow
OG_00034,1,turquoise
OG_00035,6,red
OG_00041,2,blue
OG_00038,6,red
OG_00039,1,turquoise
OG_00040,7,black
OG_00046,0,grey
OG_00047,4,yellow
OG_00048,4,yellow
OG_00049,2,blue
OG_00042,2,blue
OG_00043,5,green
OG_00044,3,brown
OG_00045,1,turquoise
OG_00050,2,blue
OG_00051,7,black
OG_00052,1,turquoise
OG_00057,2,blue
OG_00058,0,grey
OG_00053,6,red
OG_00054,1,turquoise
OG_00055,2,blue
OG_00056,1,turquoise
OG_00059,4,yellow
OG_00060,5,green
OG_00063,0,grey
OG_00061,2,blue
OG_00062,2,blue
OG_00064,3,brown
OG_00065,7,black
OG_00066,3,brown
OG_00067,4,yellow
OG_00068,0,grey
OG_00069,6,red
OG_00070,6,red
OG_00071,8,pink
OG_00072,6,red
OG_00073,2,blue
OG_00074,1,turquoise
OG_00075,6,red
OG_00076,1,turquoise
OG_00077,2,blue
OG_00080,1,turquoise
OG_00081,1,turquoise
OG_00078,2,blue
OG_00082,11,greenyellow
OG_00083,1,turquoise
OG_00084,7,black
OG_00085,4,yellow
OG_00086,3,brown
OG_00088,1,turquoise
OG_00087,7,black
OG_00089,10,purple
OG_00090,1,turquoise
OG_00091,8,pink
OG_00092,2,blue
OG_00093,13,salmon
OG_00094,0,grey
OG_00095,0,grey
OG_00096,0,grey
OG_00097,3,brown
OG_00098,2,blue
OG_00099,7,black
OG_00100,5,green
OG_00102,9,magenta
OG_00110,2,blue
OG_00112,3,brown
OG_00113,5,green
OG_00103,2,blue
OG_00104,1,turquoise
OG_00105,3,brown
OG_00106,6,red
OG_00107,4,yellow
OG_00108,5,green
OG_00109,2,blue
OG_00114,3,brown
OG_00115,1,turquoise
OG_00116,4,yellow
OG_00117,1,turquoise
OG_00118,1,turquoise
OG_00119,5,green
OG_00121,2,blue
OG_00122,1,turquoise
OG_00123,6,red
OG_00124,7,black
OG_00126,1,turquoise
OG_00127,1,turquoise
OG_00129,12,tan
OG_00131,5,green
OG_00130,1,turquoise
OG_00132,1,turquoise
OG_00133,6,red
OG_00134,3,brown
OG_00135,6,red
OG_00136,1,turquoise
OG_00138,5,green
OG_00137,1,turquoise
OG_00139,2,blue
OG_00140,1,turquoise
OG_00142,5,green
OG_00141,2,blue
OG_00143,6,red
OG_00144,4,yellow
OG_00145,5,green
OG_00146,5,green
OG_00147,5,green
OG_00148,7,black
OG_00149,2,blue
OG_00150,2,blue
OG_00152,4,yellow
OG_00153,8,pink
OG_00156,2,blue
OG_00155,6,red
OG_00154,4,yellow
OG_00157,6,red
OG_00158,0,grey
OG_00159,6,red
OG_00165,1,turquoise
OG_00166,4,yellow
OG_00168,7,black
OG_00169,0,grey
OG_00161,1,turquoise
OG_00162,1,turquoise
OG_00163,14,cyan
OG_00164,0,grey
OG_00176,0,grey
OG_00170,1,turquoise
OG_00171,7,black
OG_00173,3,brown
OG_00174,1,turquoise
OG_00175,1,turquoise
OG_00177,1,turquoise
OG_00178,1,turquoise
OG_00179,1,turquoise
OG_00180,1,turquoise
OG_00184,3,brown
OG_00185,0,grey
OG_00181,1,turquoise
OG_00182,2,blue
OG_00183,0,grey
OG_00187,13,salmon
OG_00188,4,yellow
OG_00189,2,blue
OG_00190,7,black
OG_00195,2,blue
OG_00191,5,green
OG_00192,2,blue
OG_00193,1,turquoise
OG_00194,5,green
OG_00209,1,turquoise
OG_00206,3,brown
OG_00196,1,turquoise
OG_00197,2,blue
OG_00198,2,blue
OG_00199,4,yellow
OG_00200,1,turquoise
OG_00201,2,blue
OG_00202,1,turquoise
OG_00203,4,yellow
OG_00204,5,green
OG_00205,2,blue
OG_00207,7,black
OG_00208,7,black
OG_00210,11,greenyellow
OG_00211,5,green
OG_00212,2,blue
OG_00213,2,blue
OG_00214,2,blue
OG_00215,3,brown
OG_00216,6,red
OG_00221,6,red
OG_00217,3,brown
OG_00218,1,turquoise
OG_00219,2,blue
OG_00220,1,turquoise
OG_00222,9,magenta
OG_00223,1,turquoise
OG_00224,4,yellow
OG_00227,3,brown
OG_00225,3,brown
OG_00226,3,brown
OG_00228,6,red
OG_00229,1,turquoise
OG_00230,1,turquoise
OG_00231,0,grey
OG_00232,10,purple
OG_00239,2,blue
OG_00240,1,turquoise
OG_00233,3,brown
OG_00234,1,turquoise
OG_00235,1,turquoise
OG_00236,6,red
OG_00237,2,blue
OG_00238,5,green
OG_00258,5,green
OG_00241,4,yellow
OG_00242,4,yellow
OG_00243,7,black
OG_00244,3,brown
OG_00245,5,green
OG_00246,6,red
OG_00247,3,brown
OG_00248,5,green
OG_00249,2,blue
OG_00250,1,turquoise
OG_00251,6,red
OG_00252,0,grey
OG_00254,1,turquoise
OG_00255,0,grey
OG_00256,2,blue
OG_00257,6,red
OG_00259,3,brown
OG_00260,13,salmon
OG_00261,5,green
OG_00262,1,turquoise
OG_00263,7,black
OG_00264,1,turquoise
OG_00267,4,yellow
OG_00265,0,grey
OG_00266,3,brown
OG_00269,13,salmon
OG_00270,5,green
OG_00277,7,black
OG_00278,0,grey
OG_00272,0,grey
OG_00271,5,green
OG_00273,5,green
OG_00274,1,turquoise
OG_00275,1,turquoise
OG_00280,3,brown
OG_00281,1,turquoise
OG_00279,1,turquoise
OG_00282,0,grey
OG_00283,0,grey
OG_00284,0,grey
OG_00285,7,black
OG_00286,7,black
OG_00287,1,turquoise
OG_00292,1,turquoise
OG_00294,7,black
OG_00288,6,red
OG_00289,6,red
OG_00290,5,green
OG_00291,1,turquoise
OG_00295,8,pink
OG_00296,2,blue
OG_00297,3,brown
OG_00298,13,salmon
OG_00304,4,yellow
OG_00305,7,black
OG_00301,0,grey
OG_00300,1,turquoise
OG_00302,3,brown
OG_00309,2,blue
OG_00310,2,blue
OG_00311,2,blue
OG_00306,6,red
OG_00307,8,pink
OG_00308,1,turquoise
OG_00312,1,turquoise
OG_00314,3,brown
OG_00315,4,yellow
OG_00317,4,yellow
OG_00316,4,yellow
OG_00318,1,turquoise
OG_00319,14,cyan
OG_00320,4,yellow
OG_00322,4,yellow
OG_00331,1,turquoise
OG_00332,1,turquoise
OG_00333,7,black
OG_00323,11,greenyellow
OG_00324,4,yellow
OG_00325,6,red
OG_00326,3,brown
OG_00327,5,green
OG_00328,5,green
OG_00329,6,red
OG_00330,2,blue
OG_00335,3,brown
OG_00334,2,blue
OG_00337,3,brown
OG_00336,6,red
OG_00339,3,brown
OG_00340,0,grey
OG_00341,5,green
OG_00338,5,green
OG_00346,0,grey
OG_00342,1,turquoise
OG_00343,4,yellow
OG_00344,0,grey
OG_00345,3,brown
OG_00353,1,turquoise
OG_00354,9,magenta
OG_00355,4,yellow
OG_00356,0,grey
OG_00357,5,green
OG_00358,5,green
OG_00347,2,blue
OG_00348,4,yellow
OG_00349,7,black
OG_00351,3,brown
OG_00352,5,green
OG_00359,1,turquoise
OG_00361,4,yellow
OG_00360,1,turquoise
OG_00362,3,brown
OG_00363,2,blue
OG_00364,1,turquoise
OG_00365,2,blue
OG_00366,8,pink
OG_00367,5,green
OG_00368,0,grey
OG_00369,6,red
OG_00370,3,brown
OG_00371,6,red
OG_00372,2,blue
OG_00377,3,brown
OG_00373,3,brown
OG_00374,6,red
OG_00375,2,blue
OG_00376,2,blue
OG_00378,0,grey
OG_00379,1,turquoise
OG_00380,4,yellow
OG_00381,4,yellow
OG_00382,0,grey
OG_00383,4,yellow
OG_00385,0,grey
OG_00386,2,blue
OG_00387,7,black
OG_00388,2,blue
OG_00391,3,brown
OG_00389,7,black
OG_00390,1,turquoise
OG_00395,3,brown
OG_00396,7,black
OG_00392,1,turquoise
OG_00393,2,blue
OG_00394,2,blue
OG_00397,2,blue
OG_00398,1,turquoise
OG_00399,1,turquoise
OG_00400,3,brown
OG_00401,8,pink
OG_00402,2,blue
OG_00405,3,brown
OG_00404,3,brown
OG_00403,0,grey
OG_00406,0,grey
OG_00407,13,salmon
OG_00408,13,salmon
OG_00409,2,blue
OG_00410,13,salmon
OG_00411,2,blue
OG_00412,1,turquoise
OG_00413,1,turquoise
OG_00417,1,turquoise
OG_00414,3,brown
OG_00415,7,black
OG_00451,4,yellow
OG_00444,3,brown
OG_00418,1,turquoise
OG_00419,6,red
OG_00420,10,purple
OG_00421,7,black
OG_00422,1,turquoise
OG_00423,6,red
OG_00424,1,turquoise
OG_00425,1,turquoise
OG_00426,6,red
OG_00427,0,grey
OG_00428,7,black
OG_00429,6,red
OG_00430,5,green
OG_00431,2,blue
OG_00432,1,turquoise
OG_00433,9,magenta
OG_00434,1,turquoise
OG_00435,8,pink
OG_00436,7,black
OG_00437,4,yellow
OG_00438,8,pink
OG_00439,5,green
OG_00440,0,grey
OG_00441,4,yellow
OG_00442,3,brown
OG_00443,7,black
OG_00445,5,green
OG_00446,2,blue
OG_00447,1,turquoise
OG_00448,1,turquoise
OG_00449,1,turquoise
OG_00469,6,red
OG_00470,0,grey
OG_00471,1,turquoise
OG_00472,3,brown
OG_00473,1,turquoise
OG_00474,14,cyan
OG_00475,4,yellow
OG_00476,7,black
OG_00452,1,turquoise
OG_00453,12,tan
OG_00455,4,yellow
OG_00456,1,turquoise
OG_00457,5,green
OG_00458,3,brown
OG_00459,3,brown
OG_00460,13,salmon
OG_00461,3,brown
OG_00462,6,red
OG_00463,6,red
OG_00464,4,yellow
OG_00465,0,grey
OG_00466,2,blue
OG_00467,6,red
OG_00468,0,grey
OG_00477,2,blue
OG_00478,4,yellow
OG_00479,7,black
OG_00481,5,green
OG_00482,1,turquoise
OG_00485,4,yellow
OG_00483,3,brown
OG_00484,6,red
OG_00486,2,blue
OG_00487,4,yellow
OG_00488,3,brown
OG_00489,5,green
OG_00490,2,blue
OG_00491,5,green
OG_00492,6,red
OG_00493,5,green
OG_00494,5,green
OG_00495,6,red
OG_00496,6,red
OG_00498,3,brown
OG_00501,2,blue
OG_00499,1,turquoise
OG_00500,4,yellow
OG_00504,3,brown
OG_00506,0,grey
OG_00505,1,turquoise
OG_00502,2,blue
OG_00503,1,turquoise
OG_00507,2,blue
OG_00508,0,grey
OG_00509,0,grey
OG_00510,6,red
OG_00514,5,green
OG_00517,4,yellow
OG_00515,1,turquoise
OG_00516,0,grey
OG_00518,4,yellow
OG_00519,1,turquoise
OG_00511,1,turquoise
OG_00512,0,grey
OG_00513,5,green
OG_00521,1,turquoise
OG_00520,5,green
OG_00522,1,turquoise
OG_00524,3,brown
OG_00523,1,turquoise
OG_00526,0,grey
OG_00527,1,turquoise
OG_00528,8,pink
OG_00529,8,pink
OG_00530,5,green
OG_00531,6,red
OG_00532,10,purple
OG_00533,3,brown
OG_00534,6,red
OG_00535,7,black
OG_00536,2,blue
OG_00537,1,turquoise
OG_00539,0,grey
OG_00538,3,brown
OG_00540,8,pink
OG_00542,5,green
OG_00543,4,yellow
OG_00544,1,turquoise
OG_00545,1,turquoise
OG_00546,1,turquoise
OG_00547,3,brown
OG_00548,3,brown
OG_00549,1,turquoise
OG_00550,14,cyan
OG_00551,1,turquoise
OG_00552,2,blue
OG_00555,6,red
OG_00554,0,grey
OG_00557,0,grey
OG_00558,1,turquoise
OG_00559,0,grey
OG_00569,5,green
OG_00560,8,pink
OG_00561,0,grey
OG_00562,6,red
OG_00563,1,turquoise
OG_00564,3,brown
OG_00565,3,brown
OG_00566,5,green
OG_00567,1,turquoise
OG_00570,6,red
