,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54,Component_55,Species,Sample_ID
apul_ACR.139,-0.03667598149877748,0.1775233545763547,-0.10161463748385324,-0.35478126947525607,0.10187126958413736,-0.0041193649314788675,-0.2741281887388047,-0.025770578035168155,-0.051281376123739134,-0.11533742012685602,-0.1465287431312976,0.2598408422133152,0.025313994048598264,0.11758490395197074,0.029834377782093552,0.6275906272155137,-0.07639508027055891,-0.031121262611440093,-0.10809469675231019,0.11496068766375502,-0.273121856213338,0.11483988040093425,0.2618075318495489,0.3426730541470913,-0.08029492503557381,0.14449740940695072,-0.12125619142067379,0.008901181103045781,-0.006582147192885027,0.08341313886248547,0.14541844259533845,0.06586199490973257,0.23994428413304897,-0.050974917785773226,-0.028019900877112282,-0.15716467673397955,0.14114720052798452,0.03917919318455408,-0.05737066340781708,0.09471989605969303,-0.1391782029373797,0.13098197210391235,-0.0027199617069458533,-0.006286461674806927,-0.13478064798072448,-0.055920267995796566,0.00971848051629371,0.34041539205735877,0.01987658859238659,-0.2246427802678375,0.09369311725919094,-0.14032472749640923,0.030964132390670498,-0.0032246789696795198,0.03419207925489185,apul,ACR.139
apul_ACR.145,-0.0192214307273891,-0.10717257520068908,-0.011552688417099305,0.028543846767512038,0.028182494613419713,0.36295403353601124,-0.181385895808212,-0.03360803151547344,-0.021322903671899866,-0.11213331757353694,0.237646325056495,0.24397613830229814,-0.2527544161201548,0.03816840524342303,0.20692434975663831,-0.012792274317404154,-0.033464119373211906,0.14059732514626908,0.16669708913919495,-0.04088897502441589,0.039610627562823984,0.08273774787946127,0.17235300207514756,0.11428197632594397,-0.05779951733791135,-0.08089143358475748,0.11718491381634909,-0.003106864971943077,0.07626352965564095,-0.07107287770579819,-0.22146507768998958,0.2519230085006724,0.21091963324745439,0.06103784001583661,-0.03481115440258393,-0.0173879147321186,0.33454832483311514,-0.04728017898011077,0.0326964291166157,0.0905885068541909,-0.15821550136487267,0.04462736887130453,-0.0419624646114252,-0.019717466690810495,-0.23282116368567302,-0.053967167067783775,-0.10231130053704557,-0.10297730325015923,0.26160243365503394,0.152254639936346,0.1388492249803982,0.01095839177029776,-0.12555771884638833,-0.06785952117874496,0.05327419370405211,apul,ACR.145
apul_ACR.150,0.06879754676613649,0.04122653815506878,0.12303114871414017,-0.05315206937130187,-0.06291026603857036,0.27267709189075756,-0.08799139000688386,-0.035018452200562614,3.9100995219946156e-05,-0.03688313413698488,0.134031041680166,0.22047368381882665,-0.05172723506212707,0.029886326636492034,-0.034149474609653084,-0.0617178515302099,-0.13059821086581513,-0.2498615095782201,0.231421865938519,0.07621442106674425,-0.011235733152230257,-0.03403823390898759,0.11721064727330587,0.13672408163001445,0.14843713455623245,0.35359351324690647,-0.16064035009223868,0.18705678173272808,0.13246249237877541,0.258308103971431,0.18844065735014312,0.25407397122105996,0.48071659250808935,-0.16049445678818614,-0.003661540833882182,-0.10155756666091262,0.11350710646040663,0.008185282058165842,-0.0044784988326617235,-0.0052141770914514995,-0.02807396306028646,0.08463344836805925,-0.053750391856162094,-0.10185047785007949,-0.10155304405028857,-0.03850830876326593,-0.08434976863315935,-0.12284404007737139,0.16265969386429943,-0.024343953032020388,0.04959298133383128,0.008540701230235774,-0.17277505417415415,-0.057385744475664524,-0.017911204731956756,apul,ACR.150
apul_ACR.173,-0.07936376455061132,-0.0713431378048503,-0.11904734940048416,-0.0016849491022438874,0.06189342289315613,0.062035253967769384,0.027783864744356596,0.05367849339747331,0.08306968994136249,-0.047713297273181854,0.19116555377305383,-0.002133633416610639,-0.006044505713508617,0.007965616669972187,0.11632869950877,0.05963915292915667,-0.03091492501131542,-0.16530413759666018,0.5581746191151752,0.14079883211824568,0.21611095011270248,0.08692375582135592,0.2808829276894341,0.18596809474063813,-0.04633835748701743,0.0656322611408669,-0.1846867917533803,0.015423708596934128,0.024563674147352742,0.09040820496713031,-0.19022858664611067,0.4009910021266156,0.24466080247918934,0.0818448765650185,0.07320947458251109,-0.012187584582171214,-0.006931096769256824,-0.10007385805650139,0.1422332378065808,0.02262647525000141,0.016655026037096916,0.09131446892114464,-0.0563563259144238,-0.06452674504534797,0.1480983878335655,-0.07883376779108962,-0.21868156876380754,-0.029273859678432365,-0.024514292944212267,0.12882865626200538,-0.06056125016310712,-0.042990669305327245,-0.09857951673011382,-0.011576881860456079,-0.0794493259560883,apul,ACR.173
apul_ACR.186,-0.014680324163110582,0.18519217909364616,-0.09658563707656634,-0.17146265512044975,-0.10046502757769708,-0.14144874643172764,-0.0912907122932633,-0.0551499496663622,-0.043889374094562325,-0.10868319348884474,-0.18170168214978752,-0.11703255527252471,0.1669297119561092,0.04734416403560906,0.18461136589465593,0.19743217548427647,-0.19353479141711727,0.2109688546874197,-0.4168882074249766,-0.14712828494167005,-0.3013286447545252,0.11910175138625836,0.11612336758941333,0.3105349628717945,-0.1075612782165265,0.03836812814599944,-0.13493335184749986,0.033116462943744596,-0.0896451633549919,0.3623288976869314,0.09214222886592065,0.4897575283413186,0.48231052617370707,-0.07804391384902071,0.04973643044485521,0.05758230005695029,0.16454373364312805,0.07966644102504047,0.073575846237465,-0.027507343024477823,-0.13057224798341946,0.04589719813329406,-0.07162485883885215,-0.20098212970195184,-0.2275639483023115,-0.02750350576580517,0.1271541218077175,0.4021912661960161,0.4450861847470805,-0.3493722981096487,0.12049389415212478,0.151497411300009,-0.016110459704533325,0.16506480894846076,-0.048972094451009675,apul,ACR.186
apul_ACR.225,-0.057507522739833075,0.18356388961666847,0.33603570490235185,0.006266902209604386,-0.529157124947653,-0.21085845785734159,0.1523424208883753,-0.08864436697024021,0.06090943019594944,-0.0014917377156889533,0.41044615354661473,0.009606802366931698,0.012237418636656665,-0.00313748846343482,0.043515803455877106,-0.14329127801631455,-0.05193097202389851,0.04376240556977953,-0.0312429945233174,0.20031350065471287,0.31134299067961096,0.015768536059063237,0.25914089552004965,0.3437687444264141,0.08577662191224791,0.3552035925114043,0.46600302072670374,0.2616349873125904,-0.2828338928464253,-0.38472885947933916,-0.3470677226204834,0.23852418164757877,0.10532081452530057,-0.037413050570315354,-0.06226766552800977,0.2222757438071172,-0.08870827456111387,0.03759193894051434,0.036627041074485486,-0.061478485965961366,-0.02032840715046615,0.1387507454059658,-0.04771783832008812,0.07511012810142782,0.14579446696406448,0.0023699629431294046,-0.11552292127239243,0.35652246730597054,0.2931293146946362,-0.06275107505999428,0.04370722029955259,-0.369459739796854,0.03327166041006228,0.10146487314065383,0.03815273038200243,apul,ACR.225
apul_ACR.229,-0.03078384767051749,0.055601391168623344,0.1826698346744278,-0.04309042190597146,0.16678357773534075,0.05994388936824706,0.07359449445652785,-0.0598422176046551,0.06965485613328248,0.013260936672012625,0.18715888981969334,0.009390901826045838,-0.37339333034008043,0.048178687380973355,0.013217098643997328,0.09120657305731637,-0.011389000295716743,0.054428163815788015,-0.08290287959756486,0.22839733145136507,-0.1710006950849251,-0.03675489470156266,0.1546376829701806,0.43957190727698986,0.17336255455446428,0.35312012416620714,0.31610471034591464,0.21378963518360916,0.034428944333711645,-0.12024057028862492,-0.07646957574673743,0.18938037274839462,0.19851126448355072,0.014348333370893859,-0.1807776280000638,-0.06727342356068897,-0.26450854372006044,-0.013845629871885895,0.1881189343678626,-0.058814531344353445,-0.1335042107925701,0.14275902360050183,-0.028906740655496258,0.05531396150044543,0.397703625348578,-0.11936662281564547,-0.10683828992414096,0.18002636936484268,0.07995507193056943,-0.08284209696550675,0.13569478693636683,0.174472917242101,-0.0633398836329764,0.03312541467231439,-0.10536086286835675,apul,ACR.229
apul_ACR.237,0.015112843892636929,0.04014227492154098,0.1728611593919315,0.009409334125400862,-0.034806307767421885,0.4226961986304624,-0.1433996334735055,-0.008279324928823238,0.054102584829875025,0.1027757061239536,0.3873884274624952,0.2007406816579686,-0.06264291322917925,-0.00984812485681071,-0.017919205044591862,0.021917920126004953,-0.05252785138180624,-0.09098487872787238,0.17260339170673167,0.05255751702137342,0.06381743124017263,0.006659984815019223,0.12675424002157587,0.2337562691580906,0.09349122429754854,0.30449038994702016,0.4384053217540831,0.1935011511193736,0.047364885934753624,-0.01470120893454933,-0.09879590673218988,0.2550172796173964,-0.16085300772605837,-0.056398180456068064,-0.20262036010107987,0.012133802257937839,-0.07029062933579773,-0.07315673854803134,0.023570416228582792,-0.02269176287347489,0.028685581008775954,0.08984367517275035,-0.07754232332743921,0.0035394449324690864,0.17545651616573962,-0.02988549079620966,-0.09977780722666235,-0.12079444438793178,0.14405329387696791,0.18253126815295237,0.06702470058713857,-0.01693615509935838,-0.15371867035266334,-0.03799043312746948,-0.007878227350468957,apul,ACR.237
apul_ACR.244,0.012190023802418109,0.13579726034346531,0.3648028548877838,0.015866736111421503,-0.06254415418648303,0.16423397207188511,0.0468311140818313,-0.05180470893165036,0.1126111147747784,0.07191041024447288,0.41409953923734244,-0.27773468363544285,-0.11488852408025754,-0.1451540703302685,-0.009369598442390622,0.4019043492733943,-0.05288910312584474,-0.03715243874835201,-0.05633080964966362,0.2824302087200526,0.11942008566179647,-0.07267838848210662,0.10906536912689714,0.2707556981262238,0.08702314847591132,0.34459988602993114,0.41610686724757756,0.1702202653658286,-0.029441113626121476,-0.26054154036907645,-0.20787529874175464,0.15600610425120207,0.059227873448179,-0.00735925096629182,-0.139509561455635,0.364152152096857,-0.1331552603493446,-0.06902220983354697,-0.18805678302903256,-0.13855561520268395,-0.025293260707051866,0.10054992438990817,-0.06650580311485801,0.05785864250982651,0.23752625362775698,0.02679510752544983,0.04809098100350991,-0.3930108390888795,0.26183233239669246,0.12254258330036862,0.03741280159699363,0.11350701780401061,-0.08767802235822911,0.16588263264005187,-0.1342531619665581,apul,ACR.244
apul_ACR.265,-0.023630126015589205,0.07352430154874899,0.339980737411708,-0.0620515685998809,-0.12673950781810603,0.24484107301947686,-0.08125101424812516,0.02527695880654797,0.029556382547785698,0.12118022098067324,0.19265273383223952,0.2508270432329931,0.05576253520222786,0.06089674542191194,0.10084501923771612,0.03061478356214004,-0.09011395664002415,0.09129349724309704,0.16689566511865858,0.03025449554466893,-0.061280485702922195,-0.036514097678814174,0.13054597313519836,0.23571150896866142,0.08593627983166645,0.18630420482968732,0.19232193123256017,0.10882237466191297,0.14811720629133537,-0.07828415161297951,-0.26252176116389153,0.11874971475264162,0.16698886487951933,0.0019375952212456438,-0.139266600749688,-0.06018013953915617,-0.13059853020725862,-0.011831241986477031,0.006132606373841358,0.09075140669751484,0.0012346421874241016,0.10683088165513514,-0.09148847521946678,-0.0573535030726798,0.1877008057157369,-0.008931863361695767,-0.13988709196796878,-0.1907496797867971,0.3717865518035636,-0.12376651905045519,0.003901880717620219,0.012097071097947198,-0.1808277848214241,-0.028693330365969296,-0.0020471537459142335,apul,ACR.265
