,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Species,Sample_ID
apul_ACR.139,0.03772282751256927,-0.34051323586107096,0.07749736077714002,0.2684307982836541,0.15461152707228615,0.06334738231359625,0.2779457740810631,0.18933588985419092,-0.3209725718543487,0.08883186893603547,-0.1832728168648264,0.020829862733816915,-0.09216049363611031,0.2883207287345865,0.29747165373659334,0.13180317825676724,0.3693464626917427,0.023223101930980077,0.08661847468972651,-0.157968313778064,0.3278168720498964,0.018649243425087357,-0.09237716156210304,-0.014937243254493322,-0.13176234295980607,-0.21349570109376878,-0.09911353626299302,-0.2051837625008971,-0.21400887421609316,0.08493732808099583,0.40016119239879816,0.17584180574329214,-0.03489602591319798,-0.1740512482674324,-0.14740816508392995,apul,ACR.139
apul_ACR.145,-0.11381972561158737,-0.38284843907753724,0.0031949837695467624,0.12024109222621494,0.22876732531726532,0.13759514347069743,-0.08124817046075541,-0.15571810540805242,0.1652937514251538,-0.049821309098558995,-0.12884468571572347,0.10185885101984332,0.014166501951582049,0.1079084333097282,-0.0036481745063210503,0.179256443037688,0.3280654207374712,0.2715955048421438,0.03507662584012847,-0.1305403847709425,0.04551711026242643,0.07017362169100594,0.028516229260273154,-0.04280788483585949,-0.057066310174222507,0.02319864501734292,-0.13356559064979268,-0.02389711770821402,0.20762754624520594,-0.0031595860394595388,0.4250232702014797,0.007978437818211547,-0.1377479578666681,-0.30334848067556813,-0.06062852438589997,apul,ACR.145
apul_ACR.150,0.1040991569510242,-0.12521349741261673,0.0511077947136802,0.41467198906032005,0.2449496511730473,-0.025742488017535096,-0.08028998143394847,-0.25209288829079807,0.2546816400280886,0.022147412898669956,-0.2123677891766901,0.14707295688923266,-0.08052248686686418,0.19959261896818548,0.09692587690668178,0.1926237680468561,0.31057834349028113,0.34440955262404366,0.004852906168809722,-0.30373224264802806,0.3245819354764475,0.08421527644897485,0.06613121357545626,0.06723050114955377,-0.020820778464950087,-0.0475119970754855,-0.17119119762136534,-0.004225795096775714,0.1658380597950553,-0.005703162574758817,-0.013653845812715115,0.011674460141224932,-0.0864564358338367,-0.292424351313687,-0.22408119183463618,apul,ACR.150
apul_ACR.173,0.10094969919977842,0.015210778247390129,0.06282952608093112,0.1924395931200125,0.21728270776129474,0.13506965565250592,-0.04282472358578506,-0.1932206567063264,-0.05816481195146497,0.018673534322106777,-0.19908962249828052,-0.059787995370475834,0.0023388513607903788,0.05348725503677622,-0.015123489975566297,-0.0554125717600926,0.2219134837102189,0.5580918863278352,0.045107397299266154,-0.007541953336617013,0.19614221116341476,-0.004776652138024773,-0.025313715380711473,0.04117732481341184,-0.0214687384348269,0.06666212021645393,-0.07122271795592608,0.04920888628384722,0.12147085188864172,0.07358587215826158,0.31683761104353897,-0.06271396882008284,-0.04752298134441097,-0.18559489221185416,-0.16851384719497717,apul,ACR.173
apul_ACR.186,-0.00385770268335333,-0.15671022838176393,0.14198896034931935,0.2966039158520223,0.2733757900694451,0.21039351858922056,0.04667348137106472,-0.3209329953312551,0.0012632068977631774,0.14634461088039083,-0.0810009095853525,-0.22513053559642054,0.11428144594091807,0.4802122935393247,0.38236469923971633,0.3467730827903007,0.5295363441368934,0.11014208685184931,0.08316321883239051,-0.4725667957789704,0.39374275876547804,0.18894622002369846,0.013834245867880962,0.13554833577953448,-0.13388587642615377,-0.2447629351050381,-0.3594013436907404,-0.37379482870093494,-0.08293150938552533,0.12873815235947167,0.47390399373793257,0.10013740227019144,-0.08534720382172663,-0.4584845829869903,-0.22785934581601383,apul,ACR.186
apul_ACR.225,0.01728540780750698,0.04250698559709519,0.11325390240110435,0.3642796500356112,0.2889145536095227,0.05088519809767433,0.2209375368693637,-0.20485480514140442,-0.5357462875365608,0.042107020336660604,0.5465237933117293,0.008572314293735775,0.25012551896234675,-0.06609547157822672,-0.17444455106137147,-0.1781074831776892,0.07673052323522182,-0.3604098030662032,0.20513698992873208,0.1223779879104498,0.2641909910871713,0.0023259801473503117,-0.14426672157380852,-0.04355210991795091,-0.12808172289484998,0.436969224974676,-0.022340887721308565,0.12617820184289677,0.3737382853819607,0.2543492574543766,0.35187953032457553,0.07016936163294031,-0.07701802314921445,-0.13549326750866905,-0.19132560657736164,apul,ACR.225
apul_ACR.229,0.024933061718536462,-0.061972832487102975,0.09742510009705316,0.38089388493562787,0.2540829100123813,0.10046218730652738,0.1543580596320139,0.04060728785032267,-0.3488545608355258,0.1341640637145311,0.23034551808223971,0.11137278744588953,0.006612727476961778,-0.05254551575055592,-0.12867530253969886,-0.36608149749899704,0.2494455503722725,-0.1315732428684212,0.07820707593470158,0.39711523905469515,0.2613626614780929,-0.005944573489669631,-0.13191348210879844,-0.045375076352017235,-0.05599905588906531,0.1818270120776154,0.01993353500511546,-0.07517133362138397,0.20858422479916924,0.14609489889637592,0.21170734995350987,0.0642424654069935,0.01421023838526163,-0.15703188092369078,-0.26128456245234744,apul,ACR.229
apul_ACR.237,0.06927309872968994,-0.14050460837957343,-0.06452208204109695,0.22464597092402191,0.19575709756484047,-0.05146093591980871,0.016414587231493475,-0.20313869089730138,0.03701098577378605,0.048754819031898954,0.18208500574142933,0.19521422242104292,0.04127319304788163,-0.04215534145109275,-0.1918705996624327,-0.08646432872901087,0.22889270280013257,0.024122094179412072,0.02315258100851843,0.10970109040657798,0.1897958075100351,0.06518295546016105,0.003612112809895278,0.0073535103988362485,-0.0503332639190029,0.2665531273437592,-0.1022053989704135,0.05048215573670076,0.34049178078896886,0.06947307356883937,-0.00022417032043272643,-0.04931832688246722,-0.08076531380405566,-0.10200449055580808,-0.07676172850176138,apul,ACR.237
apul_ACR.244,0.09280093069316846,0.005106609784730299,0.052952701694511856,0.307756489557784,0.25323496385932326,-0.004692937977270387,0.18387021694537325,-0.24195583268228515,-0.35347075825520397,0.006238051186135297,0.3970543672125935,0.19667736135988595,0.18977429068408372,-0.14984560282653617,-0.19770985221848175,-0.25792812633290035,0.08522097592030319,-0.21072191320810682,0.13833119796214327,0.2560470433383662,0.17035103649984276,0.02515934317379522,-0.1178472951857429,0.033481489348654164,-0.05255831124456673,0.41060065685568664,-0.005784558105755331,0.15068744159851044,0.39708118204558934,0.15235796546281805,0.1499943872959117,-0.044548447012983064,-0.04726144943938748,-0.0730481979545456,-0.14012653142563103,apul,ACR.244
apul_ACR.265,0.0011611526655002178,-0.26770387957212477,0.007164220787812947,0.2718168914244697,0.2614353498254168,0.05635377222889932,0.12806926509883368,-0.1923038582194875,-0.053388341976008134,-0.02440811249195811,0.22931396890188968,0.34150048217648754,-0.02220028315010163,0.045407728946247845,-0.0718497428142457,-0.11077346226595916,0.1464844941037256,-0.13558061332250193,0.008634884472349332,0.0698402852792368,0.2248212584163895,0.11469263887943114,-0.07248717559685593,0.054914136139688006,0.044696653591518656,0.21316211612463165,-0.19968687492603113,0.08322668117987041,0.2873961415073789,0.08980470241239343,0.26705091158158534,-0.002739729291033848,-0.1252046931578051,-0.11357249180874139,-0.1339823842920027,apul,ACR.265
peve_POR.216,0.0107841621570804,-0.04401768399373971,-0.18693100102588503,0.07813337223827094,0.37426685556298445,0.02739902613488961,-0.19779358002317288,-0.20574815758669213,-0.019804045809127764,0.2997255258328274,0.043489294261922586,0.13450424064746266,-0.3703437259106845,-0.4066611610755271,0.27497772505416507,-0.08997765153113402,0.11519929799542863,-0.08954744241054198,0.0036922855136129733,0.03609078504443701,0.034075533413377275,0.0598496110902801,0.2812318409987277,-0.01340886937548795,0.2708065144652221,-0.24298730568696267,-0.11946974575021939,0.415785034451281,-0.011950349295836332,0.02773288651760186,-0.05314816941246114,0.024272640853095953,0.5156016052734725,-0.327988520117688,-0.07394201934166109,peve,POR.216
peve_POR.245,0.35958392353448276,-0.053071101133608814,-0.0711848034152492,-0.03385516061561734,0.16763327710961837,-0.1261225939611887,0.28019946786680766,-0.13575372903583408,-0.02074714281907196,0.32195571924533833,0.17366312293224967,0.11335158349327869,-0.030355940654048924,-0.333822482354502,-0.09232449272993874,0.3358659241898955,0.04142167026989439,0.23151635010471866,-0.3583737039998685,0.1884436984937602,-0.06297991185222111,0.19796494762692055,0.0364748626595218,0.012426795531439307,0.7778032763059782,-0.09974733475135339,-0.2678364292885512,-0.1303091617691207,-0.1422685719011768,0.307083582274947,0.12640919640633394,-0.6493713108677476,-0.01323059036049902,-0.09259729093122544,-0.1086738272524225,peve,POR.245
peve_POR.260,0.07246441565283382,-0.029551934285170344,0.0014091164991390643,0.10164410715837705,0.09951341997087579,0.02835253198566894,0.03276730545886596,-0.047174640628399545,0.09888172943982025,0.1397219865542453,0.05966911435916084,0.14135744188687618,-0.270099590679177,0.023380416259775442,-0.017739702870929568,0.050405018850241755,0.02814712764396905,-0.06717430196951825,0.1185618128955419,0.03970615605979084,0.006477481357756147,0.02994661545614109,-0.24850131641665651,0.0011990146666269665,0.14785602705888687,0.012550931181281129,-0.036645354145801244,-0.006012438948797982,-0.08182998912235365,0.23994364054425532,0.11694889312185507,0.0481767893126354,-0.0029917586263827375,-0.1065983443575237,-0.02512891398685273,peve,POR.260
peve_POR.262,-0.01417925843598837,0.03469095637930163,-0.2212221510992182,0.06415576007286478,0.12287546483728704,0.044222225410814386,-0.04273790835939052,-0.11748540170644259,0.13033769313960744,-0.5325151355431295,-0.08561305921396263,0.030886687547212573,0.009724867541581361,-0.12517346290074713,0.322773836207161,0.02950672816339691,0.017729939910415552,0.09476056053303906,-0.1586203787612545,0.2020918334555854,0.14284500773026199,-0.04244176640092343,-0.09134244733319809,-0.010235539214048415,-0.20511847362459223,-0.030794784229940576,-0.014609437749345075,0.2648723202846219,0.03116212771019411,0.20435128602095662,0.0005014028304926219,0.15505989314050317,0.27476698550411105,-0.0015529303447493787,0.00083854486604353,peve,POR.262
