"Predictor","MeanImportance","Type","Feature"
"Cluster_4752",0.421752100428033,"miRNA","FUN_000398"
"Cluster_14532",0.185853125373451,"miRNA","FUN_000398"
"lncRNA_PC16",0.121442053810542,"lncRNA","FUN_000398"
"Cluster_5603",0.089791829025612,"miRNA","FUN_000398"
"Cluster_16354",0.0883247987630351,"miRNA","FUN_000398"
"Cluster_1950",0.0713892959039107,"miRNA","FUN_000398"
"Cluster_4036",0.0658912605869572,"miRNA","FUN_000398"
"lncRNA_PC12",0.0604731751579112,"lncRNA","FUN_000398"
"Cluster_15097",0.0554589049876704,"miRNA","FUN_000398"
"Cluster_13327",0.0544570321616756,"miRNA","FUN_000398"
"lncRNA_PC7",0.041075112729919,"lncRNA","FUN_000398"
"Cluster_9786",0.0369572384189278,"miRNA","FUN_000398"
"WGBS_PC5",0.0314584002274772,"WGBS","FUN_000398"
"WGBS_PC27",0.0313334267899609,"WGBS","FUN_000398"
"Cluster_14165",0.0285038433159123,"miRNA","FUN_000398"
"lncRNA_PC27",0.0283439318108956,"lncRNA","FUN_000398"
"WGBS_PC16",0.02810685588833,"WGBS","FUN_000398"
"Cluster_4754",0.0268425525117491,"miRNA","FUN_000398"
"Cluster_3301",0.0245492010302844,"miRNA","FUN_000398"
"lncRNA_PC5",0.0223556887554918,"lncRNA","FUN_000398"
"Cluster_4752",0.567111278340601,"miRNA","FUN_001472"
"Cluster_14532",0.410741143793517,"miRNA","FUN_001472"
"Cluster_16354",0.176870146491452,"miRNA","FUN_001472"
"Cluster_15097",0.125416004062479,"miRNA","FUN_001472"
"Cluster_17192",0.101331642831937,"miRNA","FUN_001472"
"lncRNA_PC17",0.0498874566515593,"lncRNA","FUN_001472"
"Cluster_3301",0.0455931215084136,"miRNA","FUN_001472"
"Cluster_12083",0.0373512442154829,"miRNA","FUN_001472"
"lncRNA_PC1",0.02235484829232,"lncRNA","FUN_001472"
"Cluster_17623",0.0209695895213535,"miRNA","FUN_001472"
"Cluster_5517",0.0193727302626677,"miRNA","FUN_001472"
"Cluster_17173",0.0141728635027848,"miRNA","FUN_001472"
"lncRNA_PC19",0.0117421306986219,"lncRNA","FUN_001472"
"WGBS_PC33",0.0115849524832629,"WGBS","FUN_001472"
"lncRNA_PC36",0.0109648819887978,"lncRNA","FUN_001472"
"lncRNA_PC16",0.0107115285610535,"lncRNA","FUN_001472"
"Cluster_4754",0.00757258552995483,"miRNA","FUN_001472"
"Cluster_2372",0.00659982864450645,"miRNA","FUN_001472"
"lncRNA_PC5",0.00553784157535014,"lncRNA","FUN_001472"
"WGBS_PC16",0.0044863206241829,"WGBS","FUN_001472"
"Cluster_4752",0.81960773321982,"miRNA","FUN_001503"
"Cluster_5603",0.714937912742752,"miRNA","FUN_001503"
"lncRNA_PC12",0.297109199127355,"lncRNA","FUN_001503"
"Cluster_16354",0.216873418673246,"miRNA","FUN_001503"
"lncRNA_PC18",0.1619201660323,"lncRNA","FUN_001503"
"Cluster_17192",0.158993839052522,"miRNA","FUN_001503"
"Cluster_5516",0.147750453070404,"miRNA","FUN_001503"
"WGBS_PC11",0.138601310095959,"WGBS","FUN_001503"
"lncRNA_PC36",0.122012584391713,"lncRNA","FUN_001503"
"WGBS_PC30",0.117538915631814,"WGBS","FUN_001503"
"Cluster_2372",0.115508825862912,"miRNA","FUN_001503"
"Cluster_9366",0.109569549172614,"miRNA","FUN_001503"
"Cluster_14605",0.104504863631503,"miRNA","FUN_001503"
"Cluster_5517",0.101434195941099,"miRNA","FUN_001503"
"WGBS_PC24",0.093650824158897,"WGBS","FUN_001503"
"lncRNA_PC13",0.0690951650793683,"lncRNA","FUN_001503"
"lncRNA_PC28",0.0598073085220088,"lncRNA","FUN_001503"
"WGBS_PC12",0.0591329451616622,"WGBS","FUN_001503"
"Cluster_1836",0.0516371297312696,"miRNA","FUN_001503"
"lncRNA_PC3",0.0470543412849038,"lncRNA","FUN_001503"
"Cluster_4752",0.539917979443165,"miRNA","FUN_007645"
"Cluster_5516",0.376114820236154,"miRNA","FUN_007645"
"Cluster_1836",0.307980745357556,"miRNA","FUN_007645"
"Cluster_17186",0.162196888373026,"miRNA","FUN_007645"
"Cluster_17192",0.147598016562228,"miRNA","FUN_007645"
"WGBS_PC24",0.0554832203525145,"WGBS","FUN_007645"
"lncRNA_PC1",0.053022612150782,"lncRNA","FUN_007645"
"WGBS_PC8",0.0516401591925059,"WGBS","FUN_007645"
"Cluster_9420",0.0494145624722089,"miRNA","FUN_007645"
"lncRNA_PC13",0.0455783337226357,"lncRNA","FUN_007645"
"WGBS_PC22",0.0452493304564028,"WGBS","FUN_007645"
"Cluster_1865",0.0416791092245766,"miRNA","FUN_007645"
"lncRNA_PC25",0.0305023861869517,"lncRNA","FUN_007645"
"lncRNA_PC11",0.0298763012265432,"lncRNA","FUN_007645"
"Cluster_1950",0.0288343318852035,"miRNA","FUN_007645"
"lncRNA_PC17",0.0266178421580114,"lncRNA","FUN_007645"
"Cluster_5603",0.0259771596859478,"miRNA","FUN_007645"
"Cluster_9512",0.0240048742801728,"miRNA","FUN_007645"
"Cluster_2746",0.0233853870132452,"miRNA","FUN_007645"
"lncRNA_PC3",0.0223173073498545,"lncRNA","FUN_007645"
"Cluster_4752",0.303604621334278,"miRNA","FUN_007914"
"Cluster_5516",0.214296995404004,"miRNA","FUN_007914"
"Cluster_16354",0.193584597225496,"miRNA","FUN_007914"
"lncRNA_PC1",0.0951251911221051,"lncRNA","FUN_007914"
"Cluster_13327",0.0698351319557725,"miRNA","FUN_007914"
"Cluster_2372",0.0658647850248446,"miRNA","FUN_007914"
"lncRNA_PC29",0.0507587235378383,"lncRNA","FUN_007914"
"Cluster_17173",0.0450274060762068,"miRNA","FUN_007914"
"WGBS_PC24",0.0382128528320753,"WGBS","FUN_007914"
"Cluster_14146",0.0366445462775451,"miRNA","FUN_007914"
"lncRNA_PC34",0.0297202634685276,"lncRNA","FUN_007914"
"lncRNA_PC3",0.0284377173353083,"lncRNA","FUN_007914"
"lncRNA_PC26",0.0270627789027424,"lncRNA","FUN_007914"
"Cluster_17192",0.0260379916891898,"miRNA","FUN_007914"
"Cluster_2746",0.0238801554947848,"miRNA","FUN_007914"
"lncRNA_PC16",0.0197172919058038,"lncRNA","FUN_007914"
"lncRNA_PC33",0.0190449843928153,"lncRNA","FUN_007914"
"Cluster_1836",0.0175906313357895,"miRNA","FUN_007914"
"lncRNA_PC17",0.0169394638409357,"lncRNA","FUN_007914"
"WGBS_PC22",0.0148686945271632,"WGBS","FUN_007914"
"Cluster_17173",0.464499957438889,"miRNA","FUN_008515"
"Cluster_3301",0.0753768021395736,"miRNA","FUN_008515"
"Cluster_16354",0.0546445830661808,"miRNA","FUN_008515"
"lncRNA_PC1",0.052109011157431,"lncRNA","FUN_008515"
"Cluster_12081",0.0486545388397938,"miRNA","FUN_008515"
"Cluster_9512",0.0445698731615355,"miRNA","FUN_008515"
"Cluster_2372",0.0392208024969867,"miRNA","FUN_008515"
"Cluster_4752",0.0327114484408269,"miRNA","FUN_008515"
"Cluster_1836",0.0295706190313224,"miRNA","FUN_008515"
"Cluster_9420",0.0188542125769416,"miRNA","FUN_008515"
"lncRNA_PC12",0.0172838128286328,"lncRNA","FUN_008515"
"Cluster_17245",0.0171215797238073,"miRNA","FUN_008515"
"WGBS_PC22",0.011925123921927,"WGBS","FUN_008515"
"Cluster_14610",0.00912256559543193,"miRNA","FUN_008515"
"Cluster_1819",0.0089946537824773,"miRNA","FUN_008515"
"WGBS_PC33",0.00815986314406824,"WGBS","FUN_008515"
"WGBS_PC28",0.00777171498451727,"WGBS","FUN_008515"
"WGBS_PC11",0.00595683486586922,"WGBS","FUN_008515"
"WGBS_PC30",0.00513867311423118,"WGBS","FUN_008515"
"Cluster_14146",0.00483561246061229,"miRNA","FUN_008515"
"Cluster_9366",0.29847400602609,"miRNA","FUN_009441"
"Cluster_16354",0.279839659385418,"miRNA","FUN_009441"
"Cluster_1950",0.175859920017464,"miRNA","FUN_009441"
"Cluster_4752",0.137024208800362,"miRNA","FUN_009441"
"Cluster_12081",0.130581211814988,"miRNA","FUN_009441"
"Cluster_9786",0.0826264889591591,"miRNA","FUN_009441"
"Cluster_9512",0.0627645980003533,"miRNA","FUN_009441"
"lncRNA_PC25",0.0573301398673014,"lncRNA","FUN_009441"
"lncRNA_PC1",0.0524202440896767,"lncRNA","FUN_009441"
"Cluster_2372",0.0495547587762926,"miRNA","FUN_009441"
"lncRNA_PC14",0.0318513978978715,"lncRNA","FUN_009441"
"Cluster_4026",0.0262460099666464,"miRNA","FUN_009441"
"WGBS_PC10",0.020150879367742,"WGBS","FUN_009441"
"Cluster_17173",0.0192924517889034,"miRNA","FUN_009441"
"WGBS_PC37",0.0157903116074569,"WGBS","FUN_009441"
"Cluster_15097",0.015556666900991,"miRNA","FUN_009441"
"Cluster_2500",0.014844434432543,"miRNA","FUN_009441"
"lncRNA_PC6",0.0136185794408105,"lncRNA","FUN_009441"
"lncRNA_PC22",0.0115363606260351,"lncRNA","FUN_009441"
"WGBS_PC35",0.0115071380591021,"WGBS","FUN_009441"
"Cluster_4752",0.391948192839487,"miRNA","FUN_011416"
"Cluster_17192",0.247175285490122,"miRNA","FUN_011416"
"Cluster_5516",0.112268985055541,"miRNA","FUN_011416"
"Cluster_14605",0.0650543816133158,"miRNA","FUN_011416"
"Cluster_14532",0.0639930680426997,"miRNA","FUN_011416"
"WGBS_PC8",0.057645120920851,"WGBS","FUN_011416"
"lncRNA_PC1",0.0558923598491381,"lncRNA","FUN_011416"
"Cluster_16354",0.0558523562453142,"miRNA","FUN_011416"
"lncRNA_PC16",0.0542876892602779,"lncRNA","FUN_011416"
"lncRNA_PC21",0.0416827936435949,"lncRNA","FUN_011416"
"Cluster_17186",0.039130960833907,"miRNA","FUN_011416"
"WGBS_PC18",0.0328232332826696,"WGBS","FUN_011416"
"lncRNA_PC18",0.0310757501251562,"lncRNA","FUN_011416"
"Cluster_17623",0.029427191390871,"miRNA","FUN_011416"
"Cluster_4034",0.0253564074574768,"miRNA","FUN_011416"
"lncRNA_PC11",0.0223771573935326,"lncRNA","FUN_011416"
"WGBS_PC38",0.0211201908661029,"WGBS","FUN_011416"
"Cluster_9512",0.0207022240610951,"miRNA","FUN_011416"
"WGBS_PC20",0.0204184507608095,"WGBS","FUN_011416"
"WGBS_PC33",0.0154565877491186,"WGBS","FUN_011416"
"Cluster_9366",0.264538875842658,"miRNA","FUN_017756"
"Cluster_16354",0.237864111211257,"miRNA","FUN_017756"
"Cluster_17173",0.111350284228486,"miRNA","FUN_017756"
"Cluster_1832",0.0600400089142027,"miRNA","FUN_017756"
"lncRNA_PC1",0.0472749470575769,"lncRNA","FUN_017756"
"Cluster_3109",0.0394464896463637,"miRNA","FUN_017756"
"lncRNA_PC3",0.0386688106464293,"lncRNA","FUN_017756"
"Cluster_5516",0.0348306838753715,"miRNA","FUN_017756"
"Cluster_2372",0.033282649163432,"miRNA","FUN_017756"
"WGBS_PC37",0.0318299782944316,"WGBS","FUN_017756"
"lncRNA_PC25",0.0310736820221821,"lncRNA","FUN_017756"
"Cluster_2500",0.0249153346639833,"miRNA","FUN_017756"
"Cluster_4752",0.0241903357742907,"miRNA","FUN_017756"
"Cluster_17192",0.015537340244734,"miRNA","FUN_017756"
"lncRNA_PC22",0.0145961788375836,"lncRNA","FUN_017756"
"WGBS_PC2",0.0135678158744658,"WGBS","FUN_017756"
"lncRNA_PC15",0.0110569167080755,"lncRNA","FUN_017756"
"WGBS_PC23",0.0105309867791319,"WGBS","FUN_017756"
"WGBS_PC24",0.00896983068025317,"WGBS","FUN_017756"
"lncRNA_PC5",0.00870039851419283,"lncRNA","FUN_017756"
"Cluster_9512",0.33100831815692,"miRNA","FUN_026486"
"Cluster_17245",0.268687587275235,"miRNA","FUN_026486"
"Cluster_16354",0.234513907905574,"miRNA","FUN_026486"
"Cluster_12081",0.223696269359205,"miRNA","FUN_026486"
"Cluster_14532",0.0684389913442743,"miRNA","FUN_026486"
"lncRNA_PC1",0.0612195316686074,"lncRNA","FUN_026486"
"Cluster_17173",0.0443595572938231,"miRNA","FUN_026486"
"lncRNA_PC10",0.0397843816486471,"lncRNA","FUN_026486"
"lncRNA_PC5",0.0352895209969018,"lncRNA","FUN_026486"
