bootstrap_iter,boot_seed,rank,lambda,sse_test,fms,n_train,n_test,converged,error
1,43,5,0.0,666615.6771581423,0.2914957562899775,15,13,True,
1,43,5,0.01,684954.7496627274,0.3918566814566221,15,13,True,
1,43,5,0.05,684442.5955177887,0.4127447625006055,15,13,True,
1,43,5,0.1,684015.2028939174,0.42001210180021753,15,13,True,
1,43,5,0.5,682880.2691789032,0.386812252353281,15,13,True,
1,43,5,1.0,682931.5159194203,0.3529778521798127,15,13,True,
1,43,5,2.0,683291.5717825014,0.32725941876137754,15,13,True,
1,43,5,5.0,684767.4292389373,0.3793891453348643,15,13,True,
1,43,10,0.0,610656.491795695,0.525116544600112,15,13,True,
1,43,10,0.01,611229.909116297,0.5163327875750127,15,13,True,
1,43,10,0.05,612327.2274762554,0.4841109151835175,15,13,True,
1,43,10,0.1,613449.006343469,0.44424605391077215,15,13,True,
1,43,10,0.5,614378.2401120666,0.4159552318783627,15,13,True,
1,43,10,1.0,614108.7038562795,0.4007341367972804,15,13,True,
1,43,10,2.0,613570.8520502264,0.4026808774670396,15,13,True,
1,43,10,5.0,613271.959144821,0.41598191654184447,15,13,True,
1,43,15,0.0,597355.5356456372,0.46707786718532207,15,13,True,
1,43,15,0.01,597916.4424927059,0.45557383782163197,15,13,True,
1,43,15,0.05,598142.1292976559,0.44640990378233963,15,13,True,
1,43,15,0.1,598150.0028902182,0.44239680264562814,15,13,True,
1,43,15,0.5,597130.5255538981,0.4487343190088199,15,13,True,
1,43,15,1.0,598624.2355646183,0.43231513664606874,15,13,True,
1,43,15,2.0,596492.7846754835,0.5063309858577875,15,13,True,
1,43,15,5.0,592021.9981882896,0.4967646160723269,15,13,True,
1,43,20,0.0,578974.0965511963,0.4746805956640744,15,13,True,
1,43,20,0.01,585426.3307280778,0.49855047781773204,15,13,True,
1,43,20,0.05,586046.9474525303,0.4671417502805172,15,13,True,
1,43,20,0.1,585673.8231249107,0.4524579008292299,15,13,True,
1,43,20,0.5,572250.2973390294,0.47255037156962765,15,13,True,
1,43,20,1.0,572000.3620939754,0.47995971612326677,15,13,True,
1,43,20,2.0,575297.8442105408,0.5442434829974945,15,13,True,
1,43,20,5.0,577849.3036661476,0.5039377543480994,15,13,True,
1,43,25,0.0,565725.1702439234,0.5207206558683072,15,13,True,
1,43,25,0.01,565929.3659777615,0.46075165948869773,15,13,True,
1,43,25,0.05,566177.0428605997,0.4490364042431208,15,13,True,
1,43,25,0.1,556039.8937481021,0.44358206222804275,15,13,True,
1,43,25,0.5,566000.8252893173,0.4473542649388923,15,13,True,
1,43,25,1.0,566906.5357697405,0.4796863932920185,15,13,True,
1,43,25,2.0,570622.0292691317,0.4584300684640206,15,13,True,
1,43,25,5.0,573928.3754462249,0.4938732230263372,15,13,True,
1,43,30,0.0,554058.0174542982,0.5197956841134166,15,13,True,
1,43,30,0.01,548525.0665713018,0.5134741126933183,15,13,True,
1,43,30,0.05,552159.7000334605,0.47194511681134715,15,13,True,
1,43,30,0.1,555516.1716292388,0.5072022997689801,15,13,True,
1,43,30,0.5,555529.1044824367,0.5371076528677075,15,13,True,
1,43,30,1.0,565186.2243676138,0.5135787752951501,15,13,True,
1,43,30,2.0,563241.7612616363,0.5344943304484985,15,13,True,
1,43,30,5.0,559951.0604485571,0.5285887234274167,15,13,True,
1,43,35,0.0,552709.9856911508,0.5333862245671772,15,13,True,
1,43,35,0.01,556073.5701888064,0.5060041528967982,15,13,True,
1,43,35,0.05,555404.0587781994,0.4493698745191822,15,13,True,
1,43,35,0.1,554029.3750915931,0.4354357529207776,15,13,True,
1,43,35,0.5,547968.2150261119,0.5048234676964849,15,13,True,
1,43,35,1.0,558254.6020425552,0.5322064295463678,15,13,True,
1,43,35,2.0,550170.0406158709,0.561637626536563,15,13,True,
1,43,35,5.0,560121.6819314187,0.5125759804480352,15,13,True,
1,43,40,0.0,540745.8355981782,0.5531442801955884,15,13,True,
1,43,40,0.01,546639.7550833488,0.4887676071695367,15,13,True,
1,43,40,0.05,551182.256749324,0.48339258112288064,15,13,True,
1,43,40,0.1,549829.5662913831,0.4997374949073007,15,13,True,
1,43,40,0.5,543897.3523602808,0.48341247539408483,15,13,True,
1,43,40,1.0,544199.522272843,0.4758173330200396,15,13,True,
1,43,40,2.0,540054.9249825713,0.5338785837760047,15,13,True,
1,43,40,5.0,551254.184313995,0.5377039852818243,15,13,True,
