bootstrap_iter,boot_seed,rank,lambda,sse_test,fms,n_train,n_test,converged,error
8,50,5,0.0,697529.635378858,0.2967654431344632,15,13,True,
8,50,5,0.01,690498.5766901858,0.3241781288468015,15,13,True,
8,50,5,0.05,691022.8204731806,0.3293274014439213,15,13,True,
8,50,5,0.1,691470.1925776274,0.3336460820572568,15,13,True,
8,50,5,0.5,692279.6311272316,0.33352559876387244,15,13,True,
8,50,5,1.0,692666.4532083434,0.33976601420792407,15,13,True,
8,50,5,2.0,693733.1738110522,0.30350620027349284,15,13,True,
8,50,5,5.0,695529.1315815038,0.3074363878658158,15,13,True,
8,50,10,0.0,641632.4068124733,0.39485663701230206,15,13,True,
8,50,10,0.01,628265.6027975675,0.2998341970007784,15,13,True,
8,50,10,0.05,629511.9771129153,0.30802820095876304,15,13,True,
8,50,10,0.1,629612.5025385185,0.2924164641580096,15,13,True,
8,50,10,0.5,649344.1691574369,0.26409759581301706,15,13,True,
8,50,10,1.0,648330.2387699332,0.28749939894629584,15,13,True,
8,50,10,2.0,639410.1701717471,0.36059084068870845,15,13,True,
8,50,10,5.0,643051.4024164131,0.4243042772998759,15,13,True,
8,50,15,0.0,627738.3363049465,0.4500662695354425,15,13,True,
8,50,15,0.01,628819.9776804814,0.4149823051308811,15,13,True,
8,50,15,0.05,631623.1057934832,0.3815404528156636,15,13,True,
8,50,15,0.1,631418.7345526126,0.3689893517460558,15,13,True,
8,50,15,0.5,631270.626887606,0.42895567121584116,15,13,True,
8,50,15,1.0,631938.2330714129,0.4363608602433635,15,13,True,
8,50,15,2.0,628105.3836175071,0.3773182135224619,15,13,True,
8,50,15,5.0,626913.022019436,0.49267665130542776,15,13,True,
8,50,20,0.0,612946.8901392574,0.4880630015551505,15,13,True,
8,50,20,0.01,615187.3813586058,0.49477291809522894,15,13,True,
8,50,20,0.05,620317.6614233875,0.45397487696155137,15,13,True,
8,50,20,0.1,623847.2403873218,0.4324304605856894,15,13,True,
8,50,20,0.5,623976.3161735707,0.4135956277798244,15,13,True,
8,50,20,1.0,625511.88183008,0.45225039222020846,15,13,True,
8,50,20,2.0,620168.9636970699,0.49932680463806617,15,13,True,
8,50,20,5.0,616238.1816695324,0.5338464828255053,15,13,True,
8,50,25,0.0,605194.6891557792,0.48672886753910605,15,13,True,
8,50,25,0.01,600037.0372155987,0.5101629039849555,15,13,True,
8,50,25,0.05,603475.8478729783,0.4903516546967449,15,13,True,
8,50,25,0.1,603663.5413790322,0.4891359199466334,15,13,True,
8,50,25,0.5,607553.6033428728,0.46378307397394386,15,13,True,
8,50,25,1.0,604663.9838028537,0.5207788324654651,15,13,True,
8,50,25,2.0,607662.2332975481,0.5371860714411908,15,13,True,
8,50,25,5.0,605581.7254041388,0.5544110006056232,15,13,True,
8,50,30,0.0,585476.8169306266,0.48960075017883686,15,13,True,
8,50,30,0.01,589194.0797977146,0.5017036708309149,15,13,True,
8,50,30,0.05,588400.5267306464,0.4719134284326932,15,13,True,
8,50,30,0.1,590970.3630177979,0.48863330396521365,15,13,True,
8,50,30,0.5,591086.0479500182,0.47002933079593295,15,13,True,
8,50,30,1.0,591580.6282399839,0.52277863560443,15,13,True,
8,50,30,2.0,592090.8539643142,0.5222300796252664,15,13,True,
8,50,30,5.0,590712.5508453761,0.5075441579692584,15,13,True,
8,50,35,0.0,585459.3672542039,0.5280677033064675,15,13,True,
8,50,35,0.01,573113.026944443,0.5288030327942763,15,13,True,
8,50,35,0.05,572762.6353691845,0.5056033418173985,15,13,True,
8,50,35,0.1,568301.8937847065,0.48029961512834113,15,13,True,
8,50,35,0.5,584397.7619356601,0.5210793218482141,15,13,True,
8,50,35,1.0,577594.6485909154,0.5533669333758252,15,13,True,
8,50,35,2.0,580314.3971893109,0.5311737850468019,15,13,True,
8,50,35,5.0,581451.4685305792,0.5285343346156841,15,13,True,
8,50,40,0.0,576794.1463675898,0.5079543009163094,15,13,True,
8,50,40,0.01,574654.5515204484,0.47916249893269863,15,13,True,
8,50,40,0.05,575411.9779220269,0.4752808268025569,15,13,True,
8,50,40,0.1,577738.0165506374,0.5041086693119945,15,13,True,
8,50,40,0.5,570478.6049929684,0.5159366329306676,15,13,True,
8,50,40,1.0,569610.7359757818,0.5424638886589769,15,13,True,
8,50,40,2.0,565478.0112987381,0.5274024738842764,15,13,True,
8,50,40,5.0,575749.0665043078,,15,13,True,
