bootstrap_iter,boot_seed,rank,lambda,sse_test,fms,n_train,n_test,converged,error
5,47,5,0.0,682472.7702871414,0.5073503320683644,15,13,True,
5,47,5,0.01,682435.3149797821,0.42608958482182996,15,13,True,
5,47,5,0.05,682605.6922225703,0.4547160357691967,15,13,True,
5,47,5,0.1,682666.0869166981,0.46407630113384696,15,13,True,
5,47,5,0.5,682688.3739209307,0.4800643184688962,15,13,True,
5,47,5,1.0,682813.3113322145,0.32704127777734937,15,13,True,
5,47,5,2.0,683343.4405057302,0.3349817169090251,15,13,True,
5,47,5,5.0,685024.45835481,0.4574598185456181,15,13,True,
5,47,10,0.0,645690.8679748256,0.43999463160803015,15,13,True,
5,47,10,0.01,646403.724395023,0.3504035186891853,15,13,True,
5,47,10,0.05,646982.5189813308,0.38145113176069095,15,13,True,
5,47,10,0.1,647135.9246914511,0.42820913965076424,15,13,True,
5,47,10,0.5,647922.8505508113,0.4118591620132543,15,13,True,
5,47,10,1.0,648430.6000703336,0.5562162095344743,15,13,True,
5,47,10,2.0,648769.632721449,0.5505699704865985,15,13,True,
5,47,10,5.0,652318.0693652313,0.47744496444391443,15,13,True,
5,47,15,0.0,614715.7271481844,0.5203003415137073,15,13,True,
5,47,15,0.01,613278.2566213025,0.4477331380049028,15,13,True,
5,47,15,0.05,615645.8595278944,0.4390303332802729,15,13,True,
5,47,15,0.1,616721.2660712354,0.46020288085567385,15,13,True,
5,47,15,0.5,619075.8275726485,0.5131699322210171,15,13,True,
5,47,15,1.0,622103.0865899932,0.48849604022739207,15,13,True,
5,47,15,2.0,619683.7511348851,0.5008524306675931,15,13,True,
5,47,15,5.0,619665.4234298149,0.5205264040486159,15,13,True,
5,47,20,0.0,593185.9981147476,0.4628384464846985,15,13,True,
5,47,20,0.01,591677.8106444065,0.45928311248459447,15,13,True,
5,47,20,0.05,590369.1802585978,0.4316966954154501,15,13,True,
5,47,20,0.1,601865.7497630648,0.4193040090698036,15,13,True,
5,47,20,0.5,598185.7759423378,0.43375969000844516,15,13,True,
5,47,20,1.0,605518.3136196543,0.5103567521618757,15,13,True,
5,47,20,2.0,597287.5777116207,0.5169261363550551,15,13,True,
5,47,20,5.0,604499.1858433156,0.5334701458440597,15,13,True,
5,47,25,0.0,581500.7249707546,0.5166300029761492,15,13,True,
5,47,25,0.01,583982.8302229642,0.516388656165012,15,13,True,
5,47,25,0.05,585204.8511429183,0.48045721740570374,15,13,True,
5,47,25,0.1,586420.1558779469,0.47723788685402724,15,13,True,
5,47,25,0.5,577761.9739550041,0.4798389945836751,15,13,True,
5,47,25,1.0,581490.5150819869,0.5015950549265495,15,13,True,
5,47,25,2.0,585714.9054141542,0.5570464672499106,15,13,True,
5,47,25,5.0,584973.0959940632,0.5459724134499879,15,13,True,
5,47,30,0.0,570160.3964062431,0.549060033280778,15,13,True,
5,47,30,0.01,571339.3399342714,0.5052173012916659,15,13,True,
5,47,30,0.05,570890.568914956,0.4795122056591237,15,13,True,
5,47,30,0.1,572768.3680336081,0.4975275110165195,15,13,True,
5,47,30,0.5,575519.7337728981,0.5335868971168872,15,13,True,
5,47,30,1.0,575501.6983162679,0.5271608849269179,15,13,True,
5,47,30,2.0,575679.4605656823,0.5569856174899024,15,13,True,
5,47,30,5.0,570819.2533919953,0.5361771960121174,15,13,True,
5,47,35,0.0,560741.4520290039,0.5170246905923224,15,13,True,
5,47,35,0.01,559153.6601182576,0.5144626690140535,15,13,True,
5,47,35,0.05,559116.9158669352,0.513882757414498,15,13,True,
5,47,35,0.1,559869.2169474962,0.5049886055612504,15,13,True,
5,47,35,0.5,564948.8126438382,0.5371851482556604,15,13,True,
5,47,35,1.0,570465.0687157043,0.5389919284948068,15,13,True,
5,47,35,2.0,568615.9757702377,0.561141790188774,15,13,True,
5,47,35,5.0,569733.7374393642,0.5417985620921124,15,13,True,
5,47,40,0.0,558846.3921850225,0.5308779954800948,15,13,True,
5,47,40,0.01,557912.3276005617,0.5439293989878117,15,13,True,
5,47,40,0.05,561240.7315793644,0.5125601385592565,15,13,True,
5,47,40,0.1,561486.3329285715,0.4818415556130834,15,13,True,
5,47,40,0.5,565734.0678587185,0.5647988808943873,15,13,True,
5,47,40,1.0,561386.521987246,0.5600051096058133,15,13,True,
5,47,40,2.0,557241.7077438963,0.5665369262509097,15,13,True,
5,47,40,5.0,565727.2767457855,0.5388723126478513,15,13,True,
