bootstrap_iter,boot_seed,rank,lambda,sse_test,fms,n_train,n_test,converged,error
6,48,5,0.0,651755.0276169516,0.30234601253300675,15,13,True,
6,48,5,0.01,651175.4262091983,0.4120963410445973,15,13,True,
6,48,5,0.05,655525.4519330082,0.44323275857989486,15,13,True,
6,48,5,0.1,658095.8197841448,0.4993836225863988,15,13,True,
6,48,5,0.5,688743.3931506338,0.21501296452383634,15,13,True,
6,48,5,1.0,689403.6795751286,0.21779280102783144,15,13,True,
6,48,5,2.0,674960.4018959497,0.2493015138044635,15,13,True,
6,48,5,5.0,672861.6787244856,0.22287614824628482,15,13,True,
6,48,10,0.0,610781.516282603,0.4739466970349165,15,13,True,
6,48,10,0.01,615876.8436801463,0.45674203269760316,15,13,True,
6,48,10,0.05,616238.1170380373,0.464497205672449,15,13,True,
6,48,10,0.1,615962.2032934505,0.45295676177956967,15,13,True,
6,48,10,0.5,613123.8986097865,0.38803617001533136,15,13,True,
6,48,10,1.0,613514.0986995703,0.40428336349428545,15,13,True,
6,48,10,2.0,614278.3259990738,0.39604944263371167,15,13,True,
6,48,10,5.0,615895.2331299564,0.3843742664595432,15,13,True,
6,48,15,0.0,589984.1463669656,0.4986057914594733,15,13,True,
6,48,15,0.01,594476.3360405625,0.4659994604837478,15,13,True,
6,48,15,0.05,591841.2673561868,0.41714512857283764,15,13,True,
6,48,15,0.1,591521.3492597514,0.42518087704804997,15,13,True,
6,48,15,0.5,589029.8632864289,0.38828542979367603,15,13,True,
6,48,15,1.0,587571.754956237,0.4085380649194982,15,13,True,
6,48,15,2.0,584554.324065123,0.426685091340205,15,13,True,
6,48,15,5.0,589069.3917038139,0.4716319160749939,15,13,True,
6,48,20,0.0,561627.4668490503,0.519721794052458,15,13,True,
6,48,20,0.01,561571.0041770787,0.5162640261256485,15,13,True,
6,48,20,0.05,562193.2047331432,0.48876871991326903,15,13,True,
6,48,20,0.1,562357.7984612805,0.4726564329353815,15,13,True,
6,48,20,0.5,563395.8061150828,0.42852463455467876,15,13,True,
6,48,20,1.0,567093.4181742722,0.4569037260594352,15,13,True,
6,48,20,2.0,565304.6048902875,0.49459220199028414,15,13,True,
6,48,20,5.0,571451.9181421654,0.5219480017893326,15,13,True,
6,48,25,0.0,553214.4102262021,0.5591078487039347,15,13,True,
6,48,25,0.01,557060.6508300715,0.5252183250664236,15,13,True,
6,48,25,0.05,558663.4309224391,0.5065735894593706,15,13,True,
6,48,25,0.1,559418.242303157,0.5090904409218562,15,13,True,
6,48,25,0.5,569614.5504016213,0.5168903766247948,15,13,True,
6,48,25,1.0,554233.3208451465,0.520125239056011,15,13,True,
6,48,25,2.0,564918.7327550935,0.5524066579688521,15,13,True,
6,48,25,5.0,548544.157582754,0.5274277869095901,15,13,True,
6,48,30,0.0,538904.9348302234,0.5635576138758466,15,13,True,
6,48,30,0.01,543486.0684634886,0.5401116859843135,15,13,True,
6,48,30,0.05,544860.7213177785,0.5196073549618219,15,13,True,
6,48,30,0.1,543898.8150885607,0.5006649703174788,15,13,True,
6,48,30,0.5,538769.3114288928,0.48156035698254285,15,13,True,
6,48,30,1.0,541126.6584678943,0.5334927711478501,15,13,True,
6,48,30,2.0,544630.1917674831,0.5481798352795053,15,13,True,
6,48,30,5.0,556359.912122675,0.5417806836119377,15,13,True,
6,48,35,0.0,531635.0403730401,0.5724865234623788,15,13,True,
6,48,35,0.01,527928.7015296118,0.48580524685025545,15,13,True,
6,48,35,0.05,529121.4142328465,0.505356305915115,15,13,True,
6,48,35,0.1,527210.2253580192,0.45311372459453236,15,13,True,
6,48,35,0.5,527889.778900011,0.532506154838437,15,13,True,
6,48,35,1.0,534899.3498855449,0.5382354309610607,15,13,True,
6,48,35,2.0,540357.0968877702,0.5337768569383732,15,13,True,
6,48,35,5.0,549846.4427798723,0.5294182505693588,15,13,True,
6,48,40,0.0,529922.4376125823,0.5282468149368348,15,13,True,
6,48,40,0.01,530785.9880343255,0.5080209687554039,15,13,True,
6,48,40,0.05,535484.5538180051,0.48931547286757526,15,13,True,
6,48,40,0.1,540109.4999761333,0.48892552763082253,15,13,True,
6,48,40,0.5,539829.1901301331,0.510676924504162,15,13,True,
6,48,40,1.0,539045.5677744308,0.5108984323194703,15,13,True,
6,48,40,2.0,535638.0179709835,0.5507087832929899,15,13,True,
6,48,40,5.0,544451.5468664218,0.49610982649613683,15,13,True,
