bootstrap_iter,boot_seed,rank,lambda,sse_test,fms,n_train,n_test,converged,error
9,51,5,0.0,700764.2324569854,0.43128468902281786,15,13,True,
9,51,5,0.01,701829.5180450202,0.44950435053214505,15,13,True,
9,51,5,0.05,702120.6308067311,0.45868752275066704,15,13,True,
9,51,5,0.1,702258.8661061467,0.45675337008189787,15,13,True,
9,51,5,0.5,702224.7258443598,0.4106485115351866,15,13,True,
9,51,5,1.0,702575.4014130019,0.37354400596187526,15,13,True,
9,51,5,2.0,703556.8496572725,0.3407292209342089,15,13,True,
9,51,5,5.0,705498.430005188,0.31818585315848474,15,13,True,
9,51,10,0.0,648058.2486221311,0.5085324656748644,15,13,True,
9,51,10,0.01,646410.908996175,0.49480145220500893,15,13,True,
9,51,10,0.05,647466.8364772405,0.516473447744754,15,13,True,
9,51,10,0.1,648077.8847409612,0.4541441859043983,15,13,True,
9,51,10,0.5,649586.1893668752,0.4578872171463305,15,13,True,
9,51,10,1.0,652919.5607298936,0.4257723111070266,15,13,True,
9,51,10,2.0,655438.2088852279,0.49490463003664964,15,13,True,
9,51,10,5.0,650319.7603828995,0.49682185395184214,15,13,True,
9,51,15,0.0,645213.2028002415,0.4429413527395668,15,13,True,
9,51,15,0.01,635398.4151885202,0.5155906666334321,15,13,True,
9,51,15,0.05,635665.0556556872,0.5106580647756396,15,13,True,
9,51,15,0.1,634575.1340607621,0.48772121070611296,15,13,True,
9,51,15,0.5,636051.1866383014,0.4704533849474478,15,13,True,
9,51,15,1.0,637608.5417804831,0.4697433038252146,15,13,True,
9,51,15,2.0,638334.2816460824,0.5043836584034981,15,13,True,
9,51,15,5.0,633143.2001202408,0.5532013950126876,15,13,True,
9,51,20,0.0,620333.0947274925,0.5039707388438952,15,13,True,
9,51,20,0.01,623827.0970263772,0.5171722394078818,15,13,True,
9,51,20,0.05,625479.9342010046,0.5037408256083172,15,13,True,
9,51,20,0.1,626000.1983385257,0.4769033927235391,15,13,True,
9,51,20,0.5,619144.6771381096,0.4971013323488882,15,13,True,
9,51,20,1.0,625918.1632176018,0.5342554844656265,15,13,True,
9,51,20,2.0,624389.169650194,0.5356464495792777,15,13,True,
9,51,20,5.0,624084.9514076585,0.542044098688529,15,13,True,
9,51,25,0.0,609181.7700760725,0.5640530877416599,15,13,True,
9,51,25,0.01,608573.9885358161,0.5091128749572843,15,13,True,
9,51,25,0.05,610725.5299947726,0.5033322093463812,15,13,True,
9,51,25,0.1,611792.7914323808,0.5014592299048364,15,13,True,
9,51,25,0.5,615176.9893469806,0.47447153988851243,15,13,True,
9,51,25,1.0,611069.1041535184,0.49780737308560624,15,13,True,
9,51,25,2.0,613858.4736494435,0.521354662403953,15,13,True,
9,51,25,5.0,622462.6197476165,0.51528626305784,15,13,True,
9,51,30,0.0,592253.6000653415,0.5485255552515393,15,13,True,
9,51,30,0.01,589702.3266913773,0.509262498704082,15,13,True,
9,51,30,0.05,588616.281423268,0.5041136882009037,15,13,True,
9,51,30,0.1,587754.7519438141,0.5055000887017557,15,13,True,
9,51,30,0.5,587126.7649736063,0.5365294831598422,15,13,True,
9,51,30,1.0,589781.8676826864,0.5112234372924935,15,13,True,
9,51,30,2.0,592636.7852429101,0.5737156219559477,15,13,True,
9,51,30,5.0,596318.7000946956,0.5592267299043419,15,13,True,
9,51,35,0.0,591155.7959969296,0.5031951152191669,15,13,True,
9,51,35,0.01,588367.1189009264,0.5255529226833459,15,13,True,
9,51,35,0.05,590594.3833667407,0.48820309331039713,15,13,True,
9,51,35,0.1,595470.3219995474,0.5086357353961606,15,13,True,
9,51,35,0.5,591383.0935278792,0.5136801355091417,15,13,True,
9,51,35,1.0,587186.8442697584,0.5524945187768758,15,13,True,
9,51,35,2.0,581406.367209863,0.5628755179498821,15,13,True,
9,51,35,5.0,589329.3618619352,0.5314687308598135,15,13,True,
9,51,40,0.0,585138.4819741846,0.5570533041797763,15,13,True,
9,51,40,0.01,582402.4852489098,0.540703909103124,15,13,True,
9,51,40,0.05,586301.4808925596,0.5290055918958735,15,13,True,
9,51,40,0.1,582754.2127079912,0.534845359756645,15,13,True,
9,51,40,0.5,570029.2435406287,0.6059624985639258,15,13,True,
9,51,40,1.0,585682.6078781314,0.5924934407736261,15,13,True,
9,51,40,2.0,588847.0686557543,0.5805165616858875,15,13,True,
9,51,40,5.0,584148.6019916531,0.5407462817948714,15,13,True,
