bootstrap_iter,boot_seed,rank,lambda,sse_test,fms,n_train,n_test,converged,error
4,46,5,0.0,667530.718691483,0.3143758644324669,15,13,True,
4,46,5,0.01,667992.634748024,0.2925759204938673,15,13,True,
4,46,5,0.05,668151.203353119,0.2894297671891628,15,13,True,
4,46,5,0.1,668253.8493902042,0.2011206164338241,15,13,True,
4,46,5,0.5,672135.8798636305,0.2103440409521701,15,13,True,
4,46,5,1.0,672305.0524535647,0.1624142247364796,15,13,True,
4,46,5,2.0,664527.204874561,0.3137951049285505,15,13,True,
4,46,5,5.0,669896.7028231333,0.39003413889593974,15,13,True,
4,46,10,0.0,631746.1745403877,0.35253359780021876,15,13,True,
4,46,10,0.01,631647.2366520204,0.3198214000171151,15,13,True,
4,46,10,0.05,633168.593517528,0.3075605907437374,15,13,True,
4,46,10,0.1,633896.8085270891,0.27193616197238696,15,13,True,
4,46,10,0.5,635095.0514976099,0.2654455461877569,15,13,True,
4,46,10,1.0,635118.9399962927,0.2805197221294849,15,13,True,
4,46,10,2.0,634680.1448019086,0.4278849609480317,15,13,True,
4,46,10,5.0,634474.7836213975,0.48261751633265726,15,13,True,
4,46,15,0.0,593070.9461861749,0.4378601792013457,15,13,True,
4,46,15,0.01,590610.0146497902,0.42845170749255324,15,13,True,
4,46,15,0.05,588726.4713633789,0.4955279561732993,15,13,True,
4,46,15,0.1,586177.6197154088,0.5123420887808338,15,13,True,
4,46,15,0.5,587833.6921968368,0.5307956639791281,15,13,True,
4,46,15,1.0,582967.7509212671,0.5110603648934322,15,13,True,
4,46,15,2.0,584529.5971946892,0.4853615345563877,15,13,True,
4,46,15,5.0,587325.8796688926,0.5253428418358832,15,13,True,
4,46,20,0.0,577697.1359449902,0.48963447663138604,15,13,True,
4,46,20,0.01,576467.4179912859,0.5006326553295966,15,13,True,
4,46,20,0.05,574781.1057957064,0.46494750714041266,15,13,True,
4,46,20,0.1,575624.476819394,0.4723997834568433,15,13,True,
4,46,20,0.5,574341.141937326,0.5415030326890146,15,13,True,
4,46,20,1.0,571694.334680283,0.5384247899177631,15,13,True,
4,46,20,2.0,575835.2707093349,0.5434197124166725,15,13,True,
4,46,20,5.0,571129.5188323099,0.4983374936388487,15,13,True,
4,46,25,0.0,563262.820017984,0.5366904222123221,15,13,True,
4,46,25,0.01,567379.7768298904,0.5355949002859377,15,13,True,
4,46,25,0.05,568160.2108097482,0.5091284315804112,15,13,True,
4,46,25,0.1,571178.334707527,0.5013154895269796,15,13,True,
4,46,25,0.5,568023.100417311,0.5467890158375575,15,13,True,
4,46,25,1.0,565523.3466678663,0.5295133345579683,15,13,True,
4,46,25,2.0,559974.929841903,0.5210806131200456,15,13,True,
4,46,25,5.0,561075.666997871,0.5518940814090907,15,13,True,
4,46,30,0.0,551507.3495544341,0.5532413641012511,15,13,True,
4,46,30,0.01,558405.0354567711,0.5440706171702224,15,13,True,
4,46,30,0.05,557465.4837471192,0.5210334672686556,15,13,True,
4,46,30,0.1,558448.0041627584,0.523860762372952,15,13,True,
4,46,30,0.5,556552.5234307817,0.5529365959519854,15,13,True,
4,46,30,1.0,556096.1608863878,0.5559147875600013,15,13,True,
4,46,30,2.0,556671.7679060893,0.5346674333812622,15,13,True,
4,46,30,5.0,556737.005445169,0.5395178129077343,15,13,True,
4,46,35,0.0,547845.5920928114,0.5016377732602013,15,13,True,
4,46,35,0.01,550421.2998832345,0.5577630736820987,15,13,True,
4,46,35,0.05,552028.1928048583,0.5610391291651828,15,13,True,
4,46,35,0.1,553062.5531398115,0.5471312691913106,15,13,True,
4,46,35,0.5,553718.0836988356,0.5502175578609781,15,13,True,
4,46,35,1.0,558227.2470705145,0.528351432908897,15,13,True,
4,46,35,2.0,554478.5087411287,0.5659493019657252,15,13,True,
4,46,35,5.0,552249.8795119291,0.5252632568917616,15,13,True,
4,46,40,0.0,545041.2854576191,0.525602495290516,15,13,True,
4,46,40,0.01,546077.8051414526,0.5503301988208891,15,13,True,
4,46,40,0.05,546934.7937745332,0.5551723685775917,15,13,True,
4,46,40,0.1,552137.5621470815,0.564957231758872,15,13,True,
4,46,40,0.5,550711.1135294344,0.5586927315831172,15,13,True,
4,46,40,1.0,547946.9043143266,0.5802234643837363,15,13,True,
4,46,40,2.0,548027.2549103416,0.5616986488714707,15,13,True,
4,46,40,5.0,540838.3536488861,0.551116338540682,15,13,True,
