"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"ACR.139.TP1"	"ACR.139.TP2"	"ACR.139.TP3"	"ACR.139.TP4"	"ACR.145.TP1"	"ACR.145.TP2"	"ACR.145.TP3"	"ACR.145.TP4"	"ACR.150.TP1"	"ACR.150.TP2"	"ACR.150.TP3"	"ACR.150.TP4"	"ACR.173.TP1"	"ACR.173.TP2"	"ACR.173.TP3"	"ACR.173.TP4"	"ACR.186.TP1"	"ACR.186.TP2"	"ACR.186.TP3"	"ACR.186.TP4"	"ACR.225.TP1"	"ACR.225.TP2"	"ACR.225.TP3"	"ACR.225.TP4"	"ACR.229.TP1"	"ACR.229.TP2"	"ACR.229.TP3"	"ACR.229.TP4"	"ACR.237.TP1"	"ACR.237.TP2"	"ACR.237.TP3"	"ACR.237.TP4"	"ACR.244.TP1"	"ACR.244.TP2"	"ACR.244.TP3"	"ACR.244.TP4"	"ACR.265.TP1"	"ACR.265.TP2"	"ACR.265.TP3"	"ACR.265.TP4"
"lncRNA_2577"	"ptg000023l"	" 6752085"	" 1139168"	"+"	"  7063"	"   736.00"	"    57.67"	"     8.00"	"   361.00"	"   21.96"	"     6.00"	"    94.00"	"     6.00"	"    62.00"	"    56.00"	"   78.78"	"    16.33"	"  169.12"	"   569.06"	"   189.83"	"   68.66"	"   33.50"	"    13.26"	"     0.00"	"   20.91"	"     5.17"	"   754.32"	"   169.50"	"    16.00"	"     5.00"	"   324.00"	"     0.00"	"    0.33"	"  409.66"	"     3.82"	"   171.50"	"   126.00"	"   13.50"	"   173.33"	"   268.50"	"   152.00"	"   32.20"	"    33.71"	"    55.12"	"    34.50"
"lncRNA_2580"	"ptg000008l"	"15205162"	" 6150864"	"+"	"  4999"	"    37.00"	"   176.50"	"    10.38"	"   408.00"	"   90.33"	"   329.33"	"     4.00"	"    16.00"	"     4.65"	"     4.40"	"   49.67"	"   126.00"	"   32.75"	"    21.00"	"   141.00"	"  941.80"	"    7.64"	"     3.17"	"    23.50"	"    6.00"	"  1137.00"	"   225.25"	"    40.62"	"    26.00"	"    22.83"	"  1315.93"	"   105.08"	"   11.00"	"   14.00"	"     0.00"	"   135.21"	"     4.03"	"    0.40"	"    80.86"	"   389.02"	"    13.00"	"  123.16"	"    29.03"	"  6747.00"	"   567.00"
"lncRNA_2584"	"ptg000009l"	" 8417547"	" 3989338"	"+"	"  5828"	"    22.00"	"    57.50"	"   457.93"	"   108.00"	"   28.50"	"    52.67"	"    19.31"	"    95.00"	"    73.00"	"    32.00"	"  102.00"	"   960.00"	"   82.73"	"    14.00"	"   289.75"	" 1120.00"	"    9.81"	"    34.50"	"    13.00"	"  202.41"	"    22.00"	"   110.22"	"    33.02"	"    21.50"	"    99.00"	"    20.00"	"   128.50"	"    7.00"	"  185.59"	"     0.00"	"    43.00"	"   259.50"	"  499.49"	"   377.11"	"   101.58"	"    84.00"	"   13.00"	"    14.10"	"    57.00"	"   192.00"
"lncRNA_2585"	"ptg000047l"	" 5259682"	" 7404064"	"+"	"  3893"	"   837.75"	"   676.00"	"    12.00"	"    27.00"	"   76.00"	"    95.00"	"    32.90"	"     5.72"	"    24.00"	"    52.50"	"   12.00"	"    33.00"	"   67.50"	"    77.72"	"     6.09"	"  220.83"	"   42.00"	"   405.97"	"   881.00"	"   61.00"	"   417.00"	"    26.00"	"   247.50"	"     3.46"	"    30.78"	"   516.00"	"    10.00"	"    0.00"	"  260.50"	"     7.67"	"   125.50"	"   455.00"	"    0.00"	"   164.33"	"    34.00"	"    37.33"	"  315.00"	"    34.37"	"   150.15"	"    36.00"
"lncRNA_2586"	"ptg000022l"	"24071835"	"23842132"	"+"	"  5133"	"    57.00"	"   324.00"	"   148.08"	"    31.50"	"    3.49"	"   219.00"	"    49.50"	"     0.00"	"     0.33"	"    81.67"	"    8.50"	"   256.00"	"  237.50"	"   172.00"	"    10.33"	"  377.82"	"   16.08"	"     3.36"	"     0.00"	"  267.00"	"    21.33"	"    27.03"	"   144.16"	"     4.00"	"    70.50"	"   303.03"	"    29.50"	"    3.33"	"    6.50"	"  7774.83"	"    19.83"	"     0.66"	"    2.00"	"    13.00"	"   231.20"	"    84.50"	"  206.00"	"    19.90"	"    33.95"	"    27.47"
"lncRNA_2587"	"ptg000001l"	" 8678387"	" 5051850"	"+"	"  4743"	"   595.50"	"    20.47"	"    26.03"	"    14.79"	"  247.00"	"    10.57"	"    16.50"	"    16.00"	"     8.00"	"   118.99"	"   53.00"	"   676.83"	"  268.57"	"   330.57"	"    15.50"	"   41.00"	"   17.62"	"   141.67"	"     0.38"	"   39.00"	"     8.00"	"    48.00"	"    42.00"	"   102.00"	"   100.58"	"   212.00"	"   626.00"	"   39.00"	"    0.00"	"    22.25"	"   758.00"	"    53.00"	"   27.00"	"    22.33"	"   159.00"	"    29.50"	"    0.00"	"    11.50"	"    86.00"	"     7.06"
"lncRNA_2588"	"ptg000002l"	" 9123569"	"16482485"	"+"	"  7491"	"     0.00"	"    52.00"	"     5.33"	"   148.25"	"  441.50"	"    39.67"	"     0.00"	"   180.69"	"   414.75"	"    74.50"	"  517.00"	"    99.08"	"   96.75"	"    29.67"	"    58.00"	"    5.90"	"   11.80"	"     7.94"	"   181.33"	"   23.00"	"    33.00"	"    47.68"	"     8.00"	"   420.00"	"     5.00"	"   118.00"	"    68.00"	"    0.00"	"   70.50"	"   254.00"	"   182.00"	"    37.00"	"    8.89"	"    23.80"	"  2705.31"	"    24.80"	"   75.00"	"    21.00"	"    15.00"	"    32.50"
"lncRNA_2600"	"ptg000018l"	" 5775992"	"13274260"	"+"	"  2554"	"   348.00"	"    44.33"	"     0.00"	"    31.50"	"  136.04"	"    17.00"	"  1077.00"	"   365.00"	"   139.33"	"   506.89"	"   18.50"	"   801.00"	"  289.33"	"    12.64"	"   115.10"	"   26.00"	"   44.93"	"    13.00"	"    20.17"	"   11.33"	"     3.00"	"   212.00"	"   118.32"	"   216.00"	"     2.00"	"    12.00"	"     8.00"	" 1728.00"	"  122.00"	"   137.25"	"   347.00"	"     2.50"	"   27.00"	"    27.89"	"     0.50"	"     7.00"	" 1246.00"	"     0.00"	"    23.00"	"     3.33"
"lncRNA_2606"	"ntLink_8"	" 7377035"	" 3309305"	"+"	"   878"	"     2.59"	"    18.00"	"     0.00"	"    25.65"	"    1.20"	"    50.00"	"    12.21"	"    36.09"	"    22.00"	"     5.95"	"   87.50"	"     7.00"	"   12.00"	"    64.58"	"     7.83"	"   10.17"	"    0.00"	"     2.00"	"    24.50"	"   15.17"	"    16.00"	"    33.50"	"   125.21"	"     6.44"	"    33.00"	"     9.00"	"   272.00"	"  105.50"	"   10.25"	"    54.00"	"    37.27"	"   107.65"	"   75.50"	"  1469.00"	"  5445.50"	"    12.00"	"   68.76"	"    65.83"	"    46.13"	"    83.00"
"lncRNA_2610"	"ntLink_8"	" 6585216"	"17273667"	"+"	"  1397"	"    72.58"	"    36.00"	"     0.00"	"   238.64"	"   27.75"	"     8.07"	"   643.50"	"    32.92"	"   102.67"	"    32.18"	"   77.67"	"    68.67"	" 1675.00"	"    22.25"	"   167.35"	"   30.67"	"    4.33"	"     0.00"	"    62.17"	"  323.45"	"    19.68"	"    17.00"	"   101.00"	"  2200.17"	"    72.00"	"    16.75"	"    28.23"	"   27.50"	"    6.83"	"     1.83"	"    71.50"	"     4.00"	"  105.08"	"  1334.00"	"    99.24"	"     4.00"	"    0.00"	"    78.17"	"    45.40"	"    12.00"
"lncRNA_2611"	"ptg000017l"	" 5417148"	"  499408"	"+"	"  1650"	"     3.75"	"    43.50"	"   160.00"	"   113.17"	"   52.29"	"   128.33"	"    82.00"	"     7.44"	"    21.92"	"    81.00"	"  146.00"	"    35.15"	"  164.00"	"    14.83"	"   497.00"	"  107.17"	"   14.00"	"    36.00"	"     6.67"	" 4627.00"	"    14.00"	"     0.00"	"   126.13"	"     5.00"	"   145.02"	"     0.00"	"    22.50"	"    1.00"	"   14.17"	"   135.77"	"     4.00"	"   756.00"	"   93.00"	"    29.00"	"   213.75"	"    43.67"	"  175.50"	"     0.50"	"    46.00"	"    80.50"
"lncRNA_2622"	"ptg000008l"	"  164140"	" 9389591"	"+"	"  5215"	"    21.25"	"   210.00"	"   165.00"	"    23.50"	"   50.00"	"    10.83"	"    84.50"	"    89.80"	"   304.00"	"    13.52"	"   23.75"	"   175.75"	"  346.00"	"    65.00"	"   285.66"	"  772.00"	"    4.00"	"    22.00"	"   429.67"	"   44.00"	"    93.00"	"     3.98"	"    62.00"	"   325.42"	"    26.00"	"   222.00"	"    22.00"	"   32.00"	"   90.00"	"    72.00"	"    16.50"	"   269.00"	"   74.00"	"   322.50"	"   193.67"	"   556.42"	"  163.50"	"   198.50"	"   105.00"	"     5.00"
"lncRNA_2624"	"ptg000012l"	"41074958"	" 2093829"	"+"	"  2229"	"    22.00"	"    80.00"	"    19.00"	"   164.33"	"   57.83"	"    26.73"	"    11.00"	"     7.90"	"     9.50"	"  1986.50"	"   81.00"	"    37.85"	"   78.50"	"    70.38"	"   373.00"	"   51.00"	"   36.00"	"    18.00"	"   230.50"	"   38.00"	"    12.68"	"   225.58"	"    22.92"	"   541.00"	"    22.83"	"    32.50"	"    40.00"	"  247.50"	"    6.00"	"    59.89"	"    51.00"	"     4.33"	"   51.00"	"   104.00"	"     5.00"	"    14.00"	"    3.34"	"    45.83"	"   246.00"	" 26315.00"
"lncRNA_2625"	"ptg000024l"	" 4087861"	"10778837"	"+"	"  5307"	"   893.00"	"    36.27"	"    11.31"	"   327.66"	"    2.00"	"   546.00"	"   166.00"	"    13.17"	"   195.00"	"    15.67"	"   11.94"	"    22.00"	"  285.00"	"    22.17"	"   109.00"	"    2.33"	"   18.00"	"    81.00"	"   218.50"	"   49.59"	"   495.00"	"    81.94"	"    31.00"	"    23.00"	"   279.95"	"   581.00"	"   170.00"	"  145.00"	"   33.88"	"    13.08"	"   181.11"	"    13.00"	"  140.00"	"    42.83"	"   154.00"	"   279.67"	"   15.07"	"    32.00"	"    62.00"	"   954.89"
"lncRNA_2626"	"ptg000001l"	"15481113"	"21068307"	"+"	"  1012"	"    97.40"	"    85.67"	"    51.50"	"  1445.15"	"   93.00"	"     6.00"	"     0.00"	"     8.00"	"    96.00"	"   326.00"	"   19.31"	"   190.00"	"   30.70"	"     6.00"	"   463.50"	"  476.00"	"   79.33"	"     1.00"	"     4.00"	"   86.00"	"   114.00"	" 16749.17"	"    23.39"	"    63.50"	"    39.06"	"    98.00"	"    11.00"	"  199.00"	"   34.33"	"    11.50"	"   136.28"	"    75.68"	"   22.00"	"    69.00"	"   194.99"	"  2818.50"	"   71.86"	"    10.00"	"     6.00"	"     8.50"
"lncRNA_2627"	"ptg000025l"	" 8188195"	"15136488"	"+"	"  9279"	"    14.00"	"   267.00"	"   263.00"	"    41.00"	"   72.00"	"  5067.32"	"    18.00"	"   103.80"	"   158.50"	"    72.00"	"   38.00"	"    22.00"	"   20.00"	"    36.08"	"    10.00"	"   62.00"	"  282.75"	"    21.08"	"    50.00"	"   38.33"	"    34.00"	"    46.23"	"    11.17"	"     7.78"	"  1555.08"	"   283.50"	"   239.80"	"   71.50"	"   18.00"	"    26.00"	"   883.00"	"   106.33"	"    9.00"	"    17.99"	"    73.99"	"     9.17"	"   14.00"	"    72.00"	"    58.55"	"     6.26"
"lncRNA_2664"	"ptg000027l"	" 1577799"	"15585622"	"+"	" 22427"	"    29.65"	"   139.33"	"  4897.00"	"    31.67"	"   73.00"	"    74.00"	"   640.00"	"  4189.50"	"    55.90"	"     7.00"	"   18.00"	"    97.33"	"  139.00"	"    35.23"	"   922.00"	"   19.46"	"   31.50"	"     0.00"	"    21.75"	"  449.00"	"    46.33"	"     3.00"	"   306.50"	"   108.00"	"    53.00"	"    40.50"	"   119.00"	"   29.00"	"   41.60"	"    62.35"	"   115.00"	"     0.08"	"    3.00"	"   257.00"	"  2166.50"	"     1.00"	"   27.25"	"   353.00"	"    46.72"	"    34.80"
"lncRNA_2667"	"ntLink_8"	" 9538303"	"22958826"	"+"	"  4009"	"    14.50"	"    25.59"	"    29.73"	"    30.49"	"   86.17"	"    98.00"	"    73.63"	"    19.00"	"    53.57"	"     7.00"	"    7.67"	"    13.94"	"  495.00"	"     3.33"	"    71.00"	"    2.67"	"    0.00"	"    40.00"	"   294.05"	"   19.58"	"   152.33"	"   157.33"	"    14.00"	"    42.10"	"   929.25"	"     6.00"	"    10.00"	"   97.00"	"  109.67"	"   118.00"	"    18.85"	"     6.67"	"   20.00"	"    12.00"	"    44.46"	"     4.11"	"  440.74"	"     9.00"	"   800.50"	"    12.00"
"lncRNA_2674"	"ptg000023l"	"  347786"	"16088556"	"+"	"   840"	"   100.85"	"  1027.33"	"    79.00"	"  3798.33"	"  174.50"	"   172.00"	"   404.00"	"    16.00"	"    24.00"	"    65.10"	"   23.00"	"   567.00"	"   47.75"	"  4223.00"	"     5.00"	"   24.00"	"   94.00"	"   276.58"	"     1.33"	"   82.00"	"    34.47"	"   165.16"	"    62.68"	"   108.57"	"     0.00"	"    74.50"	"     0.00"	"   30.50"	"    3.50"	"     7.00"	"    87.50"	"   278.00"	"    5.00"	"   209.91"	"    79.39"	"   155.76"	"  272.26"	"    13.00"	"    69.00"	"    19.00"
"lncRNA_2675"	"ptg000008l"	" 7832911"	" 4264708"	"+"	"  2468"	"    23.17"	"    13.00"	"    17.80"	"    28.49"	"  366.08"	"     7.00"	"     2.00"	"     8.00"	"    73.50"	"   159.01"	"   32.83"	"    21.97"	"   72.00"	"     5.05"	"   107.00"	"  123.00"	"  932.50"	"   228.00"	"  8551.00"	" 5014.50"	"   290.00"	"    34.67"	"    39.00"	"    21.82"	"     2.00"	"    20.07"	"   588.65"	"  114.00"	"  418.83"	"    20.25"	"     0.00"	"    10.37"	"   18.85"	"     4.90"	"    60.67"	"   204.00"	"  725.50"	"    74.00"	"    32.00"	"     0.00"
"lncRNA_2682"	"ptg000008l"	" 9027207"	"16824648"	"+"	"  1627"	"    10.00"	"   598.00"	"    93.00"	"   421.00"	"   39.33"	"    43.00"	"     1.33"	"    12.76"	"   205.00"	"    24.00"	"  107.50"	"    89.58"	"   14.37"	"   108.67"	" 38676.35"	"    4.48"	"  137.50"	"   153.00"	"    20.00"	"   31.50"	"    85.05"	"    23.70"	"     8.67"	"    63.00"	"  2130.22"	"  4331.00"	"  1213.38"	"   62.33"	"    6.00"	"    23.33"	"    93.72"	"     2.00"	"   14.17"	"    27.33"	"    54.00"	"    60.68"	"   32.00"	"    71.00"	"    64.00"	"     1.08"
"lncRNA_2683"	"ptg000023l"	" 9523927"	" 2471396"	"+"	"  3257"	"   184.00"	"    53.83"	"    99.00"	"    64.22"	"   29.67"	"     9.03"	"   118.13"	"    18.92"	"    17.78"	"     5.50"	"  642.50"	"   239.50"	"  192.00"	"   104.90"	" 11939.00"	"   18.00"	"  537.25"	"    56.50"	"    27.00"	"  153.00"	"    62.50"	"    22.35"	"   109.76"	"   234.67"	"    55.83"	"   149.00"	"   730.00"	"   11.24"	"  881.00"	"    48.85"	"    21.36"	"   104.00"	"  118.33"	"   162.25"	"    24.00"	"   776.20"	"  383.66"	"    21.68"	"    24.83"	"     0.00"
"lncRNA_2684"	"ptg000017l"	"11814815"	" 8683233"	"+"	"  3681"	"    39.00"	"    72.75"	"     7.00"	"    51.00"	"   50.67"	"    55.75"	"    30.50"	"    42.33"	"   305.50"	"   543.50"	"  123.50"	"   109.51"	"   34.70"	"    55.50"	"   524.00"	"  175.33"	"   11.13"	"   134.80"	"    32.00"	"  286.00"	"    21.65"	"    50.69"	"   105.00"	"   144.00"	"   387.90"	"    36.00"	"    13.00"	"   87.00"	"   38.33"	"   356.50"	"   171.00"	"   121.00"	"    1.00"	"     1.50"	"    26.83"	"     0.50"	" 1149.74"	"   417.24"	"    43.50"	"  1284.00"
"lncRNA_2687"	"ptg000016l"	"14403466"	" 5632858"	"+"	"   525"	"    57.00"	"   118.00"	"     0.00"	"     7.33"	"   12.00"	"    13.58"	"    20.61"	"    38.43"	"    40.50"	"     0.00"	"   16.00"	"   116.83"	"   49.28"	"    41.00"	"    16.00"	"   39.33"	"   30.50"	"    74.33"	"     1.00"	"  185.00"	"    51.00"	"    34.00"	"   150.50"	"   661.00"	"    74.80"	"    67.12"	"   101.58"	"    0.00"	"    7.00"	"    41.00"	"   210.52"	"   165.96"	"   34.50"	"    10.83"	"    14.32"	"    17.17"	"  200.00"	"   397.83"	"    57.00"	"     0.00"
"lncRNA_2688"	"ptg000018l"	"11458246"	"18638191"	"+"	"  1332"	"    48.50"	"     6.00"	"     4.00"	"   427.33"	"   14.66"	"   235.75"	"     0.00"	"   117.00"	"     0.00"	"    74.86"	"  176.50"	"    34.85"	"   41.50"	"    38.48"	"   144.50"	"   38.33"	"   16.00"	"    31.00"	"   377.00"	"   64.00"	"    38.00"	"   135.00"	"    43.00"	"    12.37"	"    63.33"	"    58.00"	"   281.00"	"    2.71"	"   41.00"	"   472.50"	"    16.00"	"    10.97"	"   64.00"	"  3123.00"	"    76.00"	"   464.00"	"    0.00"	"    82.50"	"   247.25"	"    29.00"
"lncRNA_2691"	"ptg000009l"	"  325423"	" 8122724"	"+"	"  6995"	"    40.00"	"    88.33"	"    33.60"	"    23.50"	"  309.83"	"    14.86"	"   213.00"	"    35.00"	"    13.45"	"    10.00"	"   30.00"	"    59.00"	"   94.00"	"    19.39"	"   163.50"	"  161.00"	" 1645.00"	"     0.50"	"   409.78"	"   23.00"	"    57.00"	"    95.80"	"   547.22"	"   217.02"	"    75.00"	"   461.11"	"    13.75"	"  773.50"	"   12.15"	"    17.00"	"    36.00"	"    34.00"	"    8.00"	"    31.12"	"    63.47"	"    33.00"	"   37.00"	"    26.00"	"   150.00"	"    30.00"
"lncRNA_2692"	"ptg000008l"	"21230969"	" 5987360"	"+"	" 30349"	"    17.62"	"     1.00"	"    49.00"	"    28.50"	"  526.00"	"   149.64"	"   782.00"	"  1223.50"	"   239.32"	"    30.50"	"  147.41"	"   158.00"	"   25.50"	"     1.67"	"   321.68"	"    7.33"	"  286.83"	"     0.35"	"    20.00"	"   99.00"	"    38.00"	"    24.00"	"    51.38"	"    86.50"	"    91.83"	"    24.82"	"   486.33"	"   55.67"	"   92.33"	"    56.00"	"  2633.50"	"   230.66"	"    2.00"	"    31.17"	"   185.00"	"    13.00"	"  117.00"	"     9.00"	"    19.89"	"    37.50"
"lncRNA_2698"	"ptg000018l"	"11386269"	" 5127297"	"+"	"   610"	"   155.62"	"   468.00"	"    95.00"	"   192.87"	"   27.93"	"   743.75"	"   440.26"	"    25.20"	"    46.45"	"     8.40"	"  245.50"	"  4090.50"	"   74.83"	"    35.55"	"  1109.85"	"  137.00"	"   29.00"	"    45.50"	"    24.83"	"   46.00"	"    12.00"	"  1530.00"	"    36.67"	"    93.00"	"     3.40"	"    51.25"	"   119.17"	"   74.51"	"   18.00"	"   100.00"	"  1931.00"	"    71.00"	"    0.42"	"   346.31"	"  5926.00"	"    34.95"	"  552.83"	"    20.00"	"    26.50"	"    98.00"
"lncRNA_2701"	"ptg000008l"	" 9935538"	" 4742774"	"+"	"  1759"	"   190.50"	"    82.99"	"    40.00"	"    24.83"	"   55.54"	"    33.00"	"    45.83"	"    28.43"	"     3.00"	"    10.00"	"   27.00"	"   114.50"	" 1193.00"	"    24.00"	"    26.00"	"  475.75"	"  190.00"	"     6.51"	"    23.17"	"  183.00"	"   967.00"	"   104.68"	"    17.00"	"   200.62"	"   222.50"	"    14.00"	"    70.00"	"   99.92"	"   42.12"	"    11.00"	"     6.00"	"    28.31"	"   27.00"	"     0.00"	"   274.00"	"   151.00"	"  121.00"	"     9.53"	"    70.33"	"   184.00"
"lncRNA_2702"	"ntLink_8"	" 2802049"	"  261377"	"+"	"   734"	"     1.50"	"    25.00"	"    85.15"	"    18.60"	"   96.86"	"    17.29"	" 44485.00"	"   328.00"	"     1.20"	"   147.50"	"    6.00"	"    61.92"	"   12.65"	"    31.50"	"   128.58"	"    0.00"	"  403.00"	"     3.80"	"     0.00"	"  238.76"	"    18.50"	"    12.00"	"     7.50"	"     0.00"	"   104.75"	"     4.00"	"    88.00"	"  105.25"	"  148.33"	"    41.66"	"     6.00"	" 32192.68"	"   14.77"	"    60.58"	"    31.55"	"    21.90"	"  151.00"	"    11.71"	"    56.08"	"     0.00"
"lncRNA_2704"	"ntLink_8"	" 8992319"	"14412650"	"+"	"  2747"	"   139.97"	"    51.50"	"     7.60"	"    67.58"	"   64.00"	"   171.92"	"   509.00"	"    37.00"	"    51.25"	"     7.06"	"    0.00"	"    12.75"	"   24.00"	"    35.17"	"   270.83"	"   39.00"	"   21.33"	"   589.00"	"    18.50"	"   94.00"	"    11.89"	"    42.00"	"    12.13"	"    18.61"	"   176.70"	"   212.66"	"    42.83"	"    0.00"	"   44.19"	"     4.80"	"   150.00"	"    30.00"	"   25.95"	"    48.23"	"   199.50"	"  3045.50"	"    3.00"	"   138.00"	"     6.17"	"    22.00"
"lncRNA_2705"	"ptg000023l"	" 9452278"	" 2278017"	"+"	"  2053"	"    23.67"	"    51.33"	"    29.00"	"    65.00"	"   78.00"	"    39.00"	"   128.00"	"    34.75"	"    99.00"	"    11.33"	"   88.00"	"   647.00"	"    9.00"	"   162.00"	"    13.40"	"    7.00"	"    5.50"	"    15.00"	"   206.67"	"   24.00"	"  2367.50"	"    54.73"	"   183.00"	"   200.00"	"    97.00"	"     8.05"	"    35.00"	"  119.00"	"  241.00"	"    13.57"	"   119.50"	"     6.00"	"    0.50"	"    85.58"	"    32.33"	"   592.66"	"    0.00"	"    17.00"	"   154.39"	"    27.47"
"lncRNA_2715"	"ptg000011l"	" 7125305"	"11397173"	"+"	" 13021"	"    14.58"	"  5872.57"	"    85.72"	"    30.00"	"   20.17"	"  1278.00"	"    25.50"	"    13.00"	"    15.00"	"    18.50"	"  472.00"	"     5.57"	"   29.75"	"    60.17"	"     2.00"	"    7.83"	"   22.00"	"    65.00"	"     1.00"	"   97.00"	"    15.17"	"    62.00"	"   204.00"	"  4768.00"	"   462.50"	"     1.75"	"    24.97"	"  970.00"	"   53.00"	"   380.00"	"     6.50"	"    45.75"	"   61.00"	"    31.89"	"    25.30"	"     1.83"	"  478.00"	"  1263.00"	"    39.83"	"   273.50"
"lncRNA_2719"	"ntLink_8"	"21666015"	" 2122784"	"+"	"  1267"	"   379.50"	"    28.50"	"    24.35"	"   581.97"	"  221.00"	"   113.03"	"   181.00"	"   116.47"	"   130.00"	"     0.12"	"   10.00"	"    31.00"	"  179.85"	"   184.65"	"   144.33"	"   69.00"	"  145.00"	"    61.00"	"   188.49"	"   84.50"	"    11.40"	"  2093.17"	"    31.00"	"     1.49"	"    13.20"	"    20.07"	"    69.00"	"  102.67"	"  425.00"	"    27.00"	"   980.00"	"    22.00"	"   28.17"	"    46.00"	"   124.15"	"   402.48"	"  206.25"	"   160.50"	"   788.59"	"    17.00"
"lncRNA_2720"	"ntLink_8"	"11560825"	" 1709488"	"+"	"  9258"	"    83.07"	"  1011.67"	"    21.50"	"    70.02"	"   31.29"	"    14.00"	"    54.38"	"   340.67"	"    20.11"	"   424.00"	"   50.23"	"     7.00"	"  427.00"	"    40.97"	"   134.83"	"   30.23"	"    0.00"	"   322.83"	"    46.00"	"    3.00"	"    16.00"	"    10.73"	"   703.00"	"     6.15"	"  3782.50"	"    23.67"	"   179.00"	"   21.24"	"  650.50"	"  6622.50"	"    14.33"	"  1305.00"	"   11.67"	"   393.75"	"   225.00"	"    19.67"	"    0.00"	"    70.00"	"   237.00"	"     9.50"
"lncRNA_2721"	"ptg000016l"	" 5394672"	" 1280697"	"+"	"  2357"	"     5.25"	"    19.00"	"   151.40"	"     7.00"	"  346.50"	"    48.00"	"    44.00"	"    17.34"	"   116.00"	"    45.00"	"   27.00"	"   709.00"	"   28.75"	"    73.00"	"    49.90"	"   72.00"	"  248.00"	"    20.00"	"    15.00"	"    1.00"	"  2100.50"	"    20.00"	"   193.16"	"     5.25"	"    25.02"	"    18.00"	"    33.83"	"    4.00"	"   98.67"	"   202.00"	"   108.08"	"    39.25"	"   22.50"	"    10.95"	"   230.42"	"    55.50"	"  101.00"	"    77.00"	"    55.00"	"    91.33"
"lncRNA_2722"	"ptg000027l"	"32037168"	"11098873"	"+"	"  1757"	"     0.95"	"   388.00"	"     0.75"	"    62.25"	"   72.54"	"   257.00"	"     2.00"	"   712.50"	"    14.00"	"    15.00"	"   71.96"	"   698.33"	"   55.50"	"   104.00"	"    31.00"	"   18.00"	" 1111.65"	"    51.29"	"    52.00"	"   35.00"	"    26.62"	"     4.07"	"    23.76"	"    13.00"	"  1444.00"	"    37.00"	"     0.00"	"  105.00"	"   92.00"	"  1803.31"	"    99.50"	"    13.64"	"  138.50"	"    31.00"	"    53.00"	"    27.96"	"   35.50"	" 37604.04"	"   830.75"	"    39.50"
"lncRNA_2725"	"ptg000021l"	" 3681729"	" 7886958"	"+"	"   356"	"    41.50"	"   209.11"	"    68.00"	"    14.42"	"   12.74"	"    38.65"	"   168.50"	"   151.65"	"    57.00"	"    36.50"	"   36.00"	"    40.00"	"   66.33"	"    13.33"	"   318.91"	"    1.47"	"    1.00"	"    56.81"	"     0.00"	"   16.25"	"    10.00"	"   170.00"	"    78.00"	"    44.00"	"    30.15"	"     6.00"	"    76.00"	"   42.00"	"   15.50"	"   956.00"	"    96.59"	"   228.50"	"   84.14"	"    83.00"	" 11999.50"	"   104.50"	"   27.00"	"    37.00"	"    78.00"	"   171.55"
"lncRNA_2726"	"ntLink_6"	" 7818957"	" 5741865"	"+"	"  9787"	"   262.00"	"   122.00"	"   344.33"	"    50.33"	"   14.00"	"    14.00"	"  1518.25"	"    11.00"	"    23.00"	"    10.00"	"   94.00"	"   593.57"	"   77.50"	"    10.00"	"   626.00"	"  530.50"	"   15.00"	"    13.30"	"   359.00"	"  104.00"	"    46.67"	"    12.00"	"    58.00"	"    12.00"	"   378.47"	"   225.32"	"   135.00"	"   20.37"	"   11.50"	"   167.64"	"     1.00"	"    17.17"	"  204.27"	"    54.50"	"    65.99"	"    23.00"	"   10.00"	"   103.50"	"   166.00"	"    24.33"
"lncRNA_2727"	"ntLink_6"	"14701507"	" 3370180"	"+"	"  4402"	"    60.94"	"    34.00"	"    26.33"	"    15.13"	"   86.00"	"   255.12"	"   371.66"	"    26.00"	"    39.65"	"    99.00"	"    2.00"	"    46.00"	"  292.00"	"    10.00"	"     6.00"	"   43.50"	"    1.00"	"    24.20"	"   211.50"	"   57.00"	"   134.23"	"    51.00"	"   376.50"	"    49.00"	"   131.50"	"    86.11"	"    35.00"	"  160.00"	"    0.00"	"   163.00"	"   176.07"	"     6.00"	"   17.50"	"    22.11"	"    34.85"	"   233.50"	"   69.82"	"  4832.00"	"    14.45"	"   107.00"
"lncRNA_2728"	"ptg000023l"	" 8526958"	" 6761615"	"+"	"  8013"	"    26.83"	"    92.00"	"    20.50"	"    22.58"	"   76.50"	"     9.50"	"   136.08"	"     8.00"	"  1057.24"	"    34.00"	"  118.00"	"     0.00"	"    2.00"	"   107.00"	"     0.00"	"  395.33"	"  115.00"	"     3.17"	"   400.50"	"    9.20"	"     1.33"	"   550.00"	"    22.71"	"     7.63"	"    90.41"	"    72.00"	"    99.00"	"  116.14"	"   48.00"	"   399.17"	"    43.00"	"    19.00"	"    2.00"	"    42.50"	"     6.53"	"     4.00"	"    9.67"	"     7.00"	"   129.75"	"   199.00"
