,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Species,Sample_ID
apul_ACR.139,0.19360824216660327,-0.013313745012340793,0.06657900075293069,0.09432396712786004,-0.0980929312954386,-0.13535433070096733,0.1244691959653056,0.12723791886970615,0.043311079961009864,-0.012242956711444673,apul,ACR.139
apul_ACR.145,-0.022856488061626556,-0.00856057249669478,0.12917418428551855,0.19736364048286295,-0.03350150697552861,-0.1220075371715035,-0.008591298881032428,0.25536863585412717,0.23200051666390234,-0.20769609356014151,apul,ACR.145
apul_ACR.150,-0.023077080976072438,-0.2767933189199758,0.209774244110317,0.15926978200150402,-0.12847221034975295,-0.1479517561513245,0.06266702243042593,0.3356162244654883,0.2844807798255617,-0.07681717731493862,apul,ACR.150
apul_ACR.173,-0.0006587066102617375,0.02694263097512448,0.1683830824630487,0.254172985157857,0.09600125273534384,-0.19551973284161323,-0.10444772861446024,0.2243290253623965,0.27132189997037237,-0.1714470857586356,apul,ACR.173
apul_ACR.186,0.033998401514807895,-0.18371027819357189,0.21230831800575545,0.2642374416665502,-0.22032596303333396,-0.1024665168387002,0.011845584461009216,0.31811551427173257,0.233973109766167,-0.2909536334701738,apul,ACR.186
apul_ACR.225,-0.266312799803013,0.11494595927327811,0.1445150293770111,0.13774826489778297,0.1510103838174418,-0.20192277487335486,0.033068677608131425,0.37530053307318184,0.38029607726944425,-0.08689525141888581,apul,ACR.225
apul_ACR.229,-0.23136111494371167,0.21442792724783635,0.10732921064798337,0.05145112014212513,0.2454833044528824,-0.2673238191641984,0.1984557014563324,0.3233114455528645,0.2764109315882744,0.03661866970690274,apul,ACR.229
apul_ACR.237,-0.27761528281634995,0.031754445530541166,0.09520850255951786,0.06855258271580317,0.1049471532457476,-0.1675446740555491,0.09901563652378144,0.3621256359169617,0.35296530352480565,-0.01005076952963735,apul,ACR.237
apul_ACR.244,-0.33684182937156093,0.11584579595246708,0.12312906272490354,0.0813608328031504,0.21638711005493122,-0.18989693652543432,0.023042395341781183,0.34779309778995754,0.38821882728879664,-0.014402151535495839,apul,ACR.244
apul_ACR.265,-0.21757272614613113,-0.0029741776539522046,0.15364667157252232,0.17689287115083782,0.09251471503952319,-0.18076566477900993,0.035501537202361905,0.34755136660786584,0.3285454020245438,-0.1323876860469185,apul,ACR.265
peve_POR.216,0.18377229141607684,0.15186535244375687,0.15049308559508914,0.145655314032733,0.07443429919258762,-0.2639928100276036,0.38762544803735355,0.09769895623265919,-0.07992613977052515,-0.14703411390820403,peve,POR.216
peve_POR.245,-0.016185635108654558,0.2418265632937278,-0.19145349775412038,-0.060758056548173865,0.173015012393249,-0.09695383736595976,0.23586580041436148,0.040748131637417646,-0.049767719991278894,0.1429322732621565,peve,POR.245
peve_POR.260,0.01882257782058224,0.06390616232762847,-0.2183261339850635,0.025296228005649644,0.06627981535494379,-0.04016260459593705,0.05900058238125461,0.02283533207914591,-0.04188894838123263,0.1875277623352733,peve,POR.260
peve_POR.262,0.052620151990011146,0.11185359061991536,-0.1493107607542628,-0.0696598715814314,0.1458197011290687,-0.09260563825857507,0.3418581721089614,-0.013413410299492447,-0.14803731706743767,0.153205860068571,peve,POR.262
peve_POR.69,0.24395461817738917,0.03551246782629567,0.35908217124151426,0.2459145597258579,0.0357093325020361,-0.2315183302193295,0.052939412364483115,0.04752747264375098,0.00687924816486191,-0.3034302829408316,peve,POR.69
peve_POR.72,0.18198306571466397,-0.1648024922078436,0.20811862948027626,0.1830705433904311,0.08424953409628615,-0.08716428017244661,-0.28497057126654685,-0.022416893501154424,0.10427927631723437,-0.13675177936646213,peve,POR.72
peve_POR.73,0.17135377342795552,-0.13924557238950486,0.13459244067033552,0.19499713032152824,-0.006410376786501356,-0.13598919147994235,-0.04808686058426113,0.01779464637442053,0.015503668645627479,-0.025069950826822673,peve,POR.73
peve_POR.74,0.20803601407746952,-0.07136931026797877,-0.044084820568669345,0.11301605500960205,0.10277999767836607,-0.12041089352887167,-0.0581817357490648,-0.033437320318383416,-0.004122735061178551,0.10520930846756886,peve,POR.74
peve_POR.83,0.22791324189359602,-0.08615185758827187,0.4263675964865283,0.30545726020260766,0.1093227150800112,-0.2183983702705477,-0.24263774418770234,0.025738040131338798,0.12624537178305015,-0.28811510358771897,peve,POR.83
ptua_POC.219,0.028170798068552473,0.19286912898237552,0.06273833211871695,0.3090553746391248,0.07475003913465159,-0.07870458230381183,-0.15974364107230765,-0.007708863516036836,0.019295915927118823,-0.24907965935104873,ptua,POC.219
ptua_POC.222,0.15590399186547843,0.009127496242258587,0.23957265557149596,0.25818321420483176,0.10998566319552269,-0.19076461569490044,-0.1415892189134801,0.030386731904466377,0.0753438769408356,-0.13887161990697494,ptua,POC.222
ptua_POC.255,0.24572131790772103,0.10725774718601495,0.26543473556172953,0.36280905412189013,-0.007398946196024414,-0.1794220142092856,-0.032985764337710326,0.01068144598254586,-0.0417798290584365,-0.37895050144773657,ptua,POC.255
ptua_POC.259,-0.12821370555244177,0.3335804975084852,-0.06393584430963897,0.1660843816563088,-0.14786124046500854,0.11241766289795616,-0.1473512032574695,0.027640757715649663,0.03587696180513281,-0.27425932404524184,ptua,POC.259
ptua_POC.40,0.3870476368642925,-0.2689078840859836,0.18745625417554226,0.08289249952121344,0.2725468867399301,-0.30681464688286825,-0.019421792761861907,-0.01439307334216896,0.03797486542809289,0.2093021381804978,ptua,POC.40
ptua_POC.42,0.08566423686943232,0.09793728415909328,0.08387848330825509,-0.075248574699414,0.5755429345224624,-0.2939535484977623,-0.018279993714361904,-0.027534449763067858,0.10409526823506025,0.24942845653725848,ptua,POC.42
ptua_POC.52,0.07975069600615023,-0.6415864177847785,0.07584874558018093,0.3240374966614622,-0.286999332898788,0.17535926813200808,-0.6054440016480755,0.05535224108910721,0.21320117276175454,-0.1340266398894357,ptua,POC.52
