,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20
OG_00001,1.0761102400861717,0.3840967583072171,0.8840240631157158,0.5110831197882669,0.6392381945382968,0.49410469144280394,0.45121237927951613,1.2871366038772292,0.8664334182110394,0.8947657181509499,0.6027831700756585,0.40608402809879784,0.3555587407724836,0.38909783527550657,0.538868583706017,0.5817746052579063,0.4521623936400616,0.5997872531947425,0.8430707907959586,0.5813016150604287
OG_00002,0.3347440447972102,0.1896893834796392,0.46499082774291023,0.19551552191768562,0.29140351396979913,0.2921274906953633,0.21580321520428905,0.6371363540261827,0.3461171671194479,0.7009343536442726,0.2428334162819652,0.22249843938897354,0.11519043202774236,0.20651298245203453,0.3332668189388381,0.18466023860218278,0.1859001942835883,0.28703868164046253,0.44797099234719895,0.2694571235499579
OG_00003,0.18756557439235608,0.19816338407946726,0.22050269994252483,0.1057829477623351,0.10004646519514242,0.1530992536522438,0.08760904353550554,0.2685969753356887,0.14813213889604468,0.06942291581392408,0.17287272118129826,0.06762586846031934,0.0070091221138724,0.22387637298115867,0.0,0.15962020077856034,0.08989032200369901,0.1729107630572545,0.052661587862073395,0.02905851663931192
OG_00004,0.3637307060937171,0.09709338500260134,0.2870136371720282,0.0505677613424379,0.2031882777792024,0.1738948939080965,0.10210833159132628,0.2869567534172,0.4962821543283657,0.460016773092199,0.026167043989324335,0.03467818626761432,0.11206175272752443,0.12866346513710974,0.1910568061378594,0.027677446505361962,0.08381518101776951,0.1443630818855799,0.43479496026896286,0.0
OG_00005,0.13667734706467038,0.0627562042174146,0.22972303913547898,0.02368537135857468,0.18386699706113213,0.05117399094527182,0.06656104647335996,0.2412667552669034,0.425256408149709,0.42903310114062354,0.0,0.10938434616638713,0.10226091985794343,0.041087965658740136,0.09319938874389604,0.042020540127955475,0.06584967327654129,0.10582421994849527,0.40811569076854926,0.018294057052856243
OG_00006,0.18502211777921426,0.0,0.24432290434719334,0.04323913528099364,0.22663253917051335,0.099886521780086,0.04751419434582003,0.2370643762440153,0.45895793623616815,0.38143847178681234,0.03700524917958095,0.14178512366541549,0.17359481566605164,0.03790336458064953,0.20923407108057762,0.020145876706687365,0.05551187146404424,0.03952700425678923,0.46821885831126325,0.06374655712101741
OG_00007,0.23015709548394936,0.09307629514090879,0.4799752543047015,0.14841459993484363,0.3657163631957463,0.19237937135401764,0.2021955100211764,0.6199916687441118,0.6834003526648703,0.7198157192679503,0.1565451146255099,0.27875374652211776,0.2627692556195357,0.1274797367648543,0.23487409784156582,0.2078986325665664,0.18606545985978998,0.2717968418200977,0.6820847970219518,0.16127469892758636
OG_00008,1.7930530350435558,0.4916693015348443,1.1510010289898562,0.4760212875516416,0.6365394667805744,0.6701149531345423,0.6097524513858086,1.2889688271872661,0.8671143045466252,0.9334371960136517,0.708077303976,0.502301066974765,0.3381165627620678,0.7694968443428774,0.5409961761183207,0.5599306592253399,0.42199987302360176,0.66622486343,0.9109614849654689,0.47722752949584274
OG_00009,0.3860880434278281,0.0390815120989933,0.26682520803866266,0.1645691471220704,0.21309567094164455,0.12814114029557147,0.18010328942067957,0.3445346910491257,0.1350287847445821,0.23846102142257838,0.1954040030016162,0.18887418761650185,0.12945521010547456,0.06230331918391063,0.24681734329138194,0.18143073913322835,0.1046045800492617,0.08850621042160815,0.25314968116594916,0.2471050318543273
OG_00010,0.15596761875327975,0.048498641570357076,0.13775963294326424,0.06597948351556786,0.17189566281126942,0.15104784711244845,0.08663979150673115,0.23792691225915136,0.20557809594166349,0.6027876156356335,0.04984883800941355,0.11485685334411841,0.052490434437169636,0.06611870886268573,0.052106095158482045,0.0,0.03617051907725274,0.022223208623084544,0.2703860024125981,0.0824696894545508
OG_00011,0.23903094833409871,0.018232954077749636,0.0,0.03099443814409676,0.07720000195620658,0.0,0.05658089973235341,0.1475700562798616,0.03315721107147883,0.02988570451687996,0.03039153327119979,0.0,0.016942108265148345,0.007230504701831943,0.0,0.12082269131573446,0.0738813722899654,0.01990376901567636,0.01058356053405439,0.09619693492996177
OG_00012,0.6974660850685896,0.16725066863411403,0.6371613490737387,0.3035365236780701,0.38671621843298143,0.34820804428275515,0.30636718946469277,0.592490818138974,0.5280403228689833,0.5193771828064494,0.3399679055368839,0.38531259969421494,0.2910571688279308,0.33535557842632324,0.39947118087951383,0.1548450602440421,0.16871667220181003,0.21908533953133777,0.6236513215305014,0.3069753182935775
OG_00013,1.1418264078416307,0.297586521343511,0.6884387840044518,0.3065425278520037,0.37362077466756743,0.36488184473252433,0.30545099450492125,0.6471214309929983,0.5267841897115074,0.33579203338704,0.4230596434937003,0.2856182125755025,0.24413087651487655,0.43012218714839867,0.5188297530510787,0.3168438272857169,0.1742959671435699,0.3231794940308684,0.5676999802896646,0.2927802852868688
OG_00014,0.5160079921266835,0.11448826950504552,0.31001781647473636,0.14667046068927034,0.2001774780444066,0.14212078086939106,0.0,0.37221655585847824,0.41234738561763895,0.43724404748847695,0.11656062074632095,0.07341960064041822,0.08904924054741617,0.16679310704793024,0.13777212778345613,0.05719286813604592,0.08717871229217034,0.19498579671892044,0.3726158300802561,0.0884051842260116
OG_00015,0.18660963880404413,0.00919909230736931,0.20385753748606586,0.036286520928825734,0.17118310057588543,0.12578276237297928,0.07635859804801252,0.16786314310079933,0.1695432816258771,0.31555736119657785,0.07030697921849857,0.19273486665329229,0.10788482987018412,0.04796615559785993,0.20894448645136193,0.0494394207702296,0.02401220567796798,0.0,0.31168452547387354,0.09972475634785309
OG_00016,1.6441300214388672,0.38900543540058474,1.0488589721217578,0.5520845706812042,0.5503945143962976,0.6002811533963104,0.6275084071786238,1.1134951319237234,0.4991706128197931,0.6440200734357651,0.7803792568528153,0.6366906425328562,0.3551709952985135,0.6194212571397439,0.6234693468501186,0.6158382773096535,0.35801030297773173,0.49199482829543806,0.6946873513659543,0.6419773239103991
OG_00017,1.0674856512245663,0.5807937704411484,0.9501679597173197,0.5297291421176465,0.6123151530896375,0.5076705529752454,0.47710237694565594,1.27682643347357,0.8273731706690745,0.9039875981627934,0.5489395207020856,0.4546540234971024,0.2589760916894527,0.5263793718179529,0.4942048298927195,0.4726302555140304,0.4792312166447151,0.6953448362031706,0.8225209519566885,0.4423117586889649
OG_00018,2.6113510203068633,0.7984529702319414,1.7196594294532503,0.8299259295979784,0.9848536997035169,0.9945308394433596,0.949565310564622,2.122498862000729,1.3077277851038696,1.4333733122385603,1.054742364864269,0.783079482104059,0.5359033539564118,0.9973828510689426,0.8611651763578562,0.9509059468099559,0.693101283586728,1.0325860646444958,1.3239722803082656,0.9104992662095902
OG_00019,2.0691122281148027,0.5144144996827779,1.054935360960877,0.4531712060086782,0.6418426949360487,0.5446122440490366,0.6698674466455502,1.4709999383040546,0.9323093336231486,1.01132076653949,0.7329219708313746,0.4469134962916014,0.42838979387256626,0.6158927704192403,0.5595803116317852,0.7575983850427639,0.4617080102260519,0.6684918774584971,0.9629041684523293,0.5331998858338323
OG_00020,0.6579852760037498,0.3420640099965609,0.6645762296009188,0.2941638180322137,0.3610492039907767,0.40600375369775893,0.3340396323287594,1.052192475924782,0.42915850437767095,0.67293444300406,0.4543879717230304,0.3694211244419218,0.3207332961247116,0.2852216928691022,0.5960283606287129,0.4062202184809592,0.2751082361284427,0.4513803276518667,0.5530903276171601,0.5030716887197675
OG_00021,1.053561983447761,0.24903565946583098,0.3518723115695172,0.12411602010287566,0.1945537054511835,0.1540606683614908,0.22899509239868612,0.4785944918341229,0.38361299114611813,0.24668687749320165,0.15107585053274653,0.1525947734915804,0.028466625493955122,0.40834133539921796,0.08003076782497331,0.15680804892062453,0.12990843991721282,0.25920295101179286,0.25790605269268546,0.07897886878261344
OG_00022,1.9924758812921977,0.6227583693727353,1.2128019404841899,0.5735704468040044,0.6673956906222817,0.6746138490968694,0.6518324472564097,1.3990437337480972,1.0710684643105797,1.0937417160194447,0.723002743920913,0.6292901607295198,0.3179426041078427,0.707273671574837,0.45142596247169253,0.6479793172417362,0.4886189671858315,0.6885190618138054,1.0295663250747986,0.4980139352853277
OG_00023,1.6537634472859384,0.39392498085208444,0.9125006564341012,0.4159221501543658,0.5033556178147871,0.4823488079133094,0.5450329030146325,1.101019086293291,0.7244344461059395,0.7858163098732059,0.5817985848259013,0.445827824921609,0.275916030961301,0.5662477500993569,0.3654793023526133,0.512374624247125,0.34796754815928843,0.5118084511654315,0.7191527756114323,0.38617945899913547
OG_00024,1.3123095312185828,0.4125903677450828,0.9003642959804461,0.38505105722632404,0.5240254689652598,0.5491153666846097,0.4510175672917322,1.1204618287640442,0.7762014487241085,0.9404456016603256,0.5044240824945266,0.42482996805281814,0.25134098701422075,0.5153680808093288,0.4322856333948075,0.4043080861636564,0.3261975425749306,0.5659774636988034,0.816889970924205,0.4162348483855179
OG_00025,1.0041225962238942,0.3701296726038556,0.7949819415724516,0.2885272545104389,0.47866961367951033,0.605008966070803,0.30124639875362763,0.9060091746795702,1.120015765723365,0.8654324053030518,0.27500010166434846,0.1443972321994719,0.21304565730111427,0.612353698619199,0.3091860137181442,0.1810795239991072,0.3385882688282373,0.6624138016960605,0.8160152538817893,0.13256811596211263
OG_00026,0.47370632814842567,0.012454587436218014,0.14172435935672195,0.03760987347578708,0.10921694806544623,0.0829293459277245,0.06527311035668001,0.14642363424424643,0.040721567746572505,0.10634643190335787,0.13728766417106741,0.08475053312769988,0.0516840156910381,0.12275583762965048,0.2714754713508041,0.005034522966779127,0.010869722812917877,0.008233155408779329,0.1668551633372076,0.1237427469153308
OG_00027,1.3027476958817898,0.35944520093418286,0.9566740344806728,0.3763586083482839,0.574093079923477,0.66324857957601,0.47543465855031053,1.0622034172386214,0.8250426089128567,0.8354672822877589,0.5621116649848,0.3693117119645506,0.34575507383059034,0.5468622764532389,0.6045762828924599,0.3890371597631498,0.3322111157699361,0.5368656839322975,0.9146391909744639,0.4336905988889134
OG_00028,0.7210094668687842,0.4441704141528702,0.7609932674712031,0.39019793661160795,0.465468622287897,0.49744621663947236,0.4157907345546844,1.0270109245360215,0.6345173513358809,0.6706329348770093,0.47143919112889693,0.38194986361150096,0.1866905870175032,0.38768253585589435,0.4416046173724046,0.40883119996406553,0.4029174436338771,0.5110059616827284,0.6581792854519922,0.475718189185541
OG_00029,0.1113215776966635,0.047949372243796924,0.1321564301595091,0.027498162910578668,0.1314641824263415,0.020085888553373767,0.06215953475194391,0.18366406474295602,0.18131405650144866,0.3080569506280386,0.07195083968951982,0.11825974708589557,0.04305283535789165,0.0,0.1283020473441333,0.06414373458604503,0.030022159405443033,0.013839430571957093,0.25443311757451614,0.07496000712217442
OG_00030,1.7766914170526122,0.43918236963320817,0.9494336375936611,0.35535142760790767,0.48207789580621074,0.4029476088699244,0.5855842260369346,1.033172052704944,0.6729230567997954,0.5863215003386074,0.6825596381015651,0.41115190457778517,0.32407877432145304,0.6115922897177547,0.5927107662464692,0.5931008673541646,0.35954604888380903,0.5669066806498733,0.7630414656769287,0.45575682060186595
OG_00031,2.0694404075152706,0.5773040759589848,1.4740481510189767,0.5948781661940324,0.8612787108029709,0.8406473928723092,0.7334036037135784,1.6692517864576337,1.3166907388930198,1.3046676948209093,0.8748300703567854,0.6925891600620023,0.5215235084585145,0.8318651125568428,0.7937704989284832,0.6785323551700956,0.5393385633529487,0.845652751641906,1.3475355274932048,0.6019850018285572
OG_00032,0.24280900195520672,0.17753605204409545,0.4369969073950333,0.22076837884543854,0.24835621615854137,0.23792840524170533,0.2016039558458152,0.4708018488908402,0.253317220942956,0.30904462917937076,0.2945940396548191,0.332513124447896,0.1189624956319909,0.16516206391605337,0.2627612203378167,0.24286137034418545,0.14056366420200644,0.16110090293529153,0.3526503640268128,0.3148153342393064
OG_00033,0.34329099780367195,0.11891680333618557,0.2688731901381059,0.19192536054006282,0.07950025889997028,0.04312785953258773,0.0,0.07427807055714557,0.3072587148534299,0.0,0.22770347974989769,0.09600814225528227,0.2531887620260043,0.09682586243123625,0.5896239277752684,0.13776230395014705,0.05865945361636621,0.14859304582337413,0.40134842320288655,0.11250661509014064
OG_00034,0.47038465431032717,0.14332220282052707,0.4368505083455171,0.16614054820498897,0.33430207468682277,0.27841244713378926,0.09279332594283643,0.5649663388019988,0.577427707807959,0.6909296608733145,0.15921362541592,0.10471190365447032,0.25268369367964083,0.1318708968843774,0.41613129809964,0.12892294797119877,0.14983105318907702,0.30720022374059563,0.6536831543801276,0.06497000602116113
OG_00035,0.2223654776301956,0.14322548208621783,0.31783849661637925,0.22247354091523694,0.24605414109564713,0.2507876740659593,0.08832916082089985,0.36919429541039606,0.5315614934919082,0.21427760826358416,0.20341126568592613,0.10151362515007156,0.09417219092103687,0.19763123993772821,0.08673949991037946,0.15360570820680652,0.11572444785412606,0.21828309706115784,0.2207559995681198,0.16634126835613267
OG_00036,0.0,0.07268849924877849,0.15254305388005834,0.024567751065114,0.12312649748897266,0.02451877896489326,0.05802546094608385,0.2816897246099076,0.28582046760710467,0.23593192688555653,0.04614957877723686,0.01875758681556848,0.04903558476640333,0.1010537516996378,0.09114165322946462,0.030602274015816347,0.08705149698771611,0.14438451395224722,0.21707006772417176,0.029264263397585085
OG_00037,0.7642026190800526,0.19452998425783122,0.5610824586503249,0.2429257562753305,0.3849902812833258,0.2912974653126045,0.2619040972685095,0.7839420850982163,0.545503604588993,0.5260658225908742,0.2964853199130146,0.3043606759490067,0.22952176077820413,0.2393056229649248,0.3218198711886468,0.3128493719466075,0.20768558209273752,0.3509309385617732,0.5647720152645248,0.26196400092265926
OG_00038,0.03220760747074356,0.08978627450364857,0.11357714410931787,0.053059798040921174,0.08691238476858187,0.1707380398138446,0.08212595612451305,0.24809140185648385,0.05709287077937,0.2284503263344541,0.08207264706918117,0.05286695143588763,0.0,0.0,0.14896438610581347,0.04600102487413868,0.04817386539692024,0.04444338242159064,0.1423345745360232,0.17327315094890933
OG_00039,0.4733489279573093,0.2932651682958194,0.5707825239584485,0.2308822303573214,0.42645240039000815,0.3863354113043831,0.24074765822140975,0.7405609056948715,0.7546678997195219,0.7225846204953155,0.26295151295637964,0.27613880398278984,0.16026532071347405,0.24874012118602595,0.32496870600278494,0.20344272504145403,0.21657887867465006,0.33571422177712373,0.6969510074100808,0.24700991550806436
OG_00040,0.5668721041591048,0.2197665955648243,0.6183192103377063,0.2837759845317295,0.3944818651820007,0.3674803395318253,0.261403166201003,0.8017002713297454,0.5235648739651122,0.6726280400845146,0.3556256295484475,0.4225416735394419,0.19466314785480376,0.22743781166218946,0.34520022002630174,0.2956413407369647,0.2147116265954744,0.31828845141248,0.5954515318809284,0.38451799878552784
OG_00041,0.2702444686240733,0.17507108203556193,0.20224570257888158,0.14184272153643102,0.1269109672148631,0.09097218761808311,0.1155160515284319,0.4055026379036927,0.11874942201887613,0.24895182676190653,0.15169831228200495,0.09065976938980327,0.08060590891528424,0.03351662085516353,0.15410353906940855,0.2182107151387089,0.1418248360637316,0.22558316521108465,0.154047948196598,0.18732038669603918
OG_00042,1.039921244490926,0.4561209423898639,0.7985012265092619,0.42442269684368517,0.35701824849673963,0.6051885881342188,0.462273973975416,0.9193897808102869,0.3165472388491916,0.4164230958630382,0.6367298047094342,0.4904501682230466,0.17743537464277387,0.48067124696599045,0.4975082148243279,0.46785385074392305,0.2607391021764011,0.4180968340772122,0.45466030427510706,0.5693852275076673
OG_00043,3.866559786860466,0.9467465065730359,1.6962392591834548,0.9841053549860636,0.6033996448658048,0.9735402653904622,1.1104564394252723,2.085501989348459,0.5176846295414623,0.3468012210023462,1.5591851303687447,0.7681003251394402,0.3690200360725953,1.4249354210271314,0.658627663936927,1.3356662553605068,0.6477593664897278,1.2037163585582986,0.4881827290992108,0.8717639614026365
OG_00044,1.9647396982750915,0.5350146581465028,1.1733849251464907,0.5387981286606336,0.5733072842507441,0.6382953595664334,0.5213305012977725,1.2455049397859408,0.7610085634359068,0.7849737013101193,0.74120365461031,0.5037427601603341,0.3256014085203304,0.8434798201048949,0.4957792249399987,0.6209255555763815,0.42798882626357615,0.6989869183176587,0.7817039151510202,0.48997034885036816
OG_00045,0.019374177481735356,0.040208651275614224,0.20513680427180953,0.019318890996977266,0.1335828163696631,0.08456154792564843,0.04775546493667221,0.18652567276709747,0.4205039111254006,0.33271622543544316,0.0,0.05186493601669917,0.0841705351542339,0.06052386276686519,0.07352196809494342,0.0,0.0432148249043265,0.07212311002874157,0.34936659936779696,0.00446667173904237
OG_00046,0.29819850524300684,0.14870157074448562,0.24868074679431226,0.09573402993573588,0.18198564475215467,0.1065658286898837,0.08740126950261555,0.28661585961911606,0.2873019546233577,0.2904177133542092,0.082923223760757,0.09567805081573451,0.07322854155981907,0.1270903333333311,0.21116356996089045,0.0,0.10009211713507028,0.17641753438724408,0.31782601452773707,0.061133416769052436
OG_00047,3.2033733009803727,1.1322700546323774,2.3548386954577936,1.118200364649655,1.34510741625205,1.3056387910058822,1.1886410350086327,2.849469613383175,2.041604849869895,1.990715830226319,1.4232275924942863,1.0444148082038063,0.7082705153679174,1.3624689026200727,1.0142104115225037,1.2872617651987606,1.0003689052776459,1.5156474418055286,1.8895100191607808,1.0508135994932697
OG_00048,0.12012645574179721,0.009828047335678646,0.2975620436399584,0.07116395219757321,0.1481851009478501,0.1621804193558113,0.13807471712570654,0.17949985342682195,0.20073320963102476,0.2571958381937887,0.1265895849166948,0.31566698598951315,0.13528737402962776,0.08593888321733278,0.20625101189534292,0.08875828738749374,0.0,0.02593534034769443,0.3630092068214033,0.14755611790029646
OG_00049,0.33234009224125827,0.31505000214025747,0.3228043792492229,0.18666558573281536,0.2416092738027472,0.2397416746055773,0.17069478397717006,0.45714342328187535,0.30042836304633835,0.26853256817722143,0.13653523665859024,0.3252849487935552,0.03739525237573477,0.19004573950389803,0.23998194971953174,0.0,0.13710910720067768,0.17350434892524735,0.2897704195268521,0.22906130092700963
OG_00050,0.841490153936871,0.2294894436746115,0.4286263557859596,0.18872108138275256,0.14050272626434812,0.24399961318178817,0.11785606789203326,0.4290910977575327,0.24827591854057798,0.22090672731770217,0.30380843113886336,0.2730975563720781,0.0714367342562595,0.3161414020248658,0.2401620191375543,0.22511570205071796,0.0,0.1901705346226608,0.2982471419275105,0.2036997486591442
OG_00051,1.2430473110594653,0.350978440225762,1.088648968208127,0.4499024663221708,0.7286759214106924,0.5539069040468956,0.5139872419121068,1.2141170398087564,0.9801590134880505,1.1254466420961615,0.5381154653722038,0.5387538360989568,0.46236805010174675,0.4987737225498203,0.6432495908142334,0.48581715084006066,0.44521657671676534,0.5971805522459158,1.0581248986035612,0.4721097282133428
