,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Species,Sample_ID
apul_ACR.139,-0.008351781526758782,-0.2553008663534639,-0.05081023363866332,0.14331425554075777,-0.19639643518981145,0.05654248129754875,-0.1402438625469214,0.3531683845767803,0.026016844266139157,0.09278473481369538,0.023811738479751515,0.18496399774791364,-0.04988398537229297,0.02992320706898449,0.2896275978705398,0.04785381004085595,0.17987798453673984,-0.2621173747083077,-0.08847822226076436,-0.2761790972151329,apul,ACR.139
apul_ACR.145,-0.053383319743221566,-0.18170301879048267,0.09622312723314297,0.215799945621031,-0.25093648823502884,0.039724047180573825,-0.31528241721833344,0.06804012435021349,0.2655059268899688,0.27435592605395714,0.005740144888284524,0.1885910547479383,-0.052759774389749534,-0.12485035139167132,0.2818702137848005,-0.00905260521787771,0.2460733618066858,-0.1418786851660797,-0.2097328581032337,-0.43651587133427144,apul,ACR.145
apul_ACR.150,0.0799396931650315,-0.15005161363089786,0.09668300453811966,0.048274621673082954,-0.24685191901352782,0.1446422229907435,-0.09496009296717357,0.044828068271744625,0.2890270922711314,0.3246598834449288,0.22951145327200642,0.05575048136008524,0.0034214090223311728,-0.08985593018753393,0.22280250204023844,0.017214434592406513,0.02991900828872921,-0.03488960880176282,-0.2646603252500015,0.16537368585650367,apul,ACR.150
apul_ACR.173,0.010506945952571107,-0.1262402041508835,0.06547553819009433,0.1653266136968176,-0.2316605529744416,0.05252445815369501,-0.024458218283220125,0.12066604958772285,0.23820016789842077,0.21738800220316595,0.05109547739473,0.11602892770915851,0.04070862322312645,-0.012375610693543745,0.25457002387256367,-0.003156166044358087,0.15400305899740432,-0.12944656490420167,-0.20616913087405386,-0.2802685239634906,apul,ACR.173
apul_ACR.186,0.01605359777091708,-0.23178409340675885,0.018539107797740765,0.27708900411199205,-0.30503603133396107,0.3213455195087014,-0.31504368944640615,0.1620663359902506,0.20413670389502617,0.2824663740667964,0.07119546281499689,0.11289692863689149,-0.06596050233215947,-0.12567396872768136,0.38138318667661447,-0.01354073222221213,0.18878870835520886,-0.15751336527255488,-0.1860745271160711,-0.3743957336392906,apul,ACR.186
apul_ACR.225,-0.03666112699509373,0.029201312289842615,-0.026880739935319222,0.03140271697600151,0.09023046284450395,-0.04071509301032846,-0.045193172286457854,-0.3047276703118868,0.4383059013976871,0.35886380854951355,0.16588978909085028,0.10153599879734555,-0.02960672030071126,0.055973678901303836,0.26724119301484067,0.19244811008062046,0.08835485670443083,-0.014453387805783853,-0.3034076892059855,0.005222696856370852,apul,ACR.225
apul_ACR.229,-0.15797680537778272,-0.08942271694137756,-0.19965832285537416,-0.09237132645397896,0.037579440545785964,-0.09413390073043773,0.028641084414366347,-0.10839880435782139,0.32987231165327113,0.28262711129158213,0.15805749064270133,0.15399585158965595,-0.04421374109290159,0.3113530924776773,0.32246181059033885,0.16469862696507065,0.0003251537741173481,0.05277568792920093,-0.19465066622630064,0.15089433390808074,apul,ACR.229
apul_ACR.237,-0.05012169515910309,-0.01261571784596766,-0.0608144415110948,-0.004034040206516882,-0.08547556704329495,0.04770375709341107,0.031349414491752076,-0.17329356591675923,0.37702644537923946,0.3553586276862264,0.2047995048715711,0.03139627374268049,-0.023327893554821195,0.11603136307173384,0.23198592463485207,0.1484401689978789,0.030178308485693906,0.005599572903694167,-0.19725397534598796,0.19232838216951817,apul,ACR.237
apul_ACR.244,-0.05269358227522819,-0.004043872993076538,-0.07787764016361183,0.006592839755305923,0.04099608455001028,0.0035097548549008007,0.07948032402504156,-0.27233481432071294,0.40343952991131077,0.33250404406300893,0.20425534157412079,0.05400648944634175,-0.025387054381948188,0.169512861569016,0.2418807058599166,0.16635402869413032,0.04528186648525618,0.012919817991320876,-0.22264020047917008,0.16442983493881663,apul,ACR.244
apul_ACR.265,-0.056383430586831026,0.004383438878068853,-0.00024399607808573792,0.10181376521151214,-0.09527517417371784,0.12310354328629132,-0.065277270253856,-0.24065655096590038,0.35507427203924763,0.3429238487710962,0.11010959601511593,0.03348595148744658,0.04705697251395226,0.033710770687295354,0.1799292050859401,0.12069507565067057,0.10210551533270477,0.002072410599255845,-0.2129200544495802,-0.07814643230355826,apul,ACR.265
peve_POR.216,-0.11381303025757719,0.2251162944352775,-0.15578886657571364,-0.2264677528986655,-0.002737223248452321,0.0622795747972478,-0.08662918750576498,-0.006677418213380641,0.00912146060269188,0.09626127643625726,-0.09899995233230797,0.04588338466062056,0.42836242873953295,0.10903051780812213,-0.03255063992679098,-0.08136833581660721,-0.19275949816919458,0.20158241624127196,-0.07001323581498341,0.11863836112798913,peve,POR.216
peve_POR.245,-0.5183398291905104,-0.11651952677262588,-0.41636223742184486,0.11120493973473751,-0.11981953818072429,0.06978288226322367,-0.11069487886243448,0.158902785922474,-0.02882517335783136,0.018330421877058165,-0.04522093835876479,0.023704538197490424,0.21465793546260872,0.5715684042258391,-0.003225076712094769,0.1323676747487469,0.21016490404398888,-0.24001519077074662,0.24097576333180964,-0.12055801299062846,peve,POR.245
peve_POR.260,-0.09918642206426945,-0.018592337291911384,-0.2357650443109647,-0.038766385082024325,-0.018627148792524792,-0.013046887273908953,0.010838245802473591,0.04568982346550371,0.024806032655188385,0.009358015804491828,0.06956389863281129,-0.019139286046378046,0.1513629703976097,0.1705354285523863,-0.01127392265946222,0.25366951120633235,0.01088928383523082,0.05756841909080722,0.06976603473785802,-0.0581589181622461,peve,POR.260
peve_POR.262,0.07320817978082843,0.02367897058017363,0.03126367679649871,-0.2647879781103291,-0.3100962215362842,-0.10022998297214034,0.07409157658180018,0.14310119504385663,0.002890984710133155,0.040509513873853396,0.0006291971245412017,-0.05010919493270429,0.3872951466283992,-0.011215854279107092,-0.13255634277278075,-0.06844463323617936,-0.04430069386597455,0.1565655288005391,0.08660012664456454,0.2064662778020076,peve,POR.262
peve_POR.69,-0.11714331278638888,0.31539843724312244,0.0013389923698933041,0.2402217165324794,-0.20136115413869202,0.1169043819255332,-0.09941531665696232,0.18980322547182027,-0.008474040300405203,0.05517147718874495,-0.23325375829675454,0.2259311666843891,0.6106129189523578,0.025826054480366692,-0.26369454678833576,-0.5584908242677167,0.2779991768377066,-0.33030291778873283,-0.09770493306224368,0.020629588873502247,peve,POR.69
peve_POR.72,0.030237720333279115,0.44961582704467634,-0.06328805090818476,0.2841452601796121,-0.14406372873832707,0.1300871517630417,0.00023188214829843529,-0.05405528161065448,0.006514833703204773,-0.009636238323710855,-0.08734636018782535,0.12563790528209448,0.0771266766541647,-0.11260891435528687,-0.029693399050982085,-0.15500968900970316,0.22184706203450222,-0.1287428153184558,0.04918873321107884,-0.10063067868022668,peve,POR.72
peve_POR.73,0.20179533689058335,0.15599747618834228,0.04081372804469568,-0.21208942507220221,0.44704875798161037,-0.017044103449426674,0.03031817747137122,-0.32141242235977985,0.032091009886826005,-0.026342892766909556,0.13563231736618098,-0.03760158917646495,0.2683079464351108,-0.13634223448815522,0.04581592394287553,0.19495750882488486,-0.24827042527615742,0.1862334682790357,-0.28470162908103314,0.11134218682765329,peve,POR.73
peve_POR.74,0.10938560032581722,0.4207182454964746,-0.11781454730978316,-0.021951447147186345,-0.03730767591050635,0.020613565648616102,0.1129649922518121,-0.11353719218554327,-0.013163913183964078,0.006331236621355937,0.020111084729763355,-0.026180454683186586,0.1428958625938972,-0.060007608659561874,-0.03999976146215249,0.19637508947655555,0.050644206115694916,0.050760838306574345,0.04484511772317383,-0.008645016772786158,peve,POR.74
peve_POR.83,-0.023294739256272737,0.419597605564268,-0.10327818946000684,0.22591931682746041,-0.04155090847045904,0.09954468760815464,-0.0852559611596208,-0.01148592019134787,0.026785720625917175,-0.016782766796841722,-0.10546614103235367,0.2660002350000678,0.27173009737844994,-0.039855628879270535,0.08144798613690804,-0.33574685613465793,0.19307383377489354,-0.13085437598521127,-0.09630323505149,-0.02687089136844818,peve,POR.83
ptua_POC.219,-0.002133584133088966,-0.15040232161984984,-0.3775156574748525,-0.0004006677287687494,0.059487833673897025,0.03767837378928176,-0.046826454622017274,0.0423981550615387,0.007098747583652354,-0.031050048313069952,0.12486926537535786,0.15650422601830383,-0.10295062155308844,0.28347215263091563,0.23325050672494568,0.027781940368141297,-0.005311427953489448,0.3911866099848111,0.07360849789015789,-0.09583946062025109,ptua,POC.219
ptua_POC.222,0.003539404444625427,-0.0962480520660034,-0.36460989969770036,0.17164229031290573,0.056056753519648374,0.2710412355764613,0.040101942561712255,-0.22941808300125519,-0.0030150411728461037,-0.02194884078646431,0.4172834722236294,0.3520152522914919,-0.0020279670714674863,0.24225366131576462,0.1698033062191827,0.24126517885661536,-0.13048903144092358,0.2559053627219168,0.12302254250635965,0.18386528656393836,ptua,POC.222
ptua_POC.255,0.014447450043354178,-0.0662599339213852,-0.25628767871406716,0.20717793576218876,-0.1030588992476351,0.23062778968005326,-0.10996849310950177,-0.14004035158360553,-0.02386923657074084,0.023790633372066685,0.2110324934385155,0.509346372049973,0.11012845160660906,0.012780332715022125,-0.02471863909681618,0.055683302874056796,-0.21974328200588852,0.4379543922713207,0.10806977889801078,-0.08636796003272139,ptua,POC.255
ptua_POC.259,0.0348173285735711,0.04182528905660157,-0.36191078271410015,0.2630993479891286,0.008527991983395029,0.07319500889856048,-0.06619362449266052,0.18739071691889406,0.024914274794109015,-0.0066716845051300235,-0.05749463996072299,0.22659629917532623,-0.038897698828070114,-0.038891960012585165,0.17902282158530053,0.06837065792456672,0.10693615507664354,-0.037392709086358715,0.1331726442140627,-0.36072882098102427,ptua,POC.259
ptua_POC.40,-0.032991314886257846,-0.05524582313808764,0.09287118993544104,0.2562045148511157,-0.3796910421996528,0.14480287285374963,-0.07314462488836457,-0.24814438449210846,-0.039393904564314124,0.024459105063525298,0.30481596452088017,0.21984361546256967,0.04795669568243135,0.06968434622023838,-0.052298137550002136,0.17754886679810528,0.44147300590902794,-0.20897358821562595,0.1610202635000148,0.06089542463780488,ptua,POC.40
ptua_POC.42,0.28541916696573016,0.031863098469322795,0.24097521352612397,0.1128280533425261,-0.24438083442882724,0.0524707219226809,0.8085580475405129,0.005028956826097313,-0.0225682915596081,-0.05349531512275064,0.03922075444648549,-0.04521352690529525,0.00853438736129078,0.15450307488444937,0.06026192396800968,0.13416108991582304,-0.011920793967444053,-0.30196681091625505,0.0740156858910181,-0.06974250586766237,ptua,POC.42
ptua_POC.52,-0.01993219776021238,-0.03508191010080613,-0.15879515453146875,0.2741838085619325,-0.18618555664776582,0.7817597037719285,-0.07957821158739084,-0.026779634460875282,-0.039887662220488444,-0.04910753002360813,0.3077059449027925,-0.4241627749536863,0.054188226141715354,-0.050007084617605634,0.14791423861749053,0.19308521677586069,-0.08785046016094682,0.0481279098465325,0.1619042273462238,0.06086630769245525,ptua,POC.52
ptua_POC.53,0.04481779941250709,-0.1094674626440152,-0.20428041913877382,0.11833311181637168,-0.17632455866695543,0.02944200294329157,0.1250868585787699,-0.07739652505611166,-0.006847440837940555,-0.018911198500405423,0.3599506817822672,0.15056967541370075,0.07333425601604421,0.3328856330379441,0.05136047174427962,0.17942774516587962,0.40355491644255875,-0.07354128172940168,0.1473344336540709,0.18857925357490132,ptua,POC.53
