Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-filtering_result_passed_filter_reads	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
POC-52-TP3_R1_001	7.606980000000001	0.922057	11524654371.0	94658542.0	0.19555	98.20288035787648	10.438338513634081	17.381975707988346	19.0	131.98996198356826	135	18.181818181818183	47329271.0
POC-52-TP3_R2_001								17.86015807929047	19.0	132.11825409269457	135	18.181818181818183	47329271.0
POC-52-TP4_R1_001	6.98667	0.916905	8100744448.0	67036456.0	0.195149	98.07957530001003	10.367029545166453	15.669004499625999	19.0	131.72915525247933	135	18.181818181818183	33518228.0
POC-52-TP4_R2_001								16.139798218892423	19.0	131.881285520225	135	18.181818181818183	33518228.0
POC-53-TP1_R1_001	7.52523	0.91277	10292856968.0	84876862.0	0.194191	98.03745280040569	7.059283295699329	16.558158931293633	19.0	132.8261533985552	135	18.181818181818183	42438431.0
POC-53-TP1_R2_001								16.94883911713484	19.0	132.91668035512436	135	18.181818181818183	42438431.0
POC-53-TP2_R1_001	6.74442	0.909764	10184419347.0	84061662.0	0.194388	97.93785587257958	6.53832711608403	15.840077153732892	19.0	133.15886152714896	135	18.181818181818183	42030831.0
POC-53-TP2_R2_001								16.223454968243345	19.0	133.21168403736772	135	18.181818181818183	42030831.0
POC-53-TP3_R1_001	6.6680600000000005	0.916737	9529202880.0	78810594.0	0.195167	98.15393040695925	10.246768404900182	15.3705324354476	19.0	131.84998559965175	135	18.181818181818183	39405297.0
POC-53-TP3_R2_001								15.814615537033589	19.0	131.96528723029292	135	18.181818181818183	39405297.0
POC-53-TP4_R1_001	6.08711	0.92093	9077022860.0	75711334.0	0.199803	98.08685675860819	15.738976027015166	15.797569431459834	20.0	130.07108106165452	135	18.181818181818183	37855667.0
POC-53-TP4_R2_001								16.37397379611201	19.0	130.31729201865602	135	18.181818181818183	37855667.0
POC-57-TP1_R1_001	6.686509999999999	0.914307	8037331945.0	66436418.0	0.194592	98.10228875647286	9.567408485372269	15.40988031141812	19.0	132.29094717297974	135	18.181818181818183	33218209.0
POC-57-TP1_R2_001								15.96652224428847	19.0	132.36767376591555	135	18.181818181818183	33218209.0
POC-57-TP2_R1_001	6.49535	0.920539	10140677112.0	83619534.0	0.196952	98.14863551626176	12.076335509071358	15.016901376732747	19.0	131.67259810369188	135	18.181818181818183	41809767.0
POC-57-TP2_R2_001								15.482968311639638	19.0	131.83034849249458	135	18.181818181818183	41809767.0
POC-57-TP3_R1_001	6.83637	0.917147	9382620144.0	77779962.0	0.196371	98.09433562066364	11.21963403101755	15.597325077936361	19.0	131.4569832523189	135	18.181818181818183	38889981.0
POC-57-TP3_R2_001								16.000371052442148	19.0	131.62349935321387	135	18.181818181818183	38889981.0
POC-57-TP4_R1_001	6.658519999999999	0.916502	9219805908.0	76301056.0	0.195889	98.07314515272412	10.282754974566116	16.2568061113124	19.0	131.77186100805736	135	18.181818181818183	38150528.0
POC-57-TP4_R2_001								16.550971037000707	19.0	131.9405087132739	135	18.181818181818183	38150528.0
