site	Host_AFDW.mg.cm2	Sym_AFDW.mg.cm2	Am	Rd	Ik	Ic	AQY	cells.mgAFDW	Total_Chl	Ratio_AFDW.mg.cm2	Total_Chl_cell	mean_Temp_mean	mean_solar_rad_kwpm2_mean	cumulative_rainfall_mm_mean	timepoint1	timepoint2	timepoint3	timepoint4	AzentaSampleName
2	1.27492538815502	0.639962547779733	0.622963842034179	0.148512275086024	271.635915610417	66.6795034732583	0.00229337803373409	219607.843137247	1.3391830065359	0.334203655352465	6.09806547619048e-06	-0.316286071	-1.299088796	0.993206655	0	0	0	1	1C10_ACR-173_TP4
2	1.00933445210818	0.357403674844854	0.74852928237037	0.417475770258889	285.322587820078	191.72030579388	0.00262344908648587	364480.87431694	2.53881147540984	0.261501210653748	6.96555472263868e-06	-0.216512136	-0.139571524	0.665375969	1	0	0	0	2E2_ACR-186_TP1
2	1.20556588648648	0.372244905301137	0.851306372356329	0.257065213809956	464.021182303211	146.979600187524	0.0018346282558283	519298.245614054	2.29807017543868	0.235924932975895	4.42533783783784e-06	1.430690444	0.360153092	-0.516747557	0	1	0	0	1A8_ACR-186_TP2
2	1.11616585950369	1.03183332789676	0.759409936802493	0.492086512448337	331.99290631709	282.446987590083	0.00228742820208686	228888.888888888	3.14394444444444	0.48036951501155	1.37356796116505e-05	-0.897892237	1.078507227	-1.141835068	0	0	1	0	1H12_ACR-186_TP3
2	2.33345681919018	0.792962317317743	0.803511217156442	0.174137607101982	305.89369097535	67.907444380297	0.00262676622912497	132350.049164211	0.715147492625381	0.253632760898287	5.40345468053492e-06	-0.316286071	-1.299088796	0.993206655	0	0	0	1	1H8_ACR-186_TP4
1	2.52357484965589	0.491074024797926	1.11501367221012	0.441029385805378	548.920915594596	236.396812147544	0.00203128290530216	396396.396396394	1.22149774774774	0.162895927601817	3.08150568181818e-06	-0.216512136	-0.139571524	0.665375969	1	0	0	0	1H11_ACR-225_TP1
1	1.24056798766211	0.324066739634197	0.887878676700743	0.465389368673969	620.734563199523	382.052117694682	0.00143036771164191	282993.197278915	2.11496598639458	0.20711974110033	7.47355769230769e-06	1.430690444	0.360153092	-0.516747557	0	1	0	0	1H6_ACR-225_TP2
1	1.10375526865522	0.759073798794505	0.612816607161058	0.235973604181825	797.495282344754	332.744694328655	0.000768426623614985	249122.80701755	1.68447368421057	0.40748440748442	6.76161971830986e-06	-0.897892237	1.078507227	-1.141835068	0	0	1	0	1B1_ACR-225_TP3
1	1.39339382588413	0.587484964426847	0.95857957304802	0.32366812981219	555.196311147636	199.160848646208	0.0017265596939334	178153.153153154	2.14283783783785	0.29657794676807	1.20280657395702e-05	-0.316286071	-1.299088796	0.993206655	0	0	0	1	1D3_ACR-225_TP4
1	1.96135198690488	1.56908158952384	1.87634004824926	0.875831089758292	438.906232778783	231.656183313561	0.00427503623352501	349999.99999999	5.03613425925911	0.444444444444434	1.4388955026455e-05	-0.216512136	-0.139571524	0.665375969	1	0	0	0	1B5_ACR-229_TP1
1	0.874587644900422	0.610350526653855	0.570369915841286	0.559532766298919	284.42927205923	1438.20820087252	0.00200531369964801	561702.127659542	2.22351063829774	0.411027568922283	3.95852272727273e-06	1.430690444	0.360153092	-0.516747557	0	1	0	0	1D6_ACR-229_TP2
1	0.906345092409531	0.833296383469063	0.840007894028675	0.452051181565696	238.728568512081	152.426045274136	0.00351867352644125	203648.424543946	1.52400497512437	0.479004665629861	7.48350977198697e-06	-0.897892237	1.078507227	-1.141835068	0	0	1	0	1H7_ACR-229_TP3
1	1.05348692714577	0.425333039744834	0.857257097253543	0.0836990539160566	733.36779830701	71.9467597592303	0.00116893201369426	149532.710280372	1.80852024922117	0.287616511318243	1.20944791666667e-05	-0.316286071	-1.299088796	0.993206655	0	0	0	1	1D9_ACR-229_TP4
1	1.22590845100108	0.828169264676321	2.19808747845913	0.786989878493935	527.149401582596	202.137338474006	0.00416976187748688	836049.382716047	2.3139074074074	0.40318302387269	2.76766834022445e-06	-0.216512136	-0.139571524	0.665375969	1	0	0	0	1E9_ACR-237_TP1
1	1.29488270442952	0.898800936015814	1.470029835926	0.434221769908935	452.33611997847	139.852763378752	0.00324986170902286	746568.627451004	2.77362745098048	0.409722222222231	3.71516743269862e-06	1.430690444	0.360153092	-0.516747557	0	1	0	0	1D8_ACR-237_TP2
1	1.2187150599029	1.06976099702583	0.860248028025909	0.380309036074981	542.678581842951	267.471759837797	0.00158518883333203	164814.814814809	1.68428240740734	0.467455621301764	1.02192415730337e-05	-0.897892237	1.078507227	-1.141835068	0	0	1	0	1A12_ACR-237_TP3
1	1.98761052089965	0.711355344321998	1.19061820227526	0.571610866088547	325.457755503414	178.121368262318	0.00365828800248936	114181.286549708	1.29519005847954	0.263565891472873	1.13432778489117e-05	-0.316286071	-1.299088796	0.993206655	0	0	0	1	1D4_ACR-237_TP4
1	1.74101992396545	1.0566189883376	1.12381765346773	0.607528245390984	337.118980493176	216.62628405335	0.00333359353372416	520525.451559912	6.20469348658977	0.377682403433464	1.19200578338591e-05	-0.216512136	-0.139571524	0.665375969	1	0	0	0	2C1_ACR-244_TP1
1	0.853880226002279	0.585517869258716	1.11756175402707	0.521692799903938	762.897653316829	402.700847167782	0.00146489080044784	798809.523809528	3.28313492063494	0.406779661016953	4.1100347739692e-06	1.430690444	0.360153092	-0.516747557	0	1	0	0	1A9_ACR-244_TP2
1	0.864606678155285	0.710635625881045	0.841619893628167	0.389022800372105	674.71988413858	351.703504490143	0.0012473619251679	195129.375951289	3.60621004566202	0.451127819548868	1.84811232449298e-05	-0.897892237	1.078507227	-1.141835068	0	0	1	0	1G5_ACR-244_TP3
1	1.53336889983106	0.440573599388084	0.989405160361161	0.575785109846977	331.782194184152	237.426474121009	0.00298209240189666	105320.813771517	1.63944835680749	0.223194748358864	1.55662332838039e-05	-0.316286071	-1.299088796	0.993206655	0	0	0	1	1A2_ACR-244_TP4
1	1.1400483392152	0.714430292574859	0.955096832919036	0.450690529585983	216.079239538312	115.648873032231	0.00442012307595932	564166.666666659	3.04912499999996	0.385245901639344	5.4046528803545e-06	-0.216512136	-0.139571524	0.665375969	1	0	0	0	2F1_ACR-265_TP1
1	1.14527218680836	0.78532949952574	1.35577649015355	0.382051931336991	555.733683866861	163.217834150311	0.00243961546602662	848412.698412721	2.6541468253969	0.40677966101695	3.12836763330215e-06	1.430690444	0.360153092	-0.516747557	0	1	0	0	1D10_ACR-265_TP2
1	0.766155430157323	0.817232458834448	0.63800508680223	0.161431116306248	103.610796648297	27.0978726758858	0.00615770853464156	321296.296296284	2.64009259259249	0.516129032258055	8.21700288184438e-06	-0.897892237	1.078507227	-1.141835068	0	0	1	0	1E1_ACR-265_TP3
