site	Host_AFDW.mg.cm2	Sym_AFDW.mg.cm2	Am	Rd	Ik	Ic	AQY	cells.mgAFDW	Total_Chl	Ratio_AFDW.mg.cm2	Total_Chl_cell	mean_Temp_mean	mean_solar_rad_kwpm2_mean	cumulative_rainfall_mm_mean	timepoint1	timepoint2	timepoint3	timepoint4	AzentaSampleName
2	1.7591017738702	0.795419932532609	1.04236511790291	0.411055833631151	463.863485308351	199.055511289069	0.00224713768364415	357004.830917879	3.03014492753627	0.311377245508981	8.48768606224628e-06	-0.216512136	-0.139571524	0.665375969	1	0	0	0	2C2_ACR-139_TP1
2	1.21157818120221	0.545210181540978	0.75021408887499	0.312681104335933	417.405662175237	191.38564149487	0.00179732609511183	432916.666666666	1.39066666666667	0.310344827586201	3.21231953801733e-06	1.430690444	0.360153092	-0.516747557	0	1	0	0	2B3_ACR-139_TP2
2	0.664177827707539	0.493389243439935	0.529757392137223	0.343522442600577	329.931972825707	281.042636084047	0.00160565642547495	398214.285714312	2.29547619047634	0.426229508196746	5.7644245142003e-06	-0.897892237	1.078507227	-1.141835068	0	0	1	0	1E5_ACR-139_TP3
2	1.13283608305948	0.538097139453241	0.448005910410168	0.139757775881527	411.248632964302	135.029557402827	0.00108937969515161	190625.000000004	0.683359375000015	0.322033898305081	3.58483606557377e-06	-0.316286071	-1.299088796	0.993206655	0	0	0	1	1C4_ACR-139_TP4
2	1.10081307732776	0.312488873564025	0.709201881314053	0.205889494013403	286.360493043438	86.8752859575454	0.00247660518312655	622222.222222226	2.72913978494625	0.2211055276382	4.38611751152074e-06	-0.216512136	-0.139571524	0.665375969	1	0	0	0	2B2_ACR-145_TP1
2	1.15186714980156	0.781873459259263	1.36898893494879	0.472232556118887	349.744805182447	128.533680037543	0.00391425094715744	823232.323232337	2.97944444444449	0.404332129963905	3.61920245398773e-06	1.430690444	0.360153092	-0.516747557	0	1	0	0	2G1_ACR-145_TP2
2	1.61962917346329	0.883434094616319	0.683013758564298	0.310268885710541	339.390501674483	173.05958066348	0.00201247163722746	352020.20202021	4.21295454545464	0.352941176470583	1.19679340028694e-05	-0.897892237	1.078507227	-1.141835068	0	0	1	0	1F8_ACR-145_TP3
2	2.58663285121046	1.37953752064562	0.787005318933884	0.141950712596966	430.084048785768	78.8669585075419	0.0018298872537956	153086.419753085	0.800521885521876	0.347826086956528	5.22921554252199e-06	-0.316286071	-1.299088796	0.993206655	0	0	0	1	1A10_ACR-145_TP4
2	1.34494004754654	1.03509309988391	2.03423830580206	0.839834246677064	604.719850954128	274.109007203249	0.00336393505619573	675949.367088608	3.17401898734177	0.434907010014304	4.69564606741573e-06	-0.216512136	-0.139571524	0.665375969	1	0	0	0	2D2_ACR-150_TP1
2	2.09079472365259	0.654509652621671	1.39677019074564	0.42165283729389	664.463838450078	210.402295546179	0.00210210113766873	873188.405797113	2.37939613526573	0.238410596026487	2.72495159059474e-06	1.430690444	0.360153092	-0.516747557	0	1	0	0	1E3_ACR-150_TP2
2	1.28083441928845	0.927739525322399	0.831654972753775	0.415152991767033	335.836780297563	193.476449937445	0.00247636656121137	301351.351351346	2.58630630630626	0.420062695924753	8.58236173393124e-06	-0.897892237	1.078507227	-1.141835068	0	0	1	0	1F4_ACR-150_TP3
2	3.39684009041433	1.09404719795165	0.97563676558996	0.169811816229643	453.180730011765	80.0997549552946	0.0021528646320964	131168.831168832	0.526439393939398	0.243614931237725	4.01344884488449e-06	-0.316286071	-1.299088796	0.993206655	0	0	0	1	1B10_ACR-150_TP4
2	1.60290949633891	0.758928577858366	0.74747255776522	0.445812053833919	411.07295022993	305.449529493228	0.00181834527751613	499319.727891162	3.88894557823133	0.321329639889181	7.78848773841962e-06	-0.216512136	-0.139571524	0.665375969	1	0	0	0	1A1_ACR-173_TP1
2	2.06213798297656	0.449921014467593	1.19383391039143	0.414355038767872	510.242825952946	188.833403577275	0.00233973678740467	465151.515151497	1.44090909090904	0.179104477611933	3.09771986970684e-06	1.430690444	0.360153092	-0.516747557	0	1	0	0	1F11_ACR-173_TP2
