ME6	ME18	ME33	ME35	ME38	ME43	ME12	ME26	ME13	ME7	ME14	ME2	ME23	ME36	ME15	ME21	ME51	ME46	ME0	ME20	ME47	ME41	ME44	ME11	ME16	ME25	ME34	ME49	ME39	ME48	ME52	ME50	ME31	ME28	ME32	ME40	ME53	ME3	ME5	ME19	ME27	ME45	ME22	ME30	ME29	ME37	ME24	ME1	ME17	ME4	ME10	ME42	ME8	ME9
-0.0232052241021233	-0.120427459026669	-0.0757032856568372	0.0895323392578932	-0.00272234837465123	0.0764761555179383	0.000175400929874499	-0.0550578358448167	0.202706236143041	0.0747537995468582	0.19151638518075	0.123260500862587	0.0728084161826408	-0.00839478956375829	0.132580678178292	0.0921143959241713	-0.0998290954181145	0.117572061294239	-0.0482481770363892	0.209873921215756	0.0347073568742835	0.0475211462848032	0.0728149818025125	0.633079143923416	-0.0403576145904543	0.115947235486066	-0.06459061241369	-0.0746832123278024	0.0638337106599797	-0.0658781814839198	-0.0873046141426981	0.0117905668784886	0.00455733312488607	0.07717641939392	0.178648509057315	-0.0533763149888264	-0.0360013883117912	-0.135030646811094	-0.223755856816784	-0.0919822789234261	0.0238721310564833	-0.0116152510956475	-0.000274387642367452	-0.0533150627537641	-0.0287310781700085	-0.109470780646186	0.0192098001101945	-0.12459130343028	0.0856670019109289	-0.0344163214285201	-0.0534312625007635	0.000782726586173983	0.0395177225022087	0.0122259670122169
0.194592764611547	0.0684341411850341	0.114663170877271	0.0601192178242235	0.213671719450449	0.251090952025634	0.364176256560792	0.420016511763311	0.161273201712027	-0.180210713411637	-0.0734162075696022	0.0390568836721807	0.235320904093615	0.0530486100359236	-0.168993900951508	-0.132949525228486	0.0949330614724742	0.157917659122324	0.31696452092556	0.221929461951038	-0.11675810962928	-0.120446603201299	-0.0520908029764545	-0.0755810133031063	0.259217779220758	-0.0750813704642572	-0.0512581552907225	-0.088513776265531	-0.169122719748587	-0.133687662061981	-0.19541181369025	-0.0638183357574436	-0.169341136826513	-0.0840190686650185	-0.0913327305016441	0.375835102869023	0.281720832753963	0.0859674343755344	0.00777669137888515	0.00732257509517265	0.160858405185499	0.133419585290949	-0.12318540674659	-0.134636365356365	-0.303582366447849	-0.137494860037239	-0.161538003370091	-0.0714041427828012	-0.101833163360089	-0.198490856204566	-0.16888294847827	-0.194158293067285	0.0319289144730335	-0.208822379562634
-0.145752919671825	-0.0591156871583853	-0.213878654732479	-0.241975174053981	-0.187723279028158	-0.162927880259126	-0.105111138121834	-0.129089855632928	-0.183164600671259	-0.0343230738775704	-0.131380553801997	-0.188428420567871	-0.216512169071493	-0.104990861527641	-0.11348101266866	-0.125140482160324	0.0471689051684588	-0.181452471286272	0.0486851835304205	0.0881723738093487	-0.111940760452836	-0.0647321581341526	-0.0777307903047209	-0.062264612458814	-0.0807035355383261	-0.0872307433161971	0.0119280976279817	-0.0757501221045028	0.18314887844951	0.144809274786712	0.156036051443816	-0.0919635023924804	-0.119641363611482	-0.0858331857998872	-0.106658963396498	0.07117197005666	0.146592799190829	0.128825539853678	0.134777655395902	0.106455939138	-0.0380118376919182	0.0319986552615384	0.304180286694858	0.24269473059729	0.141796603295128	0.241373202713448	0.0117844491420901	0.218870656953961	0.201721341728676	0.151502567581788	0.322254653397298	0.131320004628824	0.00386934445686737	0.191250783388573
0.287717542469307	0.17589318471692	0.204273595559725	0.090907189653631	0.226119129824735	-0.11011851707522	-0.165140060283428	-0.192449679425421	-0.049731009730601	0.321294750597291	0.135088421659607	0.26675554272146	0.114473965225086	-0.151148573811625	0.143619323962392	-0.0495986232558609	-0.388789742967068	-0.159493153688174	-0.0474378081000055	-0.16872227542711	-0.0793378455271909	-0.104096927986755	-0.0324320383970424	-0.0846224761743434	-0.211595663779488	-0.11016549638665	-0.159042203864747	-0.0116748005366579	0.247327326504739	0.340930817796544	0.223293299698423	0.335501884852509	0.218071659277486	0.220967964816529	0.481381097409295	-0.185617506315809	-0.328887810889969	-0.101131545999486	-0.0654305599007021	-0.289770422930779	-0.275328177396184	-0.193542738222056	-0.134940751965648	-0.18491162863878	0.143381893751513	-0.183162963534252	-0.0789987387957362	-0.247361095688882	-0.124658655161843	-0.100184150792069	-0.0961999194370771	0.0195382874895745	-0.241098260031853	-0.215649476554587
-0.159843031922239	0.079208454313019	0.117669196732581	0.119134847552506	0.0489515166181814	-0.148303149211789	-0.0591323985013347	0.181481809584409	-0.12711065320988	-0.0962998659429108	-0.145791539241208	-0.157189313647021	-0.0873195262633918	-0.078620528764345	-0.153988644933716	-0.0907238940767135	0.0328350909338129	-0.189404623316911	-0.143533445794395	-0.147546647450124	0.327605339265396	-0.0457031800076416	-0.0725939876966286	-0.137610544185597	-0.106916352183452	0.00805731537368577	0.495251502234603	0.313070681813643	-0.102717790916416	-0.000505953930316908	-0.136110678083877	0.338205320376432	0.0740464028420814	0.0373213961291569	-0.0739930100815279	-0.0748774384410128	0.115108259668424	0.0595683263323894	0.22676846555165	0.198661486985743	0.0244457624423777	0.0640274116045228	-0.0746400864017051	-0.0816011435068695	0.0643729508358906	0.0724786421322959	0.0227635330950621	0.174641842078181	-0.052334701344587	0.105797620300638	0.0236909906366789	0.138048627175757	0.0840389166690684	0.0994435166438168
0.0158137337699611	0.0695192296096276	-0.0483097611451141	0.15858184473761	0.21496629058	-0.0796240839987944	-0.0540087296995509	-0.0972951569081303	-0.120206826261368	-0.0667218600486728	-0.153570313119197	-0.160649724042457	-0.195459272790105	-0.093838411053065	-0.121683718680971	-0.138719816632892	-0.366496728513206	-0.20793073553286	0.0589510062798137	-0.243725426107657	-0.0524231335518497	-0.0200017414158678	-0.0117300361145425	-0.0174171518834939	-0.0627837597658999	-0.000932580109333964	-0.0207123580430465	-0.080910962240924	0.264653659214154	0.518574580406028	0.384043622047002	0.297465108875578	0.323116554491604	0.548940870717801	0.403313215305424	-0.0660028100465506	0.060672038771909	0.190300771598111	0.145800840904527	0.105392045320988	0.00678282326763917	0.0648726170860368	-0.0885059437268667	-0.091883140613644	0.0862661670452926	-0.134595861552913	0.359012216067561	0.175856323635732	0.323968296402955	0.135314917828406	0.15630404249086	0.125593363186083	0.0225345935598945	0.101841441005546
0.00140123300874077	-0.0796040644354079	0.0145432910257937	0.0306186038664393	-0.0397187325132897	0.0975324957956482	-0.0146769731494272	0.0660108311772219	-0.118602269419087	-0.0649747477113206	-0.118292520024805	-0.100217601280173	-0.071704808083702	-0.112373301255192	-0.150253006292019	-0.136543025852665	-0.150228083524367	-0.00662973595579044	-0.131984488610894	-0.0193799754751865	-0.0315987632113611	-0.0564013056331739	-0.0108168777230949	-0.0334272687895501	-0.00182154943964143	0.0353950172120796	0.0539437725333246	0.41382770388902	-0.0368413263064998	0.0515940045701029	0.0564445854034406	0.0151884189612801	0.143314886666673	0.0396371586795748	0.130117707084487	0.216563472192101	0.139889621459816	0.113314645682714	0.0416399000143537	0.0880935838797541	-0.00981066634072016	-0.0279505602940245	-0.0508259013603184	-0.0736661613034281	0.0442979899084959	0.098968222888054	0.122943622517771	0.0884999044670978	0.0657809741377087	0.120982417151193	-0.00133480212883197	0.0595225540216114	-0.0740260435995554	0.0469429904275028
-0.0641607214969476	-0.106488085658433	-0.17638395963835	-0.286829115906611	-0.201576053776766	-0.110377810623699	-0.0846170727931047	-0.0913975377349466	0.140122304801219	0.153946687118739	0.00166981102488562	-0.0445194262205928	-0.118236930172167	0.0657620828271833	0.102870581805498	0.198654768419788	0.0616418248804552	0.362756759750612	0.25324121515079	0.0981806260056512	-0.0906361930819482	-0.0417645880187807	-0.086690478640785	-0.0934965382900781	-0.0886924289060659	-0.0676701706265392	-0.0639043763687248	-0.0535361511238136	0.179462466854102	0.0194223867079246	0.0999794117526099	-0.101788934370602	-0.131994373511429	-0.113132163266973	-0.121061366732666	0.192656227560878	0.188775617194909	0.0198993790244537	-0.0899197927154957	-0.0788939493137334	0.162202699327757	0.239547176463056	0.325545020974038	0.251713844714214	0.17674519502754	0.180383293057678	-0.115341145558868	0.0255710488195246	-0.0457236152098236	0.146501306325853	0.198657996673304	0.0825021059904791	0.170856666897824	0.0122015138341632
0.0287768677829483	-0.181874863131384	0.00857053443780441	0.103589875616362	-0.173654385604696	0.18398346521823	-0.0284708003683258	-0.0707419267861752	0.0722765387343079	0.203076827875832	0.0451953478499565	0.0127831309930408	-0.0338998044614353	0.0682599284977629	0.170403211649321	0.110448920483062	0.137575392952442	0.0344158842215905	-0.0623221442080351	-0.21845275476387	0.296568778410788	0.360464531481289	0.410276753170309	-0.101417898480262	-0.0248230647594922	-0.0273900915978864	-0.0638640708661974	-0.0344486414053403	-0.121042592599671	-0.00825401147017527	-0.12425620265746	-0.104837970473994	0.231418138463127	-0.0315011462786579	-0.0264570682073196	-0.207934115073006	-0.199261842952532	0.0289851820741076	-0.161094172355182	-0.109037204030641	-0.0209029841490739	0.0409916652432544	-0.0476403770904226	-0.0328387138392695	0.0903664027200074	0.232832568860044	0.0756490259143928	-0.0319895459892013	-0.0523368605950977	0.179727667618239	0.0593086187350399	-0.0103497429258034	0.0299599056943181	-0.000942327594122161
-0.0347602606626712	0.0569840807375895	-0.0150542399860939	0.0389100499526865	-0.0207227239617921	-0.000492819303824165	-0.0623132193096688	-0.149365378116988	0.216747798728457	-0.00420286139951681	0.205063875647706	0.174429983342176	0.093638863753923	-0.0322570429869927	0.0677892699399086	0.0504054410129766	-0.119949617297352	0.254433840682267	-0.0483512914596096	0.166123211624679	-0.0281907977698035	-0.0473418051371332	0.0212541172525428	0.173828114664385	-0.125712148867045	0.0687634912782839	-0.111528672174532	-0.079316745943148	-0.0154996415233614	-0.136835415611895	-0.137615880007616	-0.0339772534703942	-0.0571983988659792	-0.0441502642032747	0.107742312145129	-0.188746593168869	-0.278044910412253	-0.226772117252753	-0.19834810662926	-0.104781985452457	0.0434965503199454	-0.014540578744592	-0.0475213020205885	-0.116660061874459	-0.0589581294015527	-0.148192690336919	-0.13038003372515	-0.193240439259147	-0.0840566917687092	-0.160371838369326	-0.145455826189889	-0.0213319946060468	0.00318489839553432	-0.0453828684627035
