fromNode	toNode	weight	direction	fromAltName	toAltName
FUN_002644	FUN_005973	0.0370623737475483	undirected	NA	NA
FUN_002644	FUN_006694	0.022960140635076	undirected	NA	NA
FUN_002644	FUN_007065	0.0275734853573124	undirected	NA	NA
FUN_002644	FUN_007090	0.0438323604231806	undirected	NA	NA
FUN_002644	FUN_008390	0.0206334786457572	undirected	NA	NA
FUN_002644	FUN_009594	0.020158559730377	undirected	NA	NA
FUN_002644	FUN_013290	0.025416005529194	undirected	NA	NA
FUN_002644	FUN_016224	0.0236197158391646	undirected	NA	NA
FUN_002644	FUN_016858	0.0331544067816163	undirected	NA	NA
FUN_002644	FUN_017752	0.0275237233972217	undirected	NA	NA
FUN_002644	FUN_018136	0.0279620735414482	undirected	NA	NA
FUN_002644	FUN_018412	0.0236169462207591	undirected	NA	NA
FUN_002644	FUN_024318	0.0268977782243855	undirected	NA	NA
FUN_002644	FUN_025774	0.0224306514311156	undirected	NA	NA
FUN_002644	FUN_026498	0.0387604849490061	undirected	NA	NA
FUN_002644	FUN_031836	0.0308458694041939	undirected	NA	NA
FUN_002644	FUN_032549	0.0543851297232467	undirected	NA	NA
FUN_002644	FUN_032708	0.0265828716046104	undirected	NA	NA
FUN_002644	FUN_033308	0.0230968192751169	undirected	NA	NA
FUN_002644	FUN_035282	0.0478698932761539	undirected	NA	NA
FUN_002644	FUN_035283	0.0399217765526344	undirected	NA	NA
FUN_002644	FUN_037419	0.0661904809120292	undirected	NA	NA
FUN_002644	FUN_037420	0.0611832259078893	undirected	NA	NA
FUN_002644	FUN_038170	0.0217035117605182	undirected	NA	NA
FUN_002644	FUN_038434	0.026838803017135	undirected	NA	NA
FUN_002644	FUN_038454	0.0480874095598459	undirected	NA	NA
FUN_002644	FUN_039428	0.0239051861036189	undirected	NA	NA
FUN_002644	FUN_041168	0.0313292272056856	undirected	NA	NA
FUN_002644	FUN_041264	0.0242309421670065	undirected	NA	NA
FUN_002644	FUN_041622	0.0614761567613024	undirected	NA	NA
FUN_002644	FUN_042657	0.0246146872029432	undirected	NA	NA
FUN_002644	FUN_043005	0.0422226038193905	undirected	NA	NA
FUN_002644	FUN_004049	0.0204885211082975	undirected	NA	NA
FUN_003570	FUN_004805	0.0282814088414491	undirected	NA	NA
FUN_003570	FUN_005973	0.02735831129462	undirected	NA	NA
FUN_003570	FUN_006694	0.0226063799494776	undirected	NA	NA
FUN_003570	FUN_007090	0.0360036519847607	undirected	NA	NA
FUN_003570	FUN_007106	0.0272505410500939	undirected	NA	NA
FUN_003570	FUN_008390	0.0364638863632169	undirected	NA	NA
FUN_003570	FUN_008728	0.0523240202296188	undirected	NA	NA
FUN_003570	FUN_009594	0.0323607173336106	undirected	NA	NA
FUN_003570	FUN_011111	0.0333137074802407	undirected	NA	NA
FUN_003570	FUN_011268	0.0343749906171624	undirected	NA	NA
FUN_003570	FUN_013367	0.0266600724112924	undirected	NA	NA
FUN_003570	FUN_015260	0.04456311924434	undirected	NA	NA
FUN_003570	FUN_016224	0.0379558905543547	undirected	NA	NA
FUN_003570	FUN_017752	0.0290648483791958	undirected	NA	NA
FUN_003570	FUN_018136	0.0287480411461869	undirected	NA	NA
FUN_003570	FUN_018412	0.0347200645468056	undirected	NA	NA
FUN_003570	FUN_019032	0.0221680047098823	undirected	NA	NA
FUN_003570	FUN_019334	0.0684748261806774	undirected	NA	NA
FUN_003570	FUN_020944	0.0434789764249856	undirected	NA	NA
FUN_003570	FUN_021123	0.0237121280042139	undirected	NA	NA
FUN_003570	FUN_024263	0.0277232036789405	undirected	NA	NA
FUN_003570	FUN_024266	0.0332748806575811	undirected	NA	NA
FUN_003570	FUN_024283	0.0473709160485948	undirected	NA	NA
