fromNode	toNode	weight	direction	fromAltName	toAltName
FUN_002328	FUN_002334	0.0677321518657197	undirected	NA	NA
FUN_002328	FUN_002338	0.0905426743825699	undirected	NA	NA
FUN_002328	FUN_003853	0.058943522953454	undirected	NA	NA
FUN_002328	FUN_005380	0.0706606261877662	undirected	NA	NA
FUN_002328	FUN_001359	0.0439449797526959	undirected	NA	NA
FUN_002328	FUN_002088	0.0458931151990838	undirected	NA	NA
FUN_002328	FUN_006562	0.0615198500041688	undirected	NA	NA
FUN_002328	FUN_009275	0.0796664281442993	undirected	NA	NA
FUN_002328	FUN_009570	0.0472734783294559	undirected	NA	NA
FUN_002328	FUN_012021	0.0304487056618598	undirected	NA	NA
FUN_002328	FUN_012024	0.0629765427288619	undirected	NA	NA
FUN_002328	FUN_016006	0.0351872075101705	undirected	NA	NA
FUN_002328	FUN_016204	0.0776534733262515	undirected	NA	NA
FUN_002328	FUN_016234	0.0640893233079827	undirected	NA	NA
FUN_002328	FUN_016586	0.040595967200041	undirected	NA	NA
FUN_002328	FUN_016677	0.0258888573823609	undirected	NA	NA
FUN_002328	FUN_018796	0.0449029707139989	undirected	NA	NA
FUN_002328	FUN_022499	0.0509980283710665	undirected	NA	NA
FUN_002328	FUN_023117	0.0468258949632505	undirected	NA	NA
FUN_002328	FUN_023801	0.046585917228715	undirected	NA	NA
FUN_002328	FUN_024539	0.0661274783355883	undirected	NA	NA
FUN_002328	FUN_024545	0.0423913609564502	undirected	NA	NA
FUN_002328	FUN_025555	0.0636176499864793	undirected	NA	NA
FUN_002328	FUN_026409	0.0786703812027489	undirected	NA	NA
FUN_002328	FUN_027976	0.0360275195939065	undirected	NA	NA
FUN_002328	FUN_031188	0.0519047161131763	undirected	NA	NA
FUN_002328	FUN_031523	0.0227760791571946	undirected	NA	NA
FUN_002328	FUN_031864	0.0259654459992867	undirected	NA	NA
FUN_002328	FUN_036985	0.047609992956392	undirected	NA	NA
FUN_002328	FUN_037405	0.0414249715003293	undirected	NA	NA
FUN_002328	FUN_040783	0.0292062198034312	undirected	NA	NA
