Iteration,Loss
1,1388455.3300320148
2,1097996.8683556397
3,922710.6516367458
4,852257.55126545
5,824709.7517301245
6,809438.0640928221
7,799227.4378483386
8,791767.0049364646
9,786033.4302786086
10,781458.472141891
11,777697.7438549749
12,774681.0895102306
13,772412.0789311035
14,770493.3620645234
15,768758.8312940863
16,767176.65024232
17,765722.9273552888
18,764378.9501466078
19,763129.5969374736
20,761962.7276631508
21,760868.4631138081
22,759838.7605384488
23,758866.6642210507
24,757946.3899523432
25,757072.7176434102
26,756241.2643226364
27,755448.3186562799
28,754690.6595009502
29,753965.3421273101
30,753269.8534324057
31,752601.9529430834
32,751959.67765225
33,751341.3420648114
34,750745.3374119326
35,750170.2334058208
36,749614.8238178417
37,749077.9455032616
38,748558.5785743613
39,748055.8049639296
40,747568.7442104919
41,747096.5638024136
42,746638.5272404721
43,746193.9671062182
44,745762.201261871
45,745342.6279044822
46,744934.6677420177
47,744537.7924646835
48,744151.500874633
49,743775.3437503346
50,743408.8813053227
51,743051.7186169582
52,742703.5122571408
53,742363.8927456359
54,742032.4977163738
55,741708.9840065171
56,741393.0389251686
57,741084.3811009643
58,740782.739674256
59,740487.8470497974
60,740199.4505742339
61,739917.2972589599
62,739641.1351435157
63,739370.7231123233
64,739105.8571148824
65,738846.3469968941
66,738592.0156108611
67,738342.8778252385
68,738098.57460044
69,737858.9074051308
70,737623.7091568164
71,737392.8229412255
72,737166.092417856
73,736943.3723548721
74,736724.5216468384
75,736509.4094336303
76,736297.9090165971
77,736089.8920101065
78,735885.234462159
79,735683.8292598727
80,735485.5704458507
81,735290.3670215395
82,735098.123769212
83,734908.7405102719
84,734722.1277731173
85,734538.1906220824
86,734356.8425341963
87,734178.0061243705
88,734001.6024127607
89,733827.5581693419
90,733655.8031092463
91,733486.2665736731
92,733318.8813556326
93,733153.5838678973
94,732990.3047957781
95,732828.9801702776
96,732669.5478367556
97,732511.9489222353
98,732356.1268671064
99,732202.0356258911
100,732049.6252862453
101,731898.8468514378
102,731749.6540523041
103,731602.008999442
104,731455.8706242435
105,731311.1931846594
106,731167.9398659347
107,731026.0722710097
108,730885.5572263673
109,730746.3597611794
110,730608.4447040427
111,730471.778579076
112,730336.3315806168
113,730202.077157161
114,730068.9873966784
115,729937.0316729599
116,729806.1821950702
117,729676.4161747135
118,729547.7090878072
119,729420.0384658542
120,729293.3827015911
121,729167.7197290694
122,729043.0334531388
123,728919.2950614977
124,728796.4779843749
125,728674.5608072791
126,728553.5237830554
127,728433.3489588713
128,728314.017241843
129,728195.5075540214
130,728077.8009494492
131,727960.880552077
132,727844.7286326643
133,727729.3287768168
134,727614.6669642879
135,727500.7302245337
136,727387.5027140523
137,727274.9698279642
138,727163.1227645965
139,727051.950507175
140,726941.4392152873
141,726831.5795825236
142,726722.3623256511
143,726613.7755627923
144,726505.8079107627
145,726398.4506323324
146,726291.6932219476
147,726185.5255953101
148,726079.9377942057
149,725974.9212734271
150,725870.4661713578
151,725766.5627589698
152,725663.2023944908
153,725560.3777500791
154,725458.0809149831
155,725356.3037070576
156,725257.1386502876
157,725159.1552681343
158,725061.6160849405
159,724964.5030889106
160,724867.8040693898
161,724771.5107855522
162,724675.6186794671
163,724580.1203892184
164,724482.8390170087
165,724385.3278309405
166,724288.2765831938
167,724191.6760730925
168,724095.5203351756
169,723999.8050952952
170,723906.5473752678
171,723814.3242878648
172,723722.4748446085
173,723630.9879657116
174,723539.8577021686
175,723449.079670646
176,723358.6492386819
177,723268.5623706193
178,723178.8165960552
179,723089.4082572514
180,723000.3336834796
181,722911.5908530755
182,722823.1789880167
183,722733.0485065451
184,722642.7277177214
185,722552.8137142139
186,722465.2488274225
187,722378.6002440013
188,722292.2807539466
189,722206.2838083752
190,722120.604613306
191,722035.2397170402
192,721950.1860403067
193,721865.4416151806
194,721781.0044639655
195,721696.7922329677
196,721612.8798914466
197,721529.2707954724
198,721445.963883179
199,721362.9589721637
200,721280.2542393373
201,721197.8527818248
202,721115.7523378304
203,721033.9507468056
204,720952.4472011919
205,720871.2405176787
206,720790.3303890701
207,720709.7159374121
208,720629.396214758
209,720549.3705576886
210,720469.6397474324
211,720390.2033492639
212,720311.06036558
213,720232.2116029724
214,720153.6570753334
215,720075.3956500201
216,719997.4267519929
217,719919.7486649991
218,719842.3610931924
219,719765.2641671645
220,719688.4579281253
221,719611.9421762433
222,719535.7162536839
223,719459.7795867908
224,719384.1319149649
225,719308.7720901861
226,719233.7010956986
227,719158.9181097881
228,719084.4220747028
229,719010.2122379809
230,718936.2881727426
231,718862.6494131943
232,718789.2959961947
233,718716.2272648534
234,718643.442776381
235,718570.9420841045
236,718498.7254280879
237,718426.792136231
238,718355.142076843
239,718283.7741468623
240,718212.6871771181
241,718141.8812401036
242,718071.3555823951
243,718001.1090212427
244,717931.1412406208
245,717861.452505186
246,717792.0453391699
247,717722.9165799168
248,717654.0640962583
249,717585.4869126827
250,717517.1851181388
251,717449.1586263438
252,717381.4069384779
253,717313.9296066989
254,717246.7274417935
255,717179.7991010819
256,717113.1442666261
257,717046.7631560946
258,716980.6550257243
259,716914.8185091428
260,716849.2534889721
261,716783.9594635665
262,716718.9360990461
263,716654.1824675668
264,716589.6975225732
265,716525.4805615379
266,716461.5310988715
267,716397.847847512
268,716334.4299261388
269,716271.2768361368
270,716208.388127371
271,716145.7627567493
272,716083.3992928299
273,716021.2975235018
274,715959.456626683
275,715897.8759643533
276,715836.5544781794
277,715775.490904595
278,715714.6841733842
279,715654.1332468414
280,715593.8368723788
281,715533.7939095288
282,715474.0034871025
283,715414.4647445835
284,715355.1769892366
285,715296.1391721298
286,715237.3502484304
287,715178.8091278402
288,715120.515346312
289,715062.4682282498
290,715004.6663686568
291,714947.1092472565
292,714889.7957777949
293,714832.7252117752
294,714775.8965592743
295,714719.308439034
296,714662.9599097227
297,714606.8498727307
298,714550.9772146074
299,714495.3408951964
300,714439.9402085328
301,714384.7745526021
302,714329.8426707629
303,714275.1433924327
304,714220.6756861084
305,714166.4388177558
306,714112.4319524246
307,714058.6541869855
308,714005.1055958048
309,713951.7852605595
310,713898.6915982824
311,713845.8237286294
312,713793.1808916903
313,713740.7616776321
314,713688.5653376298
315,713636.590854241
316,713584.8367436188
317,713533.3020959604
318,713481.9859334086
319,713430.8873326764
320,713380.0057283759
321,713329.3415448247
322,713278.8936715554
323,713228.6614606297
324,713178.6434709514
325,713128.8383461232
326,713079.2444199864
327,713029.8608210078
328,712980.6868455047
329,712931.72153116
330,712882.9641757954
331,712834.4137303052
332,712786.0693599884
333,712737.9300962917
334,712689.9948825699
335,712642.2628258998
336,712594.7330460767
337,712547.4046177159
338,712500.2767325842
339,712453.348520457
340,712406.619039258
341,712360.0877889316
342,712313.7538877036
343,712267.6163163546
344,712221.6741742811
345,712175.9267134988
346,712130.3734099127
347,712085.013888044
348,712039.8469499783
349,711994.8717116266
350,711950.0879321082
351,711905.494641036
