,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Species,Sample_ID
peve_POR.69,-3.8170260583765736,5.1038858151983515,2.741367559380566,5.005519587637244,3.676973021332707,-0.20703764328065488,-1.8993788992815277,-1.4121775538422494,0.41366058002538636,1.646981480487025,3.0454455590311285,-1.584316345680351,3.3644594136702737,2.1113727275446545,-3.40240319095128,-7.328840563668779,-1.9908930489033907,2.4336508354509783,-2.3963029959268267,0.12752943992466756,peve,POR.69
peve_POR.72,-3.3340676770606903,5.527674231388266,1.293251299729662,3.443887860809313,0.21213066561876523,1.2129381135604718,-2.5962963339816776,-1.4114563550343662,0.0027709762339420555,-0.40290409052172743,0.08855078711662151,1.4795334739042887,0.5639882793866628,0.8323568831069889,0.6274076571147049,-2.119723144532192,-1.4518967759000576,-0.6813535892434358,-0.05917352183170155,0.41966552499603244,peve,POR.72
peve_POR.73,-0.49540205708478446,0.7602153833314756,-0.6448654199532966,-1.768800161538765,-0.2394076609484136,-0.1125404619704729,2.2476776428040415,-3.2263637796486333,0.2918684015350471,0.2597815728541565,3.1521914642793414,3.472844439580056,4.262345993284507,-1.5952431503727926,-1.7974705108129252,4.633052775687948,-3.866192866268841,4.141388197940943,-1.4088503430487163,1.4877950613341746,peve,POR.73
peve_POR.74,1.8271078325678922,4.399970237965556,-2.0581937578342506,0.7047852700099172,-2.6515106322174216,1.5138031529076894,2.0380785035655378,-0.32696176048600367,-0.21240822660602,-0.1046228328900158,-0.32351666489172176,0.4476075017666703,0.1992563603367505,0.8203741428859889,-1.1438183059426759,0.2913439554769429,0.3470339723753422,0.4761048437192903,0.15247118395878967,2.270501216015097,peve,POR.74
peve_POR.83,-5.890353541443536,6.020498257521203,3.4864888946004293,3.4863594378043268,2.3145883983265714,-0.5822362081270039,-0.9045058505631993,-1.862866746038695,0.44043337534729166,0.10568620247734768,4.502992597877479,0.08915428317155355,1.4946871641450465,1.4763001750124634,-0.6970894135212735,-4.220840538410458,-2.3358828837836385,3.406133043664379,-1.9199866721364436,-0.06146670280190261,peve,POR.83
ptua_POC.219,1.9250925740432145,-0.7010326887238381,-0.4108919365712931,2.9201733870137807,-1.00795947908599,-2.944198599963796,-0.015563964512812929,2.162393743467123,0.7670314019637962,-0.2708233203601279,1.8206697495235693,2.3107155149588054,-2.0332134641532287,1.166295299780019,0.04218785817593501,-1.757929621705278,1.9829047814620482,0.8628488268267102,-0.6360658245839768,-1.519638215731455,ptua,POC.219
ptua_POC.222,-4.35413397989718,-0.006622314229561962,3.541210701610314,3.5158066465137194,-2.1821900212965226,-2.219556899878762,-0.31450499311096375,-0.853853592760476,0.5644855053305289,0.6732771127313207,3.8635264564473637,1.515426719264305,-0.8092408755686177,-0.06447734092893904,-0.6523043049358952,0.829729732161008,-1.596755029709964,-0.008738763755047129,-0.04998074560709962,1.7270014330972707,ptua,POC.222
ptua_POC.255,-2.243979521307716,-0.14022090940393458,4.5839451704027825,3.8698807996801423,-1.004159311453606,-1.585457720102921,1.436167158421648,-3.2546603711376916,-0.1793366800576368,0.11435787635541886,1.6975471872602286,-0.3255827658868094,-1.3206616184329822,-2.194021114577871,-0.7774094955820073,2.836091649363241,1.158208472981085,-1.5823775935029265,-0.9906962415924179,-1.1691408927762226,ptua,POC.255
ptua_POC.259,0.2877683819140516,1.0247146809045098,-0.0015075502648993632,4.402906488256225,0.09596832346929259,-2.6571243879731683,-0.2708758327824944,2.7525617411189485,0.23579094056143718,0.4891847970067499,-2.0958441734704527,2.484662980594886,-0.840624040999002,-1.0052318620275453,0.027437318974337918,1.24239480113522,-4.982213170042905,0.7320084464232138,1.0628929000886855,-2.584762275908786,ptua,POC.259
ptua_POC.40,0.8285086523599888,-1.550799914372697,-0.12577449543585223,3.620263134237333,-2.0300268981630865,1.9021819943747154,1.6015798711885534,-0.06472165036970909,0.21964622432329892,-0.1579272201402735,2.4781985249231453,-1.4796963330199748,-3.9779516075380643,1.2899922649350826,-0.20793805014772154,-2.784359707921505,2.0642540513101615,-2.112335936112642,1.005169195837838,2.5972848512626796,ptua,POC.40
ptua_POC.42,2.366988397629862,-0.5644010955777492,-0.7756823048010999,2.1745786333144244,-3.3157033716660584,1.0798298237228559,0.09620130070410868,2.333035315225298,-0.49339814400134757,0.0056323032248145055,-0.11424084033892891,1.0461771746234318,-1.6621375491690966,7.773977190968903,0.17291167233193958,-3.8318027113727573,-1.8463198684086033,1.4036981507673867,2.042929418003608,1.3670384871203487,ptua,POC.42
ptua_POC.52,-5.102777212428286,0.0968015872941327,1.8409441322004518,4.687990955067247,0.5705887415326192,12.268727784589132,1.0831371330278898,-1.2862706014597438,-0.8185640714782876,0.8107201959953111,2.727042526426626,-4.879707494346704,-1.2619737983887702,-1.046022644914253,-0.49306267024683315,2.305319993605612,-6.405484314500193,0.7133201637447558,0.8942194292470866,0.6666958616882375,ptua,POC.52
ptua_POC.53,0.9961009839371681,-1.0088243318772847,-1.4793972767674322,3.9191796557661047,-1.6533261285516268,-1.2953140063696469,2.5123820020541467,2.4772987618026923,0.7236249745724335,-0.05310305664077327,4.004834072842607,0.8415453613218752,-3.3529726499525614,4.555207467991061,-0.794462951024677,-5.686026613764947,1.5436315336757893,-0.22105407550246817,0.17965397997992216,3.1499031956983274,ptua,POC.53
ptua_POC.57,1.2022463109677,-0.18808167083327204,-1.6550437501740067,2.2411044909981825,-2.141588025165218,-0.0015701541070235851,0.6520951432755944,0.6627138401252681,-0.08394675986595229,-0.2724478136142941,2.26084485472217,0.9351491903170499,-1.9872565704776974,2.86721853729084,-1.3986608765062811,-4.314922735414796,4.0751179369841966,-2.6412630839776834,0.37885499156673463,3.7550986678259295,ptua,POC.57
