,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12
OG_00001,1.1333677900475263,1.0251301899571081,0.9152052228553993,0.8713834271191013,0.9673686428305837,1.3906423300822945,1.400778762643348,1.1781273149234412,0.8432779467446723,1.437353974988841,0.4693733567018478,1.040240585445193
OG_00002,1.047943925751969,0.9689174608456294,0.6713582845656791,0.9611402805128098,0.9620073222489227,1.2113300018070874,1.41303313646864,1.0562311680343164,0.6197413897923558,1.4583357768387566,0.45952037766338066,0.780388218810399
OG_00003,0.33660522924023367,0.1417101876126654,0.0,0.17113711773264428,0.30245806566502825,0.060696952394319735,0.14153286842926438,0.0,0.2602674172779833,0.28207409287822505,0.06997022840619063,0.07724166102493137
OG_00004,0.08516522498560065,0.13681159143533178,0.05859254015699559,0.0,0.3016399503108278,0.26499818227781485,0.2127856688429583,0.018358719923390106,0.0,0.02767797317897832,0.0669905513296955,0.19393703311229699
OG_00005,0.4483128830902312,0.43112135861870704,0.34218018804514183,0.3415860785937369,0.5638654865153535,0.48295041468686417,0.6161954356077196,0.3902322236001511,0.2366782795995655,0.3502951202840818,0.20673910709782975,0.43635657082748236
OG_00006,0.13962434012432887,0.2459942956194474,0.19133130839918677,0.19384463168305427,0.30197845209553903,0.2723860837067691,0.41124538823832746,0.3184094886563283,0.06473180088563998,0.06547584059959068,0.10498904235944687,0.23210605658648692
OG_00007,1.0041432147221279,1.0310018731651087,0.7617030163734023,0.9336326943717608,1.0645967392144815,1.1499210228554113,1.483036826499259,1.0745189433327107,0.6903311310005559,1.0805624422296034,0.4685505138305661,1.0661761168645314
OG_00008,0.8662965094029643,0.7459250216320085,0.4535287707593382,0.8370425878931005,0.7818886105136573,0.8282686846171543,1.0197281288806215,0.6926410934743278,0.5511384637597458,0.9631727269505529,0.39651156311968905,0.578361270195244
OG_00009,0.5906474104843772,0.552014654472227,0.4949092411883346,0.5890517817128506,0.40083634458123735,0.6993702873570767,0.7836430173603601,0.7061051478690329,0.44149805859028063,0.8641271682079751,0.2577335147234244,0.413325346263393
OG_00010,0.9122988726764283,0.7841078804070465,0.5062961216199237,0.7630383370176217,0.8336267877158006,0.9317426940549696,1.135037564182876,0.7568958677716398,0.5156190579517953,1.2374647237857108,0.3745605120031259,0.6345320435971952
OG_00011,0.11928048029034535,0.14580826472039743,0.20052404946662894,0.0,0.07954642318537723,0.2618778881904729,0.11312642211580017,0.2563178183362518,0.14166633248705643,0.20728390369979724,0.0762813685582522,0.2319409261357723
OG_00012,0.688806459509515,0.5149629700699073,0.3568195319453883,0.6896687783297114,0.5495313414140113,0.46485663094150087,0.8467778483201908,0.6389984514043605,0.45366964128514753,0.7412163618957935,0.25673201910525867,0.28786262885940245
