,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
apul_ACR-139,0.6673127068670176,-0.19243590211169836,1.4223483358368858,-0.1065674282174187,0.16209635388656252,0.6802772143226484,-0.43625870516479165,1.9453462210678445,-0.1839910919401093,0.08407270828850995,1.7002283619816252,-0.15809837840751786,2.0104665796092864,0.2276624344253236,0.2096272502878508
apul_ACR-145,-0.0007539256897248407,-0.12225771488314531,2.3908987243453543,-0.48105859723482125,0.3088138419729279,0.4506376406814052,-0.4389581143616235,2.059697981941696,-0.4980452805754605,0.1500303158720816,2.247509272950538,-0.48368548352709356,2.1722655789497383,0.48140653157351027,0.6147843247277028
apul_ACR-150,-0.3185402297253815,-0.3274168961167665,1.995187786933158,-0.22053840909692593,0.6492758198951716,-0.5690625985601242,-0.45214364493359965,2.037223175992411,-0.42640822084741165,-0.4492739613982436,2.040540096020075,0.2247613253282064,1.8884595586893083,1.8742935523390607,-0.8981814297956228
apul_ACR-173,0.1868229377811091,-0.05156543448075021,2.41649809278236,-0.08699793752616412,0.2851292152649632,0.2605860083266337,-0.30705886418048023,1.9333812716369514,-0.3881953190199508,0.09355264728125932,2.0363474449591807,-0.1896792543442345,1.721951728999317,0.13033814768744287,0.12149989062844238
apul_ACR-186,-0.429320349648954,-0.43930609587073066,1.9565403598075637,-1.1593352053783903,1.3324402021865958,-0.2923267993231838,-1.3837173573088322,2.0046834393543516,-0.23987759301198078,0.16429505391535798,2.6181596732764763,-0.2611499603582147,2.4268123535412442,4.021253346471792,0.04431992747318758
apul_ACR-225,0.12393234230077785,-0.34494902034100733,2.8571794606140273,0.157693389581013,0.22025022336555802,0.4072160902327794,-0.21445904716450642,2.0091306548651886,-0.6446392175546485,0.18053559491741045,2.00401098117409,0.006509953191877996,1.5389176988983653,-0.978227069201524,-0.2715345727616197
apul_ACR-229,0.8264931725213137,-0.31927522847897083,2.681921831390018,0.22534967866467243,-0.6140388642593532,0.7993185351650262,-0.19237971123101077,1.999627271992932,-0.2142773470463143,0.4243085704699938,1.9172798082083597,0.04996484796445568,1.326395835413316,-1.5665580462740845,-0.42024237536410686
apul_ACR-237,0.09862394505790022,-0.4614605345525105,2.663700360773265,0.1377460750868715,-0.36937835249211903,-0.018454273381389684,-0.30245603511285973,2.07110939760349,-0.2557188428185322,0.1729524296722764,1.9137776273338205,0.26293087462643694,1.3531936371626343,-0.381124552398952,-0.7042223499491688
apul_ACR-244,-0.09564933040891817,-0.4955875834836806,2.8512580183598257,0.29202567991612954,-0.32915349370292035,0.12654616048945588,-0.4619627082027946,2.0705037525575194,-0.25096903711926516,0.39642729922296843,1.8410315034708462,0.33048466044333596,1.1256424504625073,-0.8797502241482161,-0.6308673031891453
apul_ACR-265,0.41478541321979573,-0.38095094632255316,2.9711540704770645,-0.17186059468474169,-0.03671202047176117,0.024227845768780537,-0.12032517210038757,2.0362741294949696,-0.4341259281127539,0.2372227406173674,2.243691837317288,-0.1870527293325552,1.639843036549383,-0.14504195620511223,-0.09824733311218987
peve_POR-216,1.2653869729988008,1.9700832528335386,0.3774373117221304,-0.12641089650949996,-0.636559531562981,0.2645651457091994,0.6420031189758978,0.14284780679211537,0.5954222710100867,0.5084435707604839,0.8881331321474143,1.9131509963919304,0.5717000345528981,0.16032564340213093,-1.0853377659485943
peve_POR-236,0.20709564568522015,0.03211458317210262,-0.07297697792102943,-0.01227547734405461,-0.05568178050183372,-0.07867948291192901,0.35909536999823377,-0.04611320895330991,0.00677273847747443,6.318625915246674,-0.09808363516903605,-0.08120054836969404,-0.04686507465260506,0.18017504578366372,-0.04707241568522185
peve_POR-245,1.024585132108075,0.9926798270906935,-0.31881412474133575,0.35440766039265276,-2.1704279213147033,0.10650319893382545,-1.2303934589249093,0.38234562566593105,1.9711084807429295,2.537174043303642,-0.26414915815839873,2.590089399658698,-0.6282367731113873,-0.1406072204647937,-0.3937520919844707
peve_POR-260,2.2676220627798753,0.7729212043128905,0.1440461752225478,0.23719146858416723,-0.5525963359348252,-0.07285712722568252,-0.3107135010541629,0.26462655629708565,0.5855406596021372,1.6019221019166003,0.20335508625179508,2.256324062147457,0.1756739959891721,-0.3785897419562378,-0.6554222514191381
peve_POR-262,1.1102246026906832,1.6171744115489737,0.08697607931624296,0.2674278605905008,-2.2228594486474975,-0.1525233536807107,-0.12742351104659694,0.25117652990328454,1.5179884391896745,1.2552437594304804,0.3784180647737261,2.209232809632703,0.07514429067646489,-0.15797346950668564,-1.064843202406954
peve_POR-69,-3.64369921435513,2.1753370272526937,-0.044358006684000834,0.07819608385221913,0.5228679442565759,0.345028035542723,-0.9038297212534813,0.2817027860872289,0.3898454265541555,1.010679075829566,0.025921078738055853,2.8784759394866897,-0.018273325785264343,0.8875682181592606,0.039577240996537325
