"Predictor","MeanImportance","Type","Selection_Prob","Stable","Mean_Abs_Coef","Stability_Label","Feature"
"lncRNA_37959",0.0206111148005654,"lncRNA",0.855,TRUE,0.0204957932423307,"**","OG_00297"
"FUN_015337",0.0203243554220673,"Other",0.36,FALSE,0.0243619055331217,"","OG_00297"
"lncRNA_2881",0.0181564543257563,"lncRNA",0.865,TRUE,0.0157410430215018,"**","OG_00297"
"lncRNA_26985",0.0174723837313307,"lncRNA",0.625,TRUE,0.013083892165166,"*","OG_00297"
"lncRNA_20302",0.017172435488951,"lncRNA",0.595,FALSE,0.0145373891356853,"","OG_00297"
"lncRNA_26576",0.0163936040517051,"lncRNA",0.735,TRUE,0.013932485519395,"*","OG_00297"
"lncRNA_13270",0.0156790863921331,"lncRNA",0.875,TRUE,0.0182779152630236,"**","OG_00297"
"FUN_036941",0.0156458550016735,"Other",0.505,FALSE,0.0118267362763275,"","OG_00297"
"lncRNA_26572",0.0154449277137531,"lncRNA",0.73,TRUE,0.0125199265687053,"*","OG_00297"
"lncRNA_34942",0.0154191964049253,"lncRNA",0.635,TRUE,0.0114787283917954,"*","OG_00297"
"lncRNA_26573",0.0152788642681302,"lncRNA",0.73,TRUE,0.012383300950065,"*","OG_00297"
"lncRNA_6604",0.0152584941262524,"lncRNA",0.81,TRUE,0.017301018758404,"**","OG_00297"
"lncRNA_41028",0.0152284767580478,"lncRNA",0.755,TRUE,0.0117978169422656,"**","OG_00297"
"lncRNA_8687",0.0838001768080514,"lncRNA",1,TRUE,0.0752552257319425,"***","OG_00430"
"lncRNA_51163",0.0757607074040267,"lncRNA",1,TRUE,0.0705189896255901,"***","OG_00430"
"FUN_025701",0.0601240397840807,"Other",0.385,FALSE,0.0300386349801517,"","OG_00430"
"lncRNA_30634",0.0377158981207184,"lncRNA",0.995,TRUE,0.0369930002978242,"***","OG_00430"
"lncRNA_30633",0.0374673060499715,"lncRNA",0.995,TRUE,0.036795753544543,"***","OG_00430"
"lncRNA_3444",0.0366827308635981,"lncRNA",0.985,TRUE,0.0355574721262134,"***","OG_00430"
"lncRNA_3443",0.0365686175674832,"lncRNA",0.985,TRUE,0.0354993273608631,"***","OG_00430"
"lncRNA_43480",0.0364420028547291,"lncRNA",0.645,TRUE,0.0276607799807449,"*","OG_00430"
"lncRNA_18527",0.0336746772685806,"lncRNA",0.765,TRUE,0.0293462628415942,"**","OG_00430"
"lncRNA_18536",0.0313386535418134,"lncRNA",0.78,TRUE,0.0240106726923,"**","OG_00430"
"lncRNA_1223",0.0301379706509986,"lncRNA",0.895,TRUE,0.0223624560682244,"**","OG_00430"
"lncRNA_18555",0.0280240894803993,"lncRNA",0.82,TRUE,0.0269290878026323,"**","OG_00430"
"lncRNA_18537",0.0266175797885842,"lncRNA",0.735,TRUE,0.0208401845948207,"*","OG_00430"
"lncRNA_1222",0.0253059497055255,"lncRNA",0.87,TRUE,0.0179234948147488,"**","OG_00430"
"lncRNA_43112",0.0217390012016681,"lncRNA",0.74,TRUE,0.0167117964459781,"*","OG_00430"
"lncRNA_41392",0.0215776637876229,"lncRNA",0.87,TRUE,0.0231675221998025,"**","OG_00430"
"lncRNA_28643",0.0205145599203646,"lncRNA",0.855,TRUE,0.0159907742112972,"**","OG_00430"
"lncRNA_4419",0.0192788530588678,"lncRNA",0.725,TRUE,0.0146308783091017,"*","OG_00430"
"FUN_015434",0.0162988684059955,"Other",0.41,FALSE,0.0115547393919934,"","OG_00430"
"lncRNA_51267",0.0159703158537203,"lncRNA",0.715,TRUE,0.0131664166738885,"*","OG_00430"
"FUN_022630",0.172804856193842,"Other",0.945,TRUE,0.179279527824099,"***","OG_00460"
"FUN_001388",0.0702270738400339,"Other",0.72,TRUE,0.0673095789149521,"*","OG_00460"
"lncRNA_41168",0.0402155612200433,"lncRNA",0.965,TRUE,0.0416974420486874,"***","OG_00460"
"FUN_022509",0.0312007989450788,"Other",0.625,TRUE,0.0322505399835333,"*","OG_00460"
"FUN_011845",0.0281651393861526,"Other",0.64,TRUE,0.0268506350318264,"*","OG_00460"
"lncRNA_43208",0.0247483349037569,"lncRNA",0.975,TRUE,0.0239700095983151,"***","OG_00460"
"FUN_024069",0.0232075471772327,"Other",0.34,FALSE,0.0168518581953759,"","OG_00460"
"FUN_016658",0.020477668217238,"Other",0.435,FALSE,0.0158687730954766,"","OG_00460"
"lncRNA_372",0.0187171455945118,"lncRNA",0.82,TRUE,0.0198318590310503,"**","OG_00460"
"lncRNA_44403",0.0174340138687049,"lncRNA",0.985,TRUE,0.0219414448645537,"***","OG_00460"
"FUN_035046",0.0164975808617977,"Other",0.175,FALSE,0.0182291070692465,"","OG_00460"
"lncRNA_301",0.0164076366789851,"lncRNA",0.98,TRUE,0.0160319759722703,"***","OG_00460"
"lncRNA_38182",0.015036293099669,"lncRNA",0.88,TRUE,0.0222366176474,"**","OG_00460"
"lncRNA_44110",0.0142762843231042,"lncRNA",0.92,TRUE,0.0171148100089123,"***","OG_00460"
"FUN_041875",0.014198147301989,"Other",0.35,FALSE,0.0197263797101642,"","OG_00460"
"lncRNA_305",0.0140956228957622,"lncRNA",0.97,TRUE,0.0141342837743255,"***","OG_00460"
"FUN_032238",0.0140729937798329,"Other",0.135,FALSE,0.0122016427189004,"","OG_00460"
"lncRNA_303",0.0137549836471036,"lncRNA",0.97,TRUE,0.013783860301028,"***","OG_00460"
"lncRNA_304",0.0137394663671894,"lncRNA",0.97,TRUE,0.0137628035996904,"***","OG_00460"
"FUN_035269",0.0129363467407088,"Other",0.195,FALSE,0.00815944588750677,"","OG_00460"
"lncRNA_25174",0.0758011310217512,"lncRNA",0.905,TRUE,0.0717161425933142,"***","OG_00843"
"lncRNA_14728",0.0405727019012887,"lncRNA",0.8,TRUE,0.0385851453083676,"**","OG_00843"
"lncRNA_4088",0.0367790379724037,"lncRNA",0.945,TRUE,0.0341885630561485,"***","OG_00843"
"lncRNA_46433",0.0363084855141384,"lncRNA",0.535,FALSE,0.028908535074987,"","OG_00843"
"lncRNA_12479",0.0322774568479905,"lncRNA",0.865,TRUE,0.0320563128142594,"**","OG_00843"
"lncRNA_8793",0.0294198282114883,"lncRNA",0.775,TRUE,0.0265807545346776,"**","OG_00843"
"lncRNA_51163",0.0292772705768226,"lncRNA",0.725,TRUE,0.0310764848887881,"*","OG_00843"
"FUN_031848",0.0291194585027512,"Other",0.75,TRUE,0.0353386569127072,"**","OG_00843"
"lncRNA_6831",0.0287253030841038,"lncRNA",0.8,TRUE,0.0263755397817096,"**","OG_00843"
"FUN_008558",0.0285130425393683,"Other",0.65,TRUE,0.0259562769321418,"*","OG_00843"
"lncRNA_30752",0.0284117150569611,"lncRNA",0.975,TRUE,0.0282155229753586,"***","OG_00843"
"lncRNA_30782",0.0267091195230288,"lncRNA",0.84,TRUE,0.0206554975631003,"**","OG_00843"
"lncRNA_6833",0.0264749457018758,"lncRNA",0.79,TRUE,0.0237365381123573,"**","OG_00843"
"lncRNA_6832",0.0260555197645786,"lncRNA",0.785,TRUE,0.0233451033944168,"**","OG_00843"
"lncRNA_26535",0.0255010714192426,"lncRNA",0.92,TRUE,0.0253150557740274,"***","OG_00843"
"FUN_035677",0.0243069644603479,"Other",0.315,FALSE,0.0152641770757151,"","OG_00843"
"lncRNA_45601",0.0221359469357528,"lncRNA",0.585,FALSE,0.0204409664963233,"","OG_00843"
"lncRNA_9314",0.0218706006066039,"lncRNA",0.885,TRUE,0.0199348326870986,"**","OG_00843"
"lncRNA_29586",0.0209963125659383,"lncRNA",0.57,FALSE,0.0156936687861634,"","OG_00843"
"lncRNA_36557",0.0195454734826176,"lncRNA",0.43,FALSE,0.015214812355877,"","OG_00843"
"lncRNA_26786",0.0328265067357837,"lncRNA",1,TRUE,0.0315449904199008,"***","OG_01023"
"lncRNA_49117",0.0289362081821257,"lncRNA",0.99,TRUE,0.0288979765762791,"***","OG_01023"
"lncRNA_13424",0.0220371271116826,"lncRNA",0.9,TRUE,0.0190110584406651,"***","OG_01023"
"lncRNA_29731",0.0212874456656902,"lncRNA",0.985,TRUE,0.022466738521324,"***","OG_01023"
"lncRNA_29730",0.0209325652907368,"lncRNA",0.98,TRUE,0.0218755657898504,"***","OG_01023"
"lncRNA_43241",0.0189280965907939,"lncRNA",0.805,TRUE,0.0192454448189264,"**","OG_01023"
"lncRNA_54502",0.0152923444688513,"lncRNA",0.99,TRUE,0.0168065860353877,"***","OG_01023"
"lncRNA_3447",0.0142376163029987,"lncRNA",0.23,FALSE,0.00559805774082873,"","OG_01023"
"Cluster_1950",0.0137553988112289,"miRNA",0.355,FALSE,0.00719231185416009,"","OG_01023"
"FUN_022780",0.0128596024929276,"Other",0.695,TRUE,0.0253890885234255,"*","OG_01023"
"lncRNA_49118",0.0127591880654929,"lncRNA",0.585,FALSE,0.00809789563727988,"","OG_01023"
"lncRNA_20196",0.0125971549535675,"lncRNA",0.62,TRUE,0.0128112620613445,"*","OG_01023"
"lncRNA_15123",0.0115777798939788,"lncRNA",0.97,TRUE,0.0124690810598296,"***","OG_01023"
"lncRNA_40146",0.0113969374552541,"lncRNA",0.81,TRUE,0.0106991558203708,"**","OG_01023"
"lncRNA_9339",0.0111339561264686,"lncRNA",0.655,TRUE,0.0105599951844864,"*","OG_01023"
"lncRNA_14728",0.0110247421985326,"lncRNA",0.265,FALSE,0.00522961163586607,"","OG_01023"
"lncRNA_13425",0.0108521859248028,"lncRNA",0.765,TRUE,0.0104609173189052,"**","OG_01023"
"FUN_033051",0.0106091789164122,"Other",0.44,FALSE,0.00754326037230699,"","OG_01023"
"lncRNA_36727",0.00972222281235316,"lncRNA",0.84,TRUE,0.0108951980688875,"**","OG_01023"
"lncRNA_33584",0.00918188642217533,"lncRNA",0.855,TRUE,0.00778612707296897,"**","OG_01023"
"FUN_016125",0.0476354466884797,"Other",0.585,FALSE,0.0457576737011736,"","OG_01117"
"FUN_042993",0.0459780912318714,"Other",0.49,FALSE,0.0267634555951414,"","OG_01117"
"lncRNA_14661",0.0363373319028741,"lncRNA",1,TRUE,0.036540452585117,"***","OG_01117"
"lncRNA_14662",0.0324889160418694,"lncRNA",1,TRUE,0.031070769639902,"***","OG_01117"
"lncRNA_45934",0.0240854345357673,"lncRNA",0.985,TRUE,0.0223703618095654,"***","OG_01117"
"lncRNA_38408",0.0239489818220812,"lncRNA",0.875,TRUE,0.0217932143395685,"**","OG_01117"
"lncRNA_18163",0.0226017519274758,"lncRNA",0.97,TRUE,0.0225749338322531,"***","OG_01117"
"lncRNA_54265",0.0214629654379866,"lncRNA",0.91,TRUE,0.0268660882933606,"***","OG_01117"
"lncRNA_6596",0.0205944064752275,"lncRNA",0.76,TRUE,0.0144064374851203,"**","OG_01117"
"lncRNA_18454",0.0198572097230525,"lncRNA",0.84,TRUE,0.0202237310047168,"**","OG_01117"
"lncRNA_7364",0.0181107777010076,"lncRNA",0.855,TRUE,0.0159885802708093,"**","OG_01117"
"lncRNA_13576",0.0176776889089783,"lncRNA",0.965,TRUE,0.0186204323784257,"***","OG_01117"
"lncRNA_18503",0.0163838686387018,"lncRNA",0.92,TRUE,0.0157419924643031,"***","OG_01117"
"lncRNA_30819",0.0163234066271482,"lncRNA",0.905,TRUE,0.023652070609594,"***","OG_01117"
"lncRNA_45010",0.0160172072086294,"lncRNA",0.965,TRUE,0.0191685108216276,"***","OG_01117"
"lncRNA_45011",0.0160045546839797,"lncRNA",0.965,TRUE,0.0191771843872744,"***","OG_01117"
"lncRNA_54263",0.0154845448632737,"lncRNA",0.81,TRUE,0.013222566175593,"**","OG_01117"
"lncRNA_27852",0.0152063652865671,"lncRNA",0.485,FALSE,0.0106482387798558,"","OG_01117"
"lncRNA_18162",0.0149869309814339,"lncRNA",0.95,TRUE,0.0141921752690322,"***","OG_01117"
"lncRNA_9035",0.0142943389873384,"lncRNA",0.75,TRUE,0.0147693689091886,"**","OG_01117"
"lncRNA_18574",0.0743827030458967,"lncRNA",0.9,TRUE,0.0705024583116878,"***","OG_01147"
"lncRNA_7352",0.0588385138977678,"lncRNA",0.935,TRUE,0.0595395561530212,"***","OG_01147"
"lncRNA_43168",0.0521830907106355,"lncRNA",1,TRUE,0.053158559592079,"***","OG_01147"
"lncRNA_51553",0.0427984179647528,"lncRNA",1,TRUE,0.039603511896217,"***","OG_01147"
"lncRNA_18575",0.0367060996552184,"lncRNA",0.695,TRUE,0.0319306160172091,"*","OG_01147"
"lncRNA_17850",0.0347122862539442,"lncRNA",0.745,TRUE,0.0323175020972169,"*","OG_01147"
"lncRNA_27819",0.0332078829540343,"lncRNA",0.975,TRUE,0.0309585041639898,"***","OG_01147"
"lncRNA_21239",0.0306304040520429,"lncRNA",0.915,TRUE,0.0291902442938645,"***","OG_01147"
"lncRNA_4201",0.0300562869850229,"lncRNA",0.99,TRUE,0.0283520069285223,"***","OG_01147"
"lncRNA_4202",0.0249432701146427,"lncRNA",0.995,TRUE,0.025708311379966,"***","OG_01147"
"lncRNA_3223",0.0246264350316917,"lncRNA",0.56,FALSE,0.0180221599847414,"","OG_01147"
"lncRNA_25959",0.0237107791269692,"lncRNA",0.99,TRUE,0.026998458264065,"***","OG_01147"
"lncRNA_18170",0.0224401141335989,"lncRNA",1,TRUE,0.0240523929856612,"***","OG_01147"
"lncRNA_3211",0.0222995752905695,"lncRNA",0.795,TRUE,0.0179669730283651,"**","OG_01147"
"lncRNA_3212",0.0222429465519367,"lncRNA",0.8,TRUE,0.0184880320586694,"**","OG_01147"
"lncRNA_12118",0.0211127419718935,"lncRNA",0.78,TRUE,0.0150643773656921,"**","OG_01147"
"lncRNA_20012",0.0177271438178643,"lncRNA",0.48,FALSE,0.0114953483344057,"","OG_01147"
"lncRNA_51349",0.017349319539174,"lncRNA",0.495,FALSE,0.0128295349141117,"","OG_01147"
"lncRNA_3210",0.0173153473556414,"lncRNA",0.695,TRUE,0.0134493375647525,"*","OG_01147"
"lncRNA_21222",0.0162143688738506,"lncRNA",0.825,TRUE,0.0142800942111672,"**","OG_01147"
"lncRNA_6423",0.0421254593226004,"lncRNA",0.955,TRUE,0.0407831369196229,"***","OG_01155"
"FUN_008306",0.0383991036519319,"Other",0.785,TRUE,0.0328010808203278,"**","OG_01155"
"lncRNA_20264",0.0367797709482398,"lncRNA",0.9,TRUE,0.029590090331693,"***","OG_01155"
"lncRNA_1146",0.0321199499987503,"lncRNA",0.83,TRUE,0.0222217116471767,"**","OG_01155"
"lncRNA_7363",0.0299290400214671,"lncRNA",0.955,TRUE,0.0259582325048762,"***","OG_01155"
"lncRNA_9236",0.0268343373453496,"lncRNA",0.925,TRUE,0.0269725925524486,"***","OG_01155"
"FUN_030196",0.0252068765594667,"Other",0.68,TRUE,0.0226928940227891,"*","OG_01155"
"lncRNA_13280",0.0249625971290786,"lncRNA",0.82,TRUE,0.0282131002557162,"**","OG_01155"
"lncRNA_18438",0.022089883698231,"lncRNA",0.745,TRUE,0.0208021393799212,"*","OG_01155"
"lncRNA_43304",0.0213155815362728,"lncRNA",0.93,TRUE,0.0210016379461821,"***","OG_01155"
"lncRNA_19775",0.0207871339186804,"lncRNA",0.855,TRUE,0.0228888514467828,"**","OG_01155"
"lncRNA_25949",0.0188428927474106,"lncRNA",0.58,FALSE,0.0243084999319016,"","OG_01155"
"lncRNA_30393",0.0182604679797181,"lncRNA",0.95,TRUE,0.0161406820988891,"***","OG_01155"
"lncRNA_8891",0.0177098649484545,"lncRNA",0.745,TRUE,0.0151600518167039,"*","OG_01155"
"FUN_022589",0.0175481545835069,"Other",0.285,FALSE,0.0182387222265828,"","OG_01155"
"lncRNA_27831",0.0172174114562805,"lncRNA",0.895,TRUE,0.0180267841918973,"**","OG_01155"
"FUN_004484",0.0169260700688926,"Other",0.285,FALSE,0.0112815810223918,"","OG_01155"
"FUN_037216",0.0168889526988837,"Other",0.54,FALSE,0.0124942292695015,"","OG_01155"
"lncRNA_10562",0.0168194381896545,"lncRNA",0.615,TRUE,0.0146810274788916,"*","OG_01155"
"lncRNA_30852",0.0154899796795248,"lncRNA",0.89,TRUE,0.0158582987764724,"**","OG_01155"
"lncRNA_42907",0.102611916681712,"lncRNA",0.985,TRUE,0.0916958193863349,"***","OG_01277"
"lncRNA_54010",0.0832741978911407,"lncRNA",1,TRUE,0.0843626911112262,"***","OG_01277"
"FUN_034859",0.0434376345541139,"Other",0.5,FALSE,0.0314211826947751,"","OG_01277"
"lncRNA_19944",0.0411365863335355,"lncRNA",0.995,TRUE,0.0406962874806279,"***","OG_01277"
"lncRNA_3220",0.0394743336743899,"lncRNA",1,TRUE,0.0365849826355646,"***","OG_01277"
"lncRNA_53587",0.0359806421216981,"lncRNA",0.97,TRUE,0.0309656793280993,"***","OG_01277"
"lncRNA_6415",0.0325060999788175,"lncRNA",0.68,TRUE,0.0260500386021362,"*","OG_01277"
"lncRNA_25820",0.0323155379272939,"lncRNA",0.955,TRUE,0.0314345937206656,"***","OG_01277"
"FUN_005963",0.0297168670593858,"Other",0.8,TRUE,0.0265438446820191,"**","OG_01277"
"lncRNA_18432",0.0270614206347766,"lncRNA",0.565,FALSE,0.0149237754931744,"","OG_01277"
"lncRNA_19764",0.0250604388838771,"lncRNA",0.91,TRUE,0.0193261943463086,"***","OG_01277"
"lncRNA_43382",0.0228671417465486,"lncRNA",0.885,TRUE,0.021603121381205,"**","OG_01277"
"lncRNA_54475",0.0217247935915221,"lncRNA",0.855,TRUE,0.0205823721303941,"**","OG_01277"
"lncRNA_45957",0.0211559027155628,"lncRNA",0.995,TRUE,0.0202403917969984,"***","OG_01277"
"lncRNA_41670",0.0211228300911458,"lncRNA",0.74,TRUE,0.0178960278923106,"*","OG_01277"
"lncRNA_35286",0.0207771656143787,"lncRNA",0.94,TRUE,0.0186930845964563,"***","OG_01277"
"lncRNA_45955",0.0205582859940493,"lncRNA",0.995,TRUE,0.0193614495994096,"***","OG_01277"
"lncRNA_12373",0.0189327038108455,"lncRNA",0.52,FALSE,0.0118031065474197,"","OG_01277"
"FUN_006721",0.0180635352932184,"Other",0.535,FALSE,0.0201186008876443,"","OG_01277"
"lncRNA_30877",0.0170330168286485,"lncRNA",0.795,TRUE,0.0169912763858593,"**","OG_01277"
"FUN_010623",0.032647538533171,"Other",0.865,TRUE,0.0437114755781824,"**","OG_01317"
"FUN_024566",0.0260079429001891,"Other",0.5,FALSE,0.0322953329151667,"","OG_01317"
"lncRNA_54266",0.0231109171937153,"lncRNA",0.985,TRUE,0.0275750389033727,"***","OG_01317"
"FUN_000483",0.022754416973744,"Other",0.37,FALSE,0.0179003774665752,"","OG_01317"
"lncRNA_54067",0.020805160693457,"lncRNA",0.89,TRUE,0.0201326568667855,"**","OG_01317"
"FUN_038753",0.0201925756657124,"Other",0.57,FALSE,0.0193991270384641,"","OG_01317"
"lncRNA_45342",0.0159615250007033,"lncRNA",0.935,TRUE,0.0154635879574281,"***","OG_01317"
"FUN_023555",0.0158289757527399,"Other",0.265,FALSE,0.0130116690555477,"","OG_01317"
"lncRNA_46242",0.0155306180217004,"lncRNA",1,TRUE,0.0182855115394161,"***","OG_01317"
"lncRNA_46241",0.0155304380812317,"lncRNA",1,TRUE,0.0182937032659881,"***","OG_01317"
"lncRNA_46243",0.015503624679811,"lncRNA",1,TRUE,0.0182917289763156,"***","OG_01317"
"lncRNA_46240",0.0154913910221688,"lncRNA",1,TRUE,0.018263095615807,"***","OG_01317"
"lncRNA_45016",0.0151490430187882,"lncRNA",0.965,TRUE,0.0131281028425823,"***","OG_01317"
"FUN_037382",0.0151238112241422,"Other",0.365,FALSE,0.0112548164161516,"","OG_01317"
"FUN_023307",0.015062924996588,"Other",0.395,FALSE,0.010467060721597,"","OG_01317"
"FUN_026115",0.0147978686744635,"Other",0.43,FALSE,0.0180272750143088,"","OG_01317"
"lncRNA_48142",0.0146406190632266,"lncRNA",0.675,TRUE,0.00913224433125543,"*","OG_01317"
"lncRNA_12300",0.0141494396616889,"lncRNA",0.76,TRUE,0.0138701537392465,"**","OG_01317"
"lncRNA_30393",0.0139544480636631,"lncRNA",0.965,TRUE,0.012186120301477,"***","OG_01317"
"lncRNA_42538",0.013831125792808,"lncRNA",0.75,TRUE,0.0134217522828431,"**","OG_01317"
"lncRNA_7329",0.0318923417047618,"lncRNA",1,TRUE,0.0318924678354793,"***","OG_10355"
"Cluster_11565",0.0297585239165551,"miRNA",0.705,TRUE,0.0319779099264544,"*","OG_10355"
"lncRNA_28188",0.0292633654637048,"lncRNA",0.995,TRUE,0.0296962376913789,"***","OG_10355"
"FUN_006802",0.0290483972025171,"Other",0.48,FALSE,0.01952308045481,"","OG_10355"
"lncRNA_237",0.0263012789828505,"lncRNA",0.98,TRUE,0.0238454060658266,"***","OG_10355"
"FUN_032681",0.0246576144943093,"Other",0.35,FALSE,0.0147823912190762,"","OG_10355"
"lncRNA_30282",0.0198461985931776,"lncRNA",0.88,TRUE,0.0177137164351462,"**","OG_10355"
"FUN_014563",0.0198405403941589,"Other",0.455,FALSE,0.0186092135546927,"","OG_10355"
"lncRNA_30283",0.0198036473752492,"lncRNA",0.88,TRUE,0.0176946850124911,"**","OG_10355"
"lncRNA_30281",0.0183435041869315,"lncRNA",0.865,TRUE,0.0164306885677997,"**","OG_10355"
"FUN_010986",0.0180203479821449,"Other",0.345,FALSE,0.0162675374588277,"","OG_10355"
"lncRNA_43377",0.0176719923719949,"lncRNA",0.91,TRUE,0.0173708322977584,"***","OG_10355"
"FUN_026590",0.0171406441842595,"Other",0.38,FALSE,0.0157593662985914,"","OG_10355"
"FUN_034004",0.0161824214640533,"Other",0.145,FALSE,0.00469604454941306,"","OG_10355"
"lncRNA_26991",0.0161180076524807,"lncRNA",0.72,TRUE,0.0137882147068381,"*","OG_10355"
"lncRNA_10957",0.0155432887933517,"lncRNA",0.98,TRUE,0.0155930513548859,"***","OG_10355"
"lncRNA_20146",0.015402649668663,"lncRNA",0.48,FALSE,0.0135647135806245,"","OG_10355"
"FUN_001122",0.0148208165608041,"Other",0.36,FALSE,0.0167087988099235,"","OG_10355"
"FUN_036156",0.0146788383048809,"Other",0.61,TRUE,0.0207840513585707,"*","OG_10355"
"lncRNA_5836",0.0137262709289381,"lncRNA",0.75,TRUE,0.0133311818821765,"**","OG_10355"
"lncRNA_30816",0.0820835251807894,"lncRNA",0.99,TRUE,0.0808060382964976,"***","OG_10509"
"FUN_017932",0.0741270568300874,"Other",0.745,TRUE,0.0809066855891008,"*","OG_10509"
"lncRNA_41547",0.0656366128724321,"lncRNA",0.98,TRUE,0.0608123007346411,"***","OG_10509"
"FUN_023612",0.0516244593526683,"Other",0.935,TRUE,0.0421050576373052,"***","OG_10509"
"FUN_009113",0.0495825622097228,"Other",0.995,TRUE,0.0549119956005121,"***","OG_10509"
"lncRNA_54275",0.046026147679431,"lncRNA",1,TRUE,0.0459699314118298,"***","OG_10509"
"FUN_023419",0.0364319843029901,"Other",0.655,TRUE,0.031067630879079,"*","OG_10509"
"lncRNA_22255",0.0361017761709706,"lncRNA",0.88,TRUE,0.036257944969843,"**","OG_10509"
"FUN_014647",0.0359459373765133,"Other",0.41,FALSE,0.0376681626884298,"","OG_10509"
"lncRNA_31862",0.0326650249805653,"lncRNA",1,TRUE,0.0306474946467239,"***","OG_10509"
"lncRNA_12494",0.0299956415154546,"lncRNA",1,TRUE,0.0284552225018689,"***","OG_10509"
"FUN_017878",0.0295019892180577,"Other",0.37,FALSE,0.0317790416095006,"","OG_10509"
"FUN_033773",0.0292569747326203,"Other",0.255,FALSE,0.0200938344891488,"","OG_10509"
"FUN_023614",0.0275280479737632,"Other",0.825,TRUE,0.0249604940520492,"**","OG_10509"
"lncRNA_30665",0.0272635108758296,"lncRNA",1,TRUE,0.0256986496528918,"***","OG_10509"
"FUN_010775",0.0250232569487398,"Other",0.13,FALSE,0.0152499959626386,"","OG_10509"
"FUN_016737",0.0240507054293819,"Other",0.55,FALSE,0.0256977783482063,"","OG_10509"
"lncRNA_33686",0.0229044045915685,"lncRNA",0.96,TRUE,0.0221667122450001,"***","OG_10509"
"lncRNA_4499",0.0222278559244605,"lncRNA",0.86,TRUE,0.0258461989160797,"**","OG_10509"
"lncRNA_6942",0.0221294575701462,"lncRNA",0.54,FALSE,0.0209055787084236,"","OG_10509"
"Cluster_4754",0.0701848458705619,"miRNA",0.94,TRUE,0.06790907573198,"***","OG_10516"
"Cluster_2372",0.0662442855922402,"miRNA",0.735,TRUE,0.0523847238722921,"*","OG_10516"
"lncRNA_10072",0.0597879832688263,"lncRNA",0.955,TRUE,0.0591152987291047,"***","OG_10516"
"lncRNA_53701",0.0480603514619949,"lncRNA",0.925,TRUE,0.0468525927268445,"***","OG_10516"
"lncRNA_18246",0.0446941522562093,"lncRNA",0.96,TRUE,0.0443284355336293,"***","OG_10516"
