,Component_1,Component_2,Component_3,Component_4,Component_5
OG_00001,1.106714545356918,1.1633328264872846,0.18062209814328964,0.903118061462748,1.1696356495012143
OG_00002,1.3701038827239642,1.271797691528621,1.1332050109729466,1.5857130763745577,1.7789796388967702
OG_00003,0.09045122540853218,0.0032286317253177647,0.2317204536446405,0.1637437529259561,0.0
OG_00004,0.651451960895713,0.5811432463937364,0.0,0.4765341042876102,0.5692851293730755
OG_00005,0.6582881466013931,0.6426565783838932,0.15795620593523138,0.6027154762256959,0.596580861698953
OG_00006,0.4552571738779225,0.45331728177105957,0.02008089921710651,0.37403531656544137,0.3665626525226427
OG_00007,1.5787872298969154,1.5977941081353397,0.5724391068539137,1.471857021145766,1.5370587509090028
OG_00008,0.8409197417711092,0.775931407942199,0.9119021280505688,1.098446158775271,0.9715015064348187
OG_00009,0.0,0.06346982265503551,0.009503227540905747,0.038098728806090686,0.17717901614785433
OG_00010,0.9552054409433441,0.8941743516367349,0.7812558384247775,1.1070564366869664,1.3185913892105041
OG_00011,0.52340752248969,0.5773841218928031,0.0,0.3882008275428986,0.4794713301489543
OG_00012,0.02471607388780249,0.0,0.4514548040986122,0.25434371941436806,0.1177234252639257
OG_00013,0.09545536075473864,0.0,0.3825801966861442,0.22285317440693372,0.04452050367083817
OG_00014,0.28379753194787,0.21639742182698793,0.173704056077446,0.3182141223284578,0.33355592829834935
OG_00015,0.5911085347587102,0.5686120395370757,0.6845861721126133,0.7982023516053086,0.7667823015987577
OG_00016,0.04468627881943487,0.0,0.9937993481683806,0.49076532668579465,0.3984906981733782
OG_00017,0.9299672710210033,0.9085991237819546,0.7837267831075536,1.0759706379513927,1.068112940355487
OG_00018,1.2218673010051886,1.1129440242864308,1.189334670039483,1.4746049557966086,1.4639570677934808
OG_00019,1.9973340181833699,2.0321715441911095,1.0207794965522257,1.9856978610923957,2.113350410835519
OG_00020,2.9531318046450714,2.883866062979132,2.3132809238762815,3.2848236744750148,3.3318030688403013
OG_00021,0.33119303471829825,0.32680581337891046,0.0,0.2219241937695076,0.10249445257995188
OG_00022,0.7168158805907185,0.571829542165894,1.2282699702831257,1.0762391269248348,0.7691796038599673
OG_00023,0.2720714404732353,0.23081139402532783,0.44796830562257667,0.4225234431365049,0.3751496158746849
OG_00024,1.5047987159187097,1.435448257057938,1.2791591713818795,1.7776105365547956,1.704356951629408
OG_00025,1.9287357355269195,1.7423264940523397,0.62175432651541,1.6245866655374326,1.4954731003574973
