,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45
TP1,40.68321570752933,61.92433480070448,28.761785605867363,47.73582361362848,6.665218506008586,45.983803555637245,3.7566511732758574,25.980889922007588,-28.690886072059826,27.159582173460258,14.45091643381838,-9.920778978625767,15.127173081673574,37.28833419714505,45.72690428552004,80.96348652913079,24.518826395950068,43.593893913839075,44.03507246348314,41.8172402499328,75.85086332471253,39.40193412400526,53.962807864016575,19.537716955782432,16.710534995423078,52.49274479838849,-46.164313390606125,63.76624386717286,50.060955815693475,-30.47826066369486,12.895155856870884,19.920053090801463,72.33250455302901,42.86626066066073,37.15394041284176,-13.215545494215602,27.621246387297,34.88981665535249,40.54883942347946,53.95476517987263,62.06507006601861,34.25278647991598,-15.565457925804234,66.34229960890873,33.96366660353778
TP2,23.2112517576404,30.578942574553338,28.72049282112246,37.458168370132846,4.990258993136628,52.58667299792511,6.436217401298623,-20.627393336144756,9.31517993925949,26.221817324813934,17.255315200408383,-28.525317039998402,88.28669714718721,47.70531935956778,36.79661948949162,35.35548827271836,58.3135018261982,47.50138464806849,40.83033631640044,55.35080139820682,60.38586810652545,31.100919965891677,35.79582019324152,-1.0387165807502197,30.57717306094804,76.17805439393685,-52.50514301755695,19.53723758323129,65.66075002287543,3.627148156971756,22.15581557966422,46.391107150298886,-12.04786635172547,1.4716185380375646,69.22038628344133,21.998551770909526,74.70120731937425,54.78108024059751,4.6060764218290595,47.594495564868154,52.432910394297124,45.0945842803378,-29.859104383210298,49.62057702166622,38.590563021435685
TP3,40.2317671012364,14.68022109222929,24.928939798273813,45.96137487617434,76.15655026348398,33.90394473168345,4.9416123835487085,-3.8036753402289354,59.54257538849265,81.85028900832332,70.35817008252666,-0.12808495877434087,0.48651762413268,28.40956646845786,36.710057024891434,26.932076462944764,12.979199848665296,48.56328981204013,46.7177402551099,29.256800486341756,17.331860461803824,27.179267259374434,36.61182662007963,44.194852806665715,17.414905585672365,43.929969517103366,13.10194130123627,19.020695944996785,55.273590876057106,-49.12147833432203,77.61489196496892,50.49031741486029,-4.531944176103119,2.6563517199493716,-18.5012313424855,-49.24295602028175,23.356341686185505,17.13219470074625,24.43495184934239,36.61387693570247,45.978427550419504,67.03831547313095,-9.07191172567525,62.42832507452967,54.50829951666964
TP4,61.169405754639996,37.84637322201628,72.37424920594756,38.99564399878546,11.216791646884129,44.055286510262206,34.704833003550334,9.857429532319134,15.2262693505087,31.148521528657582,38.41132633357127,62.39231881246586,6.271753734735775,32.83686868863028,43.53721964632316,20.642350142467834,2.966653489787382,58.70041995864985,49.99300002515388,38.36804720409521,21.813906424921118,18.30334187192104,38.456892203137194,70.08394362231607,38.539428698401906,51.40632863416035,14.781662512834753,21.465992419617173,73.97549409850055,2.264826359766954,0.6283616392745263,41.672923286284934,1.2135330251025502,4.479825131687559,51.44047062407145,-29.508629749758956,25.196877130091657,-37.226858577156825,55.9275394234301,56.22571969916884,38.82221563255292,33.186615857308006,-27.8751564050453,37.45391811717388,44.334824905792416
