,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54,Component_55,Species,Sample_ID
apul_ACR.139,-0.027988859733970327,0.01125914028858343,0.05898532579529932,-0.10490205233764437,-0.030488026004126288,-0.04932133317270768,0.00046181712736225204,-0.07765178625036151,0.1893259679623442,-0.15706917521277494,0.3854412240129984,-0.09870632803455921,-0.0029402661760929956,-0.16447874810783744,-0.08599590432304774,0.03876341506038006,-0.11510728097939038,0.378992136516321,-0.030344152037510657,-0.15535971996396475,0.0024098676209736267,0.03611825666253164,-0.006256613414774069,0.0947202719891964,-0.15128257917186405,0.7781944044711309,-0.07835161921657006,-0.06168878591866438,0.25697022462135316,-0.08866244497786394,0.10641467299899027,0.3028580657675544,-0.06889712931311191,-0.10079017917062563,-0.393361862015011,0.03514139150730278,-0.13514411696793785,-0.14035009583658345,0.3679880782220683,-0.14921084342917162,0.25472495285433866,-0.1344669931169961,0.055424890782941084,-0.023105330655299513,-0.15091570523936032,0.004845683894522176,-0.14710789440409217,0.1639422389411695,0.06239073887416411,-0.09340470194957429,0.12642277398865723,0.0015876946115106702,-0.17862347960567157,0.2675474812998661,-0.07691962089775166,apul,ACR.139
apul_ACR.145,-0.04756610335836781,0.09474614097080418,-0.056626614524093496,-0.03772393026466583,-0.06296968495238378,-0.06264989930112976,-0.01674819415730593,0.051663657588195314,0.12278992496893162,0.027430576379678183,0.06727466033547769,-0.11786421583162848,-0.00704805185321298,-0.051625808460326446,0.13198909752086582,-0.11708732488082003,0.014972098431568895,-0.07704394058853985,0.0446517185482023,-0.0797681092800374,-0.021025443837077135,-0.1463756009440478,-0.18154802877556456,-0.13774673771095278,-0.03962332193871193,0.0806996502229456,0.038631687944491434,0.04830634908009555,0.34749179492623844,-0.05371977911959504,0.07568854216462018,0.1697050819587136,-0.03230874286062022,0.00676481317501471,0.13606162508833572,0.06470009589342053,-0.09827834571216122,-0.05165679853111795,0.4930740879949899,0.06247150038660127,0.001225307589008593,-0.09292032287487074,0.32453433982831925,-0.11163712956888558,0.29439996761270465,-0.11190909620558424,-0.266366739644438,-0.18737633498715547,0.0018356955393903345,0.1789953379198382,0.04485967230250864,-0.0038667055847055637,0.0723938350843141,-0.05424633081805171,0.06053219120161783,apul,ACR.145
apul_ACR.150,-0.059969090254361444,0.194500627185769,-0.06819703555459677,-0.12725419096165594,0.027086049698339117,0.10079678723440876,0.013204174925043652,0.18484883890601098,-0.12725520177871547,-0.016761924182210817,0.2872322037659686,0.004673252403519324,-0.11531779751280845,-0.03757331425920298,0.1663303835107167,-0.07566032957408847,-0.00868944164211285,-0.042584563389686074,0.008436803825180451,-0.09240795072546039,0.021477298196070176,-0.11593731461703255,-0.16519331613481994,0.2545172305785705,-0.031444484473560984,0.02872837090061429,0.07598224873333624,-0.1420682358169961,-0.19908576215889714,-0.024699049526769754,0.03922672580830169,0.31816482792897505,-0.1155253622188473,-0.11555522313064105,0.06297059414277831,0.11387022029931547,-0.2396468362583517,0.04982269710746753,0.16856484571261487,-0.06724811208917086,0.013805065942638408,-0.20270707626617165,0.22647858250589464,0.006231812271817938,0.05648248446066078,-0.07975265967744773,0.20601351844632165,-0.12352039985066356,0.0838331889699883,0.49319269648995906,0.09536931268282318,0.06946606612108451,0.09802763312650947,0.17234778350922852,-0.17856885215855808,apul,ACR.150
apul_ACR.173,0.20338747560940754,-0.040089192645957866,-0.0704331030704555,-0.0780504309747798,-0.02166196401096935,-0.012860397917592364,0.0025112103433407216,-0.14178619964532405,0.17850466755287858,0.0663358451467668,0.40617751311917966,-0.02281159180016349,-0.0637702203073951,-0.16114374212050733,0.10592531353328813,-0.11746432379640107,-0.01277570924966179,-0.4428739951706589,0.08855837761232739,-0.022064464758837398,0.03160565316909715,-0.08949929162203345,0.0486256754152084,0.23540015352219232,0.024031859130430714,-0.06533327646732685,-0.15418202982684925,0.03766502973275825,0.26827043122017163,-0.1872150334306516,-0.06262764458866944,0.331875971779767,0.05521591589550873,0.031513256869512805,0.22429342794940432,0.05497124310330631,0.056148767934886525,0.009576914879025426,-0.05544919278057254,-0.051384930812264806,0.19090056302155653,0.13363698713379632,0.3062760309641012,0.04674603853278226,0.2061771556718117,-0.22726662745486176,-0.1853132193626113,0.09077353558704199,-0.030513506732217595,0.4541081513838898,0.21330079040873032,0.0723981229931861,-0.030515994386065438,-0.012806198265717854,-0.04791403048531723,apul,ACR.173
apul_ACR.186,-0.07764428582559904,0.10480393876880871,-0.031056612535941195,-0.17229185467504973,-0.13601176832310546,0.022507160402891094,0.09536277450007813,-0.265972073816133,0.1671139172571995,-0.19523270698760484,0.22192192366197486,-0.16425454288225913,0.11742570137240915,-0.08027156472859368,0.6890544760906607,-0.11700099165815693,-0.03149111688043291,0.28892256266642474,-0.06660277805232544,0.0007091366664662696,-0.0019879005581005887,-0.005153606616698503,-0.0314313447228711,0.28013177544352813,0.1173790850457432,-0.09064164796973127,-0.10232921207707545,0.039118053898490615,0.46111655845517696,0.06198981877854849,0.08620064089286403,0.25663658475753226,-0.06807920042372193,-0.21355716571973046,-0.31932771179096725,0.1725448261216912,-0.2737410066762773,-0.07291384421205183,0.3837539775578502,-0.11330088464085492,0.10445168756175473,-0.048130199923655394,-0.1012951312719997,-0.06381556686621492,-0.1728823340701201,-0.005089402497440174,-0.3506338299320864,0.3387918582485619,0.07625243395020603,-0.13006547447197123,-0.1384122892680909,-0.09001685870696084,0.21014572331970202,0.30843014078570696,-0.10810115391262413,apul,ACR.186
apul_ACR.225,0.011409547405940784,-0.007377891750988903,-0.15684376871482786,0.1487677464525155,0.04985625791535737,-0.09973038171424539,0.26506024315210713,0.17340171593760179,0.4412999295113536,-0.20883761176301882,-0.02610156888168145,-0.04661734539606305,-0.05947215946089008,-0.37760713316851974,0.31082505971354196,-0.03628289303995345,-0.38212840659159286,0.41784360276403026,0.04228700355308534,-0.15468147669785226,0.02457994082398206,0.06914125146874292,0.03074121490380631,-0.25214214839573257,0.07951041469090574,0.03509856784038736,-0.016524109899210975,-0.055331533854296934,-0.051101162394792524,-0.04853557482441075,-0.11813003081952549,0.42103805879421335,0.04302333670754262,0.6287735715518176,0.06366120488359328,-0.04515056819693738,0.23699269761895747,0.410650208127355,-0.02231111943474965,0.2046045895667466,0.5288770097395668,-0.08743459499804004,-0.555547008794903,0.03609680453242553,0.5783460651881692,-0.17947003071102635,0.041305698304182126,0.21334679301016757,-0.2196351041439346,0.07963251615034278,0.2764982145791848,-0.06727402087340215,0.12392580241341991,0.3632535019146325,0.04777933354960562,apul,ACR.225
apul_ACR.229,-0.3264964909391266,0.03167888436944824,-0.0660964600118281,0.04232708580027758,0.011640945523390747,-0.026263168472547817,0.0937419971411332,0.16380798685189618,0.14800405650079582,-0.19291842239059803,0.07977703880769847,-0.04178784839681984,-0.012547486621802894,0.3268605798680148,0.09396702101591473,-0.027551653047818356,-0.3454353818255895,-0.16652540228044274,0.09639927543075054,-0.1656167552252487,-0.0022370686938754576,-0.12083498505104051,0.02187975596608531,-0.18085900963317408,0.11007808567223462,-0.22453084155349573,0.02675814412016415,-0.10173179020352463,-0.03710819069593357,0.07633995635762938,0.10823541257484587,0.3486253166608151,0.1958439775108489,0.19811145897021448,-0.07273964823645228,-0.01618785276063954,0.6840335253252495,0.08909201024323501,-0.05667721509986905,0.0749240070382306,0.11900759822259963,-0.1075468445940669,-0.18788627651206563,0.20173969408725168,0.23168086328684534,-0.08574136136711046,0.06785957949337862,0.3700658923045186,-0.056263679896521694,-0.03591194325109745,0.1769202977857204,-0.022821417793900015,0.046101662758160356,0.34752289561934485,-0.017499866845422592,apul,ACR.229
apul_ACR.237,-0.004901510277778641,-0.10542287309756218,-0.09218013319478785,0.192832849916727,0.015362692360511772,-0.055523670188516394,0.012798230484103574,0.13650337112165967,0.19553441257724016,-0.12055419420054364,0.0038652341636721205,0.059104308486054156,-0.10953338177534021,-0.05002669544893656,0.16405972695694393,0.050653595555208715,-0.053446946478669016,-0.01833679636227024,0.04294719507066208,-0.12460366320852491,-0.006555576706694486,-0.07828858318194098,-0.15858473230270728,-0.1131203998211035,0.007016444850567249,0.03321817538566262,0.1312445188469196,-0.10211702319891384,-0.16702620530557402,-0.07552887842367147,0.0043887809322117445,0.2600394225635912,0.038921353574956394,0.23706886058576335,0.03936720051545472,0.02711841335707862,0.13932734903935273,-0.03053707655433496,-0.08395462111689983,0.11881165297705565,0.14256146046142218,0.038296540749606374,0.23343577969575488,0.038299093844021116,0.34634485469873594,-0.13939788464208924,0.15590795506939772,-0.08927327355801606,-0.05393813821500541,0.34040589843203617,0.16265637163004798,-0.04089966263615585,0.07948335201444441,0.10973648378476097,0.057252042116557676,apul,ACR.237
apul_ACR.244,-0.16519370919234153,-0.053297384486895354,-0.05419512021257483,0.24905427315857326,0.03672897976913369,-0.049628158713667374,0.15381909029482219,0.1797641909464567,0.13830676023127683,-0.1613679792818929,-0.07409889666058637,0.04183462980515599,-0.08689343758476406,0.2415357584127928,0.24943822686085182,-0.0064142342002553275,0.05310746058529175,-0.285311719384223,-0.21547935431289944,-0.08186015098869005,0.062071501015272985,0.23382445801853743,-0.048743867001399245,-0.14330058960863792,0.049769055655243574,0.010273881189953012,0.18559741750945621,-0.11827880100746288,-0.16174542468221603,-0.02489119269589816,-0.2560694135023348,0.28538475440963373,0.08330665690448875,0.46838683643539747,-0.20659792748398062,-0.05870971274283031,0.29789395315372474,-0.04582275337242108,-0.0651031117883135,0.06947552185723774,0.20933029978339626,-0.06056484965946377,-0.21874354782228367,0.11924015830465298,0.49354921470164437,-0.11708547290612568,0.17011794488594942,0.3227852692661061,-0.044615475131663,0.217883072115126,0.21470920539799598,-0.044739573391673636,0.10068922653774073,0.2273917041141299,0.019266368768200755,apul,ACR.244
apul_ACR.265,-0.10250236725903557,-0.10505691237057808,-0.13995956953628033,0.06732603558029464,0.049642716637061136,-0.04637105860525047,0.07368744986537645,0.2535779120797605,0.2169179946871129,-0.11044117704289566,-0.04729138814820282,-0.016281549229354358,-0.06860739475763596,-0.02161799707538222,0.39000045627766755,0.0381603695103159,-0.058294050594383494,-0.12822058059333338,-0.02162327492051015,-0.021683197315122558,0.016237455002664592,-0.06835923930242789,-0.21168679464792658,-0.019923412493087767,0.02703259566488662,0.036115999407643616,0.12194850543223704,-0.06888169211914619,0.04645399329086226,0.05686108580813734,-0.0005039680317823151,0.20792737689577553,0.03141820120878227,0.14492597541500543,0.16012470498617415,0.05082544759613168,0.16814957392879268,0.05976135343742933,-0.15783981453858292,0.02803054630893759,0.10720251357381504,0.05327059734333821,0.06247700108108673,0.057382682014405,0.17516484217319597,-0.08897466091283283,0.009102822733113716,-0.06615531422590364,-0.0656940256887913,0.2518168371106529,0.12013742682752945,-0.08384531133225431,0.1731551350110842,0.2683788901578502,0.04603767388569557,apul,ACR.265
