,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12
OG_00001,0.8741609876964556,0.7667459258414338,1.0240806072789739,0.5779703417919728,0.35223709197902997,0.6251602365905711,0.4386777590924002,0.604775789727328,0.45045292169136275,0.5406355836123313,0.5895764330310298,0.17052533082439816
OG_00002,1.0952236878552843,0.9145000492919175,0.8857716546778674,0.9787153499145805,0.6213312047114055,0.5370128618980199,0.6129090388380396,1.0064978744359412,0.8877175177373429,0.5319038418041411,0.8752350784614364,0.404380068774725
OG_00003,0.40289063248522883,0.10307152301693703,0.0,0.3210673083071411,0.14494383663592927,0.01844860293143166,0.06273811365706118,0.16876529896458006,0.21446359833194936,0.07346264461593587,0.17545559727795887,0.10510895614874767
OG_00004,0.4170917887738571,0.1302023065338336,0.02682839721576632,0.2196263599419208,0.044953239052971085,0.09223376255325325,0.16504323457353842,0.20784819134612126,0.08429252767031878,0.0,0.22496200592715077,0.07265414721589732
OG_00005,0.7437273812232543,0.4367512611280418,0.41854334334243265,0.5347669080217436,0.26261488000191435,0.2812580709128117,0.30969350954764724,0.4005284170215596,0.37145606624897787,0.33667632433030764,0.4794902989448334,0.19197176401648836
OG_00006,0.8814819855044,0.5201085158479837,0.4954212128908296,0.5553184600755365,0.29117536271637157,0.2952896194427376,0.3690189551821053,0.45026493227416997,0.4577326760478311,0.33640366333250954,0.5331783262071533,0.25973300636767127
OG_00007,1.5820383458378648,1.015255620749595,1.0152074656182197,1.1986263966621484,0.7474742188681021,0.6728805610550657,0.7167343166217301,0.9238425595074197,0.9522431581428482,0.7357210791460281,1.0537510461329391,0.4467109876087101
OG_00008,0.9925100985705175,0.6451465753691009,0.5332550763433054,0.9415970346365883,0.6265756107441826,0.3356146327322837,0.4474586629839339,0.7011082427183574,0.7814126196512424,0.4120401629051144,0.7429746611835126,0.40900074883876275
OG_00009,0.5996589754761591,0.5681314390494681,0.6532775354042987,0.5415657584688426,0.4332511862048289,0.35332218886423206,0.3163014501478494,0.5168379562446327,0.5295338598089903,0.4388251964248028,0.4864347058411817,0.19627631772771492
OG_00010,0.8406999505518955,0.6888570413886799,0.6075382442476528,0.8461798912912196,0.5091124512003166,0.3808217431884254,0.51329186991007,0.8115523717054951,0.6585362062883217,0.38357022581775024,0.6865047023813345,0.31482909671375386
OG_00011,0.24541261969431488,0.24790748454010517,0.4836191713488765,0.0636868524141811,0.01760122690017637,0.2780430352457118,0.08919497111544769,0.14816869053865794,0.0,0.17238939133080022,0.13744258988341534,0.018404667648273008
OG_00012,1.6754606996029906,1.04645203029204,0.821324610671969,1.498137099897106,1.0052475434821855,0.4819752529910082,0.6774496062633203,1.0656412549618954,1.3132915672878744,0.8058627464603239,1.0828437893919873,0.6394261561823108
OG_00013,0.5441605129001806,0.287926544300155,0.21577658431686225,0.41492417620880123,0.28673143044454846,0.10307684133446705,0.17311516941901375,0.26887661710449934,0.3868531343738884,0.1751146867478353,0.30094869454320544,0.3122104089620522
OG_00014,0.32550132359099976,0.24832562680606557,0.18752360617115724,0.16054634695962508,0.0,0.12741452256740066,0.18262988104384814,0.20940540674304217,0.10811716509114579,0.0912000830677347,0.2315874448005816,0.28086053064385247
OG_00015,1.2326035217352913,0.8543720627444443,0.7812425658277807,1.1048111245952394,0.6967585002422367,0.46085872010506784,0.5593562112032683,0.8869645371506775,1.004856945249592,0.6261217931119308,0.8904767479318855,0.4825180182921973
OG_00016,1.4675574342692599,1.097171867956999,1.0715395731753639,1.4333713505948074,1.0820202154795218,0.5371130804141152,0.6645684943162252,1.147648694731609,1.4612921680229332,0.9047855992389411,1.0546899892962938,0.6089917984910288
OG_00017,0.45114094956674977,0.4679720334289184,0.5110733016690342,0.4681207345161469,0.18148531486690386,0.3775369867854382,0.2302257191495272,0.3811687165493646,0.23055822617768354,0.35408319788728937,0.30056966752432535,0.08497912046517973
OG_00018,1.7196892592069402,1.2713827162359617,1.3628023522138062,1.4038516717155793,1.0205419115674907,0.7393806622603817,0.812355441314332,1.2338762874762843,1.1406148235112608,0.7810167149412901,1.1639885198983855,0.5684722079307224
OG_00019,0.877523790524138,0.6763219210295263,0.8248730079107183,0.8103757534638377,0.5534417560325448,0.5570529881015354,0.49288253219587064,0.6489533179040455,0.5720076227375598,0.5355181457940499,0.6972059023200767,0.23277419837937852
OG_00020,2.216818588699107,1.6273813695136332,1.6374061785826532,1.9078442845818908,1.1929876854350596,1.0025873394538143,1.1126605273729955,1.6353244404489256,1.7486648841407826,1.0706397727366324,1.5643448931665724,0.7399161113387684
OG_00021,0.37301167600242796,0.12584601095733608,0.11892698258311536,0.1861359087611024,0.07362204805738505,0.15190361195604404,0.06131363855382758,0.0736312167025721,0.0,0.15566078056424498,0.12671505770022234,0.20145015943139957
OG_00022,1.413222000699733,0.8977251282545884,0.8615106810051684,1.2313543222494776,0.8317103787676045,0.5138579927294293,0.524858411969998,0.883887496870497,0.998070709690241,0.7084449288938336,0.8756800384440285,0.5338416272433136
OG_00023,0.7362831587110696,0.49475200857854346,0.4041323832203846,0.6650647078985513,0.5226717816219852,0.24922134614737845,0.3355812347528761,0.5152005977090974,0.6122262235378244,0.4491912661114851,0.5309336421641722,0.2468697793029763
