Iteration,Loss
1,1454539.592930284
2,1278206.177633841
3,1179506.3235409989
4,1115378.9060890777
5,1076879.531765329
6,1053705.2419780442
7,1037697.0586355668
8,1024988.8104147308
9,1014163.8371509276
10,1005113.0645941262
11,997830.9586270374
12,992143.8390794578
13,987710.1115809223
14,984091.090402147
15,981104.4406806919
16,978591.8101824663
17,976459.0325454595
18,974627.7313957181
19,973038.8418385413
20,971646.5287927184
21,970413.8986806278
22,969312.011117007
23,968318.1818850844
24,967414.6195520478
25,966587.1539845784
26,965824.2674086441
27,965116.7065348853
28,964457.1598618443
29,963839.3199104001
30,963258.1109474098
31,962672.7367447792
32,962105.6681365318
33,961567.6513122214
34,961055.2330927821
35,960565.5084708658
36,960096.1486096971
37,959645.2756375427
38,959211.4048853628
39,958793.2084795235
40,958389.5225958448
41,957999.3740019387
42,957621.8763715611
43,957256.2245223178
44,956901.6739075991
45,956557.5865056879
46,956223.4021630726
47,955898.6113454063
48,955582.6928115077
49,955275.1267731984
50,954975.4180654945
51,954694.4017999396
52,954419.4524953027
53,954150.3302071539
54,953886.7516124733
55,953628.4879994421
56,953375.2850017475
57,953126.9129026744
58,952883.1191211389
59,952643.6527247778
60,952408.2740569379
61,952176.7744082218
62,951948.9261880595
63,951724.316922629
64,951502.9954924637
65,951284.9300222881
66,951069.9050530563
67,950857.7685637063
68,950648.3623316311
69,950441.5537909206
70,950237.2161273136
71,950035.2348004982
72,949848.7101964717
73,949667.9944342482
74,949489.6387930999
75,949313.4585996777
76,949139.3233126025
77,948967.4475902076
78,948797.4938290865
79,948629.3413051832
80,948462.9487542771
81,948298.2718095758
82,948135.2569933898
83,947973.8617684833
84,947814.0478503417
85,947655.7912281089
86,947499.064835951
87,947343.8474842565
88,947190.1313914653
89,947037.8928290746
90,946887.1106124837
91,946743.942886475
92,946606.31692609
93,946470.0597417927
94,946335.0516148042
95,946201.2385346756
96,946068.5912320714
97,945937.0809320427
98,945806.693146063
99,945677.4181954894
100,945549.2582043016
101,945422.2036091452
102,945296.2525425003
103,945171.4028640985
104,945047.6536881696
105,944925.0016291699
106,944803.4472220844
107,944682.9890238902
108,944563.627132736
109,944445.3645445516
110,944328.2057012633
111,944212.1454376288
112,944097.1811557952
113,943983.3182837026
114,943870.559577871
115,943758.901991513
116,943648.3410747341
117,943538.8797986888
118,943430.5089402061
119,943323.2236071957
120,943217.0340494273
121,943111.9414350847
122,943007.9412205477
123,942905.0315442411
124,942803.2022320335
125,942702.4415246531
126,942602.7391425841
127,942504.0853908099
128,942406.4767435706
129,942309.9036892656
130,942214.3548348178
131,942119.8240406384
132,942026.2973804511
133,941933.758535693
134,941842.1949226961
135,941751.5971204343
136,941661.9477976111
137,941573.2323382186
138,941485.4343348381
139,941398.5393872339
140,941312.5360551128
141,941227.4126689681
142,941143.1549415427
143,941059.7495795257
144,940977.1860525514
145,940895.4587295447
146,940814.5555658974
147,940734.4655608097
148,940655.1791670797
149,940576.6871487121
150,940498.9789351793
151,940422.0374034613
152,940345.8487792119
153,940270.4011420774
154,940195.6849344228
155,940121.692170088
156,940048.4105196772
157,939975.8279503806
158,939910.8991962229
159,939847.4761696807
160,939784.6726929377
161,939722.4575487998
162,939660.8064910743
163,939599.6999847566
164,939539.1236930725
165,939478.9956937255
166,939419.3686910351
167,939360.2400238689
168,939301.6940115868
169,939243.6367914118
170,939186.0529301828
171,939128.9353546237
172,939072.2771496241
173,939016.0718452019
174,938960.3139508006
175,938904.997952036
176,938850.1178913054
177,938795.6683475081
178,938741.6438060995
179,938688.0378227754
180,938634.8449935182
181,938582.060798344
182,938529.6805649904
183,938477.6984201015
184,938426.1093351069
185,938374.9090853897
186,938324.0932588571
187,938273.6571943637
188,938223.5967134441
189,938173.9071252225
190,938124.5843130475
191,938075.6244633801
192,938027.0239746256
193,937978.7793092234
194,937930.8868010509
195,937883.3431435465
196,937836.1449787267
197,937789.2883039953
198,937742.7697340127
199,937696.5861808646
200,937650.7345749632
201,937605.2119816232
202,937560.0157377566
203,937515.1423135976
204,937470.5889246366
205,937426.3530866756
206,937382.4323180417
207,937338.8238135951
208,937295.5247635469
209,937252.5322039073
210,937209.8435342271
211,937167.4563257745
212,937125.3676641266
213,937083.5748487643
214,937042.0756365332
215,937000.8681447715
216,936959.9501570718
217,936919.318261604
218,936878.9699804379
219,936838.9066056889
220,936799.1289383267
221,936759.6294413783
222,936720.4052486011
223,936681.4542771749
224,936642.7746881308
225,936604.3648444143
226,936566.2224014536
227,936528.3452827784
228,936490.7315628567
229,936453.3792552032
230,936416.2863136126
231,936379.4508871525
232,936342.8709907332
233,936306.5442538094
234,936270.4690284093
235,936234.6315477386
236,936199.0519481483
237,936163.7206619947
238,936128.6368764283
239,936093.8045656123
240,936059.2158513296
241,936024.8677796733
242,935990.7585602026
243,935956.8864145386
244,935923.249589301
245,935889.8461919207
246,935856.6744834216
247,935823.7328282868
248,935791.0195126985
249,935758.5328712423
250,935726.2713175451
251,935694.23327829
252,935662.417273824
253,935630.8219279897
254,935599.4456589327
255,935568.286672808
256,935537.343300893
257,935506.6141570143
258,935476.0975304671
259,935445.7916334139
260,935415.6949633464
261,935385.805964225
262,935356.1230202173
263,935326.6445585224
264,935297.3691461886
265,935268.2953185677
266,935239.4215558631
267,935210.7464225707
268,935182.2683832974
