gene_id,total_importance
OG_08842,39.452068888778946
OG_07351,36.388952382373304
OG_06522,35.59728212580504
OG_09806,33.12844148065902
OG_01740,32.08410423904661
OG_01210,31.719605733029873
OG_07441,30.849431015545687
OG_04041,30.768851615229455
OG_01630,30.530727150168318
OG_04737,29.125934753165954
OG_07052,28.50502318458397
OG_03906,28.07065419061692
OG_01656,27.73792359210384
OG_01728,27.64152500821193
OG_07865,27.59484205611686
OG_06152,27.50335407762669
OG_01608,27.479971216114507
OG_03911,27.271826121132932
OG_09609,27.256781488028512
OG_02090,26.941466625031982
OG_01437,26.75016128566409
OG_07861,26.593539848081196
OG_00679,26.546939680775143
OG_01489,26.33054536402948
OG_00308,26.297563648090446
OG_01002,26.282927994607782
OG_00386,26.237436662113527
OG_07716,25.960383497080056
OG_05256,25.940623127609364
OG_08928,25.85762571388339
OG_04615,25.807851677089147
OG_01475,25.597308278535717
OG_08396,25.581155193626717
OG_04195,25.51192102193199
OG_07066,25.322436360229137
OG_07349,25.291571926349537
OG_08856,25.226520094735598
OG_05437,25.111482405060155
OG_10121,25.005987690921412
OG_07103,24.94112330668144
OG_01407,24.916918686158738
OG_02949,24.788964113186474
OG_10139,24.695474101038165
OG_08594,24.472115838711648
OG_07956,24.340987005682514
OG_04006,24.315063293960275
OG_01261,24.215100585328734
OG_05841,24.173310918478023
OG_06118,23.93634992284332
OG_03779,23.877552690620142
OG_00588,23.844383122169255
OG_09591,23.82132654214289
OG_02475,23.811987545907737
OG_06556,23.801269187911423
OG_01287,23.794517625065435
OG_05551,23.793300546918495
OG_00252,23.790274537201952
OG_09336,23.749460057501054
OG_06124,23.725586431470166
OG_00843,23.69001948247327
OG_06197,23.679868266018367
OG_08704,23.595048423396506
OG_05881,23.570184965915885
OG_06110,23.449950049409754
OG_08639,23.428370764928225
OG_05274,23.36768976837944
OG_06310,23.320470063543503
OG_00081,23.30267492821261
OG_07762,23.212333439294994
OG_05951,23.172730983237315
OG_08903,23.143965472892035
OG_02741,23.094298507784423
OG_08520,23.085197335094545
OG_08930,23.077725622869348
OG_08299,22.97575081835668
OG_02537,22.95805078643435
OG_03209,22.81796331953469
OG_01942,22.802204618149013
OG_01177,22.778958629087036
OG_06188,22.706428902236024
OG_07404,22.65899627975387
OG_03764,22.49381463344883
OG_01366,22.3791184491932
OG_01121,22.373033661766954
OG_00729,22.279397949119872
OG_08482,22.262056898571956
OG_01709,22.239377596557034
OG_06717,22.235454181548256
OG_05011,22.212083445852958
OG_05649,22.14079399861604
OG_01156,22.119588326264747
OG_00986,22.06132597489885
OG_05147,22.02144884008193
OG_02372,22.005365616827497
OG_05572,21.998252956950594
OG_06702,21.96442823801415
OG_03546,21.93896060842308
OG_04170,21.93092396822051
OG_02516,21.89769372867672
OG_07628,21.882837619070113
