,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FUN_002326,9.08261551381932,-0.425695872900843,0.424710790805335,0,1,1
FUN_002315,0.139727592141055,0.0595505647534605,4.17894957224391,0,1,1
FUN_002316,0.241501549862621,0.200457406136449,4.18055448745544,0,1,1
FUN_002303,21.6584086410768,-0.137174513463005,0.325648717650534,0,1,1
FUN_002304,3.27189362896984,0.478855085170244,0.692130345388905,0,1,1
FUN_002305,25.0672098911269,0.121808867975785,0.319383011481248,0,1,1
FUN_002306,3.5290860799143,0.545721440966682,0.650689348480864,0,1,1
FUN_002307,2.90628607192311,0.791692338189603,0.750876800693144,0,1,1
FUN_002308,3.2668897092839,0.602105330747359,0.7107551522902,0,1,1
FUN_002309,21.0740871240612,0.0976357563063376,0.323984667770721,0,1,1
FUN_002310,3.5197917105214,0.476036040832572,0.692595000088208,0,1,1
FUN_002311,20.2895280921197,0.159239284812418,0.31564115262461,0,1,1
FUN_002312,3.90064497087117,0.616314037454564,0.682838905598534,0,1,1
FUN_002313,2.94299254289961,1.07191537394346,0.680355655567952,0.105702617968871,0.915818303151776,1
FUN_002314,17.9163655344019,-0.20186427493887,0.353975899307065,0,1,1
FUN_002317,2.70239391426298,0.696598014978105,0.724449911539358,0,1,1
FUN_002318,7.61677536576945,-0.0419873369053872,0.401118306299235,0,1,1
FUN_002319,1.05655488669346,1.1249074178492,1.12276809294242,0.111249525734083,0.911418479484872,1
FUN_002320,17.9745560513037,-0.016803439787495,0.351620441221506,0,1,1
FUN_002321,3.90262274204952,0.796415491105745,0.696715554565623,0,1,1
FUN_002322,19.575113240069,0.175852874758897,0.334975518383028,0,1,1
FUN_002323,0.802743123684227,1.41824367176081,1.74716394228469,0.239384331165791,0.810807578777181,1
FUN_002324,1.24249303239306,0.799131485046379,0.95409036028705,0,1,1
FUN_002325,7.38839862163043,1.20584227096056,0.52285338929582,0.393690229755976,0.693809755571592,1
FUN_002351,12.1778137171971,2.61190912234662,1.15847939730353,1.39140076733216,0.164103932076479,1
FUN_002352,127.354172961003,-0.0976521404914046,0.270415192656599,0,1,1
