,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FUN_002326,9.08261551381932,0.237187723679849,0.415737951221659,0,1,1
FUN_002315,0.139727592141055,-0.116789970931707,4.18056028601083,0,1,1
FUN_002316,0.241501549862621,0.175029934551981,4.18119954706998,0,1,1
FUN_002303,21.6584086410768,0.219951494294387,0.324462852399176,0,1,1
FUN_002304,3.27189362896984,1.05351894736669,0.679162190726939,0.0788014234264191,0.937190571839721,1
FUN_002305,25.0672098911269,0.109484652242479,0.322370206998729,0,1,1
FUN_002306,3.5290860799143,0.946575464984919,0.644441765769219,0,1,1
FUN_002307,2.90628607192311,-0.293780261690826,0.790341905846623,0,1,1
FUN_002308,3.2668897092839,1.20884616220956,0.697233963704779,0.29953526804668,0.764531666530545,1
FUN_002309,21.0740871240612,0.112855356727619,0.326997643231389,0,1,1
FUN_002310,3.5197917105214,1.12008074768012,0.679854574752473,0.176627108413349,0.859801299418748,1
FUN_002311,20.2895280921197,0.127482958513426,0.319448697932821,0,1,1
FUN_002312,3.90064497087117,1.19256891829179,0.672888125852314,0.286182666766289,0.774738218730677,1
FUN_002313,2.94299254289961,-0.29242862927519,0.738531266368356,0,1,1
FUN_002314,17.9163655344019,0.121161101689629,0.352912293728877,0,1,1
FUN_002317,2.70239391426298,-0.798340290333311,0.78667193274905,0,1,1
FUN_002318,7.61677536576945,0.18996893645248,0.401387944556226,0,1,1
FUN_002319,1.05655488669346,0.510951278732745,1.15888953856366,0,1,1
FUN_002320,17.9745560513037,0.274780917633895,0.350901063647384,0,1,1
FUN_002321,3.90262274204952,1.21940822791027,0.690586386795998,0.317712935130714,0.750702698423634,1
FUN_002322,19.575113240069,0.0857509289286015,0.33960077373492,0,1,1
FUN_002323,0.802743123684227,0.778236467126136,1.76881890379033,0,1,1
FUN_002324,1.24249303239306,0.420200381902272,0.982976371321053,0,1,1
FUN_002325,7.38839862163043,0.0129169665249747,0.555671813769718,0,1,1
FUN_002351,12.1778137171971,1.69579782165369,1.16844297485039,0.595491467388706,0.551515000992397,1
FUN_002352,127.354172961003,0.209713287063976,0.270088982876438,0,1,1
FUN_002347,0,NA,NA,NA,NA,NA
FUN_002348,0,NA,NA,NA,NA,NA
FUN_002349,33.3785320356027,1.31784292390741,0.751208704332902,0.423108680815493,0.672215969121109,1
FUN_002350,262.771446554803,0.163846345544329,0.161990530869492,0,1,1
FUN_002353,133.66500840699,0.394676059235795,0.349626501057224,0,1,1
FUN_002354,270.501084661239,0.292210701132928,0.459431573739145,0,1,1
FUN_002355,76.5555530591599,-0.0541841594770074,0.312192664237406,0,1,1
FUN_002356,648.419909113284,0.0237874693179161,0.195155550485739,0,1,1
FUN_002357,459.232272097419,0.109596470447561,0.432953229806021,0,1,1
FUN_002330,74.2322675136796,-1.17566727620076,1.52908060348412,-0.11488424861351,0.908536870208032,1
FUN_002344,22.5215967985889,-0.130672556274042,3.54361591012702,0,1,1
FUN_002327,30.3343465345776,-0.0741673374313498,0.68443080583978,0,1,1
FUN_002328,92.1785030242101,-0.696933878873038,0.632823701223046,0,1,1
FUN_002329,117.428613377977,0.0034530666489144,0.552131475420527,0,1,1
FUN_002331,77.1473060434649,-0.314776234762092,0.738416353167542,0,1,1
FUN_002332,60.922546223909,-0.356960252403068,1.01792537640793,0,1,1
FUN_002333,62.8350209522621,-0.157776228216587,0.637573090655277,0,1,1
FUN_002334,87.2941552334023,-0.270040146853701,0.867240383389772,0,1,1
FUN_002335,50.1208804568617,-0.0745409766586981,0.648657863861705,0,1,1
FUN_002336,290.321486060385,-1.08487060359886,0.867496334046529,-0.0978339622520094,0.922064138757497,1
FUN_002337,41.927325238292,0.0638294637423229,0.607299052734691,0,1,1
FUN_002338,247.007421957933,-0.861563464939123,0.812735947939907,0,1,1
FUN_002339,81.7578833175318,-0.70265698018484,0.693013120407801,0,1,1
FUN_002340,194.31387242966,-0.897131098406869,0.749365079767525,0,1,1
FUN_002341,65.2949037174461,-0.607734057315302,0.618261001182042,0,1,1
FUN_002342,18.9857133070545,-0.834460768402971,0.852360674179918,0,1,1
FUN_002343,2.98504296992865,-1.28178188977145,1.05624888520894,-0.266776035191471,0.789641606888445,1
FUN_002345,37.0353688633871,-0.116477181005795,0.587658152416189,0,1,1
FUN_002346,219.842564308584,0.509686977494017,0.983196939991262,0,1,1
