gene_id,total_importance
OG_02532,51.45816190372234
OG_09826,49.267020956698964
OG_00531,49.112256296374916
OG_06154,47.75723448686503
OG_07455,47.48393922934054
OG_07144,42.28844150357447
OG_06174,36.87873154510246
OG_01955,35.4281432424056
OG_01995,35.3682685997926
OG_09075,34.65148800548293
OG_06757,34.02219441209034
OG_09120,32.9543240318122
OG_00453,32.73503605108906
OG_07836,31.954514311194224
OG_09894,31.08657701773207
OG_00082,30.62774508029498
OG_06218,30.376228678493703
OG_00511,30.364069372343238
OG_04999,30.217570274605233
OG_07400,30.193645712464523
OG_09295,30.097324675099546
OG_00195,29.864788003890894
OG_04538,29.80889274978456
OG_00643,29.526605149581677
OG_01759,29.009632874448673
OG_00304,28.98459319505691
OG_09178,28.958037328132235
OG_06132,28.650285535249054
OG_01486,28.22689370276538
OG_02502,27.88749394855314
OG_09247,27.868178346219977
OG_09627,27.760329438138747
OG_03422,27.648740447930972
OG_05192,27.61831686865735
OG_02226,27.519149866907288
OG_04609,27.483960506456807
OG_08098,27.416374414594834
OG_09146,27.343099252455872
OG_02728,27.318488608829227
OG_05826,27.280457581311094
OG_06842,27.278374027843828
OG_09443,27.197048981067507
OG_04651,27.159558701843373
OG_06046,26.997667665981574
OG_07229,26.31921379107398
OG_04618,26.258275081972688
OG_08217,26.09878876199094
OG_00948,25.98267518683283
OG_05305,25.88111890415002
OG_08097,25.6455468935437
OG_08228,25.508007698306653
OG_07103,25.47813266616475
OG_03171,25.376430911049187
OG_08229,24.88663668166277
OG_02486,24.843455478793935
OG_03869,24.83810729810639
OG_07118,24.83272314576838
OG_05813,24.75657292351855
OG_00314,24.655882427259225
OG_02942,24.642045045559957
OG_03108,24.617782461550405
OG_08967,24.50957941462878
OG_00258,24.28933519112991
OG_00246,24.165236640351235
OG_06360,24.13392129231028
OG_07251,24.104032837004727
OG_05654,24.0508692531605
OG_04693,24.024758428714993
OG_06663,24.01785264091831
OG_08341,24.00407747634809
OG_04737,23.936335306747196
OG_04266,23.928794263813856
OG_03327,23.85571147753057
OG_00144,23.822541693025755
OG_09472,23.804317396549482
OG_01297,23.74806887874042
OG_03269,23.67097476002774
OG_00843,23.581324548743957
OG_02949,23.433257639620546
OG_01396,23.4251862879899
OG_05304,23.422235494889076
OG_05674,23.3003072954222
OG_07872,23.282235814385277
OG_05506,23.03477939058353
OG_09963,22.99337756907808
OG_10176,22.974451758521383
OG_05809,22.899580333291826
OG_05764,22.883911812280775
OG_02791,22.770604371382948
OG_09204,22.639847904867764
OG_05573,22.62906418057013
OG_02408,22.589755938058723
OG_06222,22.42866373711339
OG_02325,22.35926388886426
OG_07414,22.206331465338675
OG_04096,22.202497412050214
OG_09807,22.16844831814432
OG_10021,22.15290774759349
OG_05226,22.063137018253748
OG_01062,22.055396052755935
