,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54,Component_55,Component_56,Component_57,Component_58,Component_59,Component_60,Component_61,Component_62,Component_63,Component_64,Component_65,Component_66,Component_67,Component_68,Component_69,Component_70,Component_71,Component_72,Component_73,Component_74,Component_75
TP1,28.944773152465462,-42.8173988986358,46.18486267648036,64.65419040782453,21.49554907720781,21.049819010220453,26.61382502664208,10.574126972779005,11.217362288286493,0.8539413737887201,0.33084412907541416,40.2913251674153,-18.89775012622445,33.82423863131782,44.33749683588415,47.79119334142954,21.39073018682793,80.76178024458034,29.526249182813796,-2.6463888393970123,57.866557722483556,51.487851414799316,42.29013182656389,28.62937883115424,22.082027493307315,-37.995203164721474,22.95385652888208,39.57799920771512,28.722786592627614,3.506050741251442,10.987907805988952,55.09177770916194,-9.331552729653653,-23.702790257192824,-16.426973733393456,30.822735299808958,12.063952116458758,37.197980134748185,-21.22444318796672,-17.483093228496674,55.94821716944808,13.09800833762768,-25.412425799144483,-43.34776477880459,-13.984645034998794,64.95469971745862,29.271834895873997,-12.101320126043632,42.639571925130824,48.550713479105475,-20.86497512667581,45.35757768565356,-45.28345123584857,47.504577297228415,-5.145736908117293,-24.595492956843266,42.48754058477503,-19.476798599106424,51.13190911728839,39.861762507809274,-17.5412786778169,67.92847756789644,-35.57000262697118,3.0918837952084948,20.5057339422914,-19.611891714882983,52.44920156852431,34.24492836016354,11.468863044086197,52.68391276226006,57.00940594896685,27.61541728818028,33.190582329002225,27.078699826125277,16.419624228287475
TP2,47.1708839370899,36.664046657139906,37.949899436132306,20.73375949389429,27.000557288784897,-11.313956913502848,52.48539892192684,65.20596356986556,59.82110493185718,-11.133339666726098,-22.8528789915642,28.128267337384983,54.91281526059352,39.461848631693165,27.419558222745152,2.642741489577045,4.232976580137662,28.565447211817638,43.9830307002286,-0.20952523731145,-3.2989677547242944,24.145685472930676,35.98052587954202,-7.480903320178077,59.78424339928427,-1.8745540336719964,39.162078322530604,34.97004033631483,43.244531085678155,23.562627925264206,-41.15564406435014,0.1127730812839194,-12.367674807831827,21.17121659330433,-17.728830383157568,46.48525715585785,-32.628892189581244,37.902496928753926,6.160428196504261,-1.408728228239318,-12.596169485177262,15.68224352767798,72.12485674422925,14.519388124396395,63.766351803134675,-34.81870639161942,58.50176977586464,-11.430724518381943,0.11103231687130746,31.988280084566235,9.542217164529076,-4.03819433585642,-5.4783351556066675,8.467766357314058,-2.8570955245730825,28.692141917489074,31.239807898394023,16.1140979968338,33.25931685405344,32.43138396003896,65.73751227543892,5.392694563002997,2.1870658470121205,66.16087859860427,37.30376192844718,34.30317887714045,24.492844353769847,36.13573336953565,-17.919430781779322,-19.005097174323694,-24.241612761128607,41.715091666724845,62.12203818870191,32.35809497568635,3.750955829142744
TP3,44.22165773365872,-10.254657215067606,36.02228404429786,-17.52051958874108,28.30405283998776,65.15921484575016,41.472858323675176,-0.6270364310723465,-12.205391816817807,9.442092434026465,-1.6808096776487007,34.08186068749651,44.89508594994203,21.777421178590437,34.9158829795689,8.435982436489954,49.116977352576434,-10.370927966509946,-30.6314506401847,-8.087666383822876,1.6134249391342372,29.6622757718034,-32.608151856219266,59.17016646009279,15.148679201134168,47.746602278325284,33.52279858156204,32.360079543065275,37.26396834945802,55.04739931450056,-9.197691013843576,-0.8739508085647252,68.7529155637439,58.86099354762653,65.24290145126612,28.660053315807794,69.4397508108758,35.94858335411555,12.71716327908464,-37.990107240420535,-14.615990837159183,39.4724545075089,12.05985526901888,40.81837158066163,-0.31400453413367885,-2.1617079245120716,18.549351615456796,33.730670280003785,18.970390624513264,27.208013241797907,-19.955390410770907,24.939411195089136,14.686507530818261,-33.428930348322005,-2.8040294974422286,-14.313441208659409,32.16538284157729,-42.751669242362595,37.37728306024266,46.6819466794543,8.422635761787529,-1.9127021357631793,70.11121661689751,11.020360976682266,21.548896086656157,-9.695587714899661,21.424984546665083,23.7770647104048,-23.324890762179233,25.73051529292473,-14.332829450417956,50.090307952253475,-13.347653238037427,13.562338020812948,5.828049223360102
TP4,25.701076422143547,31.522654640114038,31.884075051785512,2.075664160364999,38.50565417153171,-2.1919515025153804,37.092889438220574,-7.478026178697512,11.66129928602712,80.70293293690389,66.66049009861733,46.54851094026486,15.561968954932452,38.70190200629556,32.93786950182278,-59.1665551176824,-41.16039292432701,-12.675978820391464,-30.871595092247507,58.3576778765051,-7.789248602754296,14.950966399530296,-15.244822950567942,6.239051763343938,-2.0039427032689487,-23.026722654304052,35.12754788689984,29.342089025199503,36.92435289192091,21.155118845039947,52.49811679528345,1.7129701749487516,-17.178583741971728,-20.68539141999518,-1.575640713540038,34.01781145257321,-12.737023433734958,28.89497058368644,58.67018728567914,-32.323110209592805,2.178149642802329,19.998612870848337,-6.536262002403632,-35.31737517505886,17.082810682015236,-9.425931343365605,33.44940755290021,35.193161682890235,61.229683500737444,30.430478880397903,-35.87403613292214,40.41632688148981,-0.7157917763179871,16.21565394435068,61.79314381661755,32.16676403584528,-5.810378487045473,41.15975528917424,31.127589796480674,45.09235499790504,-14.074438337097439,-12.396800925534835,21.137276371528262,5.4205456693810765,40.55854614487988,55.1920841137839,-10.29146440691232,31.412101985309146,-1.588584893847551,37.65535784328526,2.5232220582614007,6.913924733397765,-15.024258497279627,31.374058855302405,62.25363569982797
