,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54,Component_55,Component_56,Component_57,Component_58,Component_59,Component_60,Component_61,Component_62,Component_63,Component_64,Component_65,Component_66,Component_67,Component_68,Component_69,Component_70,Component_71,Component_72,Component_73,Component_74,Component_75,Species,Sample_ID
apul_ACR.139,0.10409911998935717,-0.047124999040244454,0.1020192368240252,-0.08123135947347353,-0.0194756563221976,-0.19583021240513443,0.0837323368143219,0.04449394654625738,0.25054716025202417,0.34256678704707155,-0.051341831624699276,-0.05984178239605438,-0.021621149508302788,-0.1935133635873513,-0.42140935642685123,0.09990396710131401,-0.25551587289350336,-0.031654545605897484,0.16302711697098646,-0.2669711457694027,-0.12651990278633485,0.03988945796250458,0.09609378628252777,0.16810821587236474,-0.006279999405804801,0.31710035278237947,-0.0033666784213511017,0.18711090110959952,0.013717693506920873,-0.40112820990451575,0.07998805894815546,0.0046933936109939,0.07533783020947554,0.12245068153505204,0.22344445882405128,0.04835962183268047,0.05101591070371767,0.4310663753021946,-0.10912415752278445,0.03371752360021259,0.16297475888573978,0.1312213076638018,0.18697029371374627,0.1800349603056738,-0.12215783036208124,-0.1412826987065002,-0.0569424058326184,-0.060256288136762266,-0.13594763382929967,-0.23543966044985018,0.030192837944789403,0.022004721290661805,0.0364719858469215,0.15636567547205588,0.07849974165367919,0.003990725948479103,0.02742876375805145,0.06762025678959552,0.5352706407922074,0.20954513027288868,-0.10046788061693963,0.10974146939149886,0.15607290755638709,0.20982613696498698,-0.1899258097686936,0.05114113257171794,-0.27068021065178244,0.24503520200178888,0.1549957894932107,0.12127518200229112,0.15011579612787362,-0.1881729065697063,0.0544793537878442,-0.21895272705818322,0.12014047561052235,apul,ACR.139
apul_ACR.145,-0.031128644938398897,0.02289951457838531,-0.005721015880921526,-0.07138538353729067,-0.031657002138012036,-0.27607251316634623,0.029681750809483837,-0.09181498759969782,0.2982711803765278,0.18033773225524677,-0.029670406841974334,0.08243564723976585,0.06211505035216843,0.035767228315228446,0.024059220019177915,0.31977905279459484,-0.24071095071320606,-0.053527270073361964,0.027519174970689925,-0.43958172754304725,0.08069975432735498,0.00523056918017344,-0.03280944505333684,0.16747607385203891,-0.020710391989807907,0.12238755812159705,0.05428627959884541,-0.004452370244596654,0.09921566892332323,0.15091454948567276,0.06437590691966762,-0.10771496843911041,0.04757209103434479,0.08564215291995242,0.12063332635686534,-0.060988295656785256,0.15486920125873102,-0.1505986255195071,-0.09894397873551106,0.09626410871743293,0.09689252345054095,0.0527872631869525,-0.09182053294554358,0.16430290871672235,-0.008910680771422276,0.1562013983756087,0.10056842278533568,-0.04367305302987822,0.4530106042741455,0.052099208779371284,0.11027420498754494,-0.04991192601816381,0.012284068239337021,0.08358693688891669,0.2831294150276612,0.07384682654959791,-0.008130059214706015,0.22093695891973847,0.22630271672663496,0.029016410575780912,0.2799241718282136,0.1850308124317349,-0.032753640786062806,-0.22162144375654033,0.10767328255105592,0.11537234139482754,-0.08997855396620098,-0.026669111661987162,0.17094939973482853,0.019123930984444034,-0.24719452625159238,-0.0690421115673889,-0.12602134545657917,-0.08055102055889275,-0.25474473130344855,apul,ACR.145
apul_ACR.150,-0.04322557700234888,-0.16047304043231383,-0.007231086130982712,0.02360906800396,-0.03278624706646786,0.26444074927493616,-0.035559957531811,-0.023398394969325546,0.5759137371193399,0.15309620742208863,-0.042821032478180476,0.12381768938313975,0.002160481458128384,-0.008204120919976864,0.05868702499392539,-0.16714743512415903,-0.038272191900702905,0.09187949359719969,-0.010809008515787125,-0.03602310256219989,0.486941946865453,-0.06260923924745367,-0.07673933195899044,-0.12026481322845409,-0.04605812531859989,0.36472928110215086,0.11860979053148138,-0.03330591277157955,0.07872899623134116,0.19642515662951576,0.18038613043334042,-0.01318683705627694,0.0014214737054913161,-0.06134459325528635,0.04708811623074344,-0.0621649445654178,-0.10277496112868711,-0.16412168460244275,0.2441040842595496,-0.09488731825231565,0.10533164003789637,0.1146147293599545,0.05234433678268077,-0.15514828749632706,-0.13619150848941397,-0.03442394253279882,0.06345300310615697,0.009757782364334054,-0.030931390032635266,0.06985687031280739,0.0751674633509821,-0.16854042665595093,-0.04139429938624894,0.18629236240336414,-0.04850817875054798,-0.05061364991011379,-0.07455692013237121,-0.07095250688477144,0.21415539466880276,-0.002038554426907618,0.04127750324358279,-0.29959090796988824,-0.07312474910989805,-0.039368271832730006,-0.04781743124383147,0.027662186854830878,0.1631896391357495,0.026753095064604968,0.14123966886908823,-0.3265629449366012,-0.13732859296992558,0.09889710736197858,-0.22225285780629012,-0.1392087643013094,-0.11320194816047552,apul,ACR.150
apul_ACR.173,-0.0076587905979826855,0.16587248500176333,-0.3819473841303953,-0.005723778038541464,-0.07919169061350391,-0.17774817357723594,0.18542901412044976,-0.07254487469679344,0.24356374845464634,0.04323526513059226,-0.01959273809969459,0.06322648096573075,0.544761252513107,-0.1492705802018444,0.4347773562401599,-0.19557108672310483,-0.09239552766392596,0.03675811097019061,0.10740604283254637,-0.06610001715064923,-0.25664669708627363,-0.02721100360104711,0.04107766132103055,0.10849156937751545,-0.0535786233173004,0.2675028180604207,0.06039842312688642,-0.1171818406270765,-0.2114743607070029,-0.09494373427928665,-0.025497637209614142,-0.060789031020268953,0.05069752512378386,0.08178718221570705,0.1750621706396171,0.08810104931066384,0.11814567031531173,0.28657958226114344,-0.3278473760581078,0.07034641119603184,0.5841872702631117,0.07362059358237437,-0.10367360613007898,0.2088292201586146,0.0982044958151146,0.4217197021812641,-0.05214361759713623,0.10123044923472518,0.28363532196105645,0.3084672720708816,0.033554856403302157,-0.29043065794008344,0.0022622005679013538,0.13091716775342227,0.04739512577260177,-0.006619944952469132,0.022788922273137224,0.08776236108657494,-0.04903828971403731,0.10294546131573733,0.058862305375638586,0.0729085709538548,-0.0348554072223104,-0.138943095921366,-0.1546803086572836,-0.02592261993363436,0.12922783237753424,-0.022875309295318943,0.33220633901745555,-0.26195825689035385,-0.4323789396036784,0.04663473402942058,-0.09631460984910295,-0.1238448003846022,0.27894178605398656,apul,ACR.173
apul_ACR.186,0.444030676319336,-0.0002749391386515806,0.13513061398787293,-0.0461634651321969,-0.143610662091289,-0.284945542886843,0.14670140155793474,0.04602088690783556,0.4921983134892514,0.34417073454239133,-0.05655594455677332,-0.05922442817522884,-0.25871505196944905,-0.11981296144546572,-0.21599944573177218,-0.021398076884548554,-0.27516376213859417,-0.19249774119968444,0.04037391661514954,-0.29698418422309797,0.4576524808817915,0.02101567429189708,0.008264259883959778,0.17298841364639364,-0.03659071182162285,0.13455188338013563,-0.07369195055613083,-0.10000463908833444,0.07137225581604596,0.5224692022091547,0.1562966914264272,-0.012921096941322848,0.01576478918706339,0.09596150244770461,0.11034788653783445,0.1819602460262006,0.13733172436674929,0.40629979404147293,-0.2173696904505938,0.1218884429642319,0.15476347189828443,0.018481027937069842,0.3014020640063511,0.32304712947990155,-0.25813152679952606,-0.025020519657990348,-0.038875782302751884,-0.008535150379590739,-0.008061792814413308,0.38245671490225874,0.08717268554891824,-0.005148903039115331,-0.030362042244071,-0.032919415559584525,0.11299133884913329,0.02546960645264174,-0.02785866877067824,0.24474460916497318,-0.4767557292063665,0.11586155745945066,-0.03942983905978975,-0.2085832733587168,-0.09693491420114093,0.27117984250665716,-0.28397495469510514,-0.004462796535924569,-0.05310400991371904,0.10409371578919607,-0.017015899764633666,0.09920029742591867,0.4294056909195127,-0.33928972967472143,0.0005575306452915454,-0.2767081066553409,0.11019330450950034,apul,ACR.186
apul_ACR.225,-0.03992630419087313,0.21253678345422466,-0.04679282225613563,-0.0300265681361501,-0.17646141184672015,0.09940128066447654,0.007493919657271527,0.012691043072416015,-0.007576278268324361,-0.0564779826117896,-0.07862918598843201,0.02373537346347779,0.019906639347505375,-0.1603932215097131,-0.18743412053718905,-0.08980357834521333,-0.09122599954232956,-0.048081636657569184,-0.03994639274243697,0.04548002323769082,0.032821377549101104,-0.27339087050238275,0.09370763623775283,0.06447198554995445,-0.018941203849202688,0.3893855374651832,-0.21494748537454222,-0.32085970951134857,0.6027229808781844,-0.09260730308769644,0.07063497903432685,-0.10800632955082333,0.05005737112173191,-0.005023955496685751,0.14693280549914428,0.25062041188619366,0.09979621359736983,-0.10920704245430214,-0.18801890791690737,-0.03171873769481015,-0.14815244911527212,-0.10374607613960837,-0.10291597958597672,0.04842442082567634,0.0009854477399107815,0.4643401662397523,-0.2984753400224055,0.02946283249477405,0.1601175885292869,0.07945242308751709,-0.03985861617147729,0.15215206401458026,0.1627587102076788,0.012893843078478427,0.04972428283835219,-0.04938029581526896,0.11556406541106001,0.12792244912913514,-0.10403758331212629,-0.06596684251983419,0.6069409808203053,0.2666133981819058,-0.03707367554985744,0.17990743709803586,0.20742607735000856,-0.19750962144875864,0.00740104574159137,0.2558423347114381,0.3755813352683084,0.09056673111075164,-0.1608381695184165,0.20258227130629441,0.24321847726499338,0.07839154483332982,0.3294182690862194,apul,ACR.225
apul_ACR.229,0.6496661116851205,0.0006981309087418561,-0.007137863715806293,0.010660911788757185,-0.06367176193450323,0.17056120057485302,-0.06566400974455294,0.020343221287552903,0.12835190934651328,-0.06424371909553851,0.049116509841666774,0.1498936617614366,-0.01586771837184065,0.059983349024800285,-0.22239177389641668,0.44089423857905186,-0.12131842605262452,0.004557172283861575,0.029519692090193,0.09508446039371962,-0.12275045443930288,-0.11504322647866755,0.025074611848835342,-0.08255230254873157,-0.04798658678933834,0.31835788965159223,-0.17327479798759166,-0.11653347480198559,-0.14979875611520221,-0.01606681487881514,0.2558049832990866,-0.006739135540245081,0.01190819264130319,0.0036570353618763,0.08542847673112579,-0.1080052941552571,-0.025580274074993567,-0.16239572645439276,0.299405312943875,-0.18682272780475784,-0.017596789310703978,-0.02662726662273837,0.10105346012531767,0.08329190266388287,-0.20976483531051096,0.08956473515715566,-0.02258519741769236,-0.10885973983359176,0.2458725675902954,0.10578495919170153,0.20416652712499012,0.004287465577006887,0.005527344053889256,0.06689246329111212,0.05974493952447999,-0.08096650928861318,0.20690750050322124,3.008317731189784e-05,-0.048243338431313884,0.01810537811085998,0.21816378021674188,0.17257918946428474,-0.007017837830998228,0.09892433889335364,0.012221010868682424,-0.02658947354387883,-0.4221937951344635,-0.1363286606802557,0.18527676045887773,0.06261142809376326,0.023277087655366832,0.5657077586660535,0.07388143403109051,-0.11479115107790894,0.4080657153050007,apul,ACR.229
apul_ACR.237,-0.028536713459017586,-0.08232194227803079,-0.02781483374869455,-0.033532257018983734,-0.02471672208107974,0.1552645755503502,0.04431290390534333,-0.020261965529984625,-0.22925526361092283,-0.04562815455134759,0.0450545641172002,0.14334219859773886,-0.029829433726588857,-0.07592982733211377,0.044284345520203855,0.012713665467125646,0.023034107835581196,-0.10646029309005103,-0.03133187432812296,0.031011132618271063,0.12543396507803503,-0.03787863138459914,0.04175540819404363,-0.11981632837842443,-0.06904720136246428,0.3298838589367214,0.0744048403566276,-0.010096839518906229,0.13121364963403173,0.14165964651594587,0.03529725198635136,-0.01772712662222892,-0.01654914211999637,-0.11859132750136837,0.034921498007991394,-0.04994447628204063,-0.019998256630512544,-0.061609420625207564,-0.2258678489683467,-0.11496382700444215,-0.06819165183191735,0.12728868230201923,0.052686131620938007,-0.119452444454106,-0.09902428091010837,-0.07951189379509767,0.08768967777805264,0.06505948421360058,0.1657975566654231,0.06731061110381151,0.1255919535212138,-0.20624282422253787,8.724436789779965e-05,0.12504335367537775,-0.023655517247402547,0.05978710028823251,-0.07571676108638753,-0.009543827149810955,0.17718731826002157,0.026146849157435346,0.33622816271636186,0.027220887101400096,-0.10301021176539374,-0.17252555838340944,0.12089315784502444,-0.05451521574585606,0.06099633339873835,0.06872959061219507,0.20431477658933445,-0.21130318786287483,-0.040149258892493475,-0.011910025048569627,0.08724694893587738,-0.11973518034014512,0.3291747412268449,apul,ACR.237
apul_ACR.244,-0.16461273674028973,0.020212891073432982,0.026698426314430857,-0.03585046282776846,-0.04325631988079269,0.1855071700843559,0.48305554249749705,0.027440135502622812,0.0022726355435250026,-0.02141876796318544,0.05800573127477859,-0.11001019300319163,-0.005924949628408129,0.09891236887875884,0.20668855171247863,0.10523983575372658,-0.020811596805606694,0.04360164503829991,-0.051247622739682946,0.011620110740667844,0.09287908431408474,-0.20852963666781058,-0.045798887314698805,-0.10219062080593767,-0.08104159113080524,0.3110501434954017,-0.13209302044521937,0.059490881756113334,0.04119348256158698,0.019501708689207687,0.021402874945871658,-0.007614030614545636,0.019264676346969628,-0.05784680340660111,0.057069360994398,-0.2275244905637877,-0.008004408609218715,0.25747152971284326,-0.1137362455143594,-0.1369199303185649,-0.22655023336323232,0.0776706104020196,0.055518588012025645,-0.04178707817284384,-0.14276596334236738,0.3479441088137077,0.04750239030345621,-0.014971500705017756,0.19993539658661677,-0.3070511613631235,0.14231325771044404,-0.23399211848787665,0.07878673985764366,0.06367486200267418,0.025052409429511893,-0.004744274706188778,0.10965602263000036,0.03933846632420666,0.10356543290561385,-0.0012292159632876784,0.25500176137897845,0.0881321548583493,-0.04392280490442651,-0.11344013217517275,0.34062336077154076,-0.09897566287052866,-0.17642826610936463,-0.030812086647538383,0.28854141445831594,-0.2341091162025976,0.05489367256227743,0.25882666900619417,0.023766132178680656,-0.05215110154602009,0.41523505784892983,apul,ACR.244
apul_ACR.265,-0.05819014203202377,0.020594508960251404,-0.029306874615774477,-0.13282741136550907,-0.04337992067036439,0.10218522217076723,0.0430605776503035,0.08367386979958104,0.03089633369488685,0.03900030117041155,0.10205829393251996,0.07446671817248272,-0.12136983013038669,-0.04254043972710029,0.11514838599882514,-0.22478829149982912,-0.06889514043882705,-0.18147830974547216,-0.010011383044438084,-0.08762618507349519,0.28630505767400144,-0.009917649430098539,0.04764113964909151,-0.12933009089306308,-0.0947094679846681,0.08378252709326756,0.1256843054201738,-0.008288387212617558,0.040502118534466995,0.05665189242914454,0.14858138920159591,-0.14614732491138607,0.01585668198974093,-0.04034398539630096,-0.0006246689582715347,-0.08953387532464305,0.014149044759081617,-0.20666621554498163,-0.26741728098881645,-0.09047114225539798,-0.047588785541096065,0.06079150925645918,0.0824358924435382,0.3619823017004028,-0.16821494671119935,0.08824410781914357,-0.029049608682304093,-0.06469383839479152,0.3827335625701448,0.05937051426592744,0.20826094969147466,-0.13411248366169268,0.038903723075940574,0.04605208270886656,-0.007362709373005784,-0.08152689358891535,-0.12070083154794695,0.06513674269926613,0.24803527731758754,0.004972238737626534,0.11372037977290571,0.19998152562056198,0.04804147540805045,0.08094232524937404,0.04476309253094205,-0.08949410123333555,0.2697205219495548,0.007560340291453726,0.17794023501195294,-0.04162547554379634,-0.1923711290608478,0.15166709681565269,0.041942789032245784,-0.11077049702938865,0.4062598282213137,apul,ACR.265
