Module	Section	Sample Name	Source
FastQC	all_sections	1F2_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1F2_R2_001_fastqc.zip
FastQC	all_sections	1E8_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1E8_R2_001_fastqc.zip
FastQC	all_sections	1G8_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1G8_R2_001_fastqc.zip
FastQC	all_sections	1B8_R1_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1B8_R1_001_fastqc.zip
FastQC	all_sections	1E4_R1_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1E4_R1_001_fastqc.zip
FastQC	all_sections	1F5_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1F5_R2_001_fastqc.zip
FastQC	all_sections	1F9_R1_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1F9_R1_001_fastqc.zip
FastQC	all_sections	1C2_R1_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1C2_R1_001_fastqc.zip
FastQC	all_sections	1C8_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1C8_R2_001_fastqc.zip
FastQC	all_sections	1G9_R1_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1G9_R1_001_fastqc.zip
FastQC	all_sections	1E10_R1_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1E10_R1_001_fastqc.zip
FastQC	all_sections	1E12_R1_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1E12_R1_001_fastqc.zip
FastQC	all_sections	1B12_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1B12_R2_001_fastqc.zip
FastQC	all_sections	1G11_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1G11_R2_001_fastqc.zip
FastQC	all_sections	1D11_R1_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1D11_R1_001_fastqc.zip
FastQC	all_sections	1E6_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1E6_R2_001_fastqc.zip
FastQC	all_sections	1A6_R1_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1A6_R1_001_fastqc.zip
FastQC	all_sections	1F9_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1F9_R2_001_fastqc.zip
FastQC	all_sections	1H10_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1H10_R2_001_fastqc.zip
FastQC	all_sections	1D11_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1D11_R2_001_fastqc.zip
FastQC	all_sections	1E11_R1_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1E11_R1_001_fastqc.zip
FastQC	all_sections	1E12_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1E12_R2_001_fastqc.zip
FastQC	all_sections	1C7_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1C7_R2_001_fastqc.zip
FastQC	all_sections	2G2_R1_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/00.10-F-Ptua-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/2G2_R1_001_fastqc.zip
