Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
1G8_R1_001	86.62535327711535	69.0	150.0	150	54.54545454545454	11485434.0
1G8_R2_001	87.59928138201013	70.0	150.0	150	45.45454545454545	11485434.0
1G9_R1_001	88.84281696391719	73.0	150.0	150	54.54545454545454	15868698.0
1G9_R2_001	89.44280107162565	71.0	150.0	150	45.45454545454545	15868698.0
1H10_R1_001	83.73097989099526	71.0	150.0	150	54.54545454545454	10880563.0
1H10_R2_001	84.8149920929716	71.0	150.0	150	45.45454545454545	10880563.0
1H4_R1_001	88.52704786979929	70.0	150.0	150	45.45454545454545	15304850.0
1H4_R2_001	89.21114768077015	68.0	150.0	150	45.45454545454545	15304850.0
1H5_R1_001	80.57323280760819	74.0	150.0	150	54.54545454545454	16315491.0
1H5_R2_001	81.08516731968189	71.0	150.0	150	45.45454545454545	16315491.0
1H9_R1_001	90.82289396926512	73.0	150.0	150	54.54545454545454	12904321.0
1H9_R2_001	91.55623054479928	71.0	150.0	150	45.45454545454545	12904321.0
2A1_R1_001	83.86505855459811	74.0	150.0	150	63.63636363636363	13757374.0
2A1_R2_001	84.42837996063285	70.0	150.0	150	45.45454545454545	13757374.0
2A2_R1_001	89.75638063987638	69.0	150.0	150	54.54545454545454	14820582.0
2A2_R2_001	89.86514593704307	68.0	150.0	150	45.45454545454545	14820582.0
2C3_R1_001	85.62092298871877	69.0	150.0	150	45.45454545454545	23813975.0
2C3_R2_001	86.63518120550654	70.0	150.0	150	45.45454545454545	23813975.0
2G2_R1_001	86.11563021802311	70.0	150.0	150	45.45454545454545	19759778.0
2G2_R2_001	87.07211925352061	70.0	150.0	150	45.45454545454545	19759778.0
