,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Species,Sample_ID
peve_POR.216,0.1343962698106794,0.041612577321712446,0.2284336298705512,0.14393493114126293,-0.031482305311838,0.020843848223493333,-0.3599240116223067,-0.01935437444370147,0.07228506684766228,-0.33736788948932744,-0.04998267647246344,0.16535303920692035,-0.35015455628595,0.3178911616010623,0.22218452906441935,0.1946153783498194,-0.00322555344603682,-0.2129183046861968,0.027023104389490196,0.02519804458918344,peve,POR.216
peve_POR.245,0.030248024693321225,0.0701844390063785,0.10870760771987695,0.11086089316360856,-0.5106452282546988,0.3787433201391004,-0.32765292544073216,0.19869150638170524,-0.11281362469530165,-0.007508781206871508,0.09271017273441012,-0.1446235275729883,0.1456385388345258,0.07973654581723395,0.1784643440847036,0.08465912796361703,-0.03380893452663488,-0.14902708774083223,-0.03646428966793226,-0.07174601960946146,peve,POR.245
peve_POR.260,0.019666097536551817,0.07112620357708596,0.009389631243270472,0.12987603499021927,-0.1383448547864283,0.12285943013245602,-0.087859917074002,0.28873652435798364,0.0012150035556746154,-0.07954873838357533,0.10489450166216845,-0.06698799317422532,-0.1028421114707487,0.15103452766921094,0.004083696069598855,0.04884543178371802,-0.021990557208659108,-0.09465868023775043,-0.05970225104545863,0.030589315887901435,peve,POR.260
peve_POR.262,-0.015516931925479217,-0.08344490164398989,0.35802265480777157,0.18169908913750832,-0.15388276211022275,0.1602357970513451,0.10864074443346645,0.08354972976165854,0.11546490460095489,-0.06536918515020988,-0.048563565929754256,0.0177321688298553,-0.24307559344407956,0.03675340534558726,-0.04044769295001909,0.12963247453523277,-0.03764419023730616,-0.1042336184509038,0.07555693825910363,0.04310680746653295,peve,POR.262
peve_POR.69,0.075450879803614,-0.02758698120031865,-0.07282857871498503,-0.029010761841615135,-0.026056987642893648,-0.04211154487565489,-0.3372440264350166,-0.5364431778896677,-0.015376211491890404,-0.15627102250072375,-0.0021161625151030388,-0.05345549806315297,0.09940720066337788,0.4260186359119685,0.42458164331250603,0.1800518504472245,0.007749016443659555,-0.04089475693932093,0.0733886967823616,0.0007030601774889528,peve,POR.69
peve_POR.72,0.05347823857348519,0.0004905565008826861,-0.03506403511261565,-0.07152124380570712,0.08273474585446543,-0.18685595182236736,0.004490019289844588,-0.1731276927102763,-0.05609604018939762,-0.04254470841060403,0.1191754605940362,-0.08214594421469458,0.2424498254367975,0.03686517230606619,0.07181376192402177,0.3741016540603888,0.0049963296718597006,-0.21055944535228038,-0.02068620746040085,0.024332141068726533,peve,POR.72
peve_POR.73,0.045502108132323034,-0.009626908703611837,-0.13298416274920494,0.09089564579361359,0.33930658087662696,-0.2994893856534689,0.029560318302679564,-0.1116912938968046,0.01420432792885055,-0.3306166211239727,-0.060981218805973125,0.14978823574277444,-0.4150687111564604,0.6010763887268314,-0.02664087739420973,-0.09454435037901758,0.02142716894434736,0.01999176040126132,0.06251364242073963,0.01719537382020946,peve,POR.73
peve_POR.74,-0.008481843667370472,-0.013499304731332951,0.08186947753981315,0.09555120299736478,0.06843958953427491,-0.22874518420135512,0.09101379166467166,0.18374513642319476,-0.006003373977871257,-0.11084624098156862,-0.014246327340944075,-0.047693570679926925,-0.06812793332772488,0.126086459462933,-0.007247262195000157,0.3202275105547729,-0.02643558838512946,-0.1483399210123438,-0.009418707847251651,0.05111494221473028,peve,POR.74
peve_POR.83,0.14544839044159155,0.04127404843045136,-0.17638880231694112,0.0003793483528647824,0.12481116415813918,-0.20473901935288147,-0.12053752793233401,-0.4680966132981836,0.10410665568055492,-0.10002071756112806,0.13553008618276405,-0.095542874774748,0.07281474298263005,0.33211969000276004,0.2776007616143483,0.27940006752716656,-0.005423831981174866,-0.09505848456268273,0.04286363928381152,-0.009102307916994734,peve,POR.83
ptua_POC.219,0.13502234174696978,0.012383366057301079,0.2183930721466707,0.4689743937408645,-0.030172103065820785,0.20879013699907362,0.191883661451324,-0.050330072236997876,0.061998550617084466,-0.14011743593860418,0.05171757405986024,-0.10534597066411082,-0.06219605933283988,-0.27889746763343587,-0.1435221374397996,-0.032061021754907826,-0.009493264991112365,0.022050332903685754,0.05842258798344549,0.3367317866685386,ptua,POC.219
ptua_POC.222,0.46604363660738846,0.1267426219625901,0.1533792741399751,0.3270209944399365,0.016207388368231688,0.12648446032963764,0.1629739231825586,-0.08067045521742709,0.014280961183102113,-0.15954799765158348,0.31621212760473766,-0.18818532328282572,-0.08566437535608318,0.018128563323510313,-0.08372014673702724,0.021862644255430424,-0.029670542815402053,-0.37375639032887853,0.1458956974080559,0.18787466343272397,ptua,POC.222
ptua_POC.255,0.5957461987841327,-0.002750067788894395,0.38484916326459434,0.23146462305080934,-0.0004865988678598035,0.2992231239579647,0.15351417727721778,-0.03559716022507525,0.0017046760238077152,-0.26443170055641574,0.1609479232339896,-0.07254612255082571,0.0772559369189774,-0.1261639069597965,-0.10978870282000709,0.07183459299776025,-0.02900609247292026,-0.4457619334989525,-0.10569703554572459,0.29181230813512005,ptua,POC.255
ptua_POC.259,0.15391698477840876,0.004938111603197801,0.3001810122537322,-0.05096259764298894,0.06444278043881402,-0.020050372313699473,0.05948436214492854,0.09309805818909189,0.06356439194534522,-0.15152460872913381,0.052296845609241534,-0.044166381307236546,0.26172982459297534,-0.17120733865042878,-0.14136999755700141,0.1521906940542463,0.03072111816292854,0.10143861262933473,-0.24431385768478003,0.04361550857149821,ptua,POC.259
ptua_POC.40,0.09588931761914614,-0.009543346636015346,0.12706470504528777,0.007755161184127294,-0.02333709580205182,-0.11434904490360553,0.21760135387780657,-0.0031825783832781403,-0.15612268962313747,0.2458888582972899,0.09253679001895779,-0.3567364614342049,0.30246836224513385,-0.12302689779451577,0.1986673959815481,-0.14180054955886723,0.019224372097213144,-0.2296410279224448,0.09151459291305152,0.15674371190965902,ptua,POC.40
ptua_POC.42,-0.013184331252553923,-0.023885408449930957,0.2404253870596813,0.005176679048022662,0.0008444593301803523,-0.6073425059930493,0.19918515594417757,0.01741367958952619,-0.04609571068390114,0.04837105732085606,0.08295129419765997,0.012103304281075145,0.19844554347331197,-0.011326847058031825,-0.05531077650758393,-0.037218945323079164,-0.021319241714111987,-0.07384137572614277,-0.0900261143055445,-0.4623080839289779,ptua,POC.42
ptua_POC.52,-0.3142906160738829,0.0439930470557558,0.4631820658543287,-0.05024929881251263,0.06943882000520565,0.04521679318879961,0.19970559300246027,-0.002936871424288679,-0.05093284158172292,-0.19276406197892196,0.8476702564367249,-0.0639613131025097,0.11165407033669504,-0.016627478178480506,-0.02043123139080908,0.08268165746146897,-0.03305270257660208,-0.45203100987533323,-0.028817033048785405,0.011847075394501501,ptua,POC.52
ptua_POC.53,0.019872272182213477,0.0058843179864955285,0.06529789754549424,0.3784861454949565,-0.05620978018116736,-0.07917974555639029,0.30053858008676493,-0.08394363963959235,-0.040164534091296694,0.0925496500296573,0.054183502496275064,-0.34657725916223364,0.010980173087522725,-0.014414642799387879,0.03565685419538097,-0.11509216246278049,-0.013748715127576513,0.02509159449989754,0.24728155710601746,0.21003709411691976,ptua,POC.53
ptua_POC.57,0.0574109563723863,0.0006231239064260898,-0.10869886302760667,0.4067579582879782,-0.12849504345789609,0.12807858668597244,0.1843183582121602,-0.04560367646816268,-0.18368152601853763,0.13786342238740487,0.043084694587412875,-0.324104970925222,-0.07754256495975147,0.03295189341174307,0.04288526566280731,-0.004890861619699856,-0.07656294429163839,-0.16494616863350972,0.325336929055639,0.34396549783420755,ptua,POC.57
