,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54,Component_55,Component_56,Component_57,Component_58,Component_59,Component_60,Component_61,Component_62,Component_63,Component_64,Component_65,Species,Sample_ID
apul_ACR.139,-0.1985384575953616,0.16037743732049875,0.0435641279207716,0.035698271224945684,0.05017460173848465,0.2171772184013355,-0.05325861001386081,-0.046961829918746416,0.1462942682411944,0.24554841863059093,0.7689451100109039,0.06777439431248133,-0.04802155354288004,-0.4195931791130297,0.04769552926070545,-0.20909745342476135,0.006509925275668871,-0.017831227733601004,0.03042988139445651,0.017994492647449706,0.22580246361014158,-0.20704112633109978,0.09748721013022098,-0.008255842751281108,0.1328850658270491,0.029062826960537486,-0.03009643564561228,-0.16107598105719362,-0.30888506551919587,0.04168637990921825,-0.14966102435307924,-0.10338369246533839,0.5324423317725497,-0.1561742024719935,0.2624348833584844,0.01099974085453867,0.21006863358383843,0.15484783482722986,0.11532926774668684,0.09694597004587462,0.18660413956183236,0.05075096073932962,-0.08389868974435362,0.03944051138009249,0.1261458474649072,0.03584767669051947,0.10402070832945641,0.0075750304049630015,-0.11120863846453166,0.2907190561683926,0.15691989872788487,-0.12721347538571703,-0.14542289207991996,-0.0712748362770551,0.13320558163240104,0.16870473114303378,-0.14498422985975992,0.20807492524334342,-0.03628376985114245,0.05780377001207761,0.3099307637621562,0.1323542151030256,0.17671652542424646,0.04049269461039857,0.04286745941478397,apul,ACR.139
apul_ACR.145,-0.018645386387697277,-0.03316468472535989,-0.016534089804839263,-0.026633936121572447,-0.1401718710169887,0.10462818434858508,0.04972666100552253,0.12693261215522625,-0.01189197664422143,-0.0669638523043357,0.18315993395669683,0.057205229789220526,-0.23684669836694264,0.11749530929320384,-0.08957100737243281,-0.039419320095156606,0.1599968833664875,0.15191203157688304,-0.002031730618385269,-0.024541858319300686,-0.06884059106143493,-0.09784473211888832,0.09098399785673905,-0.2228778212195804,-0.015905318794921262,-0.09741523022467347,0.09306502890027532,-0.00939205979059137,0.06730530694756238,0.06777585464039415,0.07770275467445263,-0.093083233073594,0.5054200638441774,-0.07252509520952936,0.15578208294866655,-0.06017493789619225,-0.5345093591709178,0.23995220537015888,0.25170544096784103,-0.00157739066001052,-0.0038171251599998612,0.04421562146224086,0.002347458589146318,-0.14464461882020838,0.29204964386767396,0.015577592420379668,0.057859094599858926,0.09347682999231781,0.23389806333409896,0.05418636747485788,0.06221711688065795,-0.026109697532248257,0.11135831473873206,-0.086699808935937,0.09390922862020848,-0.02602223378711189,0.18146254282116922,0.07042573777627452,-0.039417612623331544,-0.08096576124456709,0.18660320129842617,-0.11989729929370065,0.09354910656252234,-0.12109889564584127,0.05508640983881261,apul,ACR.145
apul_ACR.150,-0.4781668455398063,0.029807846188196256,0.06374079887893389,-0.02277584648277914,0.11274668092828387,0.12052913020984889,0.07179679870755667,0.08139762607236148,-0.10792331602397703,-0.018289471115552142,0.06194226858663528,0.1284090266438818,0.08774333025412503,0.06499370604792112,-0.09583452838454683,-0.11001803282806598,0.028956312386410856,-0.12877732139449113,0.16001221637766516,-0.021011181403962277,-0.011733451473140812,-0.04304942121588634,0.2670243040728137,-0.04164510469967043,0.05208073658836763,-0.07618408166401205,-0.13601365167475035,-0.057936716323115506,-0.1289270013482486,-0.042103026102752225,0.10920039357813018,-0.040641750251983244,0.19537276461631525,0.04259827731864774,0.05606051399489612,-0.09303878728342722,0.18026937036051405,-0.01663527998039776,0.3552289513233456,0.180841392106407,-0.1728684570203515,0.045702768372465584,-0.016913875430679078,0.045013653748050685,0.1508035737677753,0.022580603024921337,-0.002924641157679783,0.0669012288103874,0.27856761069101504,0.14711948887593165,0.21355692345879126,0.06345511619946419,0.050336137406576525,0.004736140642182886,0.03347523927885807,-0.04694366183578294,-0.1664602735965411,0.33681649124554774,0.028279140117961624,-0.060274429878352305,0.16787751885936092,0.060658218721141154,0.3086203384821944,-0.037661617694353555,0.006870632490182772,apul,ACR.150
apul_ACR.173,-0.4921380951068625,0.18896524031959633,-0.15428929086332555,-0.039670350728442015,-0.11597220701740459,0.12801616258559126,0.07195483666810104,0.12747680837956413,-0.11783100457234981,0.16912821919141463,-0.08965528235805238,-0.005295352358192252,-0.05376068804283287,0.02834143060692338,0.07977051590682288,-0.15488218612088483,-0.03727607069072867,0.1181391445193167,0.054516450674438326,0.0571903457283628,-0.023799537794715456,0.012657206095873615,0.18653000994914354,-0.09761464763967052,0.14420913011217254,0.0335079498804029,0.030764142838493196,-0.13525673747058592,0.15837294249534833,0.10056046902532001,-0.1331992433588489,0.28704726747677933,0.07969668928089972,-0.12845765521610358,0.22859295611646716,0.03338598992646498,0.3606227594532336,0.46057463446754937,0.2980025723527193,-0.002719736611906056,-0.024988345813324035,-0.05093661209564263,-0.0207688157448356,0.01620926423459701,0.08621351410578966,-0.012814084450388865,0.03466924344536881,-0.1419785966220843,-0.1763321602257233,0.09089840166720847,0.2922215760674628,-0.21935022128464338,-0.006701676460853186,0.08513734641348528,0.04532450734046842,-0.21933851118121053,-0.0834049154744732,0.18646402449454,-0.04634198152861637,0.1889694980615183,0.20399293671329286,-0.15118586817170507,0.1291041315066941,0.044965085921618665,0.09877834524192079,apul,ACR.173
apul_ACR.186,0.07586017017027004,0.09055246368182904,-0.029855649851306194,0.09059903398789129,0.13791573093717038,0.25767329427868063,-0.26883083247643547,-0.01836341517705545,0.20874536044953457,0.368862297991507,-0.10312829883204627,0.6317551401988977,-0.005422194639293564,-0.044300026169482615,0.1589154319242497,-0.11059984169671182,0.05070334000953988,0.1343771243333333,-0.023380868930531047,0.04998320065241682,0.028483076270613816,-0.05462343028880588,0.09427287489946612,0.01155625274489572,-0.20229209682806906,-0.03737667860544357,0.09750626531434627,-0.012599061607773897,-0.5176641562840065,0.046987290225096234,-0.006288350840365311,-0.2888327132885663,0.5540199295156395,-0.09313548271988042,0.24038414469340663,0.2609897722241474,0.283444788567954,0.3321258506429831,0.1886444211317307,0.7575726901978849,0.18209727891461028,0.05745749105705837,-0.1710974884645673,-0.11593478874625268,0.2995412341605766,-0.026342092049809127,0.1702822230833432,-0.04404539810052751,-0.08821118022702665,0.2526968706196583,0.45411149440222964,-0.08494332216062424,-0.15698423933025413,-0.11748891002684828,0.11927397177058689,0.5668179498991923,-0.03186563875226294,0.10336340424867166,-0.07270754701685166,-0.32135880965457725,0.31949992358146423,0.009337213871546856,0.18636647590164418,-0.06268436244202809,-0.021382755997617388,apul,ACR.186
apul_ACR.225,0.33363704597781463,0.221525191174351,0.0955244176517156,-2.8008456413019165e-05,-0.1817682319550918,0.1854944594510035,-0.3777248563473289,0.06681982618259708,-0.06465121390268719,-0.022581772531886674,-0.11938786971931982,0.06175364947118235,-0.11058482165060836,0.010572134329184605,-0.31023001473008477,-0.13112420805731945,-0.022686629585848623,-0.006560127361246621,0.18445679250896524,0.0668320662183792,0.04969875161974285,0.5657011271199824,0.23098377677530837,-0.15112861962303453,0.10202769499522218,-0.0013828468134851639,-0.12614727610714016,-0.1055584590762314,-0.09432229588924608,0.07470832768906376,0.1530009895915263,-0.002858093444130627,0.10114406679245709,-0.13716800731982345,0.2561857318033914,0.5116625383297494,0.12266692876177113,0.018319954282765383,-0.2076322408750024,0.08463708477084458,0.3531610145855376,0.04826582998164765,-0.012769766130590405,-0.13858567634729238,0.2609779102717509,-0.0718772971904888,0.07061672131165427,0.0628661331358904,-0.18626471191585187,0.1709247462651039,0.04815882154150447,0.04913002438673801,0.028154737572168746,0.06278361129693932,0.09494956758730186,-0.28424480394927276,0.22893161958328528,0.35423844505032553,0.047830512850793566,0.026057820472072852,0.2316690465279897,-0.27770717044869075,0.444907646250076,-0.08606004303456492,0.0555158692183738,apul,ACR.225
apul_ACR.229,0.11353300244222893,0.0553257373578018,0.05801395905916129,-0.014418601946930357,-0.04688639661755624,0.16397887195696648,-0.2630717204882357,0.046729709847915926,0.11539134718515935,0.029331322851195954,-0.002964874893140883,0.03584853311188804,0.0067336655821372,0.1293042302488047,0.07414400760521148,-0.007376033610592212,-0.019109280203403568,0.03900656323315891,0.16842775344079122,0.1508688651565607,0.0011878380642610263,-0.03476911368902766,0.17028645980068044,-0.08395325533950959,0.009914962238130882,0.38843812049577436,-0.1289989571209217,-0.0364537256439607,-0.14535917830368703,-0.027772636393259848,0.08462705924041947,0.03379355256377573,-0.005221723675680925,-0.06419226994930642,0.4352718543105487,0.18519295407130326,-0.3835069038555507,-0.1792661375629693,-0.09846530478503132,0.04300326294074153,0.2082726095057715,0.0006721769304001646,-0.06478298840958924,-0.014758573570709985,0.2622233546101523,-0.09296933941967124,0.038717179406070584,-0.35437600429909305,0.5077887026204168,0.09653775306967081,-0.025109455005110887,-0.15071547402314608,-0.07589054424942454,-0.02112622121149067,0.10924315897558794,-0.02418544256733684,0.006160448167583493,0.29545509710356055,0.12000200490500772,-0.014286622385915724,0.2509703636402009,-0.1443885862276187,0.20017592891698485,-0.15485806333994614,0.1662080365847869,apul,ACR.229
apul_ACR.237,-0.16511372040530906,0.013587998501459751,0.025426365179604313,-0.00767689828398518,-0.16677677620742695,0.03836505079224129,0.03709996036096768,0.025662848300070287,-0.1066373179072653,0.0012465762921013953,0.11510904877431166,0.033076630688534926,-0.033443328618387606,0.08389569750470674,-0.0746292396487461,-0.10237294877276008,-0.029386315819786613,-0.14991853754683404,0.16849165793425772,0.06632016222482454,-0.09061129483768904,0.018652552157934568,0.29134840636240894,-0.15499805098003466,0.08623603301864528,-0.005003362656848001,-0.1247691428538127,-0.08946348787623383,0.09113884450003222,0.048344302427686656,0.10089769189292278,-0.06419253692400656,-0.06723333870648715,-0.07865292756105707,0.051865246524329146,-0.11753411747117706,0.12878633110547683,0.050331159945895196,-0.1660673085054377,-3.058588193433867e-05,0.21359503432654406,-0.009384823283800539,0.012118840769988402,-0.05050946567593853,0.2136385206516,0.013865356925684845,0.029745524777002243,0.07386787066495534,0.28537585388323705,-0.01956604528040999,0.06833107665041062,0.01691220280152081,0.08737463697476307,-0.1411027530350791,0.08608362820856448,-0.044555059250902196,0.08442587380141763,0.3086983450280827,6.931266823705163e-05,-0.03479232876852668,0.04442365387724316,-0.1036766646610058,0.39123338418413073,-0.04569228896096929,0.07505837339730305,apul,ACR.237
apul_ACR.244,0.32427482061212054,0.06868748716626757,0.18369010179927994,-0.04604614275389533,-0.08892507300735669,0.1423448212017544,-0.049912699926914585,-0.08319915974439374,-0.09725796272139497,-0.138718958366236,0.05452507509365558,0.11694538106592305,-0.10128258662890192,0.05776001915772562,0.38919962132905506,-0.07208183340383753,0.01723346157334013,-0.15358177510625004,0.1709700318163845,0.13808308210740616,-0.017842096897369274,0.2387513490541278,0.2891288021945563,-0.08143576775159116,0.06830874284494584,-0.006630422861896707,-0.18084299645167531,-0.12096052747621358,-0.03513820199778252,0.3232018271055133,0.012273691002885716,0.04706961532423542,-0.03787170912612679,-0.020133529488227088,0.23510640042832837,-0.5530757459591557,-0.09066184794729933,-0.05104457103744105,-0.17800276070731075,0.14879969339567367,0.16262671902206405,-0.03379138219957658,0.044940851999419225,-0.040633685975177504,0.23785365229497382,-0.11395558362734169,0.08993821995529681,0.18219847097784242,0.050420432278809005,0.18282976480355992,-0.05894649378444964,-0.01734165084463814,-0.08910090137344849,-0.013503471954572055,0.059781717842097015,-0.11034182429438255,0.18002702393719386,0.2944250167241266,0.08697766897954168,-0.15613970934040394,0.14676838819185345,-0.13128747180395095,0.4116153015106615,-0.1390567183794949,-0.003750481689447717,apul,ACR.244
apul_ACR.265,-0.15939183118749226,-0.043489221416531,0.012570902639891707,-0.024216300217311398,-0.014197508184071467,0.14731320101107015,0.029058224440735136,0.18724779642686623,-0.06972316298333481,-0.0343787587980451,0.2076191043820228,0.12043629969900266,0.0011661820914506693,0.04788719387580893,-0.06466999247378027,-0.030033464778060712,-0.03714389401390123,-0.014602191186046352,0.16187125624400575,0.059494186416675726,0.017510046788679103,0.04719910017339399,0.11784024450873218,-0.05752104535596789,-0.011012236159889712,0.0017237436827384721,-0.0975667508604852,-0.0978117530240188,-0.12228735113602154,0.09361039247860123,0.03663133830518061,-0.05850677326072629,-0.08263743870872946,-0.06394615285551197,0.2526955954166178,-0.11650915973474374,0.3357129798808179,-0.04438202822467007,-0.11321410198415444,0.046307934407621744,0.16442215510225205,0.05780359098615117,0.017171933234229417,-0.28808348453692095,0.26223855939867036,0.0341815928885016,0.1189922215333892,0.1584500506124015,0.37663103665038267,0.10713370569383387,0.29852968542019603,0.05310044317113526,0.057753550273272884,-0.0745142516316359,0.07015696032721366,-0.15912131350390482,0.07767470999928071,0.1605096711342298,0.05210190965882816,-0.10363915058783997,0.15362711528566386,-0.043964899689092674,0.20011942661151272,-0.11072294177557511,0.10172253569125843,apul,ACR.265
