Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
ACR-139-TP1_R1_001	ACR-139-TP1_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18122797.0	2.7 Gbp	0.0	150.0	41.0	38.78925985148305	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	pass
ACR-139-TP1_R2_001	ACR-139-TP1_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18122797.0	2.7 Gbp	0.0	150.0	42.0	36.754034059702434	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	pass
ACR-139-TP2_R1_001	ACR-139-TP2_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19731073.0	2.9 Gbp	0.0	150.0	41.0	42.99285882035082	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass
ACR-139-TP2_R2_001	ACR-139-TP2_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19731073.0	2.9 Gbp	0.0	150.0	43.0	40.831913196521256	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
ACR-139-TP3_R1_001	ACR-139-TP3_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18286924.0	2.7 Gbp	0.0	150.0	40.0	34.99436242035542	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	warn
ACR-139-TP3_R2_001	ACR-139-TP3_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18286924.0	2.7 Gbp	0.0	150.0	42.0	33.33681040655844	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	warn
ACR-139-TP4_R1_001	ACR-139-TP4_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20718611.0	3.1 Gbp	0.0	150.0	41.0	36.78041189365889	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	warn
ACR-139-TP4_R2_001	ACR-139-TP4_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20718611.0	3.1 Gbp	0.0	150.0	42.0	34.99044853473229	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	warn
ACR-145-TP1_R1_001	ACR-145-TP1_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22189559.0	3.3 Gbp	0.0	150.0	41.0	28.73164521254336	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	warn
ACR-145-TP1_R2_001	ACR-145-TP1_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22189559.0	3.3 Gbp	0.0	150.0	42.0	27.01258472867743	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	warn
ACR-145-TP2_R1_001	ACR-145-TP2_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18065709.0	2.7 Gbp	0.0	150.0	42.0	35.11656078835435	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	warn
ACR-145-TP2_R2_001	ACR-145-TP2_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18065709.0	2.7 Gbp	0.0	150.0	43.0	32.98714541904889	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	warn
ACR-145-TP3_R1_001	ACR-145-TP3_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23461507.0	3.5 Gbp	0.0	150.0	40.0	16.911838291351113	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
ACR-145-TP3_R2_001	ACR-145-TP3_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23461507.0	3.5 Gbp	0.0	150.0	41.0	15.469118611238425	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
ACR-145-TP4_R1_001	ACR-145-TP4_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21764231.0	3.2 Gbp	0.0	150.0	40.0	22.970781571586414	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	warn
ACR-145-TP4_R2_001	ACR-145-TP4_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21764231.0	3.2 Gbp	0.0	150.0	41.0	21.649065781210812	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	warn
ACR-150-TP1_R1_001	ACR-150-TP1_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23636244.0	3.5 Gbp	0.0	150.0	42.0	17.73439196064603	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail
ACR-150-TP1_R2_001	ACR-150-TP1_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23636244.0	3.5 Gbp	0.0	150.0	43.0	16.224586699380172	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail
ACR-150-TP2_R1_001	ACR-150-TP2_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18708170.0	2.8 Gbp	0.0	150.0	41.0	36.32548674436796	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	pass	warn
ACR-150-TP2_R2_001	ACR-150-TP2_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18708170.0	2.8 Gbp	0.0	150.0	42.0	34.00068780560933	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	warn
ACR-150-TP3_R1_001	ACR-150-TP3_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18013332.0	2.7 Gbp	0.0	150.0	40.0	40.05305817240934	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass
ACR-150-TP3_R2_001	ACR-150-TP3_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18013332.0	2.7 Gbp	0.0	150.0	42.0	37.53881572930081	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	pass
