Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
ACR-139-TP1_R1_001	61.21074014851695	41.0	150.0	150	27.27272727272727	18122797.0
ACR-139-TP1_R2_001	63.245965940297566	42.0	150.0	150	27.27272727272727	18122797.0
ACR-139-TP2_R1_001	57.00714117964918	41.0	150.0	150	27.27272727272727	19731073.0
ACR-139-TP2_R2_001	59.168086803478744	43.0	150.0	150	36.36363636363637	19731073.0
ACR-139-TP3_R1_001	65.00563757964457	40.0	150.0	150	27.27272727272727	18286924.0
ACR-139-TP3_R2_001	66.66318959344156	42.0	150.0	150	27.27272727272727	18286924.0
ACR-139-TP4_R1_001	63.21958810634111	41.0	150.0	150	27.27272727272727	20718611.0
ACR-139-TP4_R2_001	65.00955146526772	42.0	150.0	150	27.27272727272727	20718611.0
ACR-145-TP1_R1_001	71.26835478745664	41.0	150.0	150	27.27272727272727	22189559.0
ACR-145-TP1_R2_001	72.98741527132256	42.0	150.0	150	27.27272727272727	22189559.0
ACR-145-TP2_R1_001	64.88343921164565	42.0	150.0	150	27.27272727272727	18065709.0
ACR-145-TP2_R2_001	67.01285458095111	43.0	150.0	150	27.27272727272727	18065709.0
ACR-145-TP3_R1_001	83.08816170864888	40.0	150.0	150	36.36363636363637	23461507.0
ACR-145-TP3_R2_001	84.53088138876157	41.0	150.0	150	36.36363636363637	23461507.0
ACR-145-TP4_R1_001	77.02921842841359	40.0	150.0	150	27.27272727272727	21764231.0
ACR-145-TP4_R2_001	78.35093421878919	41.0	150.0	150	27.27272727272727	21764231.0
ACR-150-TP1_R1_001	82.26560803935396	42.0	150.0	150	45.45454545454545	23636244.0
ACR-150-TP1_R2_001	83.77541330061983	43.0	150.0	150	45.45454545454545	23636244.0
ACR-150-TP2_R1_001	63.67451325563204	41.0	150.0	150	27.27272727272727	18708170.0
ACR-150-TP2_R2_001	65.99931219439067	42.0	150.0	150	27.27272727272727	18708170.0
ACR-150-TP3_R1_001	59.94694182759066	40.0	150.0	150	27.27272727272727	18013332.0
ACR-150-TP3_R2_001	62.46118427069919	42.0	150.0	150	27.27272727272727	18013332.0
ACR-150-TP4_R1_001	65.53254352171075	40.0	150.0	150	27.27272727272727	21512364.0
ACR-150-TP4_R2_001	66.93016700396389	41.0	150.0	150	27.27272727272727	21512364.0
ACR-173-TP1_R1_001	62.28861408995539	40.0	150.0	150	27.27272727272727	18744257.0
ACR-173-TP1_R2_001	64.60477879670364	41.0	150.0	150	27.27272727272727	18744257.0
ACR-173-TP2_R1_001	53.22568639655097	42.0	150.0	150	27.27272727272727	16400830.0
ACR-173-TP2_R2_001	56.1045549053572	43.0	150.0	150	27.27272727272727	16400830.0
ACR-173-TP3_R1_001	70.88762078292214	40.0	150.0	150	27.27272727272727	21439633.0
ACR-173-TP3_R2_001	72.47898606843626	41.0	150.0	150	36.36363636363637	21439633.0
ACR-173-TP4_R1_001	72.86087996284854	41.0	150.0	150	36.36363636363637	17583167.0
ACR-173-TP4_R2_001	74.672252975384	42.0	150.0	150	36.36363636363637	17583167.0
ACR-186-TP1_R1_001	83.92255427748482	46.0	150.0	150	54.54545454545454	17143803.0
ACR-186-TP1_R2_001	85.21937817744296	47.0	150.0	150	45.45454545454545	17143803.0
ACR-186-TP2_R1_001	60.562127080341014	41.0	150.0	150	27.27272727272727	17551947.0
ACR-186-TP2_R2_001	62.551622440163854	42.0	150.0	150	27.27272727272727	17551947.0
ACR-186-TP3_R1_001	72.75283188255811	39.0	150.0	150	27.27272727272727	16664595.0
ACR-186-TP3_R2_001	73.80121756031377	41.0	150.0	150	27.27272727272727	16664595.0
ACR-186-TP4_R1_001	64.46189119197751	41.0	150.0	150	27.27272727272727	18737436.0
ACR-186-TP4_R2_001	66.64450152280067	42.0	150.0	150	27.27272727272727	18737436.0
ACR-225-TP1_R1_001	64.01888470790388	40.0	150.0	150	27.27272727272727	16842384.0
ACR-225-TP1_R2_001	65.05558001853764	42.0	150.0	150	27.27272727272727	16842384.0
ACR-225-TP2_R1_001	65.46871948930107	39.0	150.0	150	27.27272727272727	19897506.0
ACR-225-TP2_R2_001	66.85838625858378	40.0	150.0	150	27.27272727272727	19897506.0
ACR-225-TP3_R1_001	63.77391053789028	40.0	150.0	150	27.27272727272727	21126403.0
ACR-225-TP3_R2_001	65.2628726152789	42.0	150.0	150	45.45454545454545	21126403.0
ACR-225-TP4_R1_001	69.1303662551236	41.0	150.0	150	27.27272727272727	16205661.0
ACR-225-TP4_R2_001	70.27726785305589	42.0	150.0	150	27.27272727272727	16205661.0
ACR-229-TP1_R1_001	59.49928308723519	40.0	150.0	150	27.27272727272727	21933878.0
