"Gene","Predictor","Selection_Prob","Mean_Coef","Mean_Abs_Coef","N_Selected","N_Total_Fits","Stable","PFER_bound"
"OG_00171","lncRNA_100",0.1,-0.00024289187977875,0.00024289187977875,1,10,FALSE,1.60000167622113
"OG_00171","lncRNA_218",0.1,-0.000429394705154334,0.000429394705154334,1,10,FALSE,1.60000167622113
"OG_00171","lncRNA_370",1,-0.0199936894412099,0.0199936894412099,10,10,TRUE,1.60000167622113
"OG_00171","lncRNA_497",0.3,0.00151331816119904,0.00151331816119904,3,10,FALSE,1.60000167622113
"OG_00171","lncRNA_501",0.2,-0.00113960944718521,0.00113960944718521,2,10,FALSE,1.60000167622113
"OG_00171","lncRNA_853",1,0.00987174873080116,0.00987174873080116,10,10,TRUE,1.60000167622113
"OG_00171","lncRNA_854",0.9,0.0102759331493221,0.0102759331493221,9,10,TRUE,1.60000167622113
"OG_00171","lncRNA_855",0.7,0.0087451097450775,0.0087451097450775,7,10,TRUE,1.60000167622113
"OG_00171","lncRNA_909",0.8,0.00458239146891006,0.00458239146891006,8,10,TRUE,1.60000167622113
"OG_00171","lncRNA_910",0.8,0.0050655766526143,0.0050655766526143,8,10,TRUE,1.60000167622113
"OG_00171","lncRNA_1064",0.1,-0.000456782019673677,0.000456782019673677,1,10,FALSE,1.60000167622113
"OG_00171","lncRNA_1090",0.1,-9.16976426481651e-06,9.16976426481651e-06,1,10,FALSE,1.60000167622113
"OG_00171","lncRNA_1135",0.2,-0.000263767720547218,0.000263767720547218,2,10,FALSE,1.60000167622113
"OG_00171","lncRNA_1181",0.8,0.00704073882765936,0.00704073882765936,8,10,TRUE,1.60000167622113
"OG_00171","lncRNA_2523",0.1,-0.00113951078303351,0.00113951078303351,1,10,FALSE,1.60000167622113
"OG_00171","lncRNA_2768",0.2,-0.000736871894654364,0.000736871894654364,2,10,FALSE,1.60000167622113
"OG_00171","lncRNA_2828",0.1,-0.000138455697785893,0.000138455697785893,1,10,FALSE,1.60000167622113
"OG_00171","lncRNA_2836",0.1,-0.000746904656265373,0.000746904656265373,1,10,FALSE,1.60000167622113
"OG_00171","lncRNA_3028",0.7,-0.00218509609297952,0.00218509609297952,7,10,TRUE,1.60000167622113
"OG_00171","lncRNA_3081",0.2,-0.0012168776755614,0.0012168776755614,2,10,FALSE,1.60000167622113
"OG_00171","lncRNA_3105",0.1,0.0013625520958758,0.0013625520958758,1,10,FALSE,1.60000167622113
"OG_00171","lncRNA_3280",0.8,-0.0118479077111214,0.0118479077111214,8,10,TRUE,1.60000167622113
"OG_00171","lncRNA_3382",0.1,-0.000286965409633983,0.000286965409633983,1,10,FALSE,1.60000167622113
"OG_00171","lncRNA_3385",0.1,-0.000285951457109246,0.000285951457109246,1,10,FALSE,1.60000167622113
"OG_00171","lncRNA_3508",0.1,0.00129480541457157,0.00129480541457157,1,10,FALSE,1.60000167622113
"OG_00171","lncRNA_3936",0.3,0.0036400344728901,0.0036400344728901,3,10,FALSE,1.60000167622113
"OG_00171","lncRNA_4026",0.1,0.000355673964283833,0.000355673964283833,1,10,FALSE,1.60000167622113
"OG_00171","lncRNA_4031",0.1,-0.000246466143213659,0.000246466143213659,1,10,FALSE,1.60000167622113
"OG_00171","lncRNA_4058",0.1,1.93160271885516e-06,1.93160271885516e-06,1,10,FALSE,1.60000167622113
"OG_00171","lncRNA_4113",0.7,0.00432084185954103,0.00432084185954103,7,10,TRUE,1.60000167622113
