OG_ID,Component_2
OG_08098,1.910132754813436
OG_07659,1.7742864195302728
OG_08984,1.7592738927287934
OG_00163,1.722695878677484
OG_06998,1.5878589176646356
OG_01897,1.581860011251203
OG_02805,1.5605929091285375
OG_08097,1.5052041866101826
OG_06842,1.4583314854437577
OG_01995,1.3995287033582304
OG_08151,1.3976309006726746
OG_01576,1.3953199724004846
OG_10052,1.3799995014968636
OG_06416,1.3774192804956809
OG_09540,1.3618040939885387
OG_01642,1.3471139457704906
OG_07000,1.3386193416418328
OG_05531,1.3269671596776196
OG_07343,1.3109538815622046
OG_04304,1.3057881911458125
OG_01190,1.3046384255711645
OG_05323,1.3041903903357053
OG_01486,1.2962771062247522
OG_04999,1.2960874557978497
OG_06047,1.292267263758955
OG_01495,1.2810392469758878
OG_00877,1.2795487197852315
OG_01089,1.2781669133624187
OG_01645,1.2761238094414586
OG_04783,1.2615509089251788
OG_06782,1.2599148016838084
OG_03743,1.25386941617368
OG_04693,1.252475497461622
OG_03558,1.2495685968383292
OG_09472,1.2482006240368693
OG_09440,1.2466689777528062
OG_02998,1.2442999844359055
OG_03086,1.2418678139500712
OG_06279,1.224946501190381
OG_00531,1.2240099303613456
OG_03084,1.220723848140411
OG_01868,1.2142395732999127
OG_04083,1.196656968926606
OG_00661,1.1940842986196305
OG_03335,1.1928299263183235
OG_05794,1.1856531547169609
OG_05226,1.1793460080260112
OG_03309,1.1748133424705651
OG_03971,1.172607243035524
OG_03313,1.1711049956913877
OG_07222,1.1692815958028495
OG_07121,1.1671528006927776
OG_03250,1.163511324599728
OG_08557,1.1611019921094634
OG_10107,1.1591149993738918
OG_09295,1.1590626758431044
OG_01349,1.1459664398595557
OG_01179,1.1361732121735972
OG_02905,1.1355941321230818
OG_09694,1.1287459426063833
OG_02927,1.117039973382671
OG_02308,1.1097470743891975
OG_07039,1.10859701521567
OG_08126,1.1082458292995672
OG_09798,1.1038572442227348
OG_05777,1.0926190012557573
OG_02054,1.0904403170847026
OG_06486,1.0899258977521114
OG_08614,1.0875319760665787
OG_05755,1.0864088212989993
OG_09216,1.085625573950896
OG_08941,1.0815540966335258
OG_02040,1.0774780834517208
OG_02395,1.076502367813147
OG_07413,1.0739709765113865
OG_08292,1.0739319125306468
OG_06891,1.069792245718315
OG_04983,1.0688783477821382
OG_01275,1.060199603833336
OG_00043,1.0600232259808189
OG_06436,1.05609010523733
OG_04601,1.0535048638029945
OG_03080,1.0519550085200722
OG_08540,1.0476921530686525
OG_09650,1.0441235178106112
OG_03579,1.0422369193179424
OG_02058,1.0421120883049195
OG_08808,1.0408875548980103
OG_03085,1.0405793462691029
OG_00141,1.034783000490355
OG_08355,1.0334416413399603
OG_08952,1.0320892085072195
OG_01887,1.0320495809927297
OG_08245,1.029335310722289
OG_10008,1.0255952430844495
OG_08898,1.0216575650347093
OG_08229,1.0176796276275553
OG_05565,1.0175060728284018
OG_01371,1.012416082911178
OG_01895,1.0101819673355212
