OG_ID,Component_11
OG_02734,0.5116761540944278
OG_08647,0.4994230914994765
OG_00314,0.492292390112292
OG_01505,0.4830604486955336
OG_01955,0.4829161704581017
OG_02088,0.4828538662917132
OG_07978,0.4808554475007493
OG_08400,0.4784221654268335
OG_02321,0.4778195298763648
OG_05387,0.47694661306100433
OG_03826,0.4757186860258932
OG_03941,0.474698407998107
OG_01221,0.4727472132472665
OG_01390,0.4724694511313009
OG_01712,0.4722641163747199
OG_04633,0.4720136326324946
OG_09390,0.4715872349554947
OG_08289,0.47117007390287663
OG_09075,0.4700234491218097
OG_06103,0.4680669566328191
OG_09963,0.46564686148250634
OG_02762,0.46375489249698815
OG_02474,0.4636262156563645
OG_05470,0.46352518766861867
OG_02560,0.4631482121543172
OG_07521,0.46272756810044746
OG_08709,0.46260508698137015
OG_04407,0.46238539799995154
OG_10007,0.4609289161333171
OG_02331,0.4603606089515877
OG_07669,0.459071349017481
OG_01216,0.4586832857098771
OG_01456,0.4577140212971801
OG_09902,0.45762450421376366
OG_05639,0.4531777173139227
OG_00033,0.45069230712029007
OG_05430,0.4490595437440603
OG_08517,0.4490588119910576
OG_03230,0.4488075629528362
OG_09567,0.4484667417642021
OG_00071,0.4474124897676993
OG_07364,0.44380288948374064
OG_04571,0.4398528528806254
OG_07251,0.43818666684979374
OG_02323,0.4378857060146691
OG_05241,0.4378297210331774
OG_09257,0.43665455082545296
OG_01295,0.4360395875034559
OG_03205,0.43576817235754634
OG_08405,0.4350972406971925
OG_03999,0.4348951394405796
OG_08474,0.4334739217992052
OG_03145,0.4306993984149942
OG_08795,0.43028203667502185
OG_08673,0.4297188496461715
OG_07128,0.42915620575958946
OG_09299,0.4288484985892675
OG_05852,0.4277928045022608
OG_02855,0.42774484330401386
OG_00581,0.4268157279184697
OG_09850,0.4267869204766694
OG_04072,0.4266629187529276
OG_00687,0.42396765896617616
OG_03139,0.4234343808351435
OG_02355,0.4218121396967006
OG_06532,0.4203116715014374
OG_07077,0.4190557200556976
OG_08301,0.41886370479697493
OG_04647,0.4181122184671579
OG_03425,0.4164733188970541
OG_06809,0.4156240147883883
OG_05401,0.4148825081851646
OG_02232,0.41472392678585435
OG_08721,0.4146179176524773
OG_01995,0.4129982946815702
OG_01639,0.4121851253832718
OG_05657,0.41103588252136264
OG_04073,0.4099071935666073
OG_01161,0.4078058838361124
OG_03575,0.4062421656377799
OG_00102,0.4049978892185742
OG_04003,0.4049630404159525
OG_09358,0.40332793552009966
OG_05192,0.4029947366395038
OG_09436,0.40189898323059253
OG_00528,0.40029299737935714
OG_01631,0.3994199287018213
OG_00295,0.39894197170535
OG_03932,0.39818230273324906
OG_04187,0.39707663807128296
OG_05798,0.3967255500387723
OG_07889,0.395019420472259
OG_10035,0.3930254331127356
OG_06207,0.3924673157730146
OG_01802,0.3923246612523766
OG_05823,0.39118123956943185
OG_03842,0.3900362534868802
OG_07474,0.38977210276792046
OG_05916,0.3874121862004628
OG_03070,0.3860832348758421
