OG_ID,Component_27
OG_04999,1.5100054761020252
OG_09596,1.4962386722865322
OG_07996,1.4959832991086008
OG_06174,1.4190828180278448
OG_02967,1.3994817934497008
OG_02497,1.3946866935994824
OG_06842,1.3711071641743322
OG_09963,1.3372624251279994
OG_00843,1.324288530172418
OG_08292,1.3011138229126786
OG_01642,1.297890372620336
OG_08898,1.296931540435309
OG_06416,1.293832598940951
OG_09075,1.2865547298529303
OG_06782,1.2709025391125817
OG_01505,1.2682549501364524
OG_08859,1.2667565422956828
OG_09798,1.2644256003391323
OG_02317,1.2632608819832547
OG_08545,1.262603223651183
OG_09540,1.262257946627922
OG_05307,1.2554704245899444
OG_00279,1.2531299266825089
OG_05803,1.2527433713360567
OG_09247,1.2505560605433217
OG_06818,1.248184215929152
OG_08491,1.2478812449459666
OG_05387,1.2455337543599727
OG_03941,1.2453670827809409
OG_04737,1.243059130562269
OG_10087,1.2422945142607995
OG_02734,1.2399737752061075
OG_08735,1.2365099367859276
OG_04815,1.2341732030726589
OG_01995,1.233041945214984
OG_06282,1.2326178355373585
OG_02968,1.231805364460805
OG_06103,1.229344556834616
OG_09944,1.2286023678715796
OG_02331,1.228349053526438
OG_04621,1.2222464319174149
OG_03085,1.2175485010552578
OG_00853,1.2122238689158762
OG_00033,1.211174080682126
OG_01324,1.2101412989507103
OG_06574,1.2093915120575782
OG_09598,1.2087930814332193
OG_01504,1.2081416723844658
OG_01161,1.2067122411984617
OG_03743,1.2064592807863472
OG_08400,1.204685393202081
OG_07978,1.199313470891198
OG_08098,1.199245391880301
OG_01123,1.1971927312962811
OG_01413,1.1933938957105688
OG_05974,1.192244855329467
OG_07669,1.191165037247515
OG_00163,1.1891797262904231
OG_04571,1.1877549573628472
OG_03139,1.1848782822572814
OG_07394,1.184817336566846
OG_00890,1.1839304439599396
OG_01456,1.181665847095832
OG_01955,1.1774043772737628
OG_08080,1.1728172609139116
OG_09210,1.1717458547103077
OG_00196,1.1694714282879184
OG_02872,1.1653321962031564
OG_05445,1.1652336503262122
OG_04693,1.1649115538000552
OG_04941,1.1636354120338102
OG_03443,1.162560575468332
OG_00599,1.1623627687599083
OG_08647,1.1610467666013933
OG_05430,1.160989386659974
OG_02795,1.1604026211414349
OG_08083,1.1602640719158313
OG_02826,1.160053227154191
OG_07645,1.1555685109238012
OG_00314,1.154359019456784
OG_10221,1.1519299637353828
OG_09694,1.1517460474383998
OG_01887,1.1514633954235654
OG_04511,1.1502003939486904
OG_08721,1.1489863855483824
OG_01489,1.1484263439268103
OG_02905,1.1454789080627417
OG_00760,1.1453878238315625
OG_08994,1.1414611348178203
OG_00071,1.1397286583121256
OG_00087,1.1389328717982872
OG_03779,1.1388078006046347
OG_00320,1.138621225921428
OG_03086,1.1385973517332866
OG_04547,1.136270333354631
OG_05888,1.1360793277573382
OG_08830,1.1344066787530074
OG_05766,1.133980829990999
OG_04359,1.132088483575571
OG_07177,1.1307447297716569
