OG_ID,Component_30
OG_04304,1.005332255918879
OG_06218,0.92674572665125
OG_01897,0.9198486250577564
OG_08151,0.9126216611137216
OG_00141,0.8911505933908439
OG_05854,0.8674832044836839
OG_01642,0.8443656787273257
OG_08355,0.834794619943875
OG_02828,0.8257667723354594
OG_05565,0.8139828427858999
OG_02119,0.8128468927813678
OG_02805,0.8063566677441212
OG_01645,0.8059112981756662
OG_08098,0.8046865617962622
OG_01486,0.8030588483090649
OG_08937,0.8011707992339918
OG_00082,0.8002545377682015
OG_02190,0.7990660144739847
OG_00163,0.7986823044959865
OG_09472,0.7832290724726322
OG_06998,0.7799719422227834
OG_01576,0.7525136194908164
OG_02972,0.749374731505892
OG_09007,0.7489987834063018
OG_05226,0.7487802877388127
OG_10045,0.7454448429842274
OG_08097,0.7426695470170798
OG_05794,0.7416584836092344
OG_02948,0.7405863179854026
OG_01179,0.739687955703626
OG_02927,0.739315144344942
OG_08566,0.7382158048264937
OG_06022,0.7360176997265747
OG_06609,0.73307557458562
OG_08126,0.7328696094842855
OG_03919,0.7306232982551882
OG_05328,0.7298606885319993
OG_07039,0.7294556968416079
OG_07911,0.7269475009140077
OG_08988,0.7257842559643644
OG_04693,0.7244929517519403
OG_02929,0.7233636242222398
OG_06154,0.722102791171596
OG_01995,0.7217851571376183
OG_07112,0.7190994693981791
OG_03193,0.7181583398747197
OG_08202,0.7166410316549995
OG_01531,0.7147500202681755
OG_07245,0.7131105579510096
OG_09091,0.7121542916069821
OG_05895,0.7110945472315374
OG_04350,0.7097889087575697
OG_00611,0.7077441386242647
OG_09235,0.707439097617703
OG_00319,0.707432538935497
OG_00764,0.7042931380824695
OG_02395,0.7009511165310145
OG_09286,0.6979298065012867
OG_00571,0.6965417554637409
OG_00672,0.6963067846088274
OG_02259,0.6958107189414646
OG_02905,0.6921360783661317
OG_02998,0.6904461729427188
OG_00033,0.6899981430838555
OG_05922,0.6897339533166271
OG_06663,0.6891137593260164
OG_08222,0.6884715389489993
OG_10157,0.6871359096988754
OG_03068,0.6844515346034201
OG_09423,0.6818193785968075
OG_04843,0.6816103985033657
OG_08557,0.6814119685499598
OG_07251,0.6812003481056094
OG_06452,0.6811664302576866
OG_04677,0.6810618660553616
OG_03195,0.6808876896587482
OG_01868,0.679441243857084
OG_03616,0.6794130292165236
OG_05625,0.6791301296631448
OG_02490,0.6786316696499126
OG_04601,0.6737954503271958
OG_03443,0.6730463012426859
OG_04072,0.6722356681927502
OG_05375,0.6717644202241907
OG_08795,0.6714937388259232
OG_03313,0.6714818926357393
OG_01647,0.6710349899142735
OG_04747,0.6699869662980162
OG_08217,0.6675187644885524
OG_09573,0.6667030110936558
OG_09944,0.6633861073192642
OG_09910,0.6632889245746928
OG_02560,0.66320021794466
OG_00676,0.6625656512166405
OG_04401,0.6608647843900257
OG_05718,0.6602520613743685
OG_04553,0.6595252283865666
OG_03788,0.6592234231083424
OG_01232,0.6581809868303121
OG_08909,0.657269028610679
