,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Species,Sample_ID
apul_ACR.139,0.020644111416825362,-0.07738737135774484,6.241595636308391,1.5732678298703617,-3.619289992311902,-0.16866230815330713,-0.9214003321042393,3.192733824865719,0.9971437202611532,0.8488563573279947,-2.746581797015072,-4.111345955467844,-2.323367477498304,2.6780898346646183,3.535384815056331,-2.7276606743740888,3.0985552988813043,1.9779644356708546,-0.794998285780583,-1.7255418022409863,2.6196852056354514,1.4012928229372943,-2.0393865085009155,5.894557017710934,3.170847022094827,-0.11255656587021118,-0.4748300882636942,1.0569432178832099,-0.605311718961526,2.684723877005868,2.480499179649548,-2.3011957989138376,-0.20271065656267162,-1.0810014650427835,-0.13945303552971622,apul,ACR.139
apul_ACR.145,-2.8887958675488803,-1.5748211716053804,3.5910878083119275,1.986585515487566,-3.2419495940934118,-4.238348824209762,-0.8830912306759849,1.5629989327345195,-1.020176523757459,1.7986850940153192,-1.5269755782886116,0.2960859505912635,1.140468024085988,-1.4281166830032184,4.641589195620941,-0.23900425295922778,-0.8833095140761332,1.054690216718595,-2.362632198483407,1.1223011716551852,1.750625769135522,1.7967859988830115,2.0758030240633665,6.454804471899728,3.924470436511137,-0.5160052196054795,-0.6873329973390094,-0.6883518973217223,0.3870496947834488,1.198505748580037,-1.1042884935447728,2.1271950258969596,0.38636136083929085,-2.756067131243482,1.1883794520701674,apul,ACR.145
apul_ACR.150,0.5042085808284101,-1.8204597969726797,2.881534948361427,1.7483969057704836,-2.7489115010063476,-4.514686495651449,-2.0154402024874813,2.7398477111769264,0.5506073348987669,3.0174031720101517,-1.2803963321448133,0.7626690647383155,-0.017575726363824592,-0.7969023336351849,4.671469334441564,1.4332819045619054,0.5855855306141214,-6.337868515517087,-2.710239675272282,0.9797537436627133,0.4901537447491703,2.658320823537832,5.34662840065906,4.604081282269599,2.4020000866425306,1.8625931973332055,-0.8919277640250778,-0.4249201225215289,-0.03831792411999929,4.506514265620444,-1.3187084297170593,2.8616590950187146,-1.4196288277411868,-1.6833780728923033,-1.885985944369757,apul,ACR.150
apul_ACR.173,0.698592034251567,-0.9377888451083919,1.8701979702057838,-1.4060247871597789,-0.2531554194245656,-2.431665638833189,-1.3739331741031515,0.2918419696114085,1.1161402741515194,0.9708692360431314,0.8880347208355109,1.5635013787657588,2.059495365433529,1.5190475342135568,2.467850612333653,1.27027564236232,-0.6962011293768309,-1.107303338423559,-3.846828454819793,1.4481506118118608,-2.598650013847146,2.209554827078039,4.466348931197224,6.004680611842609,1.2334678008104416,0.992001884121369,-0.6909877591684297,0.680363928937627,-0.31892864537741605,2.3008107832787723,1.4417010055368784,-0.9621430705376448,-0.3107634807755057,-3.1564385829045136,-0.07546570029523572,apul,ACR.173
apul_ACR.186,-0.40077581952861235,-0.7261781271550471,6.174187053517168,1.468573404752434,-1.9762162756509036,-8.618990690950074,-3.273962801387523,4.202676753262127,1.6132948958645184,7.267655083303149,-2.4878493342670343,-3.5174955684910882,-1.183151172211841,0.938965151605944,7.646729427542701,-1.3574987800547893,2.3742246518859162,-0.6301834927868512,-2.568172719657389,-1.4507100440067644,-1.886756468238215,2.9798307535254174,0.9104548700179134,7.447576027008093,2.7171429595991596,-0.44677320157363587,0.7154861724702674,0.5464151881803677,0.04299624001205394,1.7203279485771426,2.4693293588397807,-2.2869625227552905,-0.4087986189284954,-0.7187504401555299,0.6239845106752568,apul,ACR.186
apul_ACR.225,0.30580957856493846,-1.3341044504590767,3.774435185819587,-0.408698090772803,0.13359520851947404,1.4311520050095188,5.058011713471766,-1.8992024587418075,0.3936893846227524,-1.623260716743735,0.7237707694260105,-4.257995835993818,1.9310294273916178,2.608314499360264,1.8212680444015614,-0.8718031265085174,1.011763500960864,-1.8640960220533533,0.6474946013917708,5.9302720826318165,-4.148389763965314,2.6594641952314126,-2.25723552969164,2.987002156217343,1.278456631877167,1.3269510939621179,-0.6008117362663858,2.0616255894289552,-2.3870098882732096,3.4210538710434424,2.381271195508266,-2.1533147163113497,-2.010062913025008,-5.9467030552996745,-0.5133973261553132,apul,ACR.225
apul_ACR.229,1.0089858717927704,-0.14902588477491324,2.471464271803523,-1.9048487359405206,1.0641486516812544,4.438763368958737,3.118021584425713,-2.2301041820815666,0.12967507620116578,-4.168059491522819,-1.509857643813554,-4.619919274276422,0.7463536999504562,1.6416296721808736,2.9738397743118212,0.38663174772805226,1.0775235218952248,-1.9908745989402645,-0.6152261172063253,4.642616393832292,-1.3834270828359496,3.9156695045791188,-1.6379922499594237,3.132692707200453,1.118488197440818,-0.14530763838000868,-0.9610834949361938,2.721979494889119,-0.15179301399702072,3.7148271612501373,4.382849531377322,-1.154107204456239,0.34119084184617915,-3.2448901609025373,-1.0037960893760225,apul,ACR.229
apul_ACR.237,0.9983991274036362,-1.643756648541169,0.6508282277916723,-0.12008901749446661,-1.2284251904594332,-0.3674150688866762,1.9855030338782131,-0.9664371846806223,-1.8878030355966007,-0.5308946209825899,-0.5620745921532636,0.4532368168878688,0.754278477066631,0.663300835995836,2.6235344049226956,0.9065777883978735,-0.08394209194205142,-4.488019544958331,-0.9007467967833356,4.3747203859255865,2.480060703931705,2.2491538894155076,2.3796932636571797,1.8479442582379724,1.6306962181467601,1.5570224773681252,-1.2590777461919391,0.5897100882318582,-0.08834119502772263,3.9770539219797363,0.05081536957765428,2.249182835544795,-0.3370027548564191,-3.193056262078557,-2.024788279690941,apul,ACR.237
apul_ACR.244,1.4324911128897813,-0.8909573667301874,0.975097819820787,-0.6560851320576156,-1.235551235892777,1.5416592779662044,5.13452229293135,-2.6852248313870084,-0.7751781418029117,-1.5282077826577125,-0.41139266790144935,-2.9846219657546382,1.8777536407059487,1.8569059035833186,0.655292145490609,-2.815613490667176,0.8289096604879129,-1.8696304674775073,0.3072954098333178,5.7343836212651365,2.5203158736802727,1.6668834181746386,0.35659774277957185,1.850620625256907,0.041739228433764805,1.1205223455698852,-1.2540501978616252,2.2927098667239805,-0.8397869067514508,3.489777860415483,2.1128128985376313,-0.29119790431076625,-0.2367305303189423,-4.542770104387569,-0.4994539619330015,apul,ACR.244
apul_ACR.265,0.27231781563397883,-1.2645332339752866,2.3924844116274637,-1.2640618632555385,-3.615609120991913,-3.457442301282002,2.654568713727932,-0.002698909964314238,-1.5184598979519144,1.9303078148759882,-0.8312810730056421,-2.4639891877438154,1.342702721292638,2.931564187740911,3.270805482114881,-0.26643235016250855,-0.8591504466330762,-0.6297826086508869,-0.009125186684079354,3.296412556867322,1.3187288074562786,1.2423860789119143,0.9953978785403168,2.2280157540943617,3.5245567276435863,0.4789352770505229,-1.5186962723712523,2.4772630948838144,-0.1745759312924961,2.759425417286394,1.713841564191157,2.4291242811728653,-0.6464215952749655,-3.3437028913140177,0.9073300493182623,apul,ACR.265
