compound,POC-52_TP1,POR-245_TP3,POC-255_TP3,POR-69_TP4,POC-53_TP1,POC-222_TP1,ACR-145_TP4,POC-255_TP1,Metabolic-PBQC-1,ACR-265_TP3,POC-42_TP3,ACR-229_TP1,ACR-186_TP3,POR-245_TP4,POR-216_TP1,POR-245_TP2,POC-219_TP3,POC-219_TP4,POC-57_TP1,POR-69_TP2,POR-216_TP4,POR-83_TP3,POC-222_TP4,POR-260_TP4,ACR-225_TP1,POC-40_TP4,POR-72_TP1,POC-57_TP3,POC-42_TP4,ACR-244_TP1,ACR-186_TP1,POC-57_TP4,POR-72_TP3,POR-260_TP3,POR-73_TP2,POR-260_TP2,ACR-173_TP1,POR-73_TP1,POR-83_TP4,POR-262_TP2,POC-53_TP4,POC-52_TP4,ACR-173_TP4,ACR-139_TP1,POR-262_TP4,POR-73_TP4,ACR-225_TP3,POR-260_TP1,POC-259_TP1,POR-236_TP1,POR-74_TP2,ACR-237_TP4,POR-74_TP1,POC-42_TP1,POR-83_TP1,POR-69_TP3,ACR-139_TP3,ACR-265_TP1,POC-40_TP3,ACR-237_TP1,POC-259_TP3,POR-236_TP2,POC-40_TP1,POR-72_TP2,POR-72_TP4,POR-216_TP3,ACR-145_TP1,POC-259_TP4,ACR-229_TP3,ACR-244_TP3,POC-201_TP1,POR-69_TP1,POC-222_TP3,ACR-186_TP4,ACR-139_TP4,POR-73_TP3,Metabolic-PBQC-2,ACR-173_TP3,ACR-225_TP4,ACR-150_TP4,POR-74_TP3,ACR-237_TP3,ACR-145_TP3,POR-74_TP4,POR-245_TP1,ACR-150_TP3,POR-262_TP3,POC-53_TP3,ACR-244_TP4,POC-255_TP4,POR-262_TP1,POC-219_TP1,POC-201_TP3,POR-216_TP2,POC-52_TP3,ACR-150_TP1,ACR-229_TP4,POR-83_TP2
Phenylalanine,80895278.6896552,4822882.10858129,92613862.9002273,6257485.59918479,11791692.9899561,38949999.3072942,7609455.49336445,39400059.7363919,23969957.8496311,4711390.70315802,188422366.016277,95070659.7785806,16379864.3583252,2033804.16502407,2644410.10594701,3004358.20431699,99897384.1887846,34602491.4818018,54218722.2549368,4557766.390826,3050935.00143522,2574552.01338786,75092659.849892,2588936.95579005,31911121.7966236,17829067.6943909,3304339.49150188,36819519.2107969,43851176.6783266,30705010.3283931,38821865.5103821,19137177.4329982,,2846035.22038703,,2194047.12942446,32733005.322214,1831374.63446636,8641993.67570442,3474481.99061285,43393442.4135302,69890211.1360673,30042244.4145348,28809540.7171657,2536672.54101171,5627905.67807712,5643589.16877954,2773528.41329577,122596650.530211,2493146.82784151,,5142213.13114699,,168137473.189817,4157315.64533119,2243019.64635167,34586889.9176049,9667802.39375878,88345897.0312153,28239829.8741599,45530316.5678425,2628127.44545539,24305925.9970518,6535664.34152568,3444785.40012325,1511956.24190495,16960243.6315875,64893757.6985361,17819523.7592614,6352075.03596998,42369400.4724621,2173599.22547314,41588184.8408622,17504556.5891795,237667330.980513,1682141.07377401,25815093.939642,15476053.1283885,7658678.85925063,17974114.5834398,1408536.21853067,12275515.6659426,5484044.7164361,1819180.18862262,2641358.8155467,11263173.5281055,3332365.85439164,71306311.4213818,16587589.4616563,57336830.3808602,4863477.21388256,38048916.2388381,94403441.5200107,1482393.06182913,65005571.5506839,7960172.87098549,30714281.9355643,1978749.54156593
Methionine Sulfoxide,3248787.16252892,3088958.0573924,9046170.61669152,3924130.24856051,3985668.10448769,3172635.37857185,962058.813986249,2234444.30760269,4234751.45845758,2428954.47757251,12140681.9992561,1720539.95601505,3998951.394218,1464909.85124819,2787219.79897772,4214544.06415323,19785272.1452076,6444329.43231103,2989424.99716254,4539860.22785946,1845631.9973135,1695625.13205176,12094329.107129,1688520.81777576,926235.230558659,2452563.01652112,1118535.32980763,5787224.65004471,4599848.33700057,812039.659856459,9704578.41973929,15370973.8719858,1095009.04959873,4890282.34297763,1891169.54401903,2239041.57082757,756640.927785172,1527979.77418761,8400097.20532894,1528500.29290327,5913866.38676983,9020486.31514767,1159151.79599632,968558.885024546,1846602.45367594,10836220.6968343,10951207.266402,1428686.43170426,10364639.0357917,2580940.61337586,1668567.91533765,3330558.21498988,1059540.27079601,10812127.3506316,2090320.93457924,4074310.79819448,2561630.47173554,554070.731973019,11052625.2217328,610764.523881836,6556027.70961203,2133148.56679044,2013916.13526651,1685113.5476149,1595259.34678976,14353711.6648807,764046.919883606,4097090.83496079,1362441.79139631,824942.533299591,2440319.83194913,7793198.42660066,4931852.99260519,884386.015394174,45274766.7448255,2116241.22264918,4521665.32624471,2148317.74528624,4415052.04951174,875467.070586244,2011343.41723446,971302.621700784,742055.400284073,3303675.83634114,4406490.21287201,935042.629893926,2507362.63981086,3541411.6943279,2951240.11773938,11071181.5704379,5025910.07305478,3096299.53509063,9154970.12670453,2829961.91220464,9176161.12689182,2071907.69822407,2652248.05109888,559273.240634841
7-Methylguanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normetanephrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurocyamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyridoxamine,1166666.22196741,403937.288142704,731250.3220076,633308.783242017,1709347.02015666,736485.919863391,242834.018539819,1028808.87111015,735554.66774514,386343.596979456,1660062.63862413,2655813.76071268,1114277.93326228,384719.259082308,746838.571583064,568954.506899279,914271.343447795,682829.315009673,1264632.18155526,433976.295931918,426244.545865391,179408.568476275,978073.716906662,274255.203758138,456481.092532169,638829.778543754,211858.591584552,405942.095141981,1575019.52746439,644146.919275179,1399729.3970178,2970476.55229784,215852.684768597,599205.368758705,215444.091291382,238063.738751028,546727.753247977,325336.061975467,545255.879786122,270081.69732072,837797.486611597,1230934.95524383,476729.723668369,744731.214616389,362850.235753907,967747.951584137,358368.865404956,346970.34972941,1969377.16689046,250560.251512999,228977.743556137,1583333.58859534,234051.324631048,2217253.88467698,471116.563385847,262625.801778075,406481.677820063,230939.357295768,1037986.48127698,829950.8669657,384344.972280224,190778.043611286,465981.767109348,1417636.10566755,335319.855977397,1124388.5287935,745698.439609926,865590.285515251,562157.173203335,326973.983164094,1083722.17873641,1683361.60917217,545641.707873797,377202.958738569,1368148.61673287,210069.485379405,759190.516628327,863620.498731204,1455266.26428178,525359.235079638,506625.267476051,485389.939598901,374185.172627688,1022293.86149823,512669.106643677,572395.693933699,374024.862032991,893100.038012316,1889182.47071503,527118.12003553,655281.402743927,783768.721754948,1260785.08389096,475647.847248926,857829.632337427,218485.791327197,707097.314049791,76533.6046973398
1/3-Methylhistidine,1169178.69306113,271728.145176722,619796.510622996,192722.778061844,984567.693383586,230215.517685099,357637.228052973,859763.970683369,401234.419296508,81003.0477343308,1287483.07652199,647539.302725354,372507.2161709,77930.8971530333,91773.0575762091,47678.1942038399,722945.214696984,583204.038418908,1614716.54884343,118501.66653961,68434.5651761149,53974.7314916629,270794.380839388,44924.8305544544,350361.127471573,273058.831014416,49531.0326530725,423470.91877442,2055949.64767785,481482.344280865,322619.451692254,3712639.61154355,50556.5268550778,65615.8344032144,249090.705827748,20293.5508239282,939446.903749166,229218.622306072,53338.3430359781,90350.1191398958,342360.294079784,1459900.62311685,1623780.93202261,137398.892168487,119329.096420336,379130.303024215,519391.508737161,47729.8244362842,202053.077287296,79559.6273860054,307137.112599772,5363599.72958658,86742.2721049509,2043276.87135793,100685.39001762,56082.9078014643,49088.0746054565,185868.940884001,269373.824233039,360884.989215775,43676.7855284149,71729.2802749189,165428.635661281,182670.107466111,66477.2257990045,80767.7053548719,526655.535780983,209885.530461129,386067.015101946,501285.801104243,259951.962956825,964049.051273456,92203.3459535899,236970.499326193,102943.56933779,276157.58756703,322333.072051053,739062.404516559,6924152.63201415,245183.660311936,348431.349598251,539625.890980616,314859.44859476,303233.653258408,62940.9120042191,938350.383006488,121717.164924216,257689.167777789,4210751.33047658,348734.260418581,164902.113045044,676913.067886852,382378.350488318,60080.69368386,856001.34625523,370299.611351277,1037456.58826108,
Norepinephrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n-Glycylproline,1520201.81312302,288081.627695774,1739843.36983464,619377.801626678,2776611.71163211,1103580.68490265,1187059.18242061,1025188.84919791,1185081.73680307,2316024.10254271,684158.359405675,1936591.70993369,2828417.32486589,398326.822019338,1236421.12553144,344572.000180986,1053266.39151035,603974.109198997,967363.916692862,680078.88807258,684436.759322512,507003.138902542,1078578.54082115,513722.109232824,1119626.28586538,1129003.64825462,197066.145622304,394252.145232993,1827670.35625638,592913.376880213,3647454.18466413,2843341.99580175,175154.493666526,1230059.1257814,264506.968429481,592547.649365296,702814.466957825,249994.400737957,1033571.12003007,242727.714951913,1096102.46464035,2210867.78733718,1599254.29618406,756584.965664438,303500.262868096,1498496.55840671,4735446.65121104,301975.442330576,3373065.66280683,435362.36442869,374512.501013946,3749948.36828492,259217.524558041,3035784.20242241,685822.059901361,518952.176502708,1504443.04612852,564332.630800796,955567.905269944,929202.415294623,510233.94277372,327615.135280003,890513.697540367,530397.624328284,341540.973864306,1592000.60993017,1014620.02911064,2042808.36118347,1598903.75344666,694382.001831636,789372.502945905,1225881.74173182,886860.515754735,1094718.24420784,11261788.4107179,237588.278168516,1341964.15771024,1658828.3873704,5885589.13986837,1415870.89811734,407248.784323836,1084170.43247512,1273150.13487152,550824.71095218,338281.251299674,1564162.93868998,478597.715345809,1050353.88750395,3316823.81583646,1192931.79798533,1414815.46814646,2099922.09163654,1711447.08613428,465857.174869393,1268011.39060113,1136534.70365329,2390558.35528506,129311.73111217
Arginine,223866508.241094,2377672.68834985,279228460.460537,6248681.34895384,238784100.715015,125322828.741626,8475869.72496433,148600724.143852,24532373.7162113,74126917.0173707,479039660.48938,12045967.2837033,23169891.0974173,1873622.47271812,5388161.86152762,5518596.02239812,286500137.610873,160600618.572574,219605445.770445,2987243.53606349,6011688.44725402,2779935.81810031,266042643.3079,6797099.05314729,13988971.328567,115421054.876756,5493286.10795631,106233881.919093,273676793.469605,20299490.4963975,111975506.067919,316671936.304331,2660186.14006697,2290258.95457428,2752991.06990356,5921436.97242578,10869423.6663632,4504472.3113424,2299113.22060143,3683164.35628546,231464668.551604,244014521.199241,5330195.17806091,3110464.76042222,2229517.8216918,1915632.58070139,1166296.98948289,4704085.3072871,446852009.026631,1898000.26278711,2412470.39882702,29191133.7233418,1592025.8768575,456217398.732178,8087694.2510649,1905133.35865964,8100320.54656807,12567658.041611,277422150.763034,15296949.4464019,130436817.546408,3057475.11068465,87825867.7035447,10425827.2374047,6668422.44374129,2638258.61342689,38991810.9172796,203659342.586047,8097565.14077923,7322267.20453495,127990630.389557,3842701.09665532,144842673.56478,26819613.5710142,327551675.486464,4750806.0653562,19910728.4284148,9764770.52606297,8435245.72732653,4944113.93962705,1691043.30239414,4407300.82235804,1753054.17336941,4911508.64062179,3993457.02267749,3121998.16964119,3815022.47559383,210300842.086487,10884257.8768635,269131150.315204,6000182.45126138,169751928.382281,358867003.500689,2591269.86188201,185158695.790109,1814111.7035104,4035150.20322371,667940.610116459
N-Acetylornithine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotinine,4087.98825224771,182626.262444888,74486.1932140743,4466.20943406314,4229.56147178118,5266.5352617858,4225.58702500111,2948.21650591156,26573.2041016319,53039.6603084087,112299.404937135,7424.51995139075,41888.4804163004,,,2956.60074784069,187334.383387491,2908.32526799251,,8102.26321183107,4407.26383607214,23159.2791963419,,3269.36781859443,3431.78391832892,,3621.03117245058,82281.3282270218,,3023.53763763655,,3447.57674496768,41814.9286270418,50928.6116134755,3169.64265723614,,,5023.56922890511,3293.61026560346,,6189.27196120568,3720.30313592931,,5019.07125187432,,5154.02310454826,29875.6405105099,2181.16950883661,,3788.18642125543,7541.75150414699,,,,,32152.706110303,65273.5701526065,3264.14362075989,97353.5015326635,3221.06355542854,66199.3547005956,4262.83649751384,4007.16125339657,5195.22705483583,3799.36953513991,43803.8649236814,3001.68609424384,3944.01087753796,95455.3957699074,48566.4456852677,3446.02197574197,3208.33557481727,228593.107365162,5387.11633391873,4130.45884844866,21544.8875784506,26509.6413216738,219365.54936133,3010.39780633981,,174788.051145248,43149.8358660477,76018.243236661,3158.43450015706,2182.2278595339,75057.2996091032,55582.6175088214,116222.677096255,,4403.67960439024,,,78609.3047313712,3477.05154131859,57030.152982667,,,4755.4320011497
Cysteinyl-Glycine (Cys-Gly),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gluconolactone,266712.593631753,36113.0148565989,235766.061764269,59012.1140815644,1137558.34930083,173845.606480112,16886.5890788215,359511.09420174,111610.822913136,,165731.963483659,1352401.96685719,81771.1472547999,,452978.307688681,29251.0213018073,56444.6772072407,12993.9361365071,319010.587819128,200850.943244605,13842.3384683784,14983.4906545358,82122.3295383861,15870.1671323716,122929.164200838,96223.3883883345,,19518.3364379716,418062.701010685,112552.397204326,181295.676364532,917726.222135587,11450.5510936481,63741.0859717787,,,83089.7739476401,10810.0957824669,,,72675.029134432,391658.251493495,65543.7994970719,177664.117963559,31707.4750905878,122583.069152674,12271.2431972414,129069.347345321,429118.155783405,56828.5454031826,,305980.815160621,51673.264864419,459696.38181693,121731.345415089,16529.462248222,11453.6617851091,28653.5489582848,65907.8726717766,103143.729843811,,,275772.898523673,556336.811143961,15502.1902452875,43730.0385781618,319921.504385361,237094.939599309,72199.7938166412,,317210.62639707,1165805.59695977,158272.19007474,60463.9595041168,281530.827180658,,87272.1381951161,37317.2025925159,405102.675523588,112688.611010706,36584.256779193,24204.3108141326,,108090.906789154,218230.659854328,75906.3320801566,66244.186584121,88963.3675340005,314705.198758058,19898.7857405597,146331.818935285,125322.644673334,148366.197433578,15476.6488306142,128211.409347126,27901.3308763342,103661.164553017,
Glucosamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theobromine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,7-Dimethylxanthine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrosine,2999525.05740082,4622587.62423864,3660054.46864253,4552832.81931121,3595530.79664227,2455537.79744688,1353211.74519562,2522013.0362854,2316264.37264069,,7765151.75291342,1960220.01124543,1286944.93978239,1745053.74345635,2293772.80962367,2003179.33716879,4252448.22862743,2887493.10775705,3713145.82337901,2312634.41848114,2325552.82661915,1522020.87442025,3437950.47238834,5603253.57513493,887463.064880071,1778132.67973501,1203613.53978489,3684117.99757571,3183987.25399053,1227049.589549,1282198.10986041,3716314.19888494,1007868.11320634,4220478.39255252,1766193.06073223,1758886.02391596,838542.194116703,1248438.73281584,1266146.92163376,1353236.78122567,3127898.17410915,2872637.9231074,1074312.6814953,,1491270.52337169,2130039.62322919,,3005752.73051611,4735529.23734307,2030248.88502503,1615094.86052627,1694792.38231099,856593.883989462,5842478.50909592,1502215.82733214,2027056.79099794,567567.28726792,624642.395373216,4206812.57646981,1000987.95695122,2121359.84448778,1575064.17866539,1425853.08188517,1225341.25538496,1608858.43805436,1198248.90416891,708912.150735192,2865361.34394133,1059759.24428063,,3047148.94895568,4819668.29611449,2602740.16092384,846104.621483158,4892318.38832228,3664037.3601074,2230260.09082141,795448.802879005,1264545.07278121,1082863.75964968,2384770.32966614,767890.355000411,506225.335576466,4274092.29553311,1735024.29417114,629496.750322406,2541478.15753197,3663141.75149078,1467687.1789688,3555104.06189356,1950837.28327054,2388280.89515458,5607313.99308252,2482125.09687839,3681200.75030117,,1019681.78748547,640184.270969333
Epinephrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Se-Methylselenocysteine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phosphorylcholine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N6-Acetyl-Lysine,381711.445488393,94141.2042640006,573186.800109014,205905.823636732,739945.519952867,305862.596171226,164448.092383526,143393.507827541,417516.043956323,584661.468503825,1511340.38263735,229902.404937972,358930.479826979,107674.984292053,259727.752693782,92516.3218601126,495062.441263049,334763.003459682,364286.061556261,136373.644566547,253330.068432642,105314.499578273,628583.313739311,263056.686365528,149773.816311515,512075.095653224,96142.5669105088,377700.609042719,856893.902531969,112530.578404574,1008354.59009248,569177.990719472,82195.7796688298,301717.548078122,57418.6118458178,142763.151782264,113107.856211394,81248.3492528711,519357.068174024,94076.4039371232,828746.601179286,748264.28406401,170338.629196587,105206.343861759,135317.390597743,746212.452582763,934551.272731171,86074.847072823,1857438.17840837,120274.492760763,51551.2047915988,339964.49765983,59276.3982698776,1964349.21993631,74185.8189981023,106198.032236446,336928.706623653,72086.1148492942,1680696.79615026,114485.231941159,285914.892655567,78579.3296423879,146581.143445992,155457.588185513,99404.0388357987,676085.491382077,113295.049391778,366700.104286694,160532.28474313,81105.258672789,237537.346147373,148351.141328696,362032.448123083,134095.837064124,2706714.06150683,71228.3825151504,391656.965788975,363706.54527038,438173.691629494,156336.930889818,108590.19652278,123851.095087899,157861.835278047,104908.689870816,65822.0646814646,118352.049903659,146377.637096546,637531.453243451,294557.057408641,484883.868090298,486711.236561009,499104.31750835,901724.009094788,396273.999564669,484530.688730492,131542.746609528,265032.862436262,43116.8921641183
Homoarginine,3811042.55865443,637634.82708656,2878979.5530236,1373231.19466209,15553115.8645663,3126501.5052689,1252715.40452223,4116176.76821584,3079123.35501052,1515907.40839194,7169182.05943018,1535349.17641816,7253066.70684558,380399.013241304,1935378.89995823,892587.296743398,3566660.98441636,2458566.81097902,7808841.23762977,890987.396753251,1028848.78815508,1134642.91496155,4158617.28990526,521567.232231518,1689040.66993434,2057700.87828195,437429.549004675,3269824.46546411,6925873.17083625,1331413.9091823,5664428.72568439,11183094.7219722,355629.203588382,896692.538673289,712575.682871715,373694.685794606,3326918.11576794,1722216.99734355,1409362.55823225,978824.458023383,5603706.50775209,3967740.76674537,3609881.86846786,2069090.69969687,601636.13501313,2664930.74778984,806367.927041696,523734.123988647,8440671.3713369,204250.464343796,812314.493441179,16803998.6927653,590621.839526,7444093.37423576,1626347.42090784,422850.897422724,1301787.896213,1350946.02855427,3221963.12657291,6823503.5205444,2331009.43850143,275216.043199676,1498603.01419801,2092157.73786168,759123.083840735,2688181.29787491,3456211.1659335,9055818.45761596,858179.758132404,588358.626837738,5761210.84661024,2650619.13096113,3967535.39014325,4829821.43218386,2959829.76727834,1032388.98685586,3360275.78096934,4828786.25662613,4072062.29793851,6083733.13111096,1025289.85398075,4151100.6081268,1269193.05384229,726500.590870247,460875.467419048,3439299.74841622,858319.669129201,5476902.54591405,3642803.76068838,2950839.27384108,1305555.07784754,4152445.69681336,5940086.056144,2453285.61020021,4475351.52844834,1137658.05951146,2168000.12209194,383257.141232043
