"Predictor","MeanImportance","Type","Feature"
"CpG_Pocillopora_meandrina_HIv1___Sc0000020_6545125",0.0865996930518161,"CpG","gene-Pocillopora_meandrina_HIv1___RNAseq.g1181.t1"
"lncRNA_29175",0.0733989843675214,"lncRNA","gene-Pocillopora_meandrina_HIv1___RNAseq.g1181.t1"
"CpG_Pocillopora_meandrina_HIv1___Sc0000002_12904044",0.0558498255884315,"CpG","gene-Pocillopora_meandrina_HIv1___RNAseq.g1181.t1"
"CpG_Pocillopora_meandrina_HIv1___Sc0000011_1126576",0.0431407897238854,"CpG","gene-Pocillopora_meandrina_HIv1___RNAseq.g1181.t1"
"lncRNA_15690",0.0361126412283203,"lncRNA","gene-Pocillopora_meandrina_HIv1___RNAseq.g1181.t1"
"CpG_Pocillopora_meandrina_HIv1___Sc0000001_1443830",0.0326617307436186,"CpG","gene-Pocillopora_meandrina_HIv1___RNAseq.g1181.t1"
"lncRNA_29016",0.0239496088075789,"lncRNA","gene-Pocillopora_meandrina_HIv1___RNAseq.g1181.t1"
"CpG_Pocillopora_meandrina_HIv1___Sc0000000_1914968",0.0227065063856202,"CpG","gene-Pocillopora_meandrina_HIv1___RNAseq.g1181.t1"
"CpG_Pocillopora_meandrina_HIv1___Sc0000000_1914966",0.0206959984127069,"CpG","gene-Pocillopora_meandrina_HIv1___RNAseq.g1181.t1"
"lncRNA_20723",0.0206895561730882,"lncRNA","gene-Pocillopora_meandrina_HIv1___RNAseq.g1181.t1"
"CpG_Pocillopora_meandrina_HIv1___Sc0000017_6186715",0.0200595709334629,"CpG","gene-Pocillopora_meandrina_HIv1___RNAseq.g1181.t1"
"lncRNA_001",0.0200262358684303,"lncRNA","gene-Pocillopora_meandrina_HIv1___RNAseq.g1181.t1"
"CpG_Pocillopora_meandrina_HIv1___Sc0000017_8779267",0.0195232407013688,"CpG","gene-Pocillopora_meandrina_HIv1___RNAseq.g1181.t1"
"lncRNA_18935",0.0181588396873487,"lncRNA","gene-Pocillopora_meandrina_HIv1___RNAseq.g1181.t1"
"CpG_Pocillopora_meandrina_HIv1___Sc0000008_7699822",0.0172937805103806,"CpG","gene-Pocillopora_meandrina_HIv1___RNAseq.g1181.t1"
