"Predictor","MeanImportance","Type","Feature"
"CpG_ptg000008l_27992749",0.134572719205132,"CpG","FUN_000398"
"lncRNA_13423",0.0647848786571605,"lncRNA","FUN_000398"
"CpG_ptg000002l_5531047",0.0624935028644313,"CpG","FUN_000398"
"lncRNA_19946",0.0522660600391451,"lncRNA","FUN_000398"
"CpG_ntLink_8_12175046",0.0520973606353201,"CpG","FUN_000398"
"lncRNA_30058",0.0442857228522026,"lncRNA","FUN_000398"
"lncRNA_910",0.0392421013691422,"lncRNA","FUN_000398"
"lncRNA_909",0.0382029441323338,"lncRNA","FUN_000398"
"lncRNA_14636",0.0378773671525777,"lncRNA","FUN_000398"
"lncRNA_19947",0.0360003194499261,"lncRNA","FUN_000398"
"lncRNA_12298",0.035931036866272,"lncRNA","FUN_000398"
"lncRNA_18399",0.0346004671069102,"lncRNA","FUN_000398"
"lncRNA_48614",0.031247411779281,"lncRNA","FUN_000398"
"lncRNA_29827",0.0307946603657885,"lncRNA","FUN_000398"
"lncRNA_18698",0.0302825104174608,"lncRNA","FUN_000398"
"CpG_ptg000018l_9770450",0.030166198964919,"CpG","FUN_000398"
"CpG_ptg000026l_7006257",0.0276434663473576,"CpG","FUN_000398"
"lncRNA_27007",0.0273148421556764,"lncRNA","FUN_000398"
"CpG_ntLink_8_9981755",0.0256028657010005,"CpG","FUN_000398"
"CpG_ptg000001l_17212058",0.0254449044090355,"CpG","FUN_000398"
"CpG_ntLink_6_20063720",0.190650980849716,"CpG","FUN_001212"
"CpG_ptg000027l_6339873",0.0766849130695545,"CpG","FUN_001212"
"lncRNA_18619",0.0760743173405513,"lncRNA","FUN_001212"
"lncRNA_27863",0.063260828476153,"lncRNA","FUN_001212"
"CpG_ntLink_6_20063714",0.0565216297378894,"CpG","FUN_001212"
"CpG_ptg000002l_2129545",0.0465326554078057,"CpG","FUN_001212"
"CpG_ptg000015l_3241774",0.0464350352001094,"CpG","FUN_001212"
"CpG_ntLink_8_20135055",0.0441678475761653,"CpG","FUN_001212"
"CpG_ptg000027l_6339845",0.0437880025793183,"CpG","FUN_001212"
"lncRNA_18375",0.042723371247903,"lncRNA","FUN_001212"
"lncRNA_18379",0.0423758955877028,"lncRNA","FUN_001212"
"CpG_ptg000002l_12107683",0.0386003508360784,"CpG","FUN_001212"
"lncRNA_18372",0.0359849234780608,"lncRNA","FUN_001212"
"lncRNA_8843",0.0359173674960955,"lncRNA","FUN_001212"
"CpG_ptg000023l_23863362",0.0341205255235622,"CpG","FUN_001212"
"CpG_ptg000018l_185896",0.0334108353170709,"CpG","FUN_001212"
"CpG_ptg000017l_4739991",0.0321588597114258,"CpG","FUN_001212"
"CpG_ptg000017l_9747071",0.0316705463202516,"CpG","FUN_001212"
"CpG_ptg000017l_4723539",0.0255873024549615,"CpG","FUN_001212"
"CpG_ptg000020l_14498958",0.025465966824436,"CpG","FUN_001212"
"CpG_ptg000149l_54123",0.162046335825267,"CpG","FUN_001395"
"CpG_ptg000008l_8369550",0.0825304223074811,"CpG","FUN_001395"
"CpG_ptg000012l_8921008",0.059158404503721,"CpG","FUN_001395"
"CpG_ptg000016l_7188448",0.0589507672352168,"CpG","FUN_001395"
"lncRNA_25953",0.0416604631549085,"lncRNA","FUN_001395"
"CpG_ptg000021l_16848160",0.0381802815275424,"CpG","FUN_001395"
"CpG_ptg000149l_54132",0.0305178741372984,"CpG","FUN_001395"
"CpG_ptg000007l_9152804",0.0298812665429657,"CpG","FUN_001395"
"CpG_ptg000020l_13286342",0.0278884430926191,"CpG","FUN_001395"
"lncRNA_54797",0.0269521314962775,"lncRNA","FUN_001395"
"CpG_ptg000016l_9999748",0.0266061947152045,"CpG","FUN_001395"
"CpG_ptg000024l_213669",0.0241669531996757,"CpG","FUN_001395"
"CpG_ptg000004l_4756888",0.0227520226779006,"CpG","FUN_001395"
"lncRNA_25950",0.0218418447455161,"lncRNA","FUN_001395"
"CpG_ntLink_8_37154204",0.020222067950705,"CpG","FUN_001395"
"CpG_ptg000031l_12734826",0.0185012347625516,"CpG","FUN_001395"
"CpG_ptg000009l_9463895",0.0182974271112798,"CpG","FUN_001395"
"CpG_ptg000012l_11727086",0.018176305432184,"CpG","FUN_001395"
"lncRNA_8684",0.017293359664067,"lncRNA","FUN_001395"
"lncRNA_25951",0.0170702841452955,"lncRNA","FUN_001395"
"lncRNA_41125",0.110429704627041,"lncRNA","FUN_001472"
"CpG_ptg000017l_2950099",0.0813584424117291,"CpG","FUN_001472"
"lncRNA_14982",0.0610537477126269,"lncRNA","FUN_001472"
"lncRNA_29562",0.058034166648739,"lncRNA","FUN_001472"
"CpG_ptg000026l_7006257",0.0525607478446331,"CpG","FUN_001472"
"lncRNA_18446",0.0494183707860994,"lncRNA","FUN_001472"
"lncRNA_18419",0.0422422029113156,"lncRNA","FUN_001472"
"lncRNA_29686",0.0323622026260149,"lncRNA","FUN_001472"
"CpG_ptg000020l_16328811",0.0313647535140892,"CpG","FUN_001472"
"lncRNA_14917",0.0289473680124971,"lncRNA","FUN_001472"
"Cluster_14532",0.0288507848467771,"miRNA","FUN_001472"
"lncRNA_6756",0.026535715619298,"lncRNA","FUN_001472"
"lncRNA_18181",0.0261656822784875,"lncRNA","FUN_001472"
"lncRNA_4250",0.0259378666577619,"lncRNA","FUN_001472"
"CpG_ptg000023l_8211909",0.0250915952014062,"CpG","FUN_001472"
"lncRNA_2768",0.024984720875844,"lncRNA","FUN_001472"
"lncRNA_27144",0.024753065634143,"lncRNA","FUN_001472"
"lncRNA_42568",0.023063451833877,"lncRNA","FUN_001472"
"CpG_ptg000026l_7006261",0.0213486475540974,"CpG","FUN_001472"
"lncRNA_36797",0.0207334008066181,"lncRNA","FUN_001472"
"CpG_ptg000007l_9729148",0.118728806408052,"CpG","FUN_001503"
"lncRNA_453",0.113943019367116,"lncRNA","FUN_001503"
"lncRNA_455",0.111861910002892,"lncRNA","FUN_001503"
"lncRNA_452",0.110739547568674,"lncRNA","FUN_001503"
"lncRNA_41531",0.107916505277583,"lncRNA","FUN_001503"
"CpG_ptg000025l_13071884",0.103618105364034,"CpG","FUN_001503"
"lncRNA_41396",0.0947402875171194,"lncRNA","FUN_001503"
"lncRNA_10510",0.09409609308064,"lncRNA","FUN_001503"
"CpG_ptg000023l_34892021",0.0874888274100822,"CpG","FUN_001503"
"CpG_ptg000016l_11464434",0.0804844628287779,"CpG","FUN_001503"
"CpG_ntLink_8_34368021",0.0774398817052111,"CpG","FUN_001503"
"CpG_ptg000016l_11464421",0.0765779120935429,"CpG","FUN_001503"
"lncRNA_54515",0.0762988708546425,"lncRNA","FUN_001503"
"CpG_ptg000035l_8725209",0.0683510602956124,"CpG","FUN_001503"
"lncRNA_19759",0.0651054316078387,"lncRNA","FUN_001503"
"lncRNA_27114",0.0645483265252651,"lncRNA","FUN_001503"
"lncRNA_12187",0.0588815918872539,"lncRNA","FUN_001503"
"lncRNA_19778",0.0574724423383388,"lncRNA","FUN_001503"
"lncRNA_41442",0.0574247644090771,"lncRNA","FUN_001503"
"lncRNA_38362",0.0568123658389028,"lncRNA","FUN_001503"
"lncRNA_456",0.206268320514508,"lncRNA","FUN_001545"
"lncRNA_453",0.176048508919236,"lncRNA","FUN_001545"
"lncRNA_455",0.17558356696816,"lncRNA","FUN_001545"
"lncRNA_452",0.172801701366639,"lncRNA","FUN_001545"
"lncRNA_1218",0.148079993584555,"lncRNA","FUN_001545"
"lncRNA_48784",0.100404896299839,"lncRNA","FUN_001545"
"lncRNA_10510",0.066006031900899,"lncRNA","FUN_001545"
"lncRNA_38157",0.0625199721643341,"lncRNA","FUN_001545"
"lncRNA_18655",0.0574316499481157,"lncRNA","FUN_001545"
"lncRNA_45390",0.0555474652726269,"lncRNA","FUN_001545"
"lncRNA_25406",0.0525445639211991,"lncRNA","FUN_001545"
"lncRNA_42955",0.0480391124583796,"lncRNA","FUN_001545"
"lncRNA_971",0.046369218559411,"lncRNA","FUN_001545"
"lncRNA_12187",0.0418606580351282,"lncRNA","FUN_001545"
"lncRNA_27114",0.0412022260489261,"lncRNA","FUN_001545"
"lncRNA_17840",0.0383971016062637,"lncRNA","FUN_001545"
"lncRNA_54033",0.0379687064613667,"lncRNA","FUN_001545"
"lncRNA_8601",0.0376897914179782,"lncRNA","FUN_001545"
"lncRNA_17843",0.0358089984999042,"lncRNA","FUN_001545"
"lncRNA_41442",0.0355837165440692,"lncRNA","FUN_001545"
"CpG_ptg000015l_9405425",0.152057291721747,"CpG","FUN_001628"
"lncRNA_12187",0.102506805770322,"lncRNA","FUN_001628"
"lncRNA_14657",0.0526505195240306,"lncRNA","FUN_001628"
"lncRNA_1019",0.0448453532693985,"lncRNA","FUN_001628"
"lncRNA_51473",0.0447716079224592,"lncRNA","FUN_001628"
"lncRNA_14916",0.0379292404506042,"lncRNA","FUN_001628"
"lncRNA_27085",0.0368475162700031,"lncRNA","FUN_001628"
"lncRNA_54515",0.0301857011617379,"lncRNA","FUN_001628"
"lncRNA_14982",0.0259860207593282,"lncRNA","FUN_001628"
"lncRNA_41125",0.0250878677181401,"lncRNA","FUN_001628"
"lncRNA_14567",0.0209597055262015,"lncRNA","FUN_001628"
"CpG_ptg000018l_13936547",0.0197953977504485,"CpG","FUN_001628"
"CpG_ntLink_8_2709366",0.0178059859027053,"CpG","FUN_001628"
"lncRNA_30058",0.0169830908894377,"lncRNA","FUN_001628"
"lncRNA_46009",0.0167224685653947,"lncRNA","FUN_001628"
"lncRNA_44419",0.0164752211386262,"lncRNA","FUN_001628"
"CpG_ptg000008l_3896346",0.0159112502180679,"CpG","FUN_001628"
"lncRNA_26992",0.0150733329091835,"lncRNA","FUN_001628"
"lncRNA_18399",0.0148070064583357,"lncRNA","FUN_001628"
"lncRNA_44691",0.0133579453607549,"lncRNA","FUN_001628"
"CpG_ptg000007l_8498632",0.236567338996728,"CpG","FUN_003718"
"CpG_ptg000017l_11242142",0.182965099214464,"CpG","FUN_003718"
"lncRNA_43061",0.153747009865153,"lncRNA","FUN_003718"
"CpG_ptg000025l_13772516",0.122983343994693,"CpG","FUN_003718"
"lncRNA_43060",0.114454625983983,"lncRNA","FUN_003718"
"CpG_ntLink_8_367628",0.0812480129976723,"CpG","FUN_003718"
"CpG_ptg000031l_815207",0.0664378973491754,"CpG","FUN_003718"
"CpG_ptg000007l_3212559",0.0578832362500257,"CpG","FUN_003718"
"CpG_ptg000018l_306590",0.0540873232550227,"CpG","FUN_003718"
"lncRNA_53541",0.0513767131254143,"lncRNA","FUN_003718"
"lncRNA_53542",0.0495439063779713,"lncRNA","FUN_003718"
"CpG_ptg000025l_15722005",0.0446768948293298,"CpG","FUN_003718"
"CpG_ptg000024l_10607368",0.0430082116287862,"CpG","FUN_003718"
"CpG_ptg000002l_5531047",0.0404984950582107,"CpG","FUN_003718"
