,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12
OG_00001,0.49833413863023057,0.32574489721187744,0.634712822606235,0.35778105531429316,0.9103039450809746,1.002055625938064,0.3935142853537941,0.8496051716066202,1.456580802073294,1.1619613580612829,0.6815169753257684,1.3365689586885927
OG_00002,0.760282232451292,0.5939978035386766,0.8579879918347969,0.6376976450572898,0.6877687359183626,0.7455071961541979,0.5483855873519435,1.0461467537860956,1.0709576467844342,1.1395400501797173,0.7463313335017058,2.7828881905446456
OG_00003,0.4351377247852114,0.30678233455613046,0.3911207574055086,0.3136041385725241,0.06755013674519285,0.05216851744848873,0.41326704411766085,0.24126112159024302,0.0,0.2467858194876064,0.18948367733991175,0.5533241197081838
OG_00004,0.24494029595430142,0.19126568395800278,0.4426897922463405,0.06893859201861231,0.27146308902475763,0.08704216347337254,0.0,0.13986690648472228,0.10549386731798342,0.34176115290932607,0.2581205779242605,0.5351410503384925
OG_00005,0.3260298636194766,0.21663585599606217,0.42384732428379246,0.13021534962508396,0.3629158499535782,0.41418040151816055,0.04521735494200099,0.4091002942773235,0.4194612759385446,0.5160827431417371,0.2646783324757773,0.5857475660234162
OG_00006,0.24900965991035146,0.16612307045084182,0.37873495625911174,0.11684695495225624,0.33408093878282447,0.3339406410781142,0.0,0.38285002789924144,0.45157391427596266,0.46694912367334496,0.21622342545276535,0.36194327159886547
OG_00007,0.5765675648640696,0.40862709388527535,0.6901907614626278,0.37434743958066674,0.7889303454859666,0.8249705049857716,0.14098365281094616,0.9348200423575409,1.0310834451593984,1.0426421673220432,0.5076118744615451,1.1693845382516022
OG_00008,0.9542623246136221,0.5941094949131043,0.8553355946440551,0.7600299635870732,0.49584991218602603,0.5376457478585035,0.7679685330814435,0.89332833524869,0.6703545384832615,0.9304632117554652,0.58031340105026,2.0367054720676934
OG_00009,0.2700306365607146,0.15851240123182486,0.24551944948424162,0.33585584267329893,0.33723197301291247,0.5140285867385176,0.320188445302837,0.5422202359122245,0.7731398170632878,0.5620937124871422,0.2722926286036094,0.9490553991329845
OG_00010,0.545959699268917,0.43293730205490805,0.5549446142301216,0.3779091055522955,0.4302653231783251,0.5072132969067968,0.3728610616056698,0.6755137206873205,0.6029873676513711,0.738431504655858,0.5218208672843943,2.182221403370513
OG_00011,0.07984433738699857,0.0,0.21148054314797335,0.014928520145423684,0.37126876372683465,0.4545342204809237,0.0814166240099806,0.20635498617587,0.6343857284875999,0.4170107777918888,0.2908578697485502,0.16553982353898913
OG_00012,0.7700873797992298,0.5764264260943466,0.5479364765994508,0.6784884288840498,0.31712408809932735,0.4344740464062589,0.72330432393548,0.860366604262642,0.5942891492022184,0.7054566072298297,0.2985581848865672,1.5475284864331431
OG_00013,0.916495657196927,0.5421867065584374,0.9287738390182341,0.6956285310420496,0.43278567776678756,0.23209307741640622,0.9834858330546506,0.650596420757509,0.5041983716962463,0.7630838694728013,0.3739037755923821,1.428356993101622
OG_00014,0.6449776321906917,0.3546567902930393,0.8300490375086984,0.3483039645980895,0.4127780025994379,0.2486677783312823,0.5308464410962517,0.34458801201050365,0.30725343495982826,0.6476416815276522,0.35860241727980796,1.353678227609332
OG_00015,0.7119214663519413,0.4564860442128974,0.6695559247893869,0.5834176421007661,0.4264451074711407,0.5540230014732195,0.5763917219461308,0.8492334816742506,0.6750351438747624,0.7897473777935761,0.4558006177738166,1.784245076782499
OG_00016,0.8958061832274415,0.5964463879937411,0.5729820490191038,1.0367334708316631,0.35473843761694823,0.5902417720805389,1.0871140833879072,1.1022059941981,0.9718315830845111,0.8463768812002608,0.40044662417952326,2.2849111302634624
OG_00017,0.519676562356969,0.3481201899377315,0.49569973072919066,0.1305736879198796,0.5394347414662279,0.6869544786059179,0.5387049641711787,0.6592266539417239,0.5692268873379136,0.7333768649514694,0.38566742354374495,1.2747569972932222
OG_00018,1.4544008944328755,0.9985324956770026,1.4231305460263812,1.2566425262546377,1.1797768293292734,1.2662526417469562,1.3213417575064446,1.6873976541157114,1.981520261873266,1.913156351556705,1.1153207743858484,3.4155041575087757
