,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8
OG_00001,1.543942514236138,1.07856243249114,0.9647178019905458,0.4518731025847421,1.5362278943224166,1.3121582871840642,1.1546589719619589,1.2900861828235992
OG_00002,2.081490480408145,0.9113644565490889,1.2676481446189738,1.1178579429542939,1.609850840431321,1.3457502825521885,1.3016141887289256,1.6347545717555512
OG_00003,0.019412544287306054,0.0,0.1188345342957737,0.25139391222489976,0.0007839889065235595,0.11001631574886254,0.01742348896272829,0.1332983402117151
OG_00004,0.20729871452063695,0.0,0.14861753360366986,0.4442494054200838,0.38598518455273817,0.21527634226217768,0.21797331608608111,0.36466013972426753
OG_00005,0.71269064235214,0.47813805198797915,0.5892503052499868,0.6229005617554573,0.8214376148220165,0.6999694613506907,0.5732224436453652,0.8358869977470195
OG_00006,0.5885385202116086,0.45458070173244797,0.5334776088689535,0.5558546388202159,0.7579515962045607,0.6310373179855897,0.5689214443233936,0.7551193805535904
OG_00007,1.5978617366527295,1.0511301286359398,1.2113098864437408,1.0645807364723556,1.7158356948761355,1.466494616172819,1.1755942902111616,1.6287169531382872
OG_00008,1.1097054097592882,0.5350192919259923,0.8486700746613767,0.854736611297414,0.8577022956298601,0.8385910774315382,0.6609219902216799,1.026891861828545
OG_00009,0.8074256292847769,0.6374955751220285,0.456499634307831,0.0,0.649748182375976,0.5760467628557503,0.6390632483345617,0.5448048260596687
OG_00010,1.5817125270224572,0.6117743398956135,0.8274766643177185,0.7302527418585232,1.0538928181230198,0.9251247166125974,0.8460631809986363,1.0825098542142069
OG_00011,0.3469282073138897,0.31567638322235697,0.1437576981035602,0.0,0.38565521377745526,0.3501264966557815,0.20875715354025562,0.2566007750217775
OG_00012,0.49551297364206626,0.4727039315222587,0.4534214973188561,0.1884336046295381,0.45823867250936917,0.4261552920975363,0.5804772802707697,0.48760069126070293
OG_00013,0.0,0.04309126343273621,0.17447764565135018,0.250829615546721,0.10668553676637813,0.07909877379822712,0.18736190630771452,0.17677226613524283
OG_00014,0.5403886146906182,0.08401677033570654,0.42948716787013896,0.7734277929894577,0.5016632691241733,0.35125679880966226,0.3434698966437651,0.6271843155794774
OG_00015,1.2714197607382274,0.7489508240585162,0.9580403163881287,0.8028395552108518,1.09506469188715,0.9627718432470382,0.9219599682658624,1.157287113560208
OG_00016,1.1627964723200361,0.7772854941996399,0.7333461500808112,0.15267953777272672,0.6640050331382465,0.7333866986587507,0.8029104236968185,0.6803988165416164
OG_00017,0.7902953441655773,0.5993538589837245,0.4749143237262669,0.1070805174982895,0.730047562804555,0.6089084350428764,0.6096502401595514,0.5980466491732231
OG_00018,2.0968021109896062,1.2752030844848787,1.4272175146459745,0.9290783633103589,1.7595061380641037,1.6371619450416988,1.5477420539300315,1.747279539746983
OG_00019,1.9155017933953253,1.1905942162603025,1.2965977711450696,0.9511420893514182,1.8316879677995246,1.5768747982946512,1.1945727724078115,1.6667108873462937
OG_00020,3.153636133672839,1.598829105793193,2.3839639420774725,2.084362962850613,3.0080646146855146,2.3726634108503646,2.2164550169062043,2.9387976774947777
OG_00021,0.0,0.13520128811557605,0.13096925707870058,0.23663199565463436,0.22008297012871744,0.2567091016531443,0.07222498823393472,0.21791917077785183
OG_00022,0.8888070133970991,0.6830435003129137,0.6957065035461474,0.3265492954213421,0.6786184856571935,0.811113211310386,0.6830629940470361,0.7284408534304546
OG_00023,0.7012471503999114,0.4910845824685981,0.441196392166163,0.1491741924526618,0.5002226909913534,0.5546823816929578,0.4779162126485542,0.5042139786941269
OG_00024,1.8810067403784851,0.9244610161939238,1.414575466334466,1.3186554238420989,1.649327155546817,1.441295318458979,1.2555843578229728,1.7740372450239532
