,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Species,Sample_ID
apul_ACR.139,0.28105517638460364,-0.1824694764945902,0.08398816816209462,0.02830878521636897,0.06699228430275614,-0.03861009457551996,0.005890640585341009,0.10079289851289527,apul,ACR.139
apul_ACR.145,0.16368841850443294,-0.10754011344194482,0.06029830907250074,0.2321216915410989,0.10559696240301605,0.19860277287453795,-0.09796739173601081,0.08214355768776278,apul,ACR.145
apul_ACR.150,0.2211193509022495,-0.1100496621265933,0.3596231881861881,0.2569555065811346,0.25677751023958684,0.21790021366499396,-0.16514643801354384,-0.1073588907429841,apul,ACR.150
apul_ACR.173,0.18835828575584407,-0.13073829666998238,0.06064412494105888,0.2615876697094014,0.050454400970495916,0.22120707727520805,-0.09033842106969636,0.04101564373777231,apul,ACR.173
apul_ACR.186,0.23035717938975375,-0.12392855290129567,0.24822694419066993,0.22349931261020284,0.32121103468849527,0.1422717917102652,-0.21581736435646393,0.1637240009428401,apul,ACR.186
apul_ACR.225,0.03790085952183813,-0.01789284816538216,0.06515512585892898,0.40058124723545424,-0.024022871049084238,0.41400016410977003,-0.1473612955896885,-0.12488798086028592,apul,ACR.225
apul_ACR.229,0.009237150653924588,-0.05740988482308757,0.014298209788605512,0.3233822598643612,-0.16416459305365932,0.3545810881350674,-0.015033952569123814,-0.22408070845320122,apul,ACR.229
apul_ACR.237,0.015009333344457263,-0.012904235538403823,0.10572896572672827,0.37188175981132243,-0.002853898488534749,0.38105310909989515,-0.12222090227982714,-0.16828019155691903,apul,ACR.237
apul_ACR.244,-0.04986657567871436,0.050339310244276674,0.05352091226135672,0.40350888597224277,-0.07374556071730472,0.433921586068468,-0.14824589078627298,-0.20710246690346082,apul,ACR.244
apul_ACR.265,0.03738246515079203,-0.05181354369027676,0.13049568345049462,0.3623121302440761,0.0603935968744926,0.36428119391567654,-0.1352961119454723,-0.10816646971851497,apul,ACR.265
peve_POR.216,0.22130090968880567,-0.33875984210961696,0.07472113144655236,0.018025018070732965,-0.022015041541459723,-0.012773850105213464,0.24207546436646668,-0.011636626652956082,peve,POR.216
peve_POR.245,0.06040440248648564,-0.23640265321995335,-0.20395696071598526,0.05100803581207416,-0.2452326548528361,0.07636963552134969,0.27713822024438806,0.0033284302747879015,peve,POR.245
peve_POR.260,0.143935417661385,-0.34069443660765664,-0.02956100337654628,0.042565562938820425,-0.07928487518858449,0.037488685006727564,0.22235660878276856,0.08520385393264958,peve,POR.260
peve_POR.262,0.09899532616425838,-0.3552830499220442,-0.06994554533116216,-0.030970814293524364,-0.20816893647275536,0.02579108762758502,0.4411007328840638,-0.12116246408956775,peve,POR.262
peve_POR.69,0.18031362342879545,-0.06546980338527233,0.19571630177571644,0.000847247243179895,0.1823046679689021,-0.050218584374290366,-0.08914906946961096,0.03597094621569283,peve,POR.69
peve_POR.72,0.15010863415154171,0.06804879047043787,0.15714361237694224,0.04739539761322126,0.21236733754467058,0.007863782169225363,-0.22224321295611504,0.05359610467384569,peve,POR.72
peve_POR.73,0.23084365972132806,-0.23495673100239547,0.3297629160828756,0.01100904626424131,0.23680252675947802,-0.04997302557398842,-0.0032077587642050406,0.014570507970530689,peve,POR.73
peve_POR.74,0.2639172457060578,-0.27264952457586655,0.08706961351969965,0.013073682778864549,0.04975429779367167,-0.040343410687931396,0.1090247655551725,0.06847954881176568,peve,POR.74
peve_POR.83,0.18042897276276312,0.05610999733640789,0.28986120188535036,0.05961645485940404,0.2749889837930699,0.007035301297749151,-0.274389340605775,0.005281014484178553,peve,POR.83
ptua_POC.219,0.07587610891940345,-0.19654995896152336,-0.019737602832298078,0.07833309022063109,0.10171113828889168,0.007126676867767921,-0.01712159802437553,0.33506448771445546,ptua,POC.219
ptua_POC.222,0.21942880337500717,-0.16849923060162075,0.24518847993451534,0.07044456794004755,0.16857722398993819,0.027082753897066752,-0.06966231675408802,0.03262037792010138,ptua,POC.222
ptua_POC.255,0.2359678235235855,-0.25547030917772,0.15753484207632468,0.003558778698031157,0.1974453693973228,-0.06009242734479532,0.014253492968994669,0.20271290811124815,ptua,POC.255
ptua_POC.259,-0.05284176798152148,-0.02090657331299257,-0.20802865048500907,0.045444580965552935,0.05369681671720669,-0.032613335714903546,-0.10777153935182324,0.4954339632149857,ptua,POC.259
ptua_POC.40,0.3906704568006764,-0.21253095091108865,0.309476007356821,0.020904149347989547,0.03728590542757002,0.037834437391436104,0.09952811148975625,-0.3547211241206807,ptua,POC.40
ptua_POC.42,0.08856815805554034,0.06272879834106025,-0.07078579265304775,0.13117941558201732,-0.2856597831738679,0.22260641977011356,0.057395989692758956,-0.42243922057787714,ptua,POC.42
ptua_POC.52,0.22154956107274001,-0.14803387639012422,0.40126392273463407,0.12240496056049566,0.4906233896050715,0.05994602782055276,-0.23222341217060471,0.2091910925705187,ptua,POC.52
ptua_POC.53,0.24549877311568583,-0.26582002607335803,0.17759920795415493,0.07674256166943401,-0.002316827928623804,0.057034939986813964,0.09613937156319644,-0.10128093614357724,ptua,POC.53
ptua_POC.57,0.27434180081588877,-0.2694837542355503,0.14468451879813887,0.00039695201419969904,0.004969677998122546,-0.03135280459853897,0.141860414172501,-0.07069432855618266,ptua,POC.57
