,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8
OG_00001,0.4372108834222165,1.606520046939333,1.4125439316656914,2.109607777747882,2.1117322655838238,1.2276408633369715,1.9508196063675878,1.3864896308652477
OG_00002,0.5440631829025318,1.55050156389169,1.006607297230532,2.498866726115505,1.3323177919781903,1.22499354720216,1.8603238322655389,1.0660845180822573
OG_00003,0.11608725255332081,0.18939908447221507,0.0,0.10661527356328931,0.01627861430837284,0.16665775324509513,0.17729731366472917,0.06637732284687294
OG_00004,0.0,0.24861287750913555,0.12821281952532548,0.531778828735438,0.04804805546968962,0.3926199041082154,0.43895790241007077,0.1937379925394
OG_00005,0.11365123850007508,0.6293492325984966,0.48072230157125106,0.7705990127827078,0.6616327130022579,0.5181326691689291,0.9046678836697922,0.48140256956599214
OG_00006,0.07341932137652828,0.5075870504000155,0.4023774970347506,0.5721802485677756,0.5231666215596009,0.41420139970011693,0.7395533588031429,0.3784171818577667
OG_00007,0.37908227483214246,1.400915585018525,1.0703290975215372,1.8217771724380158,1.4824268989952494,1.132790617588593,1.9386005776794262,1.1086757426735854
OG_00008,0.3491705834179416,0.7834848134209452,0.3627396578979328,1.0298349367065178,0.492513060461826,0.5397095327161104,0.9788396976136324,0.4449893106624591
OG_00009,0.34168904489387975,1.0236607799483641,0.8305232563938812,1.254024923564485,1.2658273412115275,0.6215683622287926,1.1315008686336607,0.7694475160253591
OG_00010,0.3691119714405838,1.0391368791249667,0.6531214179538578,1.8304928118718797,0.8390190239446692,0.8449150737668464,1.2436053863969112,0.7214660887880548
OG_00011,0.0,0.29729496668344557,0.4373750820543919,0.362821720849991,0.7544271957245373,0.2483418685209825,0.4081668407855574,0.39630435130120806
OG_00012,0.3294182259834743,0.8095757921410057,0.5321723663437798,0.7694296950701468,0.7596915146879669,0.40831700020940864,0.8418123335682175,0.4690583561549737
OG_00013,0.06804480302761182,0.12734188369444158,0.04051729651160605,0.0,0.05427035900661101,0.05896014354741453,0.027241933696499125,0.008251386649412907
OG_00014,0.024141904785617986,0.20067617699851176,0.049698580812032225,0.4597113676062554,0.0,0.256747635239135,0.2730717351151375,0.10916837439513917
OG_00015,0.4297985807425732,1.113591233679779,0.7078750935117869,1.4343597695476504,0.9751596586999027,0.7481251508964188,1.3452351545214687,0.7058584694583618
OG_00016,0.6944941982548888,1.4077969717347047,0.9151836750535578,1.674568727562505,1.3856055471440567,0.7633883036736268,1.440623636281165,0.8290134478764193
OG_00017,0.44485336673110204,1.1916445043911823,0.8629843513243461,1.4249303959697945,1.3444031635861302,0.7841499415513619,1.2284673472660244,0.9596057185938179
OG_00018,0.7793876331284707,2.1881473506307736,1.5695426404016013,2.733537469445735,2.2692854573996266,1.4970707213448526,2.5335122608243825,1.5169415568989915
OG_00019,0.45627323561533084,1.3982492100998927,1.1693205880252262,1.9819346056201048,1.8697646107785053,1.1136983290146973,1.865435635330964,1.2215195293028995
OG_00020,0.8602674893120814,2.3078584806627642,1.6547643620474366,3.371705008155652,2.2615643728168973,1.777889707922959,2.9077555281622973,1.6976912217497007
OG_00021,0.0657657071186555,0.2130505104748244,0.1641506610869862,0.0,0.34267287681620534,0.18948348102659104,0.2726932113657912,0.24730448016078432
OG_00022,0.6646198452782215,1.39031443208492,0.8303780179160268,1.4308836207560562,1.262467690624898,0.8722671127028053,1.5083357371670854,0.8793582788299367
OG_00023,0.37554570894853506,0.8052787038241485,0.48075538065347945,0.955815880561065,0.7799386909009868,0.5166391842279136,0.8956636827131071,0.5364354169744373
OG_00024,0.4745815899498095,1.3760270280499325,0.8799359553575331,1.838249260834222,1.1438756888622883,0.9743466364812006,1.715443014205462,0.9290250241100262
OG_00025,0.015921661151129377,0.41166912337644124,0.18842970825501265,0.6157588538396997,0.0,0.7326321999767347,0.7924034765677447,0.35732005515029647
OG_00026,0.26505354280220156,0.5981060038283919,0.3096846316796939,0.8465390960753674,0.4494829493604949,0.3842930862783781,0.6755066429414696,0.3468367982030875
OG_00027,0.32525066314061235,1.0589721253462159,0.6750914484047813,1.3206836268626396,0.7768010271328932,0.7359232664954404,1.3918329078775118,0.6865939686676633
OG_00028,0.5485873962593991,1.570844523976836,1.1323248714433394,1.8597726228932618,1.5384551439219716,1.0652443628190107,1.836690080184523,1.1112325410545867
OG_00029,0.3064765476419377,0.8727768823635011,0.5887560470154916,1.1724878450396334,0.9257075848719571,0.6048121794925359,1.0213735823839065,0.6208307950399068
OG_00030,0.19031596862275085,0.5478043842634278,0.5076997484777375,0.6635575929209987,0.9539706771776363,0.3834846678734545,0.7215657039583099,0.4541581592774341
OG_00031,0.572381323351794,1.5604503626871313,0.9648760793925608,1.9066928236059406,1.294215422166267,1.1208100070640399,1.9596849156661673,1.0430734036622544
OG_00032,0.47427214280517854,1.1659384474030534,0.7444678619000433,1.223811576380684,1.0237725312657868,0.6352972401827823,1.2488950585932548,0.675186753869615
OG_00033,0.15628914465032578,0.0,0.06612371253999451,0.41157962091991407,0.09983654060502432,0.3227959513004736,0.008476694114605107,0.08117577105058639
OG_00034,0.19509669234107327,0.6840943241067885,0.4496417434500209,1.378591062325338,0.5313299918362068,0.7322076084604004,0.9599449230809183,0.6329252706561506
OG_00035,0.0,0.21954032622192962,0.1926823150978363,0.0,0.22331519215447096,0.3322581969575082,0.24000622956278414,0.18724640166685064
OG_00036,0.0,0.20767801103372935,0.1333116212217014,0.34985140663485575,0.2320892851494361,0.2804673061774084,0.3444447460306724,0.21313056147877688
OG_00037,0.32479111815435596,1.154405977606637,0.8866391171880507,1.283069301368138,1.3042841903474753,0.7933050207955625,1.4521579231236497,0.9159261777499026
OG_00038,0.43855509206117826,1.1718444022904302,0.7470314077714673,1.5170878578179423,0.9687585042184101,0.7617871272837761,1.3481362248779016,0.7728906328575815
OG_00039,0.3116739472948165,1.1568873924275636,0.779458596175376,1.3445863686049366,1.0106200934209073,0.8779246718993529,1.43961156690199,0.8376004603586114
OG_00040,0.7493418736853676,2.0722438958418294,1.373621529119791,2.480526462682438,1.8939550309274016,1.3758953802652072,2.4195931175100935,1.374260354600934
OG_00041,0.2335420749056637,0.7435462125594183,0.6967010451773673,1.1332715118113172,1.0865471961867141,0.5626735782857142,0.8829297240334898,0.6725077483982448
OG_00042,0.7286214008855889,1.3998469848016466,0.7755526671911587,1.5219010573129712,0.9920847382264477,0.7309655750470216,1.4419299368694145,0.7288038352553288
OG_00043,0.6639062438159964,0.36929766616130194,0.0,0.08569819892287144,0.38160362416026333,0.0,0.03839984152597126,0.12453958556048494
OG_00044,0.22004833880139962,0.24887873506350328,0.003185451878182563,0.3530966958282416,0.0,0.1507091349862131,0.27071935249699136,0.0026145083753424266
OG_00045,0.0,0.24621970245141458,0.14667897754823184,0.2259633434005235,0.13475741823663448,0.26059200696135537,0.4033334684876275,0.14430905102134461
OG_00046,0.0,0.14888425052481544,0.10441761682286972,0.20797627583511125,0.1496660821895544,0.0902241456446358,0.14936738892729554,0.14448970056364857
OG_00047,0.6459650963212459,1.8271883376709495,1.317563743194428,2.1149700418023105,1.8980583627680516,1.3177034121969342,2.2318700064458996,1.3420317301289393
OG_00048,0.45387869219152405,1.0402876944731299,0.6102298096028211,1.10841115140349,0.7868311138064795,0.5984809565090909,1.2541649222905555,0.5720552279030119
OG_00049,0.42562843011195006,1.144986061885812,0.7568152706410922,0.928206074017053,1.0408112890862968,0.565109933524903,1.0880867553347622,0.7349128656937467
OG_00050,0.3472647248507063,0.4310016613376617,0.01225648008415425,0.46226659733762754,0.0,0.2552927508508973,0.4313540630515985,0.08539455419074475
OG_00051,0.47615100055580645,1.7774398946792425,1.3923623497177275,2.461186769348981,1.9225028036045961,1.352894471849712,2.2269543202145425,1.341547048955533
OG_00052,0.03410903204524208,0.37157164080844823,0.3622457218790458,0.6148049886058707,0.5278721465409486,0.27150182861429534,0.4802022945011251,0.3502617499221672
OG_00053,0.013053661721842916,0.3790559461219891,0.27587676738050676,0.4607569080709471,0.23421649481265494,0.6935561293196324,0.6870325433337529,0.2958958548609967
OG_00054,0.0,0.3081637134667452,0.1822641846488088,0.34512783955552384,0.10660945199364852,0.4270921072052663,0.5844072199646153,0.24145085890436233
OG_00055,0.5591327057318928,0.9799421018130549,0.523464918051869,1.1272176189850147,0.6798539495909478,0.6368102564615978,1.1241951713904985,0.471975781633049
OG_00056,0.46977894383585644,1.3325860576830146,0.9450083800850132,1.680469210402205,1.30303326162231,0.902624640967039,1.6658527549387583,0.908305640594257
OG_00057,0.15117155025263715,0.3026402499052983,0.30670066579935046,0.1685104218292192,0.7015172400975733,0.06359006075093125,0.18318756331487865,0.29803453310146844
OG_00058,0.4398542388690775,0.9108979167077147,0.5771325680533198,1.2740318776419626,0.8834931777527976,0.6011763048212954,0.9904111122748187,0.589317896012366
OG_00059,0.41269903016813175,1.0659838561961914,0.6803343107489335,1.1858382274369617,1.0367667450511338,0.6891114710512346,1.2119084171972814,0.7397917205044222
OG_00060,0.5262898079620553,1.0947974045188003,0.6377934209144149,1.2343463496190172,0.8222174609953183,0.7859866751259379,1.375900577121562,0.7161327161626941
OG_00061,0.0,0.1973028561595697,0.12009227978356288,0.19497810153786432,0.1216306055846368,0.1335889624130978,0.3328893150736949,0.13514282478834397
OG_00062,0.2649650605829678,1.0511699311534541,0.8207517877331154,1.4556649857290347,1.0574047662585913,0.7826432768348827,1.3565909773182196,0.7588317456351241
OG_00063,0.39269759371874696,1.5883790945860223,1.2236784602047608,2.360094541721314,1.5268866498676226,1.3771521845932186,2.307493421166206,1.3245892984216614
OG_00064,0.043155548878458794,0.3276369686016215,0.19484375726829134,0.2652058913195163,0.1554766140660191,0.29021547777785484,0.5321050750458713,0.2220378022356376
OG_00065,0.14007747212624955,0.5275704717137233,0.3867316024890313,0.9932641664307433,0.4971929989380831,0.5071401496872744,0.7038133862060232,0.4246367300012713
OG_00066,0.09833564499906675,0.6856498158575439,0.6176000877884955,1.008542469671044,0.8039549316636951,0.578469834728733,1.0066435776337581,0.608900893161502
OG_00067,0.46153958635563325,1.1325516194382703,0.6657955942675439,1.1699784148307604,0.9195323621874874,0.698265635096269,1.3037108546832012,0.7089323753918496
OG_00068,0.33092998718644073,0.8623381872520586,0.532025628164449,1.1178365374010641,0.6680788102539511,0.6913946237060644,1.248414093910537,0.5580240393311273
OG_00069,0.39554941034355506,0.7842318229235073,0.33734294183888014,1.2477296494902692,0.32828698570222953,0.5943441127438022,0.9751866870310897,0.35014899942613376
OG_00070,0.15695248890216748,0.48068399222332425,0.3018738760810532,0.8220146149706926,0.4148716875803461,0.3862516572761192,0.6906109246914287,0.320767283814864
