,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15
OG_00001,1.0444994134447276,0.7350012995803317,1.1900055237278027,1.2430916794535456,0.6364824985645422,0.7302322823448267,1.1124386740273318,1.6429910098201967,0.9638733729593223,0.8312367892529238,0.7015993790279486,0.49383546225896435,0.6171205725899835,0.8385034066329791,0.7828092408153303
OG_00002,0.9225623570429045,0.6005370755643639,0.8068692494090671,0.9207656374610312,0.3837180672847625,0.6200420409541244,1.0106690371999978,1.7654289262802907,0.7224006829722447,0.5091425617481643,0.5272560140754198,0.48594025626402826,0.5322916057937639,0.559894443340565,0.6206087990404697
OG_00003,0.25182341487259124,0.15276942277052574,0.2308504015966149,0.15233028033527743,0.046432651473190194,0.25539973688093576,0.3842870657761655,0.41368781066206545,0.3363398110022287,0.14578556657275182,0.1951171947269506,0.21989083814299007,0.2682742745721975,0.0,0.12043028873454226
OG_00004,0.3584506078352758,0.17143439147224793,0.0,0.21414848240465803,0.13625376044007242,0.022167524764401158,0.10425629530572503,0.3302948174840492,0.27225052142348377,0.07788305707225608,0.18355501008320493,0.06479129772891715,0.006502960746584468,0.08737490161562225,0.005054999060725815
OG_00005,0.4458028624762692,0.31860620439360376,0.3949376205167817,0.43082300878820107,0.2258683196148601,0.19854342584078175,0.34274600202797884,0.5620235062868362,0.40398429818038395,0.21531752261827486,0.28352818055813744,0.1765185998503251,0.15941484763722927,0.24351073600784776,0.17153284025564255
OG_00006,0.3953669472994667,0.21345932610701235,0.17204678273964055,0.3066823907157791,0.1486451080317205,0.0625960206648982,0.08979186292057231,0.20941422610953234,0.21381009172072474,0.04961874967083746,0.17271554478084725,0.06827484305875463,0.0,0.24222766791677425,0.09267247746970646
OG_00007,0.8739515368118995,0.6195647349943585,0.820388761114199,0.8986658180479801,0.499420365478366,0.48354247228907804,0.7691993902014385,1.0559467628365262,0.6790554482924755,0.465429932821806,0.5205053242077028,0.35223046842011557,0.33793400430419296,0.5585233010312145,0.5312800411523735
OG_00008,0.7306185731602006,0.47512196905133236,0.6306103126131822,0.6571219881527667,0.2630188909241654,0.5368443810492147,0.8133562203968808,1.1122719759760207,0.5653355099254765,0.3939484037405785,0.4000587031924924,0.43264837681885243,0.4190941708336218,0.36123737384861737,0.46759306315087
OG_00009,0.4550971182712166,0.24200019422957297,0.527382737603719,0.46607289171900124,0.18801826188931414,0.3093891663632215,0.45739994027362246,0.6329928843622539,0.22374765621313528,0.29994259059854805,0.26192073233883045,0.16465740540411994,0.23837537424935462,0.4030711196678161,0.3545732298300932
OG_00010,0.4693820306908427,0.32735174376847004,0.3786310309849718,0.5055032060484737,0.19338384834953037,0.27503719910686264,0.4980921157789786,1.0990978458580958,0.3711291628342683,0.19926592272360197,0.23341599897477094,0.23362417446395115,0.2350073047194938,0.3010696276563586,0.29059685581321304
