,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Species,Sample_ID
apul_ACR.139,0.12442012937999705,0.15592096386083046,0.05900422351708453,0.10536439306872815,0.010659048458747098,0.20237223463363913,-0.16903008027612218,0.1159753469947631,-0.01069875326041944,0.08483961782967223,-0.03642537013069643,-6.006635095881999e-05,0.0997035854643675,0.022625262636872007,0.05025920655335146,0.34610844239342226,0.10828999763265258,0.07318715874896714,0.23083069211359564,-0.09046428694384587,0.05761736898018188,-0.27075639186658534,-0.11297163955449985,-0.44076825855595547,-0.06686790900726314,apul,ACR.139
apul_ACR.145,0.15413825384153282,0.1289565204820728,0.048268670156944075,0.01713979670280261,-0.015331091405911051,0.1656634967708992,-0.043413524769583337,0.16517432666914447,-0.021271248441245477,0.16219617307955056,0.2960979320356567,-0.27226030150763164,-0.05745008142364706,0.1282578067915231,0.17994432864950202,0.3966339217195426,-0.2443151151022499,-0.12513120248022502,0.29197888936040317,-0.13758610977627939,-0.15989607176326265,0.01416419843738064,-0.033448684451163474,-0.1166905385004497,-0.07040914781915712,apul,ACR.145
apul_ACR.150,-0.010998309482369108,0.09904210438987013,0.04269352213817241,0.10362477413570113,0.03974139586037259,0.22590320932504815,-0.008557362943505663,0.28807335196579015,-0.104611676093454,0.1568331301006993,0.32083774037641966,0.44222188148295943,-0.17550125647648268,0.055107445063917265,-0.018436920855135826,0.3596108165827433,-0.24772994755547914,-0.07718150551910727,0.2754741859817484,-0.046226624712979704,-0.08814355685567318,0.019647442729166503,-0.13166231432074862,0.027434336505331478,-0.09760241508573184,apul,ACR.150
apul_ACR.173,-0.026359581107058168,0.11434774418421492,0.1765947305961789,0.02162606995424243,0.18601138714194626,0.188720421445902,-0.0006203846407470229,0.12920387917722365,-0.023168339965458997,0.20929176007996467,0.24006422255004978,-0.14860046693159984,0.09288291853875198,0.03073468648925857,-0.015887048199219805,0.3622032473553959,-0.240227217254562,0.024278337148345878,0.20019075500751482,-0.11764494701963135,-0.0768634461876309,0.00019157540525745575,-0.06495481376971263,-0.19894911046461297,0.1042720949108881,apul,ACR.173
apul_ACR.186,0.2052029941300685,0.19662624664642472,0.08828064955910353,0.052556663792359765,-0.09326974106240277,0.19638763742846668,-0.10322609206234157,0.24618982181896001,-0.1193091011728529,0.13257585446848524,0.3259691674143538,-0.07645373337345655,0.03380589259897383,0.0166380320870996,0.15725973364309964,0.37450184301749406,-0.08932011102566699,-0.14099620134263022,0.35394975008451124,-0.06993850573611332,-0.10216442500729342,-0.15252098320969165,-0.14474660481197865,-0.19962792356865378,-0.1004250390238081,apul,ACR.186
apul_ACR.225,0.1228894786744747,0.10168780025048,0.04245836647724327,-0.09040107193568545,0.38636255594142754,0.071674323012736,-0.19065674475603062,0.10406908672973822,-0.0767176138401696,0.19918017353786327,0.3793173488293389,0.20046776916348114,0.17765940623972074,0.20888625515440093,-0.0500649904909075,0.20813545141565912,-0.4153587593559127,-0.1688925236730692,0.36206206983380884,-0.20055802962610028,0.08005141141959354,0.24155543231663493,-0.04441252135249462,-0.12263413607684621,0.21112082083937025,apul,ACR.225
apul_ACR.229,0.017660098526087298,0.10094762389348846,0.08302254890880754,-0.14422261402109213,0.5466766372493435,0.11984269905047915,-0.254456387483837,0.13401054373981472,-0.012034006377698067,0.16320680518087996,0.14114342298945806,0.33629419879774924,0.18678415747667457,0.16538475609500905,-0.07679082575766429,0.16234245068588637,-0.15050413543986976,-0.17161710146984532,0.3913428645619714,-0.17957690688693037,0.056827689896856735,0.1813619891659199,0.11592579835203193,-0.17414445004027854,0.010765434816357325,apul,ACR.229
apul_ACR.237,-0.026702783087782712,0.08174466113844256,0.06511851017592796,-0.01265441647404171,0.3340527231883271,0.17977632092124768,-0.0728201289880354,0.2042718613074482,-0.06721430730085658,0.1484434255790769,0.32946741306031996,0.4132192322663723,-0.09003304841964758,0.08902023712188091,-0.09738333212810751,0.16821948985386045,-0.339754112395571,-0.11478637662560463,0.3255976812614673,-0.16746848519915666,-0.0010057554722281623,0.1851235382243129,-0.026773434132636744,0.07635729149211593,0.030524756631588802,apul,ACR.237
apul_ACR.244,0.009189925119701754,0.05353908533309591,0.07635506272479915,-0.05003903137368792,0.4657445450216264,0.13643258410172346,-0.1467132074383049,0.08373319003655212,-0.08516825049302504,0.18562066293122323,0.3502290033513059,0.3503632438548977,0.1243069601815344,0.15541044468785528,-0.13416405917363372,0.1277072345786593,-0.3337375533983634,-0.1623311101664414,0.3280910148384497,-0.21221976497696257,0.04588934258500937,0.32833439350576415,0.034287334239268066,-0.024074212902849744,0.0951906121965817,apul,ACR.244
apul_ACR.265,-0.013723165813900368,0.1876889166059248,0.08755716036588125,-0.07894906145751504,0.24810452671448108,0.20075760520760585,-0.12541904780739277,0.2207008987209845,-0.05081583492370292,0.09745677987453359,0.35270694374336886,0.1600116856377907,-0.05712334184402214,0.041103842715704754,0.02170449061873812,0.12831044332072067,-0.30301813481613965,-0.13869357424243475,0.28120907323246513,-0.12458571342284268,-0.06392433401129684,0.2152958570858019,-0.04535892313923677,0.019057569222330883,-0.03109186904084917,apul,ACR.265
peve_POR.216,-0.09338366528101762,0.0895099975093747,-0.081180398344698,-0.04980392656470612,-0.12928661397338406,0.008842575015700621,-0.22645693682547008,0.6200925146192022,0.04941694187891383,-0.058572807749444594,-0.12837888210960455,0.23050305810093186,0.08489357547579628,-0.010103382476100764,0.12036674703257053,0.03816501557024227,0.01851652545148932,-0.24396791136124452,0.040507853977297385,0.08063030944842252,-0.155093312695728,0.10303049045502509,0.06714079454970982,0.32324071306816776,-0.2647823923465647,peve,POR.216
peve_POR.245,0.11056673089088465,0.31141048739250726,-0.13645282639468942,0.054782766671471236,0.22691712519341878,0.06124262434347815,-0.2610199000240056,0.1484949676902538,0.009432749285233357,-0.010115103559974635,-0.11832422906374791,0.12874462497454842,-0.08287788152994983,-0.0853515512505455,0.035961870214398256,0.08056452774740798,0.13747596009449517,-0.11728311509294952,0.11521054607409231,-0.36677331632204624,0.03834280125022087,0.011825461267643162,0.6753886568864559,-0.16314448382526936,-0.11598908976479551,peve,POR.245
