,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25
TP1,5.353152182361013,16.545672788542355,9.39027151856515,1.4405402640061382,-1.5903632561104624,23.58882673029144,39.70749621972183,30.375991292681885,51.71523820118129,-6.393990698553383,23.59874222861153,3.3142903657791964,22.996219523743456,31.006882534205896,24.199692788154582,21.040517108113328,74.47958764642169,28.212044497124825,6.530949795992139,10.020770452726312,35.75786510963989,26.3378782365753,31.95957491646058,27.087260140398826,24.151634653203
TP2,1.629061218113306,18.016478750167767,6.082132960811288,0.36166848562140447,-13.53542137520903,30.77297914678469,18.392128473795115,-4.002174691092367,8.048891683837821,-20.734408987509614,-3.6074646882408437,-3.3585035557433414,20.212621629367334,3.8962796699036155,2.5051422209957748,26.652360435918037,19.28982160863409,21.768554968552255,40.50119928966299,21.456914644788707,14.022632943594846,25.217190992595604,37.82769837472199,28.975448122422847,29.083384328093487
TP3,0.7664726109623574,37.68484758987121,25.982450040076678,5.416046979919088,-4.321819427929567,23.70314968449304,39.83964355063826,-10.546466132023063,11.282421184748191,10.251152525396083,-6.828858076669666,20.213391903913564,35.747946932457616,2.0119997818307906,45.54304383742588,1.6770786888001024,12.64593193962939,17.397443099232426,12.499357497184373,1.559970520383899,21.549741812111215,20.51445272480839,11.996672477980681,24.714185747601718,6.86448689041888
TP4,38.43924739134673,20.855242308314104,7.892072369298819,39.768613931126886,38.10471317482413,21.3616074560772,50.143241680147916,20.13636469032849,1.5599500238418886,5.364596168684596,0.2325500985884799,8.820654832713904,20.425965741956535,1.4419712279839054,71.83450540276364,18.111540284313953,47.919931930323344,25.255112739786178,-5.799913997141328,25.434005728610654,35.57236030337328,31.028866015385585,-2.609669307749798,38.91251975410497,20.108773225692133
