Module	Section	Sample Name	Source
FastQC	all_sections	POR-72-TP2_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-72-TP2_R1_001_fastqc.zip
FastQC	all_sections	POR-216-TP1_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-216-TP1_R1_001_fastqc.zip
FastQC	all_sections	POR-216-TP2_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-216-TP2_R2_001_fastqc.zip
FastQC	all_sections	POR-216-TP3_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-216-TP3_R1_001_fastqc.zip
FastQC	all_sections	POR-262-TP4_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-262-TP4_R2_001_fastqc.zip
FastQC	all_sections	POR-69-TP1_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-69-TP1_R1_001_fastqc.zip
FastQC	all_sections	POR-74-TP3_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-74-TP3_R1_001_fastqc.zip
FastQC	all_sections	POR-260-TP2_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-260-TP2_R2_001_fastqc.zip
FastQC	all_sections	POR-73-TP1_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-73-TP1_R2_001_fastqc.zip
FastQC	all_sections	POR-73-TP2_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-73-TP2_R2_001_fastqc.zip
FastQC	all_sections	POR-216-TP4_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-216-TP4_R2_001_fastqc.zip
FastQC	all_sections	POR-260-TP2_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-260-TP2_R1_001_fastqc.zip
FastQC	all_sections	POR-83-TP4_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-83-TP4_R1_001_fastqc.zip
FastQC	all_sections	POR-69-TP3_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-69-TP3_R1_001_fastqc.zip
FastQC	all_sections	POR-69-TP3_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-69-TP3_R2_001_fastqc.zip
FastQC	all_sections	POR-245-TP4_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-245-TP4_R1_001_fastqc.zip
FastQC	all_sections	POR-245-TP1_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-245-TP1_R1_001_fastqc.zip
FastQC	all_sections	POR-74-TP4_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-74-TP4_R1_001_fastqc.zip
FastQC	all_sections	POR-72-TP4_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-72-TP4_R2_001_fastqc.zip
FastQC	all_sections	POR-83-TP3_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-83-TP3_R2_001_fastqc.zip
FastQC	all_sections	POR-245-TP4_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-245-TP4_R2_001_fastqc.zip
FastQC	all_sections	POR-72-TP4_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-72-TP4_R1_001_fastqc.zip
FastQC	all_sections	POR-83-TP2_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/E-Peve/data/wgbs-raw-fastqs/POR-83-TP2_R1_001_fastqc.zip
