Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
POR-216-TP1_R1_001	17.887366921675223	20.0	150.0	150	9.090909090909092	35492251.0
POR-216-TP1_R2_001	18.094651323783523	20.0	150.0	150	18.181818181818183	35492251.0
POR-216-TP2_R1_001	16.960636021673125	21.0	150.0	150	18.181818181818183	46107103.0
POR-216-TP2_R2_001	17.329025212338493	20.0	150.0	150	18.181818181818183	46107103.0
POR-216-TP3_R1_001	19.049050425671126	20.0	150.0	150	18.181818181818183	44697292.0
POR-216-TP3_R2_001	19.553727966009205	20.0	150.0	150	18.181818181818183	44697292.0
POR-216-TP4_R1_001	16.438455202859203	20.0	150.0	150	18.181818181818183	42571547.0
POR-216-TP4_R2_001	17.133193030846016	20.0	150.0	150	18.181818181818183	42571547.0
POR-236-TP1_R1_001	20.185023845318952	20.0	150.0	150	18.181818181818183	25015877.0
POR-236-TP1_R2_001	20.793133103447687	20.0	150.0	150	18.181818181818183	25015877.0
POR-236-TP2_R1_001	17.60072815508778	20.0	150.0	150	18.181818181818183	38181076.0
POR-236-TP2_R2_001	18.274220806058906	20.0	150.0	150	18.181818181818183	38181076.0
POR-245-TP1_R1_001	21.56379218556326	20.0	150.0	150	9.090909090909092	44030302.0
POR-245-TP1_R2_001	21.575718748262034	20.0	150.0	150	18.181818181818183	44030302.0
POR-245-TP2_R1_001	17.944802184937288	20.0	150.0	150	18.181818181818183	34920046.0
POR-245-TP2_R2_001	18.391191089813432	20.0	150.0	150	18.181818181818183	34920046.0
POR-245-TP4_R1_001	17.386219689240505	20.0	150.0	150	18.181818181818183	39026893.0
POR-245-TP4_R2_001	18.00710173028719	20.0	150.0	150	18.181818181818183	39026893.0
POR-260-TP1_R1_001	16.888250915489195	20.0	150.0	150	18.181818181818183	37266118.0
